06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-69,-52,-50,-56,-40,-45,-64,NaN,-36,-56,-60,-46,-65,-71,-73,-69,-83,NaN,-67,NaN,-70,NaN,7
-68,-51,-51,-56,-41,-44,-65,-61,-35,-51,-61,-45,-66,-70,-68,-68,NaN,-82,-68,-87,-70,NaN,7
-68,-52,-53,-54,-41,-45,-65,-60,-36,-56,-58,-45,-66,-73,-68,-67,NaN,-80,-70,-87,NaN,NaN,7
-67,-54,-51,-54,-41,-44,-64,-64,-34,-57,-60,-45,-64,-71,-70,-69,NaN,-81,-70,NaN,NaN,NaN,7
-68,-53,-51,-59,-40,-45,-63,-54,-36,-56,-60,-45,-64,-70,-67,-69,-84,-80,-66,NaN,-92,NaN,7
-69,-51,-49,-55,-41,-44,-65,-61,-35,-55,-61,-46,-56,-72,-69,-67,-82,-82,-73,NaN,-86,NaN,7
-68,-51,-51,-55,-36,-44,-69,-59,-35,-55,-60,-46,-64,-71,-69,-68,-82,-81,-69,NaN,-86,NaN,7
-69,-52,-51,-54,-42,-50,-65,-61,-37,-56,-60,-45,-64,-70,-71,-68,NaN,-81,-69,NaN,NaN,NaN,7
-67,-54,-51,-55,-41,-44,-68,-64,-36,-57,-59,-46,-64,-80,-70,-67,NaN,-78,-70,NaN,NaN,NaN,7
-68,-56,-55,-55,-42,-44,-71,-60,-36,-52,-60,-45,-55,-79,-69,-68,-83,-83,-68,NaN,-86,-85,7
-68,-52,-49,-56,-42,-44,-65,-60,-36,-56,-61,-46,-66,-80,-69,-71,-83,-82,-67,NaN,-86,-85,7
-69,-55,-51,-56,-42,-44,-63,-60,-36,-56,-61,-45,-66,-79,-69,-72,-68,-83,-73,NaN,NaN,NaN,7
-69,-55,-52,-56,-41,-45,-65,-60,-36,-56,-60,-46,-65,-69,-74,-68,-68,-83,-73,NaN,NaN,NaN,7
-69,-51,-51,-56,-40,-44,-64,-59,-36,-52,-60,-45,-65,-69,-71,-68,-83,-82,-73,NaN,-84,-83,7
-69,-52,-46,-55,-42,-44,-64,-60,-36,-55,-61,-46,-66,-79,-70,-68,-83,-83,-73,NaN,-84,-83,7
-69,-50,-46,-56,-41,-49,-73,-60,-36,-57,-60,-53,-66,-77,-69,-68,-83,-83,-73,NaN,NaN,NaN,7
-69,-51,NaN,-56,-41,-45,-65,NaN,-35,-56,-60,-45,-66,-84,-70,-68,-83,-85,-68,NaN,-90,NaN,7
-69,-54,NaN,-56,-41,-44,-65,-60,-35,-55,-61,-45,-66,-84,-69,-68,NaN,-85,-68,NaN,-90,NaN,7
-69,-54,-65,-56,-41,-66,-64,-59,-36,-56,-60,-45,-67,-70,-74,-68,-83,NaN,-68,NaN,NaN,NaN,7
-69,-50,-50,-56,-41,-45,-72,-59,-35,-57,-62,-45,-67,-78,-74,-68,-83,NaN,-68,NaN,NaN,NaN,7
-69,-51,-53,-56,-41,-45,-64,-60,-35,-56,-61,-45,NaN,-84,-70,-69,NaN,NaN,-68,NaN,-82,-81,7
-69,-55,-49,-57,-40,-46,-64,-60,-35,-57,-88,-46,-65,-80,-69,-71,-85,-84,-68,NaN,-82,-81,7
-69,-51,-50,-57,-41,-45,-64,-60,-36,-56,-60,-45,-65,-70,-69,-68,-83,-84,-68,NaN,NaN,NaN,7
-68,-51,-51,-57,-41,-45,-64,-59,-36,-57,-61,-45,NaN,-79,-67,-68,-83,-83,-68,NaN,NaN,NaN,7
-69,-60,-49,-52,-40,-45,-75,-60,-35,-53,-61,-45,-65,-71,-69,-68,-84,-82,-68,NaN,NaN,NaN,7
-69,-51,-49,-56,-42,-45,-65,-60,-36,-56,-61,-45,-64,-81,-69,-68,-83,-82,-68,NaN,NaN,NaN,7
-69,-51,-52,-57,-40,-45,-63,-60,-68,-56,-60,-45,-60,-70,-69,-68,-85,-81,-69,NaN,NaN,NaN,7
-69,-51,-86,-57,-41,-45,-64,-59,-37,-56,-61,-46,-60,-69,-69,-70,-85,-83,-69,NaN,NaN,NaN,7
-69,-54,-50,-57,-40,-45,-63,-60,-36,-56,-60,-46,-66,-70,-69,-68,-83,-81,-69,NaN,NaN,NaN,7
-69,-51,-50,-57,-41,-45,-76,-60,-35,-52,-60,-45,-66,-70,-69,-67,-83,-82,-69,NaN,-81,-82,7
-68,-51,-50,-57,-41,-45,-64,-60,-35,-56,-62,-45,-65,-70,-70,-68,-84,-82,-69,NaN,-81,-82,7
-69,-54,-50,-57,-40,-42,-74,-59,-36,-56,-61,-45,-66,-80,-69,-68,-84,-82,-69,NaN,NaN,NaN,7
-69,-53,-50,-57,-41,-45,-74,-59,-36,-56,-60,-45,-65,-80,-69,-67,-84,-82,-68,NaN,NaN,NaN,7
-69,-51,-49,-57,-41,-45,-64,-60,-35,-56,-60,-45,-66,-71,-69,-68,-84,-83,-68,NaN,-81,-90,7
-69,-54,-51,-58,-40,-45,-64,-60,-36,-56,-60,-45,-64,-72,-69,-69,-84,-83,-68,NaN,-81,-90,7
-69,-51,-52,-58,-39,-45,-63,-60,-35,-57,-60,-45,-65,-70,-68,-69,-83,-83,-65,NaN,NaN,NaN,7
-67,-52,-55,-56,-43,-45,-64,-64,-36,-57,-66,-45,-65,-74,-68,-69,-83,-81,-65,NaN,NaN,NaN,7
-69,-56,-49,-55,-41,-44,-75,-66,-35,-55,-90,-45,-66,-80,-71,-68,NaN,-81,NaN,NaN,NaN,-85,7
-68,-51,-49,-65,-81,-45,-75,-60,-37,-56,-60,-52,-65,-80,-70,-69,NaN,-82,NaN,NaN,NaN,-85,7
-68,-52,-51,-58,-40,-45,-59,-60,-36,-50,-60,-45,-66,NaN,-70,-69,NaN,-82,-70,NaN,-83,NaN,7
-68,-51,-50,-57,-41,-45,-63,-60,-36,-57,-60,-45,-64,NaN,-70,-68,NaN,NaN,-70,NaN,-83,NaN,7
-69,-50,-51,-56,-40,-45,-63,-60,-34,-56,-60,-45,-65,-79,-74,-68,-83,-82,-68,NaN,NaN,NaN,7
-68,-50,-52,-59,-40,-45,-65,-60,-37,-56,-60,-46,-65,-72,-74,-67,-83,-82,-68,NaN,NaN,NaN,7
-64,-60,-46,-49,-50,-47,-63,-63,-32,-55,-57,-47,-74,-75,-77,-76,-87,NaN,-71,NaN,-89,-89,8
-66,-60,-49,-54,-48,-43,-64,-58,-32,-56,-69,-46,-70,-70,-73,-78,-87,-79,-73,NaN,NaN,-85,8
-66,-62,-51,-53,-47,-45,-63,-58,-31,-58,-62,-46,-69,-74,-73,-78,NaN,-74,-74,-80,NaN,-85,8
-67,-57,-50,-79,-49,-45,-64,-60,-31,-58,-63,-46,-71,-74,-70,-77,-89,-74,-73,-79,NaN,NaN,8
-66,-57,-51,-54,-48,-44,-64,-60,-31,-58,-63,-46,-70,-69,-71,-76,-89,-74,-73,-79,NaN,NaN,8
-66,-63,-50,-52,-50,-44,-64,-61,-31,-58,-63,-46,-71,-76,-71,-79,NaN,-74,-73,NaN,NaN,NaN,8
-66,-58,-51,-52,-47,-46,-62,-60,-31,-90,-62,-46,-71,-69,-72,-79,NaN,-74,-73,-79,NaN,NaN,8
-66,-58,-55,-53,-49,-45,-65,-69,-32,-48,-63,-46,-70,-69,-71,-78,NaN,-75,-73,-79,NaN,NaN,8
-67,-62,-50,-52,-49,-46,-64,-69,-32,-55,-62,-47,-70,-68,-71,-78,NaN,-74,-75,-79,NaN,NaN,8
-66,-56,-55,-52,-49,-45,-63,-60,-31,-58,-63,-47,-70,-70,-70,-78,NaN,-74,-75,-80,-86,-86,8
-66,-59,-50,-52,-48,-45,-73,-61,-31,-58,-63,-46,-71,-68,-70,-77,NaN,-73,-75,-81,-86,-86,8
-66,-58,-51,-52,-48,-45,-73,-61,-31,-56,-68,-46,-71,-69,NaN,-83,NaN,-73,NaN,-81,NaN,-87,8
-66,-63,-50,-53,-49,-45,-64,-60,-31,-58,-62,-47,-70,-69,-71,-76,-86,-74,NaN,-79,NaN,-87,8
-66,-57,-51,-53,-48,-46,-65,-59,-31,-58,-63,-46,-71,-69,-71,-76,-89,-74,NaN,-79,-86,-87,8
-66,-57,-55,-58,-49,-49,-65,-60,-34,-58,-64,-47,-71,-74,NaN,-79,-89,-74,NaN,NaN,-86,-87,8
-65,-58,-50,-52,-48,-45,-64,-61,-31,-58,-63,-46,-70,-74,-71,-79,NaN,-74,NaN,NaN,NaN,NaN,8
-66,-62,-51,-52,-48,-46,-64,-60,-32,-58,-62,-52,-70,-69,-71,NaN,NaN,-74,-79,NaN,NaN,NaN,8
-66,-58,-51,-53,-48,-46,-66,-60,-31,-57,-62,-47,-70,-79,-71,-80,-89,-74,-73,-80,NaN,NaN,8
-65,-63,-49,-52,-49,-46,-73,-60,-31,-59,-63,-52,-71,-75,-71,-80,-89,-74,-72,-80,-85,NaN,8
-65,-56,-49,-53,-49,-45,-65,-60,-32,-57,-63,-47,-70,-70,-72,-76,NaN,NaN,-72,-80,-85,NaN,8
-66,-58,-51,-53,-49,-44,-64,-60,-31,-57,-63,-46,-70,-74,-70,-79,NaN,-73,-73,-80,NaN,NaN,8
-66,-57,-51,-53,-49,-45,-65,-59,-32,-57,-63,-46,-70,-74,-70,-78,NaN,-74,-73,-79,NaN,NaN,8
-67,-63,-51,-53,-49,-45,-65,-60,-31,-59,-63,-46,-73,-69,-77,-78,NaN,-74,-73,-79,NaN,NaN,8
-67,-57,-50,-52,-49,-45,-64,-60,-31,-54,-63,-46,-71,-69,-68,-78,-90,-78,-74,-79,NaN,NaN,8
-67,-64,-51,-78,-49,-58,-75,-60,-31,-59,-63,-46,-70,-70,-71,-78,-90,-74,-72,-79,NaN,-88,8
-67,-61,-50,-53,-48,-45,-62,-60,-31,-59,-62,-46,-70,-69,-71,-78,NaN,-74,-72,-79,NaN,-88,8
-67,-63,-50,-53,-49,-46,-66,-59,-31,-59,-62,-47,-70,-69,NaN,-78,NaN,-75,NaN,NaN,-88,NaN,8
-66,-56,-51,-53,-49,-46,-65,-59,-31,-58,-62,-46,-71,-70,-76,-78,NaN,-74,-72,-79,-88,NaN,8
-67,-57,-51,-52,-50,-46,-64,-60,-31,-59,-63,-46,-68,-69,-71,-78,NaN,-74,-72,-79,-87,NaN,8
-67,-57,-54,-52,-46,-45,-65,-59,-32,-50,-62,-47,-68,-73,-71,-80,NaN,-74,-73,-79,-87,NaN,8
-67,-65,-51,-53,-48,-45,-77,-60,-79,-58,-62,-46,NaN,-73,-73,-76,NaN,-74,-73,NaN,NaN,NaN,8
-67,-62,-46,-52,-71,-45,-64,-61,-32,-59,-64,-46,-66,-73,-68,-77,-90,-75,NaN,-80,NaN,NaN,8
-67,-56,-50,-52,-46,-45,-64,-61,-31,-59,-63,-52,-71,NaN,-71,-79,-90,-72,NaN,-79,-86,-85,8
-66,-62,-50,-51,-47,-45,-74,NaN,-31,-59,-63,-46,-71,-70,-71,-79,NaN,-74,-72,-79,-89,-85,8
-67,-57,-51,-52,-48,-58,-74,-60,-31,-57,-63,-47,NaN,-74,-72,NaN,NaN,-74,-72,NaN,-86,NaN,8
-66,-62,-50,-53,-45,-59,-65,-60,-31,-56,-63,-46,-64,-74,-72,-83,NaN,-74,-71,NaN,-86,NaN,8
-67,-57,-51,-52,-49,-46,-66,NaN,-32,-58,-63,-47,-72,-75,-71,-78,NaN,-74,-71,NaN,NaN,NaN,8
-66,-64,-51,-57,-44,-45,-63,-60,-31,-58,-63,-46,-70,-69,-72,-78,NaN,-74,NaN,NaN,-85,-86,8
-66,-58,-52,-53,-49,-58,-65,-60,-31,-59,-63,-47,-70,-68,-67,NaN,NaN,-74,NaN,NaN,-85,-86,8
-66,-63,-51,-53,-48,-58,-64,-60,-32,-58,-63,-46,-68,-76,-70,NaN,-87,-74,-79,NaN,NaN,NaN,8
-66,-63,-51,-57,-53,-45,-65,-60,-32,-58,-62,-46,-71,-69,-70,NaN,-92,-74,-72,NaN,-86,NaN,8
-65,-57,-51,-53,-49,-45,-64,-60,-31,-58,-63,-46,-71,-75,-70,-79,-92,-67,-72,-79,-86,NaN,8
-65,-56,-52,-53,-48,-45,-64,-60,-32,-58,-63,-46,-71,-75,-70,-79,NaN,-67,NaN,-79,NaN,NaN,8
-65,-62,-51,-52,-48,-45,-74,-61,-31,-65,-63,-46,-71,-74,-70,-79,NaN,NaN,-67,NaN,NaN,NaN,8
-65,-63,-51,-53,-47,-45,-71,-60,-31,-49,-63,-46,NaN,-74,-70,-81,NaN,-67,-72,NaN,NaN,NaN,8
-65,-57,-50,-52,-48,-45,-65,-60,-32,-58,-63,-46,-71,-69,-70,-77,NaN,-74,-72,NaN,NaN,NaN,8
-65,-62,-50,-53,-45,-45,-71,-59,-31,-59,-63,-45,-70,-70,-70,-79,-91,-72,NaN,NaN,NaN,NaN,8
-65,-57,-51,-57,-46,-45,-64,-59,-31,-58,-62,-47,-70,-71,-69,-79,-91,-73,-71,NaN,NaN,NaN,8
-65,-61,-50,-53,-47,-45,-65,-59,-31,-58,-62,-46,-72,-69,-71,-78,NaN,-75,-71,NaN,NaN,NaN,8
-65,-57,-51,-53,-46,-45,-66,-68,-61,-51,-63,-46,-72,-73,-70,-75,NaN,-75,-74,-82,NaN,NaN,8
-65,-56,-50,-53,-69,-55,-64,-60,-31,-58,-63,-46,-73,-73,-70,-80,-89,-75,-74,-82,NaN,NaN,8
-65,-58,-50,-52,-48,-44,-71,-60,-32,-49,-63,-46,-69,-70,-71,-80,-89,-74,-74,NaN,NaN,NaN,8
-65,-58,-51,-52,-49,-45,-72,-60,-31,-59,-63,-46,-71,-73,-70,-80,NaN,-73,-73,-79,-83,-86,8
-65,-58,-51,-52,-47,-45,-64,-60,-31,-59,-64,-46,-71,-73,-70,-80,-89,-74,-74,-81,-83,-86,8
-65,-62,-52,-53,-48,-45,-66,-69,-31,-58,-62,-47,-70,-73,NaN,-80,-89,-74,-74,-81,NaN,NaN,8
-65,-57,-51,-52,-47,-45,-77,-60,-31,-58,-63,-46,-70,-72,-70,-77,NaN,-73,-74,-78,NaN,NaN,8
-65,-55,-51,-53,-47,-46,-71,-70,-31,-59,-62,-46,-70,-73,-70,-79,NaN,-74,-74,-78,NaN,-84,8
-65,-57,-51,-52,-49,-45,-63,-61,-31,-52,-63,-46,-71,-69,-70,-81,NaN,-73,-74,-78,NaN,-84,8
-65,-62,-52,-52,-47,-70,-65,-62,-31,-49,-63,-46,-71,-68,-71,-83,NaN,-74,-74,-78,-86,-84,8
-65,-55,-52,-52,-48,-56,-65,-62,-31,-58,-64,-46,-72,-76,-75,-69,NaN,-74,-74,NaN,-86,-84,8
-65,-64,-52,-52,-47,-57,-67,-60,-31,-64,-63,-46,-71,-76,-71,-69,NaN,-74,-75,-78,NaN,NaN,8
-65,-56,-52,-53,-49,-45,-64,-61,-31,-57,-63,-46,-70,-70,-69,-74,NaN,-66,-81,-78,NaN,NaN,8
-67,-59,-50,-53,-69,-57,-65,-60,-31,-58,-63,-46,-69,-70,-69,-74,NaN,-66,-81,NaN,NaN,NaN,8
-66,-59,-51,-53,-50,-45,-66,-63,-75,-59,-63,-46,-72,-70,-70,NaN,-88,-75,-75,NaN,NaN,NaN,8
-65,-56,-70,-52,-49,-45,-57,-62,-31,-58,-63,-46,-70,-78,-70,-80,-88,-75,-75,NaN,NaN,NaN,8
-65,-59,-53,-52,-49,-46,-64,-62,-31,-58,-63,-45,-70,-76,-68,-81,-87,NaN,-82,NaN,-85,NaN,8
-65,-62,-51,-53,-48,-45,-71,-59,-32,-53,-63,-46,NaN,-69,-68,-79,-87,-73,-82,-78,-85,NaN,8
-65,-57,-78,-53,-49,-45,-65,-59,-31,-57,-63,-46,-71,-69,NaN,-79,-87,-74,NaN,-78,-88,NaN,8
-65,-62,-51,-49,-49,-56,-65,-59,-31,-57,-63,-45,-67,-69,-71,-80,-87,-74,NaN,NaN,-88,NaN,8
-65,-63,-52,-53,-48,-45,-64,-60,-31,-58,-62,-47,-70,-69,-69,-80,-90,-74,-71,NaN,NaN,NaN,8
-66,-57,-50,-53,-49,-45,-64,-60,-32,-57,-62,-46,-71,-69,-71,-76,-90,-74,-74,NaN,NaN,-89,8
-66,-57,-51,-53,-47,-45,-65,-60,-32,-57,-63,-46,-71,-74,-71,-76,NaN,-74,-74,-81,NaN,-89,8
-65,-57,-52,-52,-49,-57,-71,-61,-31,-65,-62,-46,-71,-68,-69,-78,NaN,-72,-71,-81,NaN,NaN,8
-65,-58,-52,-53,-47,-57,-65,-60,-31,-65,-64,-54,-71,-68,-69,-78,NaN,-72,-71,NaN,NaN,NaN,8
-65,-57,-52,-54,-49,-45,-65,-60,-31,-58,-63,-46,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,8
-65,-64,NaN,-53,-49,-57,-66,NaN,-31,-58,-63,-46,-73,-69,NaN,-77,-88,-74,-69,NaN,NaN,NaN,8
-65,-58,-51,-54,-53,-45,-66,NaN,-35,-58,-63,-46,-69,-68,-66,-77,-92,-74,-69,-78,NaN,NaN,8
-65,-63,-51,-53,-49,-45,-65,-61,-31,-57,-63,-46,-71,-69,-70,-79,-92,-74,-72,-78,NaN,-88,8
-65,-57,-51,-53,-48,-45,-66,-62,-32,-57,-63,-46,-71,-69,-70,-77,NaN,-74,-72,NaN,NaN,-88,8
-65,-64,-52,-53,-48,-46,-66,-61,-31,-58,-63,-46,-73,-75,-74,-77,-88,-74,-72,NaN,-84,NaN,8
-61,-59,-49,-50,-52,-49,-66,-62,-46,-60,-56,-79,-76,-76,-65,-73,-88,-76,-69,NaN,-84,NaN,9
-61,-55,-51,-49,-52,-47,-66,-65,-32,-46,-53,-48,-71,-77,-64,-72,-88,-76,-75,-83,NaN,NaN,9
-61,-53,-51,-51,-50,-50,-63,-65,-31,-59,-53,-56,-71,-75,-64,-71,NaN,-77,-67,-83,NaN,NaN,9
-62,-55,-52,-84,-51,-47,-64,-67,-32,-59,-53,-50,-70,-75,-66,-75,-83,-78,-66,-83,NaN,NaN,9
-61,-56,-51,-47,-49,-51,-64,-61,-32,-44,-53,-49,-72,-71,-65,-71,-83,-78,-66,-83,NaN,NaN,9
-61,-55,-52,-50,-47,-51,-56,-61,-31,-58,-57,-49,-72,-71,-64,-71,NaN,-81,NaN,NaN,NaN,NaN,9
-61,-55,-52,-50,-50,-51,-65,-64,-31,-54,-58,-49,-72,-77,-65,-72,-86,-77,NaN,NaN,NaN,NaN,9
-61,-56,-51,-53,-49,-50,-63,-63,-31,-59,-55,-53,-72,-78,-65,-68,-86,-77,-66,-85,NaN,NaN,9
-60,-55,-51,-56,-48,-51,-63,-63,-31,-59,-55,-49,-71,-80,-64,-73,NaN,-77,-65,-85,NaN,NaN,9
-61,-56,-51,-50,-49,-49,-64,-66,-31,-58,-54,-49,-73,-83,-64,-71,NaN,-77,-65,NaN,NaN,NaN,9
-62,-58,-51,-50,-49,-50,-64,-66,-31,-59,-54,-49,-72,-73,-65,-72,-85,-77,-66,-82,-85,NaN,9
-62,-57,-50,-50,-48,-50,-63,-70,-31,-59,-54,-50,-72,-74,-64,-72,-85,-76,-65,-82,-85,NaN,9
-61,-55,-51,-50,-48,-50,-63,-64,-31,-59,-54,-49,-71,-74,-64,-72,NaN,-78,-65,NaN,NaN,NaN,9
-61,-56,-52,-50,-49,-51,-65,-65,-31,-59,-54,-49,-71,-73,-65,-72,-86,-77,-68,NaN,NaN,NaN,9
-61,-56,-51,-50,-49,-50,-65,-63,-31,-59,-54,-49,-71,-73,-64,-73,-86,-77,-70,NaN,NaN,NaN,9
-62,-56,-51,-50,-50,-50,-65,-64,-31,-58,-55,-50,-72,-80,-62,-73,NaN,-80,-70,NaN,NaN,NaN,9
-62,-59,-51,-50,-49,-53,-65,-66,-31,-58,-53,-49,-72,-73,-64,-73,NaN,-77,-68,NaN,NaN,NaN,9
-62,-56,-51,-51,-48,-48,-65,-69,-31,-59,-54,-49,-72,-73,-64,-73,NaN,-79,-70,NaN,NaN,NaN,9
-62,-59,-51,-50,-49,-53,-63,-69,-31,-59,-53,-48,-71,NaN,-65,-73,NaN,-79,-70,NaN,NaN,NaN,9
-62,-56,NaN,-52,-49,-50,-64,-69,-31,-60,-55,-49,-71,NaN,-65,NaN,NaN,NaN,NaN,NaN,NaN,-83,9
-62,-56,NaN,-50,-50,-53,-60,-66,-31,-60,-53,-49,NaN,-74,-65,-71,NaN,NaN,-71,NaN,NaN,-83,9
-62,-56,NaN,-51,-49,-50,-60,-66,-31,-60,-54,-49,-71,-74,-69,-72,NaN,NaN,-71,NaN,NaN,NaN,9
-62,-59,-50,-51,-49,-53,-64,NaN,-31,NaN,-54,-48,-71,NaN,-64,-72,NaN,NaN,NaN,NaN,NaN,NaN,9
-61,-56,-50,-50,-50,-49,-64,-66,-31,-59,-54,-49,NaN,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-61,-56,-52,-50,-49,-49,-64,-65,-31,-60,-54,-49,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-61,-58,-52,-52,-49,-53,-63,-65,-31,-59,-54,-49,-71,-74,-64,-72,NaN,NaN,-70,NaN,NaN,NaN,9
-61,-59,-51,-50,-49,-49,-64,-65,-31,-59,-54,-48,-72,-75,-64,-72,NaN,NaN,-70,NaN,NaN,NaN,9
-61,-56,-55,-50,-49,-49,-64,-54,-31,-59,-55,-50,-71,-73,-65,-71,NaN,NaN,-70,NaN,NaN,NaN,9
-61,-55,-52,-84,-49,-49,-65,-67,-31,-59,-54,-49,-71,-80,-65,-72,-87,-79,-75,NaN,NaN,NaN,9
-61,-56,-55,-51,-47,-49,-64,-64,-31,-59,-54,-49,-71,-73,-64,-73,-87,-79,-70,-84,NaN,NaN,9
-61,-60,-55,-51,-50,-49,-65,-64,-31,-59,-55,-49,-71,-73,-64,-74,NaN,-78,-67,-84,NaN,NaN,9
-60,-56,-55,-50,-50,-49,-61,-65,-31,-69,-54,-49,-71,-75,-65,-71,NaN,-77,-67,NaN,NaN,NaN,9
-60,-56,-54,-50,-49,-50,-63,-64,-31,-60,-54,-49,-71,-75,-68,-71,-85,-76,NaN,NaN,NaN,NaN,9
-60,-57,-52,-51,-48,-50,-62,-64,-31,-58,-55,-49,-73,-71,-64,-73,-85,-76,-66,NaN,-85,-92,9
-60,-56,-51,-50,-47,-51,-63,-62,-33,-56,-55,-50,-70,-74,-65,-73,-85,-76,-68,NaN,-85,-92,9
-62,-54,-53,-83,-46,-57,-59,-63,-31,-52,-55,-50,-70,-74,-63,-72,NaN,-77,-66,-85,NaN,NaN,9
-62,-53,-59,-49,-47,-51,-64,-63,-31,-44,-51,-50,-70,-73,-65,-72,-86,-77,-66,-84,NaN,NaN,9
-62,-57,-54,-49,-44,-51,-64,-64,-31,-58,-55,-50,-70,-73,-65,-74,-86,-84,-67,-84,-86,NaN,9
-60,-56,-52,-50,-47,-50,-60,-61,-30,-59,-55,-49,-71,-74,-64,-73,-74,-78,-66,NaN,-86,NaN,9
-59,-56,-53,-49,-48,-49,-66,-63,-32,-53,-55,-50,-71,-75,-62,-72,-74,-78,-66,NaN,NaN,NaN,9
-60,-55,-53,-49,-48,-50,-66,-63,-33,-58,-55,-50,-75,-73,-64,-72,NaN,-77,-66,NaN,NaN,NaN,9
-60,-56,-54,-50,-47,-50,NaN,-61,-30,-59,-55,-50,-71,-73,-64,-74,NaN,-77,-66,-82,-86,NaN,9
-60,-56,-55,-48,-48,-57,-65,-63,-30,-57,-55,-49,-71,-74,-67,-73,NaN,-75,-66,-82,-86,NaN,9
-60,-56,-54,-49,-48,-49,-67,-63,-31,-46,-55,-55,-70,-71,-64,-73,NaN,-76,-67,-81,NaN,NaN,9
-61,-58,-53,-49,-48,-49,-65,-63,-31,-58,-55,-49,-71,-71,-65,-73,-87,-76,-68,-81,NaN,NaN,9
-60,-57,-58,-47,-51,-50,-65,-63,-33,-57,-55,-50,-71,-74,-65,-73,-87,-76,-68,NaN,-85,NaN,9
-60,-57,-53,-48,-48,-50,-66,-63,-33,-54,-55,-49,-73,-75,-65,-72,NaN,-73,NaN,NaN,-85,NaN,9
-60,-56,-52,-49,-84,-48,-66,-63,-31,-58,-55,-49,-70,-75,-65,-72,NaN,-76,-69,-84,-86,NaN,9
-59,-57,-52,-50,-49,-49,-66,-63,-34,-56,-55,-50,-70,-74,-65,-72,NaN,-76,-70,-84,-86,NaN,9
-60,-56,-53,-49,-45,-49,-68,-65,-30,-58,-55,-50,-70,-73,NaN,-74,NaN,-76,-70,NaN,NaN,NaN,9
-60,-60,-53,-49,-47,-48,-65,-63,-30,-57,-55,-50,NaN,-73,NaN,-72,NaN,-79,NaN,NaN,NaN,NaN,9
-61,-58,-60,-49,-48,-48,-67,-64,-67,-59,-54,-56,-70,-73,-64,-73,NaN,-79,-70,NaN,NaN,NaN,9
-60,-57,-52,-49,-47,-48,-66,-64,-31,-59,-54,-49,-70,-74,-64,-75,-89,-76,-67,-83,NaN,NaN,9
-60,-56,-53,-51,-45,-51,-64,-68,-31,-51,-54,-50,-71,-77,-68,-73,-88,-78,-67,-83,NaN,NaN,9
-59,-56,-53,-51,-47,-49,-65,-64,-31,-53,-54,-50,-69,-77,-66,-73,-88,-78,NaN,NaN,NaN,NaN,9
-59,-58,-58,-50,-51,-49,-66,-65,-31,-56,-55,-50,-71,-76,-66,NaN,NaN,-76,NaN,NaN,-83,NaN,9
-59,-56,-53,-50,-45,-50,-64,-66,-31,-59,-54,-50,-69,-76,NaN,-72,-88,-80,NaN,NaN,-83,NaN,9
-59,-58,-54,-50,-47,-49,-65,-64,-31,-53,-54,-49,-69,-76,NaN,-72,-88,-77,-66,NaN,NaN,NaN,9
-59,-58,-53,-50,-47,-53,-65,-63,-31,-55,-55,-50,-70,-76,-63,-73,NaN,-78,-66,NaN,NaN,NaN,9
-59,-57,-53,-50,-47,-50,-65,-62,-31,-56,-55,-50,-70,NaN,-64,-73,NaN,-81,-70,NaN,NaN,NaN,9
-59,-57,-53,-50,-47,-50,-62,-66,-30,-45,-55,-50,-70,-75,-64,-73,NaN,-78,-71,NaN,-84,NaN,9
-59,-58,-54,-50,-47,-49,-66,-63,-33,-56,-55,-50,-70,-74,-65,-76,-86,-74,-69,NaN,-84,NaN,9
-59,-56,-53,-49,-47,-50,-66,-64,-30,-45,-55,-50,-70,-75,-66,-72,-86,-81,-70,-81,NaN,NaN,9
-59,-58,-53,-50,-46,-50,-65,-64,-33,-56,-55,-50,-71,-73,-64,-76,-85,-78,-71,-81,-87,-87,9
-59,-56,-53,-49,-47,-49,-65,-64,-30,-56,-55,-50,-71,-77,-64,-73,-85,-78,-69,NaN,-87,-87,9
-59,-56,-52,-52,-47,-50,-65,-63,-31,-56,-53,-50,NaN,-76,-62,-74,NaN,-80,-76,NaN,NaN,-86,9
