06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-62,-63,-46,-36,-58,-50,-58,-41,-48,-65,-55,-62,-60,-54,-48,-55,NaN,-66,-57,-70,NaN,NaN,17
-62,-54,-46,-39,-58,-48,-61,-45,-51,-60,-51,-64,-60,-55,-48,-54,NaN,-66,-55,-70,NaN,NaN,17
-63,-56,NaN,-39,-55,-49,-61,-41,-51,-83,-53,-63,NaN,-53,-48,-56,NaN,-63,-57,-68,-74,-73,17
-63,-56,-45,-36,-57,-49,-57,-39,-51,-68,-54,-62,-63,-54,-47,-54,NaN,-79,-57,-67,-74,-73,17
-64,-55,-45,-37,-57,-56,-55,-40,-48,-75,-53,-64,-66,-55,-48,-57,NaN,-66,-57,-67,-73,-73,17
-64,-55,-47,-36,-55,-50,-55,-39,-48,-60,-52,-63,-62,-53,-48,-56,NaN,-68,-55,-70,-73,-77,17
-64,-63,-45,-36,-56,-50,-56,-41,-47,-60,-52,-64,-65,-54,-48,-57,-90,-67,-57,-70,-72,-77,17
-64,-55,-45,-37,-55,-56,-56,-39,-47,NaN,-53,-64,-66,-55,-48,-57,-90,-67,-57,-70,-72,NaN,17
-64,-55,-44,-36,-55,-57,-57,-40,-48,NaN,-53,-64,-63,-53,-48,-58,NaN,-66,-58,-70,NaN,NaN,17
-63,-55,-44,-35,-55,-57,-56,-40,-48,NaN,-53,-63,-62,-54,-47,-51,NaN,-65,-58,-70,NaN,NaN,17
-64,-54,-45,-37,-56,-50,-56,-39,-48,-74,-53,-64,-63,-53,-48,-55,NaN,-65,-56,-72,NaN,NaN,17
-63,-65,-45,-37,-56,-57,-57,-40,-48,-74,-53,-63,-61,-53,-45,-57,NaN,-65,-58,-72,-72,-70,17
-63,-64,-45,-36,-56,-49,-61,-40,-48,-58,-53,-63,-64,-54,-45,-57,NaN,-69,-55,-70,-72,-70,17
-63,-54,-43,-37,-55,-49,-61,-40,-48,-75,-52,-64,-62,-53,-48,-58,NaN,-67,-57,-71,-77,NaN,17
-64,-54,-45,-36,-55,-50,-58,-41,-47,-75,-52,-64,-63,-53,-47,-56,NaN,-66,-58,-69,-70,-70,17
-63,-55,-40,-37,-54,-52,-56,-39,-48,-73,-53,-63,-53,-54,-49,-56,NaN,-67,-58,-68,-70,-70,17
-63,-55,-45,-36,-56,-50,-57,-38,-48,-73,-52,-63,-53,-53,-48,-57,NaN,-67,-56,-68,NaN,NaN,17
-63,-55,-45,-36,-55,-49,-57,-38,-52,-64,-52,-63,NaN,-53,-48,-57,-89,-67,-54,NaN,NaN,NaN,17
-63,-66,-44,-37,-54,-50,-59,-41,-48,-64,-53,-63,-63,-53,-48,-59,-89,-68,-58,-72,NaN,NaN,17
-64,-55,-48,-36,-54,-58,-57,-39,-48,-72,-52,-63,-63,-54,-48,-55,NaN,-67,-58,-72,NaN,NaN,17
-63,-55,-44,-36,NaN,-51,-64,-41,-48,-72,-54,-63,-63,-54,-49,-56,NaN,-68,-57,NaN,NaN,NaN,17
-63,-66,-44,-37,-55,-58,-64,-39,-48,NaN,-54,-63,-63,-54,-49,-59,NaN,-68,-56,-71,NaN,NaN,17
-63,-55,-45,-36,-55,-50,-59,-39,-48,-61,-52,-63,-63,-54,-49,-57,NaN,-64,-56,-71,NaN,NaN,17
-63,-54,-45,-36,-53,-50,-57,-40,-47,-66,-53,-63,-63,-54,-49,-57,NaN,-67,-57,NaN,NaN,NaN,17
-64,-52,-44,-37,-58,-50,-56,-40,-46,-70,-53,-64,-63,-54,-49,-57,NaN,-67,-58,NaN,-73,-72,17
-63,-54,-45,-36,-58,-49,-56,-40,-46,-70,-52,-63,-63,-54,-48,-56,NaN,-67,-57,NaN,-73,-72,17
-63,-63,-46,-46,-54,-51,-59,-42,-46,-68,-49,-63,-63,-53,-48,-56,NaN,-69,-56,NaN,NaN,NaN,17
-63,-57,-46,-36,-53,-55,-65,-40,-46,-63,-51,-63,-63,-54,-48,-57,NaN,-67,-55,NaN,NaN,NaN,17
-64,-54,-45,-75,-50,-50,-57,-40,-46,-63,-51,-62,NaN,-54,-49,-58,-86,-68,-59,NaN,-72,-72,17
-64,-53,-45,-36,-51,-55,-57,-39,-47,-71,-53,-64,-55,-54,-50,-59,-86,-68,-56,NaN,-72,-72,17
-64,-57,-45,-37,-58,-50,-56,-40,-46,-71,-52,-63,-63,-64,-50,-58,NaN,-69,-55,NaN,NaN,NaN,17
-64,-58,-43,-37,-52,-50,-58,-40,-47,NaN,-52,-63,-63,-54,-48,-58,-88,-61,-57,-68,-79,NaN,17
-64,-63,-45,-37,-56,-50,-57,-39,-51,NaN,-52,-64,-63,-54,-48,-57,-88,-61,-58,-68,-79,NaN,17
-65,-56,-44,-39,-76,-56,-57,-40,-47,NaN,-52,-64,-63,-54,-48,-57,NaN,-68,-58,-68,NaN,NaN,17
-64,-57,-45,-70,-76,-51,-56,-40,-46,NaN,-51,-63,-62,-54,-48,-56,NaN,-60,-51,-70,-72,-71,17
-65,-57,-44,-37,NaN,-50,-57,-39,-47,-59,-51,-68,-62,-55,-48,-58,NaN,-68,-51,-68,-72,-71,17
-65,-59,-44,-77,-55,-50,-57,-39,-47,-60,-52,-64,-63,-54,-48,-57,NaN,-72,-52,-69,NaN,NaN,17
-65,-61,-44,-34,-56,-50,-57,-39,-45,-69,-52,-64,-61,-53,-48,-57,NaN,-68,-51,-72,-78,-82,17
-64,-58,-44,-37,-55,-50,-56,-39,-45,-51,-53,-64,-64,-54,-49,-57,NaN,-68,-53,-69,-78,-82,17
-64,-61,-47,-37,-55,-50,-63,-40,-47,-51,-51,-63,-63,-54,-49,-57,NaN,-70,-53,-69,NaN,-69,17
-64,-58,-44,-37,-55,-52,-62,-39,-47,-69,-52,-64,-63,-55,-52,-57,-79,-70,-52,NaN,NaN,-69,17
-64,-55,-44,-37,-55,-50,-57,-40,-47,-71,-53,-64,-63,-53,-48,-57,-79,-68,-52,-69,NaN,NaN,17
-64,-64,-42,-36,-54,-51,-56,-41,-47,-71,-51,-63,-62,-53,-48,-56,NaN,-68,-50,-69,-70,-74,17
-65,-60,-45,-38,-60,-56,-60,-41,-46,-67,-51,-64,-62,-54,-48,-57,NaN,-69,-51,NaN,-70,-74,17
-64,-57,-44,-37,-56,-51,-56,-39,-46,-60,-51,-63,-62,-55,-48,-58,NaN,-69,-51,NaN,NaN,NaN,17
-64,-57,-45,-78,-56,-51,-56,-39,-47,-60,-51,-66,-60,-53,-47,-59,NaN,-68,-57,NaN,NaN,-78,17
-64,-57,-44,-36,-57,-51,-56,-40,-51,NaN,-51,-65,-62,-54,-49,-59,NaN,-68,-56,-71,NaN,-74,17
-64,-62,-46,-37,-60,-51,-55,-40,-69,-67,-51,-62,-63,-53,-47,-59,NaN,-68,-52,-71,NaN,-74,17
-64,-57,-44,-37,-55,-50,-53,-38,-46,-53,-51,-62,-61,-54,-47,-59,NaN,-68,-57,-68,NaN,NaN,17
-65,-56,-44,-37,-56,-50,-53,-40,-47,-70,-52,-63,-61,-54,-48,-59,NaN,-67,-57,-68,-72,NaN,17
-64,-63,-44,-36,-55,-51,-57,-40,-47,-64,-51,-63,-63,-54,-46,-56,NaN,-67,-57,-69,-72,NaN,17
-64,-56,-44,-37,-56,-50,-57,-40,-47,-66,-51,-63,-63,-54,-46,-58,NaN,-68,-56,-69,-74,NaN,17
-63,-56,-45,-37,-55,-51,-53,-41,-46,-61,-52,-63,-63,-54,-48,-58,NaN,-68,-56,-69,-74,NaN,17
-63,-55,-45,-37,-57,-51,-56,-40,-46,-70,-51,-63,-63,-54,-48,-58,-87,-69,-58,NaN,NaN,NaN,17
-62,-55,-48,-36,-57,-58,-56,-40,-51,-59,-52,-63,-67,-54,-48,-58,-87,-68,-57,NaN,NaN,NaN,17
-63,-55,-45,-37,-54,-50,-56,-41,-71,-59,-50,-64,-61,-54,-48,-57,NaN,-68,-59,NaN,NaN,NaN,17
-63,-63,-45,-37,-56,-51,-63,-40,-46,-59,-52,-63,-62,-54,-45,-57,NaN,-68,-52,-71,NaN,NaN,17
-63,-61,-45,-36,-56,-50,-63,-40,-47,NaN,-52,-63,-62,-53,-48,-57,NaN,-68,-50,-71,NaN,NaN,17
-62,-60,-45,-37,-56,-58,-61,-39,-45,NaN,-52,-63,-63,-53,-56,-57,NaN,NaN,-51,NaN,NaN,NaN,17
-63,-55,-47,-37,-57,-57,-57,-41,-47,NaN,-51,-63,-63,-52,-48,-56,-88,-68,-52,NaN,-77,-79,17
-63,-54,-43,-37,-56,-51,-56,-43,-47,-60,-52,-62,-60,-55,-48,-57,-88,-68,-52,-68,-77,-79,17
-63,-55,-47,-36,-56,-50,-57,-41,-47,-68,-52,-63,-60,-55,-48,-58,-80,-68,-52,-68,NaN,NaN,17
-63,-55,-46,-37,-55,-56,-57,-41,-47,-68,-52,-63,-60,-53,-47,-57,-80,-61,-51,-69,NaN,NaN,17
-63,-56,-47,-37,-55,-56,-60,-40,-51,-72,-52,-64,-58,-54,-49,-59,NaN,-68,-51,-69,NaN,NaN,17
-63,-57,-46,-68,-57,-49,-57,-41,-45,-72,-51,-64,-64,-54,-51,-57,NaN,-67,-51,NaN,NaN,NaN,17
-63,-56,-47,-37,-57,-51,-57,-40,-45,-70,-53,-64,-66,-53,-51,-57,-88,-70,-55,NaN,NaN,NaN,17
-62,-55,-47,-37,-57,-58,-58,-43,-47,-65,-51,-64,-63,-53,NaN,-60,-85,-61,-55,-71,NaN,NaN,17
-63,-55,NaN,-35,-56,-60,-58,-40,-47,-70,-52,-63,-64,-54,-49,-58,-85,-66,-54,-71,NaN,-84,17
-63,-61,-44,-37,-58,-50,-56,-39,-47,-70,-53,-64,-64,-55,-47,-57,-80,-66,-52,NaN,NaN,-84,17
-62,-55,-45,-37,-58,-50,-63,-41,-47,-58,-52,-60,-63,-53,-48,-58,-79,-69,-52,NaN,-76,NaN,17
-62,-56,-46,-37,-59,-50,-62,-39,-45,-58,-51,-63,-62,-53,-52,-57,-79,-60,NaN,-64,-82,-81,17
-62,-56,-45,-37,-59,-50,-62,-41,-47,-70,-52,-59,-62,-54,-48,-58,NaN,-61,-55,-72,-82,-81,17
-62,-63,-45,-37,-58,-59,-58,-41,-46,-70,-51,-64,-63,-53,-45,-57,NaN,-61,-51,-72,-75,NaN,17
-62,-63,-46,-37,-57,-58,-58,-40,-47,NaN,-53,-64,-61,-54,-49,-57,NaN,-70,-60,NaN,-75,-81,17
-62,-55,-46,-33,-58,-49,-56,-45,-47,-70,-53,-64,-63,-53,-48,-57,-85,-66,-57,NaN,NaN,-81,17
-63,-56,-45,-35,-58,-59,-57,-39,-48,-67,-51,-63,-60,-53,-49,-57,-85,-69,-62,-71,-86,-83,17
-63,-56,-45,-37,-57,-52,-57,-39,-46,-68,-52,-64,-63,-54,-47,-57,NaN,-69,-58,-71,-77,-79,17
-63,-62,-45,-37,-57,-50,-57,-40,-48,-72,-50,-66,-61,-52,-48,-57,NaN,-69,-57,-71,-77,-79,17
-63,-55,-44,-37,-54,-50,-57,-40,-47,-72,-52,-65,-63,-55,-53,-58,-87,-69,-51,-73,NaN,NaN,17
-53,-66,-70,-47,-50,-54,-65,-53,-45,-66,-51,-64,-58,-62,-49,-57,-87,-49,-51,-71,-77,-65,18
-54,-59,-57,-42,-49,-47,-54,-47,-48,-80,-51,-58,-57,-54,-47,-45,-82,-50,NaN,NaN,NaN,-65,18
-56,-61,-57,-42,-52,-48,-55,-47,-47,-63,-50,-58,-58,-55,-49,-45,-83,-65,-54,-68,NaN,-64,18
-56,-63,-59,-41,-50,-72,-55,-47,-46,-59,-50,-61,-57,-61,-49,-45,-83,-51,-54,-68,-65,-64,18
-56,-59,-63,-40,-49,-48,-55,-47,-44,-62,-51,-59,-58,-55,-49,-45,NaN,-49,-89,-70,-68,-68,18
-56,-61,-60,-42,-49,-51,-59,-47,-45,-60,-51,-55,-58,-64,-59,-46,-83,-49,-89,-65,-68,-68,18
-56,-59,-67,-42,-58,-50,-60,-47,-46,-59,-49,-59,-58,-55,-50,-45,-83,-49,-54,-67,NaN,NaN,18
-56,-60,-58,-42,-50,-48,-54,-47,-55,-61,-50,-58,-54,-60,-49,-46,NaN,-50,-51,-67,NaN,NaN,18
-56,-61,-59,-40,-50,-49,-54,-47,-46,-61,-50,-72,-59,-55,-49,-46,-80,-49,-56,-65,-65,-65,18
-56,-60,-59,-43,-49,-51,-61,-45,-43,-67,-50,-60,-58,-60,-48,-45,-80,-50,-50,-65,-65,-92,18
-55,-60,-59,-41,-50,-51,-59,-47,-45,-67,-51,-57,-58,-54,-47,-45,-83,-56,-51,NaN,-65,-92,18
-56,-59,-60,-41,-67,-50,-59,-48,-46,NaN,-51,-55,-58,-55,-47,-46,-83,-49,-51,NaN,NaN,NaN,18
-56,-60,-60,-42,-50,-51,-59,-48,-46,NaN,-51,-60,-58,-56,-50,-45,NaN,-50,-55,-69,-67,-67,18
-55,-60,-63,-42,-48,-47,-59,-46,-46,NaN,-51,-61,-53,-56,-48,-45,NaN,-50,-56,-69,-71,-67,18
-53,-64,-56,-42,-49,-50,-55,-47,-45,NaN,-52,-60,-57,-55,-48,-45,-83,-50,-53,NaN,-66,-66,18
-55,-61,-60,-42,-51,-51,-54,-47,-45,NaN,-51,-71,-57,-61,-47,-45,-83,-49,-55,NaN,-64,-64,18
-56,-61,-57,-41,-51,-52,-55,-47,-46,NaN,-50,-57,-57,-56,-47,-45,-81,-49,-55,NaN,-64,-64,18
-56,-60,-59,-40,-50,-51,-61,-47,-46,-66,-50,-71,-58,-55,-47,-45,-81,-50,NaN,-65,-67,-64,18
-56,-59,-59,-42,-49,-47,-59,-47,-46,-65,-50,-59,-58,-56,-48,-45,NaN,-49,-56,-64,-67,-68,18
-56,-62,-54,-39,-49,-47,-58,-48,-46,-67,-51,-60,-58,-56,-47,-45,NaN,-49,-56,-64,-68,-69,18
-56,-61,-57,-42,-49,-48,-54,-47,-66,-67,-54,-57,-57,-55,-48,-45,NaN,-50,-56,NaN,-68,-69,18
-55,-61,-65,-42,-49,-51,-54,-51,-51,-61,-51,-57,-58,-55,-48,-45,NaN,-50,-52,NaN,NaN,-67,18
-55,-62,-58,-41,-49,-48,-59,-45,-46,-66,-54,-57,-58,-60,-47,-45,-81,-50,-51,NaN,NaN,-67,18
-55,-60,-61,-41,-49,-48,-60,-47,-47,-67,-51,-60,-58,-55,-49,-45,-81,-50,-55,-65,NaN,NaN,18
-55,-62,-58,-41,-49,-51,-55,-47,-45,-67,-50,-60,-58,-55,-48,-46,NaN,-49,-52,-65,-64,-69,18
-55,-60,-59,-40,-50,-49,-55,-46,-46,-62,-50,-59,-54,-60,-47,-45,NaN,-49,-52,-65,-66,-69,18
-55,-61,-58,-41,-50,-48,-59,-47,-45,-59,-52,-60,-58,-61,-49,-45,NaN,-50,-49,-64,-66,-63,18
-55,-61,-60,-41,-50,-47,-57,-81,-46,-59,-56,-59,-58,-56,-49,-44,NaN,-50,-49,-64,NaN,-63,18
-55,-62,-59,-43,-50,-48,-59,-47,-46,-61,-50,-57,-58,-56,-47,-44,NaN,-50,NaN,-67,-62,-63,18
-56,-61,-60,-42,-67,-47,-54,-47,-45,-68,-51,-59,-57,-60,-46,-45,-84,-49,-50,-67,-69,-63,18
-55,-61,-58,-42,-56,-51,-60,-48,-65,-66,-51,-73,-58,-59,-48,-45,-84,-51,-68,NaN,-69,-69,18
-55,-60,-59,-42,-49,-51,-59,-47,-46,-66,-50,-56,-58,-55,-48,-45,NaN,-50,-52,NaN,-68,-68,18
-55,-62,-58,-42,-50,-49,-58,-47,-45,-63,-51,-57,-58,-55,-51,-45,-83,-49,-55,NaN,-68,-68,18
-56,-60,-58,-41,-50,-48,-58,-45,-42,-64,-50,-60,-58,-54,-49,-45,-83,-49,-54,-68,-72,NaN,18
-56,-60,-65,-42,-48,-48,-55,-48,-46,-66,-50,-60,-60,-62,-49,-44,NaN,-50,-51,-65,-63,-68,18
-55,-60,-57,-64,-49,-51,-55,-48,-45,-66,-51,-60,-51,-60,-49,-45,NaN,-49,-58,-65,-69,-69,18
-55,-60,-57,-40,-49,-48,-55,-44,-46,NaN,-51,-60,-57,-60,-48,-45,NaN,-49,-58,-65,-69,-63,18
-55,-63,-62,-40,-50,-47,-59,-49,-46,-58,-51,-60,-57,-61,-48,-46,NaN,-50,-60,-63,-83,-81,18
-55,-63,-60,-40,-64,-50,-60,-47,-44,-66,-51,-60,-57,-55,-47,-45,-83,-49,-60,-64,-70,-69,18
-55,-62,-60,-43,-48,-51,-54,-47,-46,-66,-50,-60,-57,-59,-48,-44,-83,-50,-59,-64,-70,-70,18
-55,-58,-57,-41,-51,-48,-59,-52,-47,-66,-49,-58,-61,-59,-48,-45,NaN,-50,-59,-65,-67,-68,18
-53,-71,-63,-42,-51,-51,-59,-46,-47,-59,-54,-62,-57,-56,-49,-45,NaN,-49,-50,-66,-67,-68,18
-56,-60,-57,-46,-48,-48,-55,-46,-46,-61,-51,-60,-60,-61,-49,-47,-83,-50,-54,-64,-64,-68,18
-55,-63,-57,-45,-48,-47,-55,-47,-46,-65,-52,-64,-58,-61,-49,-46,-83,-49,-52,-64,-64,-68,18
-56,-63,-56,-42,-49,-50,-54,-47,-44,-66,-52,-57,-58,-60,-49,-45,-84,-49,-57,-64,NaN,NaN,18
-55,-64,-57,-42,-49,-48,-56,-47,-46,-66,-52,-57,-58,-55,-48,-45,-84,-49,-57,-64,-62,NaN,18
-56,-63,-58,-64,-49,-47,-57,-47,-46,-66,-52,NaN,-59,-55,-45,-45,NaN,-51,-57,NaN,-68,-68,18
-55,-66,-67,-85,-49,-47,-54,-47,-51,-58,-52,-60,-59,-88,-49,-45,NaN,-56,-57,-64,-68,-68,18
-55,-65,-57,-42,-49,-47,-54,-47,-46,-67,-52,-60,-57,-54,-48,-45,-83,-49,-59,-64,-70,NaN,18
-55,-59,-57,-42,-49,-47,-54,-47,-47,-67,-50,-60,-57,-61,-49,-46,-83,-50,-51,NaN,-63,-85,18
-55,-64,-59,-42,-49,-47,-57,-49,-46,-67,-50,-57,-52,-55,-48,-44,NaN,-50,-54,-66,-63,-58,18
-55,-62,-58,-42,-50,-48,-60,-45,-46,-67,-52,-60,-52,-60,-48,-47,NaN,-49,-54,-64,-63,-63,18
-55,-62,-62,-41,-46,-48,-57,-45,-46,-66,-50,-59,NaN,-60,-49,-47,NaN,-57,-53,-64,-63,-63,18
-56,-63,-59,-41,-50,-47,-64,-46,-45,-62,-51,-60,-57,-61,-48,-46,NaN,-56,-55,-64,NaN,NaN,18
-56,-66,-55,-41,-50,-47,-55,-46,-51,-61,-52,-56,-59,-54,-49,-46,NaN,-50,-55,-62,NaN,NaN,18
-56,-62,-55,-41,-64,-50,-55,-47,-46,-61,-51,-60,-54,-54,-46,-45,NaN,-49,-57,-62,NaN,NaN,18
-55,-62,-55,-82,-50,-50,-65,-47,-46,NaN,-51,-59,-54,-54,-49,-45,NaN,-68,-56,-63,NaN,NaN,18
-55,-61,NaN,-42,-51,-47,-60,-46,-48,NaN,-51,-61,-53,-55,-49,-45,-82,-66,-56,-63,-68,NaN,18
-56,-60,-64,-42,-49,-45,-60,-47,-46,-62,-51,-60,-57,-54,-46,-45,-82,-50,-56,-63,-68,NaN,18
-56,-60,-60,-63,-55,-48,-58,-48,-45,-62,-51,-60,-57,-60,-48,-45,NaN,-50,-58,-63,-55,-63,18
-56,-61,-59,-42,-49,-51,-55,-48,-45,-67,-50,-72,-57,-55,-48,-45,NaN,-50,-64,-63,-68,-63,18
-54,-59,-63,-42,-50,-51,-54,-48,-48,-68,-52,-60,-57,-55,-48,-44,NaN,-50,-63,NaN,-55,-67,18
-54,-63,-55,-40,-50,-51,-58,-48,-53,-64,-51,-84,-58,-56,-49,-45,NaN,-49,-56,NaN,-70,-67,18
-56,-60,-57,-41,-50,-47,-59,-47,-46,-64,-51,-60,-46,-59,-48,-45,NaN,-49,-53,NaN,-62,-63,18
-55,-62,-60,-42,-48,-52,-59,-45,-46,-68,-50,-60,-57,-57,-48,-45,NaN,-49,-58,NaN,-62,-63,18
-55,-64,-57,-40,-50,-48,-54,-45,-45,-68,-52,-60,-57,-55,-49,-45,NaN,-50,-56,NaN,-69,-69,18
-56,-62,-55,-42,-50,-51,-59,-45,-46,-68,-51,-59,-52,-55,-50,-44,-84,-50,-53,NaN,-72,-69,18
-56,-63,-55,-42,-49,-51,-59,-47,-46,-64,-54,-71,-58,-62,-49,-46,-84,-51,-54,NaN,-64,-67,18
-55,-62,-57,-41,-50,-48,-54,-45,-47,-61,-51,-60,-58,-54,-50,-45,NaN,-51,-55,NaN,-64,-67,18
-56,-63,-59,-42,-50,-47,-60,-47,-47,-61,-51,-70,-54,-55,-46,-45,-83,-49,-54,NaN,-64,NaN,18
-56,-63,-65,-66,-50,-47,-60,-47,-46,NaN,-51,-57,-54,-55,-49,-44,-83,-49,-54,-66,-68,-68,18
-55,-63,-57,-42,-50,-50,-60,-46,-46,-64,-45,-58,-57,-54,-49,-45,NaN,-50,-52,-66,-68,-68,18
-56,-61,-59,-42,-49,-51,-60,-46,-46,-66,-51,-61,-57,-54,-49,-45,-71,-68,-56,NaN,-65,-65,18
-56,-63,-59,-42,-50,-49,-60,-47,-46,-66,-51,-60,-56,-55,-46,-45,-80,-50,-53,-67,-65,-68,18
-56,-61,-51,-40,-51,-49,-54,-47,-43,-66,-50,-58,-58,-58,-48,-45,-89,-49,-54,-68,-63,-64,18
-55,-63,-65,-63,-50,-48,-54,-47,-43,-66,-51,-59,-59,-61,-48,-45,-74,-49,-54,-68,-65,-64,18
-56,-61,-65,-42,-50,-48,-55,-56,-46,-68,-51,-58,-58,-55,-47,-45,-83,-49,-54,NaN,-63,-63,18
-56,-64,-60,-41,-50,-48,-54,-46,-46,-66,-51,-58,-57,-55,-47,-45,-83,-49,-55,NaN,-63,-63,18
-56,-63,-56,-42,-49,-51,-54,-47,-45,-66,-51,-60,-55,-54,-47,-45,NaN,-50,-53,-65,NaN,-63,18
-55,-64,-59,-42,-50,-47,-64,-46,-46,-59,-52,-70,-59,-54,-47,-45,NaN,-50,-49,-65,-68,-67,18
-67,-62,-56,-58,-53,-69,-69,-36,-58,-59,-62,-71,-57,-56,-50,-59,-89,-43,-46,-68,-69,-63,19
-65,-57,-55,-52,-65,-69,-63,-34,-60,-71,-65,-71,-59,-63,-50,-49,-89,-45,-47,-70,-64,-65,19
-65,-60,-55,-52,-65,-65,-63,-34,-60,-71,-66,-71,-59,-65,NaN,-50,NaN,-45,-47,-70,-64,-65,19
-65,-59,-53,-52,NaN,-65,-63,-34,-57,NaN,-65,-71,-54,-65,NaN,-50,NaN,-46,-48,-65,-64,-60,19
-64,-59,-53,-52,-57,NaN,-63,-34,-57,-67,-66,NaN,-58,-57,-53,-49,NaN,-44,-46,-65,-64,-60,19
-64,-60,-52,-53,-57,-66,-64,-34,-57,-71,-66,-71,-58,-59,-57,-48,NaN,-44,-48,-65,NaN,NaN,19
-65,-58,-52,-52,-58,-63,-63,-35,-66,-71,-66,-72,-58,-65,-54,-49,NaN,-45,-47,-68,-65,NaN,19
-65,-58,-53,-52,-57,-66,-63,-34,-66,-74,-66,-71,-58,-56,-52,-50,-90,-45,-69,-66,-65,NaN,19
-65,-65,-53,-52,-58,-64,-63,-34,-57,-74,-67,-72,-58,-58,-53,-49,-90,-45,-47,-66,NaN,NaN,19
-65,-57,-52,-52,-57,-65,-63,-34,-57,NaN,-67,-72,-59,-58,-54,-49,NaN,-45,-48,-63,NaN,NaN,19
-65,-60,-52,-52,-57,-66,-63,-34,-56,NaN,-66,-72,-59,-57,-53,-50,NaN,-45,-47,-63,NaN,-59,19
-65,-61,NaN,-52,-57,-66,-64,-34,-56,NaN,-66,-73,-58,-58,-53,-73,NaN,-45,-57,-68,NaN,-59,19
-64,-59,-52,-52,-57,-65,-64,-34,NaN,-75,-66,-71,-59,-56,NaN,-48,NaN,-44,-57,-69,-60,-60,19
-65,-68,-57,-52,-57,-66,NaN,-34,NaN,-75,-67,-76,-59,-66,NaN,-52,NaN,-45,-47,-66,-60,-60,19
-65,-68,-57,-52,-58,-65,-61,-34,-56,NaN,-67,-72,-57,-66,-52,-49,NaN,-45,-47,-66,-61,-60,19
-65,-62,-51,NaN,-58,-66,-66,-34,-57,-73,-65,-71,-58,-66,-52,-49,NaN,-44,-46,-60,-61,NaN,19
-64,-58,-51,-52,-60,-63,-60,-34,-57,-73,-69,-72,-58,-58,-55,-51,-90,-44,-46,-71,-61,-62,19
-65,-59,-54,-50,-57,-64,-63,-34,-57,NaN,-69,-72,-58,-58,-52,-49,-90,-44,-49,-69,-59,-59,19
-65,-62,-54,-50,-57,-67,-63,-35,-58,-76,-66,-71,NaN,-65,-52,-52,NaN,-44,-48,-69,-59,-59,19
-65,-59,-58,-52,-58,-64,-65,-34,-56,-76,-66,-75,-58,-63,-53,-51,NaN,-45,-47,-67,-64,-60,19
-65,-67,-60,-51,-55,-65,-64,-33,-57,-70,-63,-78,-58,-56,-52,-51,NaN,-44,-47,-67,-64,-60,19
-65,-60,-54,-52,-55,-65,-66,-35,-54,-70,-60,-75,-58,-64,-54,-49,NaN,-53,-48,-69,-62,NaN,19
-65,-58,-60,-52,-57,-60,-66,-35,-57,NaN,-66,-70,-68,-58,-53,-50,NaN,-45,-47,-65,-62,-62,19
-65,-59,-61,-52,-57,-66,-66,-35,-56,NaN,-66,-73,-58,-65,-53,-50,NaN,-45,-47,-66,-63,-63,19
-65,-58,-56,-52,-57,-66,-61,-34,-56,-61,-66,-76,-58,-58,-54,-51,NaN,-45,-44,-66,-60,-60,19
-65,-70,-54,-54,-57,-65,-59,-33,-58,-61,-66,-72,-59,-57,-52,-49,NaN,-44,-43,-68,-63,-60,19
-65,-61,-54,-52,-57,-65,-59,-34,-56,NaN,-66,-72,-57,-65,-53,-49,NaN,-45,-44,-67,-63,-64,19
-65,-57,-53,-52,-57,-65,-60,-34,-57,NaN,-66,-72,-57,-57,-53,-50,-90,-45,-43,-67,-63,-63,19
-65,-60,-53,-52,-57,-65,-60,-34,-57,NaN,-66,-75,-57,-66,-53,-49,-90,-45,-43,-69,-63,-63,19
-65,-60,-54,-52,NaN,-65,-64,-34,-61,-74,-66,-75,-58,-57,-52,-49,-92,-45,-43,-68,-63,-63,19
-65,-57,-51,-55,-56,-64,-62,-34,-61,-74,-66,-72,-58,-65,-53,-50,-92,-45,-47,-70,-59,-60,19
-65,-58,-51,-52,-56,-64,-60,-34,NaN,-74,-65,-72,-58,-64,-53,-50,-89,-45,-47,-66,-59,-60,19
-65,-61,-52,-52,-55,-65,-61,-34,-57,-74,-65,-72,-57,-59,-51,-49,-89,-73,-47,-68,NaN,NaN,19
