06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-53,-67,NaN,-64,-55,-47,-43,-40,-63,-38,-56,-64,-46,-76,-87,-75,-62,-72,-73,-76,10
-53,-67,-57,-66,-52,-47,-42,-39,-63,-37,-56,-65,-47,-76,-87,-75,-62,-69,NaN,-81,10
-53,-67,-56,-63,-53,-46,-43,-43,-62,-38,-55,-63,-48,-70,NaN,-75,NaN,-70,NaN,-81,10
-53,-67,-57,-65,-52,-47,-43,-38,-62,-38,-57,-65,-48,-69,NaN,-75,-67,-70,-72,NaN,10
-53,-63,-58,-65,-53,-45,-43,-40,-63,-38,-56,-63,-48,-70,NaN,-75,-64,-70,-68,NaN,10
-53,-68,-58,-65,-54,-48,-43,-40,-65,-36,-55,-63,-47,-70,-88,-75,-64,-70,-73,NaN,10
-53,-67,-58,-65,-53,-46,-43,-40,-62,-36,-55,-63,-47,-71,-87,-75,-64,-69,-73,NaN,10
-53,-67,-60,-63,-53,-46,-41,-41,-64,-38,-55,-66,-47,-71,-86,NaN,-65,-72,-73,NaN,10
-53,NaN,-55,-64,-53,-47,-43,-41,-64,-38,-58,-64,-48,-71,-85,NaN,-65,-69,-70,NaN,10
-53,-67,-57,-64,-52,-46,-42,NaN,-63,-41,-59,-80,-49,-71,-85,NaN,NaN,-70,-70,NaN,10
-53,-67,-55,-64,-52,-51,-43,-40,-63,-37,-55,-63,-48,-76,-86,NaN,-63,-70,NaN,NaN,10
-53,NaN,-55,-65,-54,-46,-38,-41,-63,-38,-57,-63,-46,-76,-87,NaN,-63,-63,-71,NaN,10
-53,-67,-58,-64,-53,-47,-43,-40,-62,-63,-57,-63,-48,-71,-87,-76,-67,-73,-71,-80,10
-53,-67,-58,-65,-53,-47,-43,-40,-62,-38,-56,-62,-47,-71,NaN,-76,-67,-67,-73,-80,10
-52,-67,-58,-63,-53,-89,-43,-39,NaN,-37,-57,-65,-46,-71,NaN,NaN,NaN,-68,-73,NaN,10
-52,NaN,-58,-62,-54,-46,-43,-41,NaN,-37,-57,-65,-46,NaN,-86,NaN,-68,-72,NaN,NaN,10
-52,-67,-65,-63,-54,-47,-43,-40,-67,-70,-57,-63,-48,NaN,-86,-76,-68,-69,-77,NaN,10
-52,-66,-58,-63,-52,-47,-43,-40,-61,-38,-58,-64,-47,-70,NaN,-76,-63,-69,-77,NaN,10
-53,-68,-59,-63,-52,-47,-48,-41,-69,-40,-57,-64,-48,-70,NaN,-76,-68,-69,NaN,NaN,10
-53,-67,-86,-64,-55,-51,-42,-40,-64,-37,-56,-62,-47,-70,NaN,-76,-67,-68,-71,-76,10
-53,-65,-58,-66,-52,-47,-43,-42,-61,-36,-56,-64,-47,-70,-86,-76,-63,-66,-71,-76,10
-52,-65,-58,-66,-51,-47,-43,-42,-61,-73,-58,-65,-47,-77,-85,-76,-63,-72,-72,NaN,10
-53,-66,-57,-63,-54,-46,-75,-40,-64,-38,-57,-66,-47,-71,-85,-76,-69,-68,-61,NaN,10
-53,-71,-58,-66,-52,-45,-43,-41,-63,-38,-57,-65,-48,-71,NaN,-76,-69,-68,-72,NaN,10
-52,-67,-57,-65,-54,-48,-43,-41,-58,-38,-57,-63,-47,-71,NaN,NaN,NaN,-68,-73,-77,10
-52,-67,-59,-65,-53,-48,-78,-41,-70,-87,-58,-64,-47,-72,NaN,-76,-68,-68,-73,-77,10
-53,-67,-57,NaN,-52,-47,-76,-40,-63,-37,-62,-63,-47,-71,NaN,-76,-68,-68,-72,NaN,10
-52,-65,-59,-65,-52,-47,-43,-40,-63,-32,-58,-66,-48,-71,-87,-75,-68,-69,-73,NaN,10
-53,-65,-58,-64,-54,-49,-65,-42,NaN,-59,-60,-66,-47,-76,-87,-75,-68,-69,-71,NaN,10
-53,-66,-57,-65,-54,-49,-43,-41,-62,-37,-59,-63,-49,-69,NaN,NaN,-66,-69,-72,NaN,10
-52,-64,-58,-53,-47,-44,-43,-51,-47,-39,-60,-64,-54,-72,NaN,NaN,-64,-67,-73,NaN,11
-54,-64,-52,-53,-47,-43,-43,-47,-48,-38,-54,-61,-50,-71,NaN,NaN,-65,-67,-73,NaN,11
-53,NaN,-53,-53,-49,-46,-43,-45,-48,-38,-54,-66,-52,-70,NaN,NaN,-65,-67,NaN,NaN,11
-56,-63,-52,-53,-48,-48,-43,-45,-47,-39,-55,-58,-51,-70,-87,NaN,NaN,-66,NaN,NaN,11
-54,-63,-51,-53,-51,-46,-43,-46,-46,-39,-54,-63,-51,-70,-86,-78,-65,-66,-74,NaN,11
-54,-62,-54,-51,-53,-46,-43,-45,-47,-39,-55,-60,-50,-71,-86,-75,-65,-66,-74,NaN,11
-54,-62,-52,-52,-51,-43,-49,-45,-47,-76,-56,-63,-51,-71,-87,-76,-65,-66,NaN,NaN,11
-55,-62,-53,-53,-50,-43,-44,-85,-48,-74,-55,-63,-51,-75,-86,-76,-63,-67,NaN,-80,11
-54,-59,-52,-52,-52,-44,-43,-46,-47,-39,-57,-63,-49,-71,-86,-76,-63,-68,-74,-77,11
-54,-62,-53,-51,-49,-45,-44,-46,-48,-38,-56,-62,-52,-71,-86,-87,-64,-68,-74,-77,11
-54,-61,-52,-51,-48,-43,-44,-47,-47,-38,-56,-63,-48,-74,-87,-76,-64,-67,-76,-77,11
-55,-60,-52,-51,-53,-43,-44,-46,-48,-39,-54,-63,-52,-74,-85,-76,-69,-68,-76,NaN,11
-55,-61,-52,-58,-48,-51,-90,-46,-45,-37,-54,-62,-53,-75,-86,-74,-85,-68,-75,NaN,11
-55,-63,-50,-52,-51,-42,-43,-48,-47,-39,-55,-59,-52,-70,-86,-74,-66,-68,-65,NaN,11
-54,-63,-52,-52,-50,-42,-44,-44,-48,-37,-54,-59,-51,-70,NaN,NaN,-66,-71,-65,NaN,11
-55,-70,-52,-52,-50,-86,-44,-45,-46,-38,-54,-62,-53,-70,-84,NaN,-67,-65,-83,NaN,11
-54,-70,-53,-51,-51,-42,-44,-45,-47,-75,-53,-59,-52,-71,-84,-77,-67,-65,-75,NaN,11
-54,-86,-54,-51,-50,-42,-44,-45,-47,-38,-55,-59,-51,-70,NaN,-77,NaN,-65,-75,NaN,11
-54,-61,-52,-51,-49,-42,-62,-46,-50,-39,-53,-60,-51,-85,NaN,-77,NaN,-65,-74,NaN,11
-54,-61,-52,-51,-53,-44,-62,-45,-47,-39,-55,-60,-52,-70,-87,-76,NaN,-65,-75,NaN,11
-54,-61,-52,-51,-50,-43,-44,-44,-48,-36,-55,-60,-53,-70,-88,-76,-70,NaN,-75,NaN,11
-54,-61,-53,-51,-51,-43,-69,-45,-47,-62,-55,-61,-53,-75,-86,-78,-70,-72,-76,NaN,11
-54,-62,-53,-51,-52,-43,-41,-44,-48,-39,-53,-60,-53,-71,-86,-78,-63,-67,-75,NaN,11
-54,-62,-52,-52,-49,-43,-44,-45,-47,-38,-53,-61,-54,-74,-85,-81,-63,-67,-75,NaN,11
-54,-62,-53,-52,-50,-45,-44,-44,-47,-38,-54,-61,-54,-70,-85,-83,-63,-67,-75,NaN,11
-54,-63,-52,-51,-54,-43,-44,-45,-47,-38,-54,-63,-54,-70,-85,-77,-63,-66,-74,NaN,11
-54,-63,-52,-52,-50,-43,-44,-45,-48,-38,-55,-63,-53,-69,-85,-80,-63,-66,-74,NaN,11
-54,-63,-55,-52,-52,-43,-44,-44,-47,-36,-52,-62,-51,-74,-85,-80,-63,-66,-74,NaN,11
-53,-63,-54,-52,-49,-38,-44,-44,-48,-38,-53,-61,-51,-74,-85,-75,-64,-67,-75,-78,11
-54,-63,-52,-53,-52,-42,-43,-44,-47,-37,-55,-60,-52,-74,-85,-75,-63,-69,-76,-79,11
-54,-66,-52,-52,-49,-43,-43,-51,-47,-37,-55,-63,-53,NaN,-87,NaN,-62,-67,-76,-79,11
-54,-63,-52,-51,-49,-43,-42,-46,-46,-38,-55,-63,-51,NaN,-87,NaN,-69,-67,-76,NaN,11
-54,-63,-53,-52,-50,-45,-44,-85,-46,-38,-55,-63,-52,-87,-84,NaN,-69,-72,NaN,NaN,11
-54,NaN,-53,-51,-50,-44,-43,-45,-47,-39,-54,-63,-52,-71,-84,NaN,NaN,-72,NaN,NaN,11
-54,-62,-52,-56,-50,-42,-44,-45,-46,-39,-55,-62,-53,-71,-85,NaN,-67,NaN,-74,NaN,11
-54,-60,-85,-51,-49,-42,-44,-45,-47,-38,-55,-61,-54,-70,-85,-78,-63,-66,-75,-80,11
-54,-61,-53,-51,-49,-42,-44,-45,-46,-39,-55,-60,-54,-70,-87,-79,-68,-67,-75,-80,11
-55,-62,-53,-52,-50,-43,-71,-45,-48,-39,-52,-63,-54,-70,-87,-81,-68,-67,-75,-78,11
-54,-62,-53,-53,-50,-43,-44,-45,-47,-85,-54,-63,-53,NaN,NaN,-78,NaN,NaN,NaN,-78,11
-55,-62,-53,-51,-51,-40,-45,-45,-47,-38,-54,-60,-53,NaN,NaN,-78,NaN,-69,-76,NaN,11
-55,-62,-52,-51,-50,-40,-82,-45,-47,-38,-55,-61,-57,-72,-88,-81,-70,-69,-69,NaN,11
-55,-62,-52,-51,-49,-78,-44,-44,-47,-39,-55,-61,-53,-72,-85,-80,-66,-67,-76,NaN,11
-55,-65,-55,-51,-49,-41,-44,-45,-46,-38,-55,-58,-53,NaN,-85,-80,-70,-67,-72,-77,11
-55,-65,-52,NaN,-48,-43,-49,-45,-47,-38,-55,-62,-52,NaN,-87,NaN,-69,-72,-71,-77,11
-55,-60,-52,-51,-50,-43,-44,-45,-48,-38,-55,-62,-52,NaN,-87,NaN,-69,-68,-71,NaN,11
-54,-60,-53,-51,-48,-42,-92,-47,-46,-38,-52,-61,-51,NaN,-85,NaN,NaN,-68,NaN,NaN,11
-54,NaN,-53,-51,-48,-43,-44,-45,-48,-37,-53,-61,-54,-72,-85,NaN,NaN,-68,NaN,NaN,11
-54,-60,-55,-51,-50,-42,-44,-45,-47,-39,-53,-61,-52,-72,-87,NaN,NaN,NaN,NaN,NaN,11
-54,-60,-52,-52,-50,-43,-48,-45,-45,-39,-53,-61,-52,-72,-86,NaN,-64,-67,NaN,NaN,11
-54,NaN,-52,-52,-49,-39,-44,-45,-48,-38,-52,-63,-52,NaN,-85,NaN,-63,-48,NaN,NaN,11
-54,-63,-52,-52,-49,-42,-44,-45,-47,-38,-54,-60,-53,-65,-84,NaN,-63,-48,NaN,NaN,11
-54,-62,-55,-51,-49,-45,-42,-45,-47,-38,-53,-60,-53,-71,-85,NaN,-68,NaN,NaN,NaN,11
-54,-62,-52,-51,-49,-42,-77,-45,-46,-39,-52,-61,-52,-73,-85,-79,-68,-68,NaN,NaN,11
-54,NaN,-52,-51,-54,-42,-44,-45,-47,-40,-52,-61,-54,-72,NaN,-85,NaN,-67,NaN,NaN,11
-54,-62,-57,-51,-50,-41,-44,-45,-48,-39,-52,-63,-54,-85,NaN,-80,NaN,-67,NaN,NaN,11
-54,-62,-52,-52,-50,-42,-43,-45,-46,-45,-54,-63,-54,-72,-85,-86,-69,NaN,-75,NaN,11
-54,-63,-86,-52,-49,-41,-44,-45,-46,-39,-52,-63,-53,-63,-86,-82,-67,-67,-76,NaN,11
-54,-60,-52,-51,-49,-42,-44,-45,-48,-38,-55,-62,-50,-69,-86,-82,-70,-67,-73,-79,11
-54,-60,-52,-52,-49,-43,-45,-45,-48,-38,-55,-62,-52,-69,-85,NaN,-70,-67,-76,-79,11
-54,-60,-55,-52,-49,-42,-44,-45,-46,-38,-55,-63,-52,-69,-85,-78,-67,-67,-76,NaN,11
-54,-58,-53,-51,-49,-42,-45,-45,-48,-38,-54,-63,-52,-70,-85,-78,-68,-66,-75,-77,11
-54,-60,-52,-51,-49,-41,-43,-45,-46,-39,-55,-62,-48,-70,-84,NaN,-68,-73,-66,-79,11
-54,-60,-53,-52,-50,-42,-44,-45,-48,-38,-54,-60,-52,-69,-84,NaN,-68,-68,-76,-79,11
-54,-61,-53,-51,-50,-45,-44,-45,-46,-38,-54,-60,-52,-69,-84,NaN,-69,-68,-76,NaN,11
-54,-61,-85,-51,-49,-41,-70,-45,-47,-77,-55,-56,-52,-69,-86,-77,-67,-68,-76,NaN,11
-54,-61,-53,-51,-49,-41,-44,-45,-48,-38,-53,-62,-53,-70,-86,-80,-67,-68,NaN,NaN,11
-54,-61,-53,-51,-49,-42,-44,-45,-48,-35,-55,-63,-51,-68,-86,-80,-69,-67,-76,NaN,11
-54,-62,-53,-51,-49,-43,-45,-45,-48,-37,-54,-60,-51,-69,-87,-80,-63,-67,-76,-78,11
-54,-61,-53,-52,-49,-43,-44,-45,-47,-35,-55,-61,-51,-69,-85,-76,-63,-68,-75,-78,11
-53,-62,-55,-52,-52,-43,-44,-45,-47,-39,-55,-61,-52,-69,-85,-76,-64,-67,-70,NaN,11
-54,-61,-53,-52,-49,-45,-44,-51,-47,-40,-54,-60,-51,-69,NaN,NaN,-63,-68,-70,NaN,11
-54,-61,-54,-52,-50,-38,-68,-46,-47,-38,-53,-60,-50,-69,NaN,-76,-64,-68,-76,NaN,11
-54,NaN,-54,-52,-49,-44,-44,-46,-48,-40,-54,-60,-57,-69,NaN,-76,-64,-68,-75,NaN,11
-53,-62,-54,-52,-49,-43,-44,-45,-48,-40,-52,-60,-52,-68,NaN,NaN,-70,-67,-76,NaN,11
-54,-62,-53,-52,-48,-42,-88,-45,-48,-42,-55,NaN,-51,-69,-86,-78,-69,-65,-76,NaN,11
-54,-61,-56,-52,-50,-43,-44,-45,-47,-37,-55,-61,-51,-69,-86,-78,-69,-65,NaN,NaN,11
-54,-61,-54,-52,-49,-43,-44,-45,-48,-38,-55,-62,-52,-69,NaN,NaN,NaN,-68,NaN,NaN,11
-54,-66,-54,-52,-48,-42,-44,-45,-48,-38,-53,-62,-52,-70,NaN,NaN,NaN,-68,NaN,NaN,11
-54,-66,-54,-52,-48,-85,-49,-46,-47,-38,-55,-61,-51,-70,-84,NaN,NaN,-67,NaN,NaN,11
-54,-63,-53,-52,-50,-42,-45,-45,-47,-38,-54,-61,-51,-70,-84,-74,-68,-68,-76,NaN,11
-45,-64,-47,-49,-43,-48,-52,-38,-48,-50,-71,-60,-55,-69,NaN,NaN,-62,-65,-66,NaN,12
-46,-64,-48,-46,-42,-46,-52,-38,-51,-44,-60,-61,-54,-76,-84,-77,-83,-64,-78,-72,12
-46,-66,-46,-47,-43,-47,-50,-38,-49,-83,-62,-58,-56,-78,-82,-82,-64,-63,-73,-72,12
-46,-61,-48,-47,-39,-46,-55,-39,-49,-46,-61,-59,-54,-78,-82,-82,-66,-64,-63,-72,12
-45,-64,-48,-47,-42,-46,-53,-39,-48,-46,-63,-59,-55,-78,NaN,NaN,-65,-64,-72,NaN,12
-45,-64,-48,-47,-43,-44,-51,-38,-48,-46,-64,-58,-55,-78,-83,-73,-63,-65,-72,-74,12
-46,-65,-48,-46,-41,-47,-55,-38,-48,-54,-64,-61,-55,-77,-84,-73,-65,-65,-73,-72,12
-46,-65,-53,-47,-42,-46,-53,NaN,-48,-46,-63,-84,-55,-77,-83,-78,-65,-67,-72,-73,12
-46,-63,-48,-47,-40,-50,-53,-39,-49,-83,-64,-60,-55,NaN,-83,-75,-83,-65,-74,-72,12
-46,-65,-48,-47,-43,-46,-52,-38,-48,-56,-64,-60,-55,-78,NaN,-75,-62,-64,-74,-72,12
-46,-64,-50,-47,-39,-48,-52,-38,-48,-46,-63,-54,-55,-75,-84,-75,-63,-66,-73,NaN,12
-45,-63,-50,-47,-42,-46,-51,-39,-48,-44,-64,-61,-55,-78,-81,-78,-63,-64,-74,-71,12
-46,-65,-48,-47,-42,-47,-52,-38,-49,-77,-61,-55,-55,-76,-84,-77,-63,-65,-75,-71,12
-46,-66,-49,-46,-42,-48,-66,-40,-49,-77,-63,-58,-55,-76,-84,-77,-63,-65,-75,-72,12
-46,-61,-49,-46,-41,-48,-52,-37,-49,-47,-64,-59,-55,-81,NaN,-75,-62,-64,-88,-74,12
-45,-63,-50,-47,-41,-47,-52,-38,-47,-45,-64,-59,-56,-81,NaN,-75,-62,-65,-74,-74,12
-46,-67,-48,-47,-39,-47,-53,-38,-49,-46,-63,-58,-55,-78,NaN,-77,-66,-65,-75,NaN,12
-46,-67,-50,-46,-39,-44,-53,-41,-48,-46,-63,-59,-55,-79,NaN,-76,-66,-62,-74,NaN,12
-46,-64,-48,-46,-42,-46,-53,-38,-48,-43,-63,-58,-55,-79,NaN,-76,-65,-63,-74,NaN,12
-46,-63,-47,-46,-41,-46,-53,-38,-48,-45,-63,-59,-55,-76,NaN,-76,-67,-66,-73,NaN,12
-46,-66,-45,-46,-42,-43,-53,-38,-49,-45,-62,-59,-55,-76,NaN,NaN,-65,-66,-73,NaN,12
-46,-66,-48,-47,-43,-46,-53,-38,-48,-81,-64,-59,-55,-76,NaN,-77,-65,NaN,-74,-74,12
-46,-71,-47,-47,-43,-47,-52,-38,-48,-46,-63,-60,-55,-77,NaN,-77,-67,-65,-72,-73,12
-46,-61,-47,-46,-41,-46,-52,-38,-48,-44,-63,-60,-55,-77,NaN,NaN,-65,-65,-72,-73,12
-47,-61,-47,-46,-41,-46,-52,-38,-48,-47,-64,-58,-55,NaN,NaN,NaN,-65,-59,-73,-72,12
-47,-61,-47,-46,-39,-45,-53,-38,-48,-45,-63,-58,-55,NaN,NaN,NaN,NaN,-63,-73,-72,12
-47,NaN,-47,-47,-43,-46,-53,-38,-48,-46,-63,-60,-55,-79,-81,-77,-65,-61,-72,NaN,12
-48,-64,-47,-47,-42,-46,-51,-38,-49,-47,-63,-60,-54,-77,-83,-77,-65,-63,-72,NaN,12
-48,-64,-47,-47,-43,-46,-53,-40,-49,-46,-63,-55,-55,-77,-83,-77,-64,-64,-74,NaN,12
-48,-64,-47,-47,-43,-46,-53,-38,-49,-46,-63,-59,-54,-77,NaN,-79,-64,-62,-73,NaN,12
-48,-66,-47,-47,-41,-46,-53,-46,-48,-47,-63,-59,-54,-77,-78,-79,-63,-65,-73,NaN,12
-47,-63,-48,-47,-41,-46,-50,-38,-48,-45,-63,-59,-55,-76,-83,NaN,-63,-62,-72,NaN,12
-48,-63,-47,-47,-41,-45,-51,-38,-48,-45,-63,-59,-55,-77,-83,NaN,NaN,-63,-74,NaN,12
-48,-66,-47,-47,-43,-45,-53,-38,-48,-46,-63,-56,-56,-77,NaN,NaN,NaN,-63,-74,NaN,12
-48,-65,-47,-47,-43,-47,-51,-38,-48,-46,-64,-64,-55,-75,NaN,NaN,-63,-64,-74,NaN,12
-48,-83,-47,-46,-40,-46,-50,-39,-48,-77,-64,-59,-54,-76,-84,-77,-63,-63,NaN,-71,12
-48,-64,-49,-47,-42,-44,-52,-39,-48,-80,-63,-60,-55,-76,-84,-77,-64,-63,NaN,-71,12
-48,-65,-47,-47,-42,-78,-51,-38,-49,-45,-64,-60,-54,-76,-84,-77,-64,-63,NaN,NaN,12
-48,-64,-47,-47,-43,-45,-53,-40,-48,-46,-63,-58,-54,-77,NaN,-77,-64,-64,-74,NaN,12
-48,-64,-47,-46,-42,-47,-51,-39,-48,-46,-62,-61,-56,-76,-83,-76,-63,-65,-74,NaN,12
-48,-64,-47,-47,-44,-47,-51,-39,-47,-46,-64,-59,-55,-76,-84,-77,-64,-65,-74,NaN,12
-48,-65,-47,-47,-41,-47,-51,-40,-48,-45,-63,-59,-55,-77,-84,-75,-84,-90,-73,-71,12
-48,-65,-47,-47,-43,-47,-51,-39,-48,-46,-61,-48,-55,-77,NaN,-75,-64,-63,-73,-71,12
-48,-65,-47,-47,-44,-46,-65,-40,-48,-45,-63,-59,-55,-76,NaN,-75,-59,-62,-73,-70,12
-48,-67,-47,-46,-43,-76,-64,-39,-48,-46,-63,-61,-54,-77,NaN,-78,-68,-63,-73,-70,12
-48,-85,-46,-46,-42,-46,-52,-40,-48,-45,-64,-61,-56,-77,-83,-75,-62,-63,-73,NaN,12
-48,-64,-48,-47,-43,-45,-53,-40,-48,-46,-63,-59,-55,-74,-83,-74,-62,-63,-74,-73,12
-48,-64,-48,-47,-43,-44,-50,-39,-48,-48,-63,-60,-56,-78,-82,-74,-63,-64,-74,-73,12
-48,-83,-47,-47,-43,-45,-52,-38,-49,-48,-59,-60,-56,-73,-82,-74,-61,-63,-74,-72,12
-48,-83,-48,-47,-43,-44,-65,-39,-48,-46,-63,-59,-56,-77,NaN,NaN,-63,-63,-73,-72,12
-48,-64,-47,-46,-42,-45,-51,-39,-49,-60,-58,-56,-56,-78,NaN,-74,-62,-59,-74,-78,12
-48,-64,-55,-47,-41,-45,-53,-40,-48,-83,-64,-61,-56,-78,-83,-74,-62,-59,-69,-78,12
-48,NaN,-47,-47,-42,-45,-52,-39,-48,-45,-63,-61,-56,NaN,-81,NaN,NaN,-68,-69,NaN,12
-48,-65,-47,-47,-44,-44,-52,-39,-49,-45,-66,-58,-54,-78,-81,-74,-62,-64,-73,NaN,12
-48,-65,-49,-47,-43,-45,-51,-39,-43,-45,-63,-58,-56,-72,NaN,-74,-62,-64,-73,-73,12
-48,-64,-47,-46,-43,-43,-51,-39,-48,-45,-60,-59,-54,-78,NaN,-73,NaN,-64,-73,-73,12
-48,-64,-47,-46,-43,-44,-52,-39,-48,-46,-64,-60,-56,-72,NaN,-73,-62,-64,-72,NaN,12
-48,-64,-47,-47,-44,-47,-52,-39,-48,-46,-63,-59,-56,-72,-83,NaN,-82,-68,-72,NaN,12
-48,-65,-48,-47,-43,-46,-52,-34,-48,-45,-63,-59,-56,-78,-82,-75,-65,-60,-72,NaN,12
-48,-64,-47,-46,-44,-47,-54,-39,-48,-46,-63,-67,-55,-78,-82,-75,-66,-65,-72,NaN,12
-48,-65,-47,-47,-43,-45,-53,-41,-48,-45,-63,-60,-56,-73,-82,-76,-65,-63,-72,-73,12
-48,-64,-47,-46,-44,-46,-53,-39,-49,-46,-62,-65,-56,-80,-81,-76,-66,-63,-72,-73,12
-48,-64,-56,-47,-44,-46,-52,-39,-48,-45,-62,-66,-55,-80,-83,NaN,-66,-64,-72,NaN,12
-48,NaN,-47,-46,-43,-47,-52,-39,-48,-45,-61,-59,-56,-77,-82,NaN,-66,-62,-72,-72,12
-48,-65,-47,-47,-43,-45,-52,-36,-49,-45,-64,-56,-55,-82,-81,-76,-81,-64,-72,-73,12
-48,-69,-57,-47,-42,-45,-52,-39,-48,-46,-64,-62,-55,-76,-82,-76,-66,-64,-72,-73,12
-48,-65,-49,-47,-41,-47,-51,-39,-49,-45,-63,-60,-56,-77,-82,-74,-63,-69,-72,-73,12
-47,-65,-48,-47,-41,-50,-52,-40,-49,-46,-62,-60,-55,-77,-82,-74,-63,-64,-73,-74,12
-48,-65,-49,-47,-43,-46,-51,-39,-50,-47,-62,-55,-55,-77,-82,-73,-64,-68,-73,-74,12
-48,-64,-49,-46,-43,-46,-52,-39,-49,-45,-60,-62,-54,-77,-82,-75,-65,-64,-71,NaN,12
-48,-64,-48,-47,-43,-47,-51,-39,-50,-46,-63,-60,-55,-78,-82,-73,-63,-64,-72,NaN,12
-48,-65,-48,-47,-43,-47,-51,-38,-49,-46,-63,-74,-55,-78,-82,-76,-63,-65,-72,NaN,12
-48,-65,-48,-47,-44,-76,-51,-40,-49,-46,-63,-60,-56,-78,NaN,-76,-65,-64,-72,NaN,12
-48,-65,-58,-46,-42,-45,-51,-39,-49,-46,-64,-59,-54,-77,NaN,NaN,-64,-63,-72,-73,12
-48,-63,-49,-46,-44,-46,-51,-39,-49,-45,-61,-58,-55,-75,-84,NaN,-64,-50,-72,-73,12
-48,-63,-49,-45,-42,-44,-51,-39,-49,-46,-63,-56,-54,-77,-84,-73,-65,-63,-71,NaN,12
-48,-64,-56,-47,-43,-46,-50,-39,-49,-74,-64,-58,-56,-76,-83,-73,-64,-64,-71,NaN,12
-48,-67,-48,-47,-42,-46,-51,-38,-49,-46,-59,-60,-55,-76,-83,-71,-65,-64,-72,NaN,12
-48,-67,-48,-47,-44,-64,-52,-39,-45,-76,-63,-60,-54,NaN,NaN,-75,-63,-63,-72,-75,12
-48,-70,-48,-47,-42,-45,-51,-40,-48,-46,-61,-59,-54,NaN,NaN,-75,-63,-64,-72,-75,12
-57,-65,-47,-47,-48,-43,-54,-42,-52,-55,-63,-62,-55,-72,-84,-74,-64,-57,-67,NaN,13
-59,-58,-44,-48,-52,-74,-56,-45,-55,-49,-65,-56,-50,-69,-87,-73,-64,-58,-67,NaN,13
-58,-60,-44,-48,-49,-43,-52,-49,-53,-48,-57,-58,-52,-87,-87,-75,-63,-58,-65,NaN,13
-60,-61,-44,-48,-53,-45,-52,-49,-54,-48,-59,-55,-52,-68,-88,-74,-63,-57,-60,-78,13
-58,-60,-44,-48,-48,-48,-54,-49,-57,-47,-60,-57,-52,-68,-87,-73,-63,-57,-65,-78,13
-58,-60,-87,-48,-51,-48,-53,-50,-57,-62,-60,-57,-52,-67,-87,-74,-63,-60,-65,NaN,13
-60,-60,-45,-48,-51,-48,-51,-48,-54,-60,-61,-55,-52,-68,NaN,-74,-51,-58,-65,NaN,13
-60,-68,-48,-48,-51,-49,-56,-49,-54,-47,-61,-55,-51,-68,NaN,-85,-51,-58,-65,-79,13
-59,-62,-44,-48,-53,-48,-56,-47,-56,-46,-60,-57,-52,-69,-86,-85,-60,-57,-59,-79,13
-60,-69,-45,-48,-57,-51,-56,-46,-56,-46,-62,-56,-52,-69,-86,-74,-64,-61,-65,NaN,13
-60,-61,-45,-48,-54,-50,-55,-47,-55,-46,-61,-57,-52,-70,-86,-73,-59,-58,-65,NaN,13
-60,-61,-42,-48,-51,-50,-55,-47,-54,-46,-60,-63,-52,-70,-86,-73,-59,-57,-64,NaN,13
-61,-62,-45,-48,-53,-49,-53,-51,-55,-46,-61,-53,-52,-70,-85,-73,-60,-61,-59,NaN,13
-60,-59,-42,-48,-51,-51,-54,-47,-55,-46,-60,-57,-50,-69,-85,-73,-59,-57,-63,NaN,13
-60,-61,-43,-48,-53,-50,-55,-46,-55,-46,-61,-56,-57,-70,-86,-73,-59,-58,-64,NaN,13
-60,-60,-44,-48,-52,-50,-54,-47,-54,-46,-61,-56,-52,-68,-86,-73,-59,-57,-65,NaN,13
-59,-60,-44,-48,-51,-48,-54,-50,-55,-47,-61,-56,-52,-68,NaN,-73,-59,-57,-65,NaN,13
-60,-60,-48,-47,-54,-46,-55,-49,-54,-47,-61,-56,-52,-69,-86,-75,-60,-58,-66,NaN,13
-61,-61,-46,-48,-52,-75,-55,-49,-54,-48,-61,-57,-51,-69,-86,-74,-61,-57,-65,NaN,13
-60,-87,-45,-48,-52,-45,-55,-49,-54,-48,-61,-56,-52,NaN,NaN,-74,-60,-58,-65,NaN,13
-59,-59,-45,-48,-54,-48,-49,-50,-54,-47,-61,-57,-52,-91,NaN,-73,-60,-56,-65,NaN,13
-58,-66,-42,-48,-50,-47,-55,-49,-54,-44,-61,-57,-52,-70,NaN,-88,-60,-57,-58,NaN,13
