06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-67,-68,-58,-57,-52,-48,-41,-57,-67,-31,-53,-64,-49,-63,-90,-80,-74,-70,-73,-81,8
-67,-68,-60,-56,-54,-68,-41,-57,-69,-31,-55,-65,-50,-63,-90,-80,NaN,-72,-73,-82,8
-68,-74,-60,-56,-61,-48,-38,-57,-69,-29,-55,-65,-49,-63,NaN,-80,-76,-72,-70,-82,8
-67,-67,-58,-56,-59,-48,-39,-56,-67,-30,-55,-63,-49,-63,NaN,-81,-76,-65,-72,NaN,8
-68,-66,-58,-56,-55,-51,-38,-57,-67,-30,-54,-63,-50,-62,-89,-80,-72,-70,-73,NaN,8
-68,-66,-58,-56,-54,-47,-38,-57,-69,-30,-55,-63,-49,-63,-89,-80,-75,-64,-73,NaN,8
-68,NaN,-58,-56,-53,-47,-39,-56,-67,-31,-53,-64,-50,-63,-89,NaN,-75,-64,-74,NaN,8
-68,-68,-58,-56,-53,-46,-38,-56,-67,-31,-53,-64,-49,-64,NaN,NaN,-74,NaN,-74,NaN,8
-68,-68,-58,-56,NaN,-47,-39,-56,-70,-32,-54,-64,-50,-63,NaN,NaN,-74,NaN,-74,-81,8
-67,-69,-58,-56,-53,-46,-39,-56,-68,-31,-54,-64,-49,-61,NaN,NaN,-74,-65,-71,-81,8
-68,-68,-58,-56,-59,-47,-37,-56,-67,-32,-52,-64,-50,-63,-88,NaN,-68,-68,-73,-81,8
-67,-68,-57,-55,-59,-47,-41,-56,-67,-32,-54,-69,-52,-63,-88,NaN,-69,-68,-73,NaN,8
-67,-70,-57,-55,-54,-46,-41,-56,-68,-31,-55,-64,-49,-63,-90,NaN,-68,-68,-73,-83,8
-67,-69,-59,-56,-57,-47,-40,-57,-66,-31,-53,-79,-50,-63,-89,NaN,-69,-69,-73,-83,8
-67,-68,-57,-56,-52,-47,-42,-57,-68,-31,-53,-65,-51,-58,-89,NaN,-69,-69,-73,-85,8
-68,-68,-60,-56,-53,-47,-39,-57,-70,-31,-55,-80,-50,-63,NaN,NaN,-69,-73,-73,-81,8
-68,NaN,-60,-56,-53,-47,-39,-61,-67,-31,-55,-80,-50,-63,NaN,NaN,-69,-73,-72,-81,8
-68,NaN,-58,NaN,-57,-47,-41,-57,-66,-31,-56,-64,-49,-70,NaN,NaN,-74,-70,-74,NaN,8
-68,-90,-57,-56,-53,-47,-40,-57,-67,-31,-53,-64,-50,-63,NaN,NaN,-91,-69,-73,NaN,8
-67,-66,-59,-56,-63,-48,-40,-58,-66,-31,-54,-64,-49,-64,NaN,NaN,-74,-69,-73,NaN,8
-67,-74,-56,-57,-57,-46,-37,-57,-68,-32,-53,-64,-48,-67,NaN,NaN,-77,-66,NaN,-84,8
-67,-67,-56,-56,-58,-47,-38,-53,-65,-31,-53,-70,-50,-64,NaN,NaN,-77,-68,-74,-84,8
-68,-70,-57,-55,-58,-49,-37,-56,-69,-31,-54,-65,-50,-64,NaN,NaN,-80,-68,-68,NaN,8
-67,-74,-60,-54,-58,-47,-37,-56,-68,-32,-54,-65,-50,-64,NaN,NaN,-81,-67,-68,NaN,8
-68,-67,-59,-55,-55,-47,-37,-55,-65,-31,-52,-66,-50,-64,NaN,-70,-68,-68,-67,NaN,8
-69,-68,-58,-55,-54,-47,-37,-55,-68,-32,-54,-67,-51,-64,-89,-70,-72,-68,-69,NaN,8
-69,-69,-59,-55,-56,-48,-37,-55,-69,-32,-53,-65,-51,-65,-89,NaN,-72,-67,-73,NaN,8
-69,-69,-58,-55,-55,-47,-37,-61,-69,-32,-55,-66,-50,-64,-90,-83,-76,-68,-74,-80,8
-69,NaN,-58,-55,-52,-47,-37,-55,-73,-32,-54,-66,-50,-63,-90,-83,-76,-68,-74,-80,8
-69,-66,-59,-55,-52,-47,-38,-55,-69,-32,-54,-68,-51,-60,NaN,-81,NaN,-68,-72,-80,8
-69,-68,-59,-55,-63,-47,-38,-54,-70,-32,-55,-68,-50,-64,NaN,-81,NaN,-69,-72,NaN,8
-69,-68,-59,-55,-61,-48,-37,-55,-70,-32,-52,-66,-50,-64,NaN,NaN,NaN,-69,NaN,NaN,8
-69,-67,-58,-55,-55,-47,-38,-55,-69,-32,-55,-66,-50,-63,-89,NaN,-68,-68,-69,-83,8
-69,-67,-58,-55,-53,-47,-38,-55,-68,-32,-55,-65,-50,-63,-91,NaN,-69,-68,-73,-83,8
-68,NaN,-59,-55,-57,NaN,-37,-55,-71,-32,-53,-66,-49,-63,-91,NaN,-69,NaN,-73,NaN,8
-67,-69,-59,-55,-57,NaN,-37,-89,-70,-35,-54,-67,-49,-64,NaN,-90,-72,NaN,-73,-83,8
-67,-70,-58,-59,-54,-48,-37,-55,-69,-31,-52,-71,-49,-63,NaN,-90,-72,-73,-72,-83,8
-67,-70,-58,-55,-60,-48,-38,-55,-69,-31,-53,-66,-49,-63,-90,NaN,NaN,-66,-73,NaN,8
-67,-67,-58,-55,-60,-48,-38,-55,-66,-31,-52,-69,-49,-64,-90,-80,NaN,-66,-73,NaN,8
-68,-69,-58,-55,-62,-48,-38,-55,-66,-32,-55,-67,-49,-63,NaN,-80,-71,-68,-71,NaN,8
-68,-67,-59,-55,-58,-48,-37,-54,NaN,-32,-54,-69,-50,-64,NaN,NaN,-71,-70,-70,NaN,8
-68,-67,-59,-55,-64,-49,-38,-55,-69,-32,-54,-69,-53,-64,NaN,-80,NaN,-69,-71,NaN,8
-69,-72,NaN,-55,-56,-48,-37,-56,-69,-30,-54,-68,-50,NaN,NaN,-80,NaN,-69,-71,NaN,8
-69,-72,-59,-55,-63,-80,-37,-56,-70,-32,-55,-68,-51,-62,NaN,-80,NaN,-69,-68,NaN,8
-69,NaN,-59,NaN,-57,-47,-37,-56,-69,-32,-54,-66,-49,-62,-91,-80,NaN,-68,-72,NaN,8
-69,-69,-60,-55,-57,-47,-38,-57,-69,-32,-54,-69,-50,-63,-89,NaN,-74,-68,-73,NaN,8
-69,-69,-58,-59,-53,-47,-37,-56,-69,-32,-53,-70,-49,-64,-91,NaN,-73,-69,-73,NaN,8
-69,-69,-58,-59,-53,-47,-38,-56,-69,-32,-55,-70,-50,-67,-90,NaN,-73,-68,-72,NaN,8
-69,NaN,-60,-55,-52,-47,-38,-56,NaN,-32,-52,-70,-49,-67,-91,NaN,NaN,-72,-72,NaN,8
-70,-67,-60,-55,-52,-51,-39,-54,-68,-32,-54,-66,-50,NaN,-91,-84,NaN,-70,NaN,NaN,8
-69,-70,-61,NaN,-58,-48,-38,-55,-71,-32,-55,-66,-56,-65,-90,-84,NaN,-69,-70,-80,8
-69,-70,-62,-56,-53,-48,-38,-55,-67,-31,-55,-62,-49,-65,-90,NaN,NaN,-69,-70,-80,8
-69,-68,-59,-59,-53,-47,-38,-55,-66,-32,-55,-66,-50,-63,NaN,NaN,NaN,NaN,-73,NaN,8
-69,-68,-60,-55,-58,-47,-38,-52,-66,-32,-55,-67,-50,-64,NaN,NaN,NaN,-70,-73,NaN,8
-69,-74,-59,-55,-59,-48,-38,-55,-69,-32,-55,-67,-54,-70,NaN,NaN,-69,-69,-73,NaN,8
-69,-74,-59,-55,-53,-48,-38,-55,-69,-31,-54,-65,-50,-70,NaN,NaN,-69,-69,NaN,NaN,8
-70,-71,-60,-55,-53,-47,-37,-55,-69,-31,-54,-69,-50,-65,NaN,NaN,-70,-69,-74,NaN,8
-70,-71,-59,NaN,-53,-47,-37,-55,-69,-32,-54,-66,-50,-60,NaN,NaN,-70,-69,-73,NaN,8
-69,-71,-60,NaN,-53,-47,-38,-55,-69,-32,-55,-67,-49,-60,NaN,NaN,-69,-65,-73,NaN,8
-70,-69,-59,-55,NaN,-47,-37,-55,-69,-31,-54,-66,-49,-64,NaN,NaN,-72,-65,-73,NaN,8
-69,-68,-59,-55,-62,-47,-38,-55,-69,-32,-54,-68,-50,-64,-89,NaN,-69,NaN,-73,-81,8
-69,-89,-59,-60,-59,-50,-38,-55,-69,-32,-55,-70,-50,-64,-89,NaN,-69,-70,-73,-81,8
-69,-69,NaN,-55,-59,-48,-38,-55,-69,-31,-54,-84,-50,-63,NaN,NaN,NaN,-68,-73,-81,8
-68,-70,-58,-55,-58,-48,-38,-54,-70,-32,-54,-66,-50,-63,NaN,NaN,-68,-69,-73,-81,8
-68,-70,-59,-60,-62,-48,-38,-51,-70,-32,-54,-66,-50,-63,-89,NaN,-68,-69,-73,NaN,8
-68,-68,-60,-55,-52,-48,-37,-54,-70,-32,-54,-69,-50,-64,-89,NaN,-93,-69,-74,NaN,8
-68,-68,-61,-55,-54,-48,-37,-54,-69,-32,-54,-66,-50,-65,-89,NaN,-93,-69,-73,NaN,8
-68,-76,-60,-55,-54,-51,-37,-55,-68,-32,-54,-65,-49,-65,NaN,NaN,NaN,-68,-73,NaN,8
-68,-76,-58,-55,-54,-51,-38,-55,-69,-36,-52,-65,-50,-65,NaN,NaN,-63,-68,-73,NaN,8
-68,-73,-58,-55,-55,-48,-37,-54,-69,-31,-54,-66,-51,-64,NaN,NaN,-63,NaN,-72,NaN,8
-67,-73,-59,-56,-55,-49,-37,-54,-68,-31,-54,-66,-49,-65,NaN,NaN,-69,NaN,-70,NaN,8
-68,-74,-58,-55,-53,-49,-38,-54,-69,-35,-52,-67,-53,-65,-91,NaN,-69,-70,-71,NaN,8
-67,-68,-59,-55,-60,-49,-37,-54,-69,-32,-52,-67,-52,-63,-91,NaN,NaN,-69,-69,NaN,8
-68,-74,-59,-55,-60,-48,-37,-54,-69,-69,-52,-67,-50,-58,NaN,NaN,-69,-70,-74,NaN,8
-67,-74,-59,-55,-60,-48,-37,-55,-70,-72,-53,-66,-50,-58,NaN,NaN,-69,-69,-71,-85,8
-68,-74,NaN,-56,-65,-51,-38,-55,-70,-32,-54,-66,-50,-63,-89,-82,-75,-69,-71,-85,8
-68,-74,-60,-55,-52,-48,-38,-54,NaN,-32,-55,-65,-49,-64,-89,-82,-75,-68,NaN,NaN,8
-69,-69,-60,-55,-63,-48,NaN,-55,-69,-32,-53,-68,-50,-63,NaN,NaN,-69,-69,-72,NaN,8
-59,-69,-58,-63,-50,-54,-48,-42,-54,-33,-52,-66,-46,-64,NaN,-82,-69,-66,-82,NaN,9
-59,-63,-55,-65,-52,-54,-45,-46,-51,-63,-52,-69,-47,-78,NaN,-82,NaN,-66,-79,NaN,9
-60,-64,-54,-65,-51,-53,-51,-44,-50,-29,-52,-65,-46,-74,NaN,NaN,-77,-67,-73,NaN,9
-59,-65,-54,-65,-51,-50,-45,-44,-53,-29,-52,-67,-47,-76,NaN,NaN,-70,-67,-73,NaN,9
-60,-65,-58,-65,-59,-51,-65,-44,-50,-28,-53,-67,-46,-75,NaN,NaN,-70,-68,-77,-77,9
-60,-67,-57,-65,-51,-50,-45,-44,-50,-26,-54,-67,-47,-75,-91,NaN,NaN,-67,-76,-77,9
-60,-65,-60,-65,-52,-51,-45,-43,-49,-29,-53,-68,-60,-75,-91,NaN,NaN,-67,-76,NaN,9
-60,-65,-57,-65,-56,-49,-66,-44,-49,-29,-52,-66,-47,-75,-89,NaN,NaN,-69,-78,NaN,9
-60,-65,-57,-66,-51,-48,-44,-44,-51,-29,-51,-65,-46,-67,-90,NaN,NaN,-67,-77,NaN,9
-61,NaN,-56,-65,-51,-49,-45,-44,-53,-28,-54,-66,-47,-78,-90,NaN,NaN,-67,-77,NaN,9
-60,-65,-57,-66,-58,-49,-44,-44,-52,-29,-52,-66,-46,-75,NaN,NaN,NaN,-68,-71,NaN,9
-60,-64,-57,-66,-55,-49,-45,-43,-50,-29,-53,-66,-47,-75,NaN,NaN,-70,-70,-75,NaN,9
-60,-65,-56,-66,-56,-49,-44,-41,-50,-82,-54,-66,-47,-74,NaN,NaN,-66,-70,-74,NaN,9
-60,-65,-58,-62,-52,-47,-44,-43,-50,-33,-54,-66,-47,-76,NaN,NaN,-66,-70,-74,NaN,9
-60,-64,-57,-66,-53,-50,-44,-44,-50,-29,-52,-65,-47,-76,NaN,NaN,-66,-68,-78,-76,9
-60,-64,-57,-66,-58,-51,-44,-43,-50,-29,-52,-60,-47,-76,NaN,NaN,NaN,-68,-78,-76,9
-61,-64,-57,-66,-51,-49,-70,-43,-50,-29,-54,-67,-47,-75,-89,NaN,-69,-67,-79,NaN,9
-60,-63,-56,-66,-56,-49,-44,-48,-48,-29,-54,-65,-47,-75,-89,NaN,-70,-70,-77,NaN,9
-59,-65,-60,-66,-51,-48,-44,-43,-50,-29,-53,-67,-47,-76,NaN,NaN,-70,-66,-77,NaN,9
-60,-65,-56,-66,-52,-48,-44,-43,-50,-28,-52,-67,-47,-74,NaN,NaN,-77,-68,-81,-78,9
-60,-64,-55,-66,-61,-49,-45,-43,-50,-29,-52,-65,-47,-76,-90,-83,-77,-68,-81,-77,9
-60,-65,-57,-66,-83,-47,-44,-43,-50,-28,-52,-64,-47,-75,-90,-83,-69,-68,-79,-77,9
-60,-65,-56,-65,-53,-48,-44,-43,-49,-29,-52,-64,-47,-76,NaN,NaN,-66,-68,-79,-76,9
-59,-65,-56,-65,-58,-49,-42,-44,-51,-29,-52,-63,-47,-77,NaN,NaN,-69,-68,-79,-76,9
-60,-65,-58,-67,-54,-50,-44,-44,-50,-29,-52,-63,-47,-69,NaN,NaN,-79,-69,-79,NaN,9
-60,-64,-58,-67,-54,-48,-44,-44,-53,-28,-52,-62,-47,-69,NaN,NaN,-79,-69,NaN,NaN,9
-59,-66,-56,-66,-55,-48,-45,-44,-50,-28,-52,-65,-47,-75,-89,NaN,NaN,-68,NaN,NaN,9
-60,-66,-56,-66,-56,-48,-44,-44,-51,-64,-52,-67,-47,-77,-89,NaN,NaN,-68,-74,NaN,9
-59,-64,-56,-66,-52,-49,-44,-43,-51,-29,-53,-69,-47,-77,-91,NaN,NaN,-69,-80,NaN,9
-60,-64,-56,-66,-55,-48,-44,-44,-50,-29,-52,-65,-47,-68,-91,NaN,NaN,-68,-79,-76,9
-59,-64,-56,-65,-51,-83,-44,-45,-50,-29,-52,-66,-48,-74,-90,-83,NaN,-67,-79,-76,9
-59,-64,-56,-66,-52,-85,-44,-44,-51,-88,-52,-65,-47,-67,-90,-83,-65,-68,-79,NaN,9
-60,-65,-55,-66,-54,-49,-44,-44,-49,-27,-52,-66,-47,-76,NaN,NaN,-68,-68,-72,NaN,9
-59,-65,-55,-67,-55,-49,-45,-44,-50,-30,-52,-54,-47,-75,NaN,NaN,-68,-68,-72,NaN,9
-59,-65,-56,-66,-55,-49,-45,-44,-50,-30,-52,-66,-46,-77,-88,NaN,-80,-68,-79,NaN,9
-59,-64,-56,-65,-56,-50,-44,-43,-49,-29,-54,-65,-45,-77,-88,NaN,-69,-68,-80,NaN,9
-59,-65,-55,-66,-55,-50,-44,-88,-52,-29,-53,-65,-46,-76,NaN,NaN,-69,-67,-75,NaN,9
-60,-89,-55,-66,-53,-48,-44,-44,-51,-29,-51,-64,-45,-76,NaN,NaN,NaN,-67,-75,NaN,9
-60,-64,-55,-64,-57,-49,-44,-44,-49,-29,-54,-65,-47,-77,NaN,-82,NaN,-72,NaN,NaN,9
-60,-64,NaN,-66,-52,-49,-44,-44,-53,-29,-54,-70,-47,-77,NaN,-82,NaN,-67,NaN,-73,9
-59,NaN,-56,-65,-51,-49,-44,-44,-51,-29,-52,-69,-46,-77,NaN,NaN,NaN,-72,NaN,-73,9
-60,-64,-56,-66,-53,-50,-45,-46,-50,-29,-54,-64,-46,-68,NaN,NaN,-69,-69,NaN,NaN,9
-60,-64,-55,-66,-56,-49,-44,-44,-52,-29,-52,-65,-78,-79,NaN,NaN,-69,-67,-80,-76,9
-60,NaN,-55,-65,-56,-48,-44,-44,-51,-29,-52,-67,-46,-81,NaN,NaN,-65,-67,-80,-76,9
-60,NaN,-55,-66,NaN,-49,-44,-44,-52,-29,-55,-66,-46,-76,NaN,NaN,-65,-68,NaN,NaN,9
-59,NaN,-56,-66,-58,-48,-63,-44,-50,NaN,-52,-69,-46,-70,NaN,-68,-66,-66,NaN,NaN,9
-60,NaN,-56,-65,-54,-49,-44,-51,-50,-29,-54,-65,-46,-77,NaN,-84,-66,-66,NaN,NaN,9
-59,NaN,-56,-66,-54,-48,-45,-44,-50,-29,-52,-66,-46,-75,-90,-84,NaN,-72,NaN,NaN,9
-60,NaN,-55,-66,-54,-48,-44,-44,-50,-28,-54,-65,-62,-75,-90,NaN,NaN,-72,-80,NaN,9
-59,-64,-56,-65,-54,-48,-50,-44,-52,-29,-52,-70,-46,-75,NaN,NaN,-69,-69,-74,NaN,9
-59,-64,-56,-65,-53,-50,-45,-44,-50,-29,-53,-66,-47,-77,-89,NaN,-68,-67,-67,-77,9
-60,-64,-54,-66,-53,-50,-44,-44,-52,-64,-53,-67,-47,-77,-89,NaN,-68,-68,-67,-77,9
-60,-64,-55,-66,-52,-49,-44,-44,-49,-29,-53,-66,-60,NaN,NaN,NaN,-80,-68,NaN,NaN,9
-60,NaN,-55,NaN,-54,-48,-45,-45,-50,-29,-51,-66,-47,-78,NaN,NaN,-80,-68,NaN,-78,9
-60,-64,-56,NaN,-54,-48,-44,-44,-49,-28,-54,-67,-46,-74,NaN,-82,NaN,-68,-74,-78,9
-60,-64,-57,NaN,-58,-49,-44,-44,-50,-29,-55,-68,-46,-75,NaN,-82,NaN,-68,-74,NaN,9
-60,-65,-56,-66,-58,-51,-45,-44,-49,-29,-55,-66,-46,-78,NaN,NaN,-72,-67,NaN,NaN,9
-60,-63,-56,-65,-52,-50,-43,-44,-50,-28,-55,-67,-47,-81,-88,-82,-72,-67,NaN,-77,9
-60,-65,-56,-68,-53,-49,-45,-44,-52,-29,-55,-68,-51,-75,-88,-82,NaN,-70,-79,-77,9
-59,-65,-55,-66,-53,-47,-45,-44,-52,-29,-54,-68,-47,-75,NaN,-85,NaN,-69,-79,-76,9
-60,-65,-55,-65,-52,-50,-44,-44,-50,-29,-54,-67,-46,-82,NaN,-85,NaN,-68,-79,-76,9
-60,NaN,-55,-65,-52,-48,-43,-44,-51,-29,-54,-67,-47,-75,-88,NaN,NaN,-69,-80,NaN,9
-60,-61,-55,-66,-57,-49,-44,-44,-52,-29,-54,-66,-47,-75,-88,NaN,-68,-68,-80,NaN,9
-60,-61,-56,-66,-53,-50,-44,-43,-49,-28,-54,-67,-47,-75,NaN,NaN,-69,-77,-81,NaN,9
-60,NaN,-55,-66,-57,-49,-44,-44,-52,-29,-51,-67,-61,NaN,NaN,NaN,-72,-70,-80,NaN,9
-60,-69,-58,-65,-60,-50,-44,-43,-50,-29,-52,-66,-47,-75,-92,NaN,-73,-68,-71,-79,9
-60,-64,-55,-68,-51,-52,-44,-44,-52,-30,-55,-66,-48,-75,-92,NaN,-66,-68,-71,-79,9
-60,-64,-55,-66,-52,-52,-44,-44,-54,-30,-54,-65,-48,NaN,NaN,NaN,-66,-69,NaN,NaN,9
-60,-64,-55,-66,-54,-52,-44,-43,-50,NaN,-54,-68,-46,-77,-89,NaN,NaN,-69,NaN,NaN,9
-60,-60,-55,-66,-56,-51,-44,-44,-51,-29,-54,-67,-46,-77,-89,NaN,-69,-68,NaN,NaN,9
-60,-65,-55,-65,-54,-51,-43,-44,-50,-28,-54,-66,-47,NaN,NaN,NaN,-69,-69,NaN,NaN,9
-61,-65,-56,-67,-52,-52,-44,-43,-49,-29,-55,-68,-47,-78,NaN,NaN,-68,-69,-80,NaN,9
-60,-65,-56,-66,-54,-53,-44,-43,-50,-30,-55,-68,-47,-77,NaN,-83,-70,-69,-80,-77,9
-60,-64,-91,-66,-56,-52,-44,-44,-49,-28,-54,-68,-46,-78,NaN,-83,-69,-68,-80,-75,9
-60,-63,-91,-66,-54,-52,-44,-44,-51,-29,-54,-67,-47,-68,NaN,-83,-70,-68,-80,-79,9
-60,-63,-56,-66,-54,-52,-44,-44,-49,-29,-54,-70,-47,-68,NaN,-83,-70,-70,-80,-79,9
-60,-64,-55,-65,-54,-52,-44,-44,-50,-29,-54,-68,-46,-78,NaN,-85,NaN,-68,-80,NaN,9
-60,-64,-56,-66,-52,-52,-44,-44,-50,-29,-54,-66,-46,-83,-88,-85,-70,-74,-80,NaN,9
-60,-65,-55,-67,-51,-53,-44,-44,-49,-29,-52,-68,-47,-84,-90,-85,-69,-77,-79,NaN,9
-60,-65,-56,-65,-59,-51,-44,-44,-50,-29,-52,-68,-63,-84,-90,NaN,-70,-70,-78,NaN,9
-54,NaN,-55,-65,-49,-49,-44,-41,-58,-41,-55,-60,-47,-71,-90,-78,-71,-72,-70,NaN,10
-53,NaN,-57,-66,-53,-76,-44,-40,-58,-39,-58,-63,-47,-69,NaN,-78,-71,-71,-70,-77,10
-53,-68,-57,-63,-51,-50,-44,-40,-63,-36,-58,-63,-46,-69,NaN,NaN,NaN,-71,-72,-77,10
-53,-67,-57,-63,-51,-47,-43,-40,-58,-38,-59,-66,-50,-72,NaN,-76,-63,-70,-73,NaN,10
-54,-67,-57,-64,-53,-47,-43,-40,-61,-38,-58,-64,-47,-72,-86,-76,-63,-74,-72,NaN,10
-53,-65,-56,-64,-54,-48,-44,-42,-61,-38,-58,-64,-47,-68,-86,-76,-64,-74,-72,NaN,10
-53,-67,-56,-64,-53,-48,-43,-40,-62,-38,-59,-77,-48,-68,NaN,-77,-64,NaN,-71,NaN,10
-53,-67,-60,-65,-53,-48,-43,-40,-63,-38,-59,-63,-47,-72,-85,-77,-63,NaN,-72,NaN,10
-53,-67,-60,-65,-52,-47,-44,-41,-63,-39,-58,-64,-47,-72,-85,NaN,-63,-71,-72,NaN,10
-54,NaN,-57,-64,-52,-48,-44,-43,-63,-36,-58,-63,-50,-70,NaN,NaN,-64,-67,-68,NaN,10
-54,NaN,-56,-64,-54,-47,-47,-41,-63,-38,-58,-65,-48,-70,NaN,NaN,-65,-69,-72,-76,10
-53,NaN,-60,-62,-52,-47,-43,-40,-60,-38,-58,-64,-48,NaN,NaN,NaN,-65,-69,-73,-78,10
-53,NaN,-56,-64,-54,-47,-43,-40,-70,-38,-58,-64,-46,NaN,-86,NaN,-65,-69,-72,-78,10
-53,-67,-57,-64,-54,-47,-47,-41,-64,-37,-58,-64,-48,-71,-86,NaN,-68,-70,-73,NaN,10
-54,-67,-56,-64,-55,-47,-43,-41,-64,-39,-58,-59,-48,-71,-85,NaN,-66,-70,-73,NaN,10
-54,-66,-57,-64,-54,-48,-42,-40,-63,-38,-59,-63,-46,-66,-85,-76,-67,-70,-73,-77,10
-54,-67,-57,-63,-52,-48,-42,-41,-63,-38,-57,-62,-49,-71,NaN,-76,-67,-69,-73,-77,10
-53,-67,-56,-63,-53,-47,-42,-41,-63,-35,-58,-66,-46,-71,-86,-76,-67,-70,-73,NaN,10
-53,-66,-60,-63,-52,-48,-42,-41,-65,-34,-58,-68,-47,-75,-86,-76,-69,-70,-74,NaN,10
-53,-70,-57,-63,-51,-48,-43,-82,-63,-38,-58,-64,-47,-75,NaN,-76,-67,-70,-73,-77,10
-53,-67,-57,-63,-53,-47,-43,-40,-63,-42,-56,-63,-46,-70,NaN,-76,-68,-71,-73,-78,10
-54,-67,-57,-63,-55,-47,-42,-40,-68,-78,-58,-64,-47,-70,NaN,NaN,-68,-71,-73,-78,10
-54,NaN,-57,-63,-52,-47,-44,-40,-68,-38,-57,-63,-48,NaN,NaN,NaN,NaN,-70,-72,NaN,10
-54,NaN,-57,-63,-53,-47,-43,-40,-64,-38,-58,-64,-47,-71,NaN,NaN,-66,-70,-72,-77,10
-53,-68,-57,-64,-53,-47,-43,-41,-64,-39,-58,-64,-52,-71,NaN,NaN,-67,-71,-72,-78,10
-53,-68,-55,-64,-52,-48,-43,-40,-63,-38,-58,-65,-47,-71,-87,-76,-67,-73,-72,-78,10
-53,NaN,-56,-62,-53,-47,-43,-41,-62,-38,-58,-64,-48,-70,-87,-76,NaN,-70,-72,NaN,10
-54,NaN,-86,-63,-53,-47,-42,-41,-61,-38,-58,-64,-50,-71,NaN,NaN,-68,-70,NaN,NaN,10
-54,-67,-57,-63,-52,-47,-43,-40,-61,-37,-57,-64,-47,-77,-86,-76,-68,-70,NaN,-78,10
-53,-67,-57,-63,-51,-47,-43,-40,-63,-36,-59,-64,-47,-85,-86,-77,NaN,-73,-73,-78,10
-53,-67,-56,-63,-52,-48,-43,NaN,-61,-38,-58,-62,-46,-68,NaN,-77,-68,-68,-72,NaN,10
-53,-67,-56,-63,-53,-48,-43,-40,-63,-38,-59,-64,-49,-71,-84,NaN,-67,-71,-72,NaN,10
-53,-66,-57,-64,-54,-52,-42,-40,-65,-38,-59,-66,-47,-71,-84,NaN,-67,-69,-73,NaN,10
-53,-87,-57,-64,-53,-49,-43,-40,-65,-38,-59,-63,-48,NaN,NaN,NaN,NaN,-69,-69,NaN,10
-53,-87,-57,-63,-54,-49,-43,-39,-63,-39,-58,-63,-49,NaN,NaN,NaN,-68,-71,-69,NaN,10
-53,-68,-57,-63,-53,-47,-43,-40,-62,-38,-58,-63,-47,NaN,NaN,NaN,-68,-70,NaN,NaN,10
-53,-68,-57,-64,-51,-48,-43,-85,-62,-38,-58,-63,-47,-71,-84,NaN,NaN,-79,-73,NaN,10
-53,NaN,-56,-63,-53,-49,-43,-40,-62,-38,-58,-63,-48,-71,-84,NaN,NaN,-79,-73,NaN,10
-54,NaN,-56,-63,-54,-47,-43,-41,-62,-37,-59,-66,-52,-68,-86,NaN,-65,NaN,NaN,NaN,10
-53,-72,-56,NaN,-54,-49,-44,-41,-63,-37,-59,-66,-52,-71,-90,NaN,-65,NaN,-76,NaN,10
-55,-71,-59,-59,-54,-41,-44,-46,-64,-38,-57,-64,-45,-79,-90,NaN,NaN,NaN,-76,NaN,10
-53,-65,-61,-64,-53,-47,-43,-41,-69,-38,-59,-65,-48,-71,NaN,NaN,-69,-72,NaN,-77,10
-53,-65,-55,-64,-54,-47,-42,-40,-62,-38,-59,-63,-47,-71,NaN,NaN,-67,-70,NaN,-77,10
-53,-65,-63,NaN,-54,-47,-42,-44,-62,-39,-56,-64,-47,-70,NaN,NaN,-67,-70,NaN,NaN,10
-53,-68,-58,NaN,-56,-47,-44,-41,-63,-39,-56,-64,-50,-69,NaN,NaN,NaN,NaN,NaN,NaN,10
-54,-68,-57,-65,-54,-46,-44,-41,-60,-38,-58,-64,-47,-67,NaN,NaN,NaN,-70,NaN,NaN,10
-53,-71,-86,-64,-54,-43,-43,-40,-62,-38,-59,-64,-49,-67,NaN,-77,NaN,-71,-72,NaN,10
-53,-70,-59,-60,-54,-47,-49,-43,-63,-39,-58,-63,-47,-78,NaN,-77,NaN,-67,-68,NaN,10
-53,-68,-60,-64,-53,-47,-47,-40,-62,-42,-57,-61,-47,-70,NaN,NaN,NaN,-69,-74,NaN,10
-53,-67,-60,-64,-53,-46,-43,-39,-63,-38,-55,-64,-47,-70,-86,-75,NaN,-69,-73,NaN,10
