06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),64:66:b3:d0:4a:8d(DLINK_D04A8D),e4:8d:8c:20:4d:c1(UPLAT),00:0f:f7:2e:0a:d0(ESOGU-WIFI),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),00:26:5a:52:0b:8c(RFKON_115),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:13:0d:9d(EROGLU),REF_POINT
-56,-55,-56,-42,-55,-56,-38,-42,-52,-49,-68,-58,NaN,-65,NaN,-71,-66,-78,-69,NaN,-85,NaN,10
-56,-55,-57,-40,-55,-56,-40,-43,-53,-49,-69,-58,-74,-74,-81,-73,-69,-78,-69,-70,NaN,NaN,10
-64,-56,-56,-38,-55,-56,-40,-43,-55,-49,-77,-58,-69,-73,-80,-72,-69,NaN,NaN,-71,NaN,NaN,10
-56,-57,-55,-41,-54,-56,-40,-43,-54,-49,-67,-58,-69,-73,-80,-71,-67,NaN,NaN,-71,NaN,NaN,10
-56,-58,-57,-41,-55,-56,-39,-43,-54,-49,-67,-58,NaN,-67,-79,-73,-67,NaN,-72,-68,NaN,NaN,10
-56,-55,-56,-41,-54,-56,-37,-43,-56,-58,-70,-57,-70,-73,-79,-72,-69,-78,-72,-67,NaN,NaN,10
-56,-57,-55,-38,-55,-56,-41,-42,-54,-49,-69,-57,-70,-73,NaN,-72,-73,-78,-72,-67,NaN,-76,10
-56,-56,-57,-40,-55,NaN,-40,-42,-56,-49,-69,-57,NaN,-73,-67,-73,-66,NaN,NaN,-71,NaN,-76,10
-56,-58,-58,-40,-54,-52,-51,-42,-54,-49,-68,-59,NaN,-66,-67,-73,-66,-79,NaN,-68,-87,NaN,10
-56,-57,-58,-41,-55,-55,-41,-42,-56,-49,-69,-57,NaN,-66,NaN,-74,-66,-79,-70,-70,-87,NaN,10
-56,-55,-56,-41,-55,-55,-41,-43,-56,-49,-69,-57,-74,-66,NaN,-74,-68,-79,-70,-72,NaN,NaN,10
-56,-55,-56,-40,-55,-55,-38,-43,-56,-49,-67,-55,-70,-66,NaN,-72,-68,-79,-69,-70,NaN,NaN,10
-56,-55,-56,-40,-55,-57,-41,-42,-53,-49,-67,-57,-70,-68,NaN,-73,-70,NaN,-69,-70,-76,NaN,10
-56,-55,-56,-40,-55,-56,-40,-42,-57,-49,-69,-57,-71,-67,NaN,-72,-66,-78,NaN,NaN,-76,NaN,10
-56,-56,-56,-42,-55,-56,-40,-41,-56,-49,-67,-58,-70,-67,-81,-74,-70,-78,NaN,NaN,NaN,NaN,10
-56,-58,-58,-42,-55,-56,-41,-42,-56,-49,-67,-57,-70,NaN,-81,-71,-68,NaN,NaN,-71,NaN,-77,10
-56,-56,-57,-42,-54,-57,-40,-43,-56,-49,-69,-56,-76,NaN,NaN,-72,-70,-77,-72,-72,-85,-77,10
-56,-55,-56,-42,-55,-56,-39,-43,-55,-49,-71,-58,-70,-67,-80,-71,-67,-77,-69,-72,-85,-74,10
-56,-56,-57,-41,-55,-56,-41,-43,-55,-49,-71,-58,-69,-66,-80,-71,-71,-78,-69,-67,NaN,-74,10
-56,-57,-57,-38,-54,-55,-40,-42,-54,-49,NaN,-56,-69,-66,-80,-73,-71,-78,NaN,-67,-83,-76,10
-56,-56,-57,-41,-55,-55,-40,-42,-56,-49,NaN,-55,-69,NaN,-80,-73,-71,NaN,NaN,NaN,-83,-77,10
-56,-56,-56,-41,-55,-56,-41,-42,-56,-48,-69,-55,-69,-65,NaN,-72,-69,NaN,-70,-72,-84,-75,10
-56,-56,-56,-41,-55,-56,-41,-43,-56,-49,-69,-55,-74,-66,NaN,-72,-67,NaN,-68,-72,-86,-75,10
-56,-57,-55,-39,-55,-55,-40,-42,-56,-59,-73,-58,-70,-67,-80,-71,-67,NaN,-68,-72,-86,-78,10
-56,-57,-59,-39,-54,-55,-42,-43,-54,-49,-69,-56,-69,-66,-80,-72,-69,-77,-68,-72,NaN,-78,10
-56,-57,-55,-41,-55,-55,-41,-43,-53,-49,-69,-56,-69,-65,-80,-72,-68,-77,-69,NaN,NaN,-78,10
-56,-58,-56,-36,-60,-55,-40,-43,-56,-49,-68,-58,-74,-65,NaN,-72,-68,NaN,-67,NaN,NaN,-78,10
-56,-56,-56,-40,-55,-55,-42,-43,-56,-48,-69,-58,-69,-63,NaN,-72,-69,NaN,-70,-65,-85,NaN,10
-57,-55,-55,-65,-54,-56,-40,-43,-54,-60,-69,-56,-70,-64,NaN,-71,-67,-76,-69,-65,-85,NaN,10
-57,-56,-55,-41,-55,-43,-41,-77,-57,-49,-68,-57,-69,-66,-81,-73,-67,-76,-71,-65,NaN,NaN,10
-57,-55,-77,-69,-55,-54,-41,-43,-56,-48,-70,-55,-69,-65,-81,-71,-67,NaN,-69,-69,NaN,NaN,10
-57,-55,-56,-40,-53,-55,-78,-43,-54,-49,-67,-58,-70,-65,-78,-72,-71,-78,-68,-70,NaN,-74,10
-56,-57,-56,-41,-56,-57,-41,-43,-56,-48,-68,-55,-69,-66,-78,-71,-66,-78,-68,-67,NaN,-74,10
-56,-56,-56,-41,-54,-57,-40,-43,-56,-49,-66,-58,-70,-66,-80,-70,-66,-78,NaN,-71,NaN,-76,10
-56,-56,-55,-42,-54,-56,-40,-43,-56,-48,-68,-56,-70,-74,-80,-70,-67,NaN,-66,-71,NaN,-76,10
-57,-57,-55,-41,-54,-56,-78,-43,-52,-60,-68,-56,-70,-65,-76,-71,-60,-78,-68,-64,NaN,-76,10
-57,-58,-56,-41,-54,-56,-78,-43,-56,-49,-68,-56,-66,-65,-77,-72,-69,-78,-68,-64,NaN,-76,10
-56,-56,-55,-78,-54,-56,-41,-43,-56,-49,-68,-56,-70,-65,-79,-72,-72,NaN,NaN,NaN,-84,-76,10
-57,-57,-55,-40,-55,-56,-40,-43,-54,-51,-66,-57,-69,-66,-79,-72,-68,NaN,NaN,-72,-84,-77,10
-56,-56,-56,-71,-55,-55,-64,-43,-55,-49,-67,-59,-70,-64,NaN,-72,-74,NaN,NaN,-72,-84,-77,10
-56,-57,-56,-44,-55,-55,-37,-43,-52,-49,-68,-56,-75,-67,NaN,-72,-69,NaN,-67,-72,NaN,-78,10
-56,-57,-56,-40,-55,-56,-40,-43,-56,-58,-70,-57,-69,-64,-81,-70,-68,-79,-68,-69,NaN,-78,10
-57,-55,-56,-42,-54,-54,-40,-43,-53,-49,-68,-55,-69,-65,-78,-70,-66,-79,-66,-73,NaN,NaN,10
-56,-57,-57,-40,-54,-54,-40,-43,-56,-49,-69,-57,-68,-62,-69,-70,-70,-79,-68,-72,NaN,-78,10
-56,-55,-57,-40,-55,-58,-39,-43,-54,-49,-68,-55,-73,-69,-80,-79,-69,-79,-70,-68,NaN,-78,10
-56,-53,-59,-66,-55,-56,-40,-42,-56,-49,-69,-55,-70,-65,-81,-70,-66,-78,-68,-73,NaN,-78,10
-57,-52,-59,-66,-57,-56,-45,-43,-53,-49,-65,-58,-70,-67,-81,-70,-68,-78,-68,-72,-83,-78,10
-56,-56,-50,-41,-55,-54,-42,-40,-56,-58,-69,-60,NaN,-63,NaN,-73,-70,NaN,NaN,-72,-83,NaN,10
-56,-57,-57,-39,-55,-56,-40,-43,-56,-49,-68,-58,-68,-63,NaN,-70,-69,-77,NaN,NaN,NaN,-76,10
-56,-58,-57,-38,-54,-55,-52,-42,-57,-60,-68,-58,-68,-64,NaN,-72,-67,-77,NaN,-69,-85,-76,10
-56,-57,-56,-40,-56,-56,-40,-43,-54,-49,-68,-55,-70,-64,-80,-71,-66,-77,-68,-68,-85,-78,10
-56,-55,-59,-40,-56,-55,-41,-43,-56,-48,-69,-58,-70,-64,-80,-72,-70,-77,-68,-68,NaN,-78,10
-56,-56,-57,-41,-56,-55,-37,-43,-57,-50,-68,-55,NaN,-66,NaN,-71,-67,-77,-67,-68,NaN,NaN,10
-57,-54,-48,-40,-56,-55,-36,-41,-56,-49,-68,-55,NaN,-66,NaN,-70,-66,-77,-69,-73,NaN,NaN,10
-56,-55,-62,-40,-55,-56,-42,-42,-57,-50,-68,-55,NaN,-66,NaN,-71,-67,NaN,-69,-73,NaN,NaN,10
-56,-55,-62,-39,-54,-55,-40,-43,-57,-49,-68,-57,NaN,-66,NaN,-72,-66,NaN,-67,-72,NaN,NaN,10
-56,-56,-56,-39,-55,-55,-40,-43,-56,-49,-69,-56,NaN,-66,NaN,-73,-67,NaN,-68,-72,NaN,NaN,10
-56,-55,-57,-36,-55,-56,-39,-43,-56,-49,-69,-57,NaN,-65,NaN,-73,-70,-77,-67,NaN,NaN,NaN,10
-56,-55,-57,-40,-55,-57,-40,-43,-52,-49,-67,-56,-70,-66,NaN,-71,-67,-75,-67,NaN,NaN,NaN,10
-56,-56,-55,-39,-55,-56,-41,-42,-56,-49,-69,-55,-70,-73,-76,-72,-67,-75,-68,NaN,NaN,NaN,10
-56,-54,-51,-40,-57,-56,-40,-43,-56,-50,-65,-54,NaN,-68,-76,-74,-68,NaN,-68,-78,NaN,NaN,10
-56,-55,-56,-39,-57,-51,-41,-43,-57,-50,-68,-58,-72,-66,-81,-72,-68,-76,-69,-69,NaN,-76,10
-56,-56,-58,-39,-56,-56,-40,-42,-56,-68,-67,-56,-72,-65,-81,-71,-63,-76,-71,-69,NaN,-76,10
-56,-59,-59,-39,-56,-56,-40,-42,-56,-58,-69,-55,-69,-65,-81,-71,-63,NaN,-68,NaN,NaN,NaN,10
-55,-55,-56,-45,-56,-56,-41,-43,-55,-49,-68,-55,-69,-65,NaN,-72,-68,-76,-68,-71,NaN,-77,10
-56,-55,-54,-39,-56,-56,-40,-44,-56,-49,-68,-57,NaN,-66,-79,-73,-68,-76,-70,-71,NaN,-77,10
-55,-54,-56,-41,-56,-56,-40,-43,-53,-48,-68,-56,NaN,-66,-79,-73,-68,NaN,-68,-68,-84,NaN,10
-56,-54,-55,-38,-57,-57,-43,-44,-55,-48,-69,-55,-76,-67,-79,-72,-67,-76,-68,-68,-76,NaN,10
-56,-56,-57,-41,-91,-56,-40,-43,-55,-48,-68,-55,-76,-67,-79,-72,-67,-76,-68,-71,-76,-76,10
-56,-56,-57,-41,-57,-56,-43,-77,-55,-48,-69,-54,-68,-66,NaN,-72,-70,-76,NaN,-79,-85,-76,10
-55,-55,-56,-41,-57,-57,-40,-44,-55,-47,-68,-54,-68,-66,-79,-72,-67,-76,-68,-71,-85,NaN,10
-51,-49,-45,-47,-47,-61,-54,-48,-55,-58,-59,-62,NaN,-64,-80,-71,-70,NaN,-71,-75,-85,-73,11
-49,-48,-40,-50,-47,-53,-55,-53,-57,-50,-61,-52,-72,-64,NaN,-75,-69,NaN,NaN,-75,-78,-73,11
-50,-48,-41,-49,-47,-53,-55,-51,-55,-49,-61,-51,-72,-64,NaN,-75,-69,NaN,NaN,-75,-78,NaN,11
-49,-50,-41,-48,-48,NaN,-56,-52,-58,-48,NaN,-52,-69,-63,-82,-75,-70,-75,NaN,-75,NaN,NaN,11
-49,-50,-40,-48,-48,-52,-56,-51,-58,-50,-59,-51,-74,-63,-82,-75,-70,-75,-69,-74,-81,-72,11
-49,-50,-40,-48,-48,-51,-56,-52,-59,-53,-60,-52,-72,NaN,NaN,-76,-67,NaN,-70,-74,-81,-72,11
-49,-50,-40,-48,-48,-52,-55,-57,-58,-48,-60,-52,-72,NaN,NaN,-76,-66,NaN,-70,-74,-81,NaN,11
-49,-55,-40,-47,-48,-52,-55,-52,-59,-49,-61,-52,NaN,NaN,-82,-74,-69,NaN,-66,-75,-82,NaN,11
-49,-50,-40,-48,-49,-57,-56,-52,-59,-48,-63,-51,NaN,-63,-82,-75,-65,NaN,-64,-75,-82,NaN,11
-49,-49,-40,-47,-90,-57,-57,-51,-59,-52,-59,-65,NaN,-63,NaN,-71,-64,NaN,-64,NaN,NaN,NaN,11
-49,-49,-38,-47,-49,-51,-55,-50,-59,-48,-62,-51,NaN,-63,NaN,-71,-67,NaN,NaN,-72,NaN,NaN,11
-49,-51,-41,-46,-48,-51,-60,-51,-59,-53,-59,-51,NaN,-62,-82,-72,-64,NaN,-64,-74,NaN,NaN,11
-50,-49,-40,-48,-48,-52,-55,-49,-58,-49,-59,-51,-71,-63,-81,-73,-67,NaN,-64,-74,-82,NaN,11
-50,-49,-41,-48,-47,-50,-55,-54,-58,-48,-59,-51,-72,-63,-81,-73,-65,NaN,NaN,-75,-79,-72,11
-50,-49,-40,-48,-49,-52,-55,-56,-57,-49,-59,-52,-73,-63,NaN,-72,-65,NaN,-65,-74,-79,-72,11
-50,-48,-40,-47,-47,-57,-57,-55,-58,-48,-59,-51,-71,-62,NaN,-71,-68,NaN,-71,-74,NaN,-70,11
-49,-48,-42,-48,-47,-57,-56,-52,-59,-49,-59,-51,-72,-63,NaN,-71,-64,NaN,-71,-74,-82,-70,11
-49,-48,-41,-48,-48,-52,-55,-50,-58,-48,-59,-51,-73,-63,NaN,-72,-65,NaN,-64,-74,-82,NaN,11
-50,-49,-41,-49,-47,-53,-57,-50,-59,-48,-61,-65,-72,NaN,NaN,-70,-66,NaN,-64,-74,NaN,NaN,11
-49,-49,-40,-48,-48,-54,-56,-51,-59,-49,-59,-52,-71,NaN,NaN,-70,-64,NaN,NaN,NaN,NaN,NaN,11
-50,-48,-40,-44,-48,-54,-55,-48,-58,-49,-58,-52,-72,-64,NaN,-69,-65,NaN,-65,-74,NaN,NaN,11
-50,-49,-41,-48,-47,-52,-56,-48,-58,-48,-62,-51,-72,-64,NaN,-69,-64,NaN,-66,-73,NaN,-74,11
-50,-50,-40,-47,-49,-52,-56,-54,-58,-54,-59,-51,-72,-64,-82,-73,-65,NaN,-66,-74,NaN,-74,11
-50,-50,-40,-48,-49,-54,-55,-51,-57,-52,-58,-52,-71,-64,-82,-71,-67,NaN,NaN,-68,-81,NaN,11
-50,-49,-41,-49,-48,-52,-55,-50,-58,-48,-59,-50,-71,-64,NaN,-71,-65,-75,NaN,-74,-81,NaN,11
-50,-49,-41,-48,-47,-53,-56,-50,-57,-49,-58,-51,NaN,-64,-81,-72,-65,-75,-65,-74,NaN,NaN,11
-60,-50,-41,-48,-48,-53,-54,-51,-58,-48,-61,-52,-72,-64,-81,-75,-65,-75,-64,-74,NaN,NaN,11
-50,-49,-40,-48,-48,-53,-56,-50,-58,-49,-60,-52,-72,-65,-81,-73,-66,-76,-64,-73,-77,-72,11
-50,-49,-40,-48,-49,-53,-55,-50,-59,-48,-58,-52,NaN,-63,-81,-72,-64,-74,-64,-75,-82,-72,11
-50,-49,-40,-49,-47,-52,-56,-50,-56,-48,-59,-51,-72,-64,NaN,-70,-67,-74,-65,-74,-81,NaN,11
-50,-48,-40,-48,-47,-52,-56,-50,-57,-47,-59,-52,-72,-62,NaN,-71,-65,NaN,-65,-73,-81,NaN,11
-50,-49,-41,-47,-48,-53,-75,-51,-58,-49,-61,-51,-72,-63,-78,-71,-67,NaN,-59,-74,NaN,NaN,11
-50,-49,-41,-47,-48,-52,-56,-51,-59,-53,-60,-52,-72,-63,-78,-73,-64,NaN,-59,-75,-81,NaN,11
-50,-48,-41,-48,-48,-51,-56,-50,-58,-51,-59,-51,-72,-63,-80,-71,-64,NaN,-57,-74,-81,-72,11
-50,-53,-40,-48,-48,-52,-57,-50,-58,-49,-58,-52,-73,-64,-82,-71,-65,NaN,-57,-72,NaN,-72,11
-50,-49,-40,-47,-48,-53,-56,-51,-57,-49,-59,-51,-74,-64,-83,-70,-68,NaN,-66,-68,NaN,NaN,11
-50,-48,-40,-46,-93,-53,-55,-50,-58,-50,-59,-52,-72,-64,-83,-70,-65,NaN,-65,-74,NaN,-82,11
-50,-49,-40,-47,-49,-53,-56,-51,-48,-50,-59,-51,-72,-64,-81,-71,-65,NaN,-65,-74,NaN,-82,11
-50,-48,-41,-49,-49,-52,-56,-50,-52,-49,-59,-51,-74,-64,-81,-71,-65,NaN,-66,-72,NaN,-69,11
-49,-47,-40,-76,-47,-52,-55,-47,-58,-53,-71,-51,-74,-58,-81,-70,-70,-75,-66,-72,NaN,-69,11
-49,-48,-39,-45,-48,-53,-55,-51,-59,-49,-60,-51,-73,-58,NaN,-71,-69,-75,-63,-66,-83,-74,11
-49,-48,-40,-47,-48,-50,-56,-50,-56,-49,-58,-52,-72,-63,NaN,-71,-68,NaN,-63,-72,-83,-74,11
-50,-48,-40,-48,-48,-52,-55,-51,-58,-49,-60,-52,-73,-64,-83,-72,-67,NaN,NaN,-74,-82,-72,11
-50,-48,-41,-48,-47,-52,-58,-51,-58,-50,-59,-51,-71,-63,-83,-72,-64,-77,-64,-72,-80,-73,11
-50,-49,-40,-47,-48,-52,-55,-51,-54,-49,-59,-51,-73,-64,-81,-66,-68,-77,-63,-67,-81,-72,11
-49,-49,-41,-48,-47,-51,-56,-50,-59,-49,-59,-52,-73,-64,-76,-71,-65,-76,-65,-72,-79,-73,11
-49,-47,-40,-47,-48,-53,-54,-52,-53,-50,-62,-52,-73,-63,-76,-70,-68,-76,-65,-74,-79,-73,11
-49,-48,-41,-48,-48,-52,-55,-49,-54,-50,-61,-52,-73,-63,NaN,-72,-64,NaN,-65,-74,NaN,NaN,11
-50,-48,-41,-48,-48,-51,-55,-51,-57,-50,-59,-51,-78,-63,-81,-71,-69,-75,-66,-68,-83,NaN,11
-49,-47,-41,-47,-48,-52,-56,-76,-59,-50,-59,-51,-71,-64,-82,-72,-63,-77,-65,-72,-83,NaN,11
-50,-48,-40,-48,-49,-52,-55,-52,-59,-50,-59,-52,-71,-63,-82,-73,-69,-76,-65,-73,-81,-73,11
-49,-49,-40,-47,-48,-52,-56,-52,-58,-49,-59,-52,NaN,-63,-82,-72,-65,-76,-65,-74,-82,-73,11
-49,-48,-40,-47,-48,-53,-56,-53,-58,-50,-59,-51,-73,-62,NaN,-71,-65,-75,-63,-74,-82,NaN,11
-49,-50,-40,-48,-47,-53,-56,-56,-59,-50,-61,-52,-71,-64,-79,-70,-65,-75,-63,NaN,NaN,-75,11
-49,-50,-40,-48,-48,-52,-55,-53,-58,-50,-59,-51,-71,-63,-79,-71,-65,-76,-66,-74,-82,-75,11
-49,-50,-41,-63,-48,-51,-57,-53,-58,-51,-59,-52,-72,-63,-79,-71,-65,-76,-70,-74,-82,NaN,11
-49,-50,-40,-50,-49,-52,-55,-54,-58,-50,-59,-51,-72,-63,NaN,-71,-64,-76,-66,-70,-82,NaN,11
-49,-50,-40,-48,-47,-51,-55,-54,-57,-49,-63,-63,NaN,NaN,-74,-70,-70,NaN,-66,-70,NaN,NaN,11
-49,-50,-40,-49,-48,-52,-56,-55,-57,-52,-61,-52,NaN,NaN,-74,-70,-63,NaN,NaN,-74,NaN,NaN,11
-49,-50,-40,-48,-48,-53,-54,-53,-56,-49,-59,-72,NaN,-64,NaN,-70,-70,NaN,-67,-74,NaN,NaN,11
-49,-50,-40,-49,-48,-57,-63,-58,-56,-49,-59,-52,-70,-64,NaN,-70,-65,NaN,-67,-74,NaN,NaN,11
-49,-50,-41,-48,-48,-57,-56,-53,-56,-48,-61,-52,-70,-64,NaN,-70,-69,-75,-67,NaN,NaN,NaN,11
-49,-50,-40,-48,-47,-54,-55,-54,-56,-49,-60,-51,NaN,-69,NaN,-73,-65,-75,-71,-73,NaN,NaN,11
-49,-48,-41,-48,-47,-54,-56,-56,-56,-49,-60,-51,-74,-63,NaN,-73,-69,-75,-70,-72,-82,-72,11
-49,-48,-42,-47,-48,-53,-56,-54,-57,-50,-60,-51,-74,-63,-82,-69,-69,-75,-66,-76,-81,-72,11
-49,-49,-40,-48,-48,-57,-54,-51,-57,-47,-59,-52,-73,-63,-83,-72,-65,NaN,-67,-76,-84,NaN,11
-49,-50,-40,-48,-48,-53,-56,-54,-57,-54,-62,-51,-73,-63,-83,-70,-65,NaN,-67,-75,-84,NaN,11
-49,-49,-41,-48,-47,-53,-56,-54,-56,-55,-61,-51,NaN,-63,-82,-71,-69,-79,-72,-75,-81,-72,11
-49,-50,-40,-48,-48,-52,-54,-57,-57,-54,-64,-51,-72,-64,-82,-72,-68,-79,-72,-87,-81,-72,11
-49,-49,-40,-48,-48,-53,-56,-51,-56,-48,-59,-52,-78,-63,NaN,-74,-69,-75,-67,-87,-81,-72,11
-49,-49,-40,-47,-48,-52,-55,-51,-57,-48,-58,-51,-78,-63,-83,-71,-69,-75,-66,-75,-83,-72,11
-49,-49,-40,-47,-48,-49,-54,-52,-51,-49,-60,-51,-88,-63,-83,-71,-69,-75,-66,-67,-78,-72,11
-49,-49,-40,-48,-48,-52,-57,-51,-52,-49,-59,-52,-72,NaN,-83,-72,-65,-75,-66,-74,-82,-72,11
-49,-55,-40,-47,-48,-53,-57,-54,-57,-49,-60,-51,-73,-63,NaN,-71,-64,-75,-67,-69,-83,NaN,11
-49,-50,-40,-48,-49,-48,-57,-53,-57,-49,-61,-51,-73,-63,NaN,-72,-66,-74,-77,-74,-83,NaN,11
-49,-51,-40,-46,-47,-52,-57,-52,-57,-50,-59,-51,-78,-63,-81,-73,-64,-74,-66,-73,NaN,NaN,11
-49,-48,-40,-47,-47,-53,-56,-50,-58,-48,-59,-51,-72,-63,-81,-72,-65,NaN,-67,-73,-83,NaN,11
-49,-49,-40,-47,-47,-53,-55,-51,-58,-49,-61,-52,-78,-63,-83,-71,-65,NaN,-70,-74,-83,NaN,11
-50,-49,-40,-47,-48,-52,-57,-51,-53,-48,-60,-52,-78,-63,-83,-73,-69,NaN,-70,-74,NaN,NaN,11
-49,-49,-40,-44,-47,-50,-56,-57,-52,-49,-59,-52,NaN,-63,NaN,-71,-69,NaN,NaN,-68,-83,NaN,11
-49,-42,-43,-49,-51,-52,-80,-46,-51,-51,-63,-61,-69,-64,-80,-66,-71,-79,-63,-65,-82,-79,12
-50,-43,-35,-45,-49,-52,-41,-41,-52,-63,-59,-57,-66,-60,-79,-66,-71,NaN,-58,-65,-82,-79,12
-48,-42,-36,-49,-51,-53,-42,-49,-50,-49,-60,-57,-65,-60,-79,-65,-72,-79,-60,-71,NaN,NaN,12
-50,-41,-37,-45,-49,-53,-39,-47,-48,-48,-61,-57,-68,-50,-79,-65,-72,-79,-62,-71,-83,NaN,12
-48,-41,-37,-46,-49,-52,-43,-44,-47,-48,-75,-57,-66,-60,NaN,-64,-68,-78,-62,NaN,-82,NaN,12
-47,-40,-37,-47,-50,-55,-39,-48,-48,-66,-62,-57,-65,-59,-80,-62,-70,-78,-65,-72,-82,NaN,12
-47,-39,-36,-46,-49,-50,-41,-46,-48,-48,-59,-58,-66,-58,-78,-62,-67,-76,-62,-72,-82,-78,12
-47,-37,-35,-46,-49,-51,-42,-43,-44,-47,-61,-56,-66,-57,-77,-63,-73,-77,-64,-72,-82,-80,12
-49,-39,-37,-46,-50,-54,-41,-51,-45,-48,-62,-58,-66,-62,-78,-64,-74,-81,-64,-76,NaN,-80,12
-50,-44,-37,-65,-50,-53,-80,-51,-47,-48,-62,-57,-64,-61,-78,-65,-73,-81,-64,-74,NaN,NaN,12
-51,-41,-37,-54,-48,-53,-45,-51,-48,-68,-65,-57,-64,-61,-78,-65,-75,NaN,-65,-73,NaN,NaN,12
-50,-41,-37,-53,-49,-56,-44,-51,-48,-47,-60,-57,-67,NaN,-78,NaN,-73,NaN,-65,-72,NaN,NaN,12
-49,-42,-37,-47,-50,-54,-41,-49,-45,-47,-62,-56,-67,-63,NaN,NaN,-73,NaN,-65,-72,NaN,NaN,12
-50,-43,-37,-47,-50,-54,-41,-50,-47,-48,-64,-56,-69,-60,-80,-65,-72,-78,-65,-80,NaN,NaN,12
-50,-42,-36,-49,-49,-53,-42,-51,-47,-47,-63,-57,-68,-62,-80,-65,-73,-78,-65,-67,NaN,NaN,12
-51,-44,-36,-46,-49,-54,-41,-51,-45,-61,-62,-57,-68,-61,-78,-66,-72,-77,-66,-67,-80,-80,12
-51,-42,-78,-46,-49,-54,-41,-50,-47,-48,-61,-57,-78,-61,-78,-66,-69,-77,-60,-72,-80,-80,12
-50,-41,-37,-47,-51,-54,-41,-50,-47,-47,-62,-59,-78,-61,NaN,-64,-72,-76,-60,-67,NaN,NaN,12
-50,-40,-37,-49,-50,-53,-42,-48,-47,-66,-61,-57,-78,-62,NaN,-65,-70,-76,-62,-70,-84,-77,12
-51,-41,-35,-47,-49,-54,-42,-78,-47,-48,-62,-57,-68,-61,-78,-65,-73,-78,-62,-73,-83,-79,12
-49,-38,-37,-47,-50,-57,-42,-78,-47,-47,-62,-57,-66,-62,-79,-64,-73,-78,-60,-71,-83,-78,12
-49,-40,-36,-46,-48,-52,-42,-51,-47,-47,-85,-59,-68,-61,-79,-67,-70,-77,-61,-74,NaN,-75,12
-51,-41,-36,-46,-48,-54,-38,-48,-47,-57,-63,-56,-68,-61,-78,-64,-69,-77,-61,-74,NaN,-75,12
-51,-44,-36,-47,-50,-52,-41,-47,-49,-47,-64,-55,-70,-64,-79,-66,-72,-82,-66,NaN,-72,NaN,12
-50,-43,-39,-47,-48,-53,-41,-47,-48,-47,-63,-57,-64,-64,-79,-68,-75,-82,-61,-72,-84,-78,12
-50,-43,-39,-45,-49,-53,-77,-50,-46,-48,-63,-57,-79,-72,NaN,-67,-73,NaN,-60,-75,-84,-78,12
-49,-45,-36,-47,-49,-54,-45,-52,-47,-48,-63,-54,-79,-62,NaN,-66,-70,NaN,-90,-65,NaN,NaN,12
-49,-45,-37,-51,-49,-51,-40,-52,-48,-48,-62,-58,-78,-60,NaN,-65,-72,-79,-90,-73,NaN,NaN,12
-50,-42,-80,-47,-49,-63,-42,-52,-47,-48,-62,-56,-69,-60,-79,-64,-67,-79,-61,-73,-83,NaN,12
-49,-42,-37,-47,-47,-54,-41,-50,-47,-48,-61,-57,-69,NaN,-79,-65,-69,NaN,-61,-89,-83,NaN,12
-50,-41,-38,-47,-48,-47,-42,-55,-47,-48,-60,-56,-68,-72,NaN,-63,-71,NaN,-61,-70,NaN,NaN,12
-50,-43,-37,-47,-49,-54,-61,-51,-45,-48,-62,-57,-68,-62,NaN,-63,-72,NaN,-60,-71,-85,NaN,12
-52,-41,-37,-48,-48,-52,-40,-54,-47,-48,-62,-57,-68,-67,-78,-65,-72,NaN,-60,-73,-85,-85,12
-51,-42,-37,-47,-49,-53,-41,-50,-46,-48,-60,-59,-67,-62,-79,-64,-68,-80,-61,-73,NaN,-85,12
-50,-43,-37,-50,-51,-53,-42,-53,-47,-47,-61,-57,-69,-62,-79,-63,-72,-79,-61,-74,-85,-79,12
-51,-42,-36,-48,-49,-53,-41,-55,-45,-48,-62,-53,-67,NaN,-79,-64,-69,-79,-61,-75,-85,-79,12
-46,-42,-37,-48,-50,-54,-42,-54,-46,-48,-62,-57,-68,-62,-79,-64,-71,-79,-63,-75,-83,NaN,12
-51,-43,-36,-48,-48,-53,-63,-52,-47,-47,-62,-56,-68,-62,-79,-64,-68,NaN,-63,-74,-83,-79,12
-51,-44,-37,-48,-48,-53,-43,-51,-47,-65,-62,-59,NaN,-63,-79,-63,-72,-78,-64,-72,-83,-79,12
-50,-43,-36,-49,-48,-53,-42,-48,-48,-48,-62,-56,-69,-63,NaN,-67,-69,-78,-64,-68,-83,NaN,12
