04:18:d6:c1:98:24_inonet,e8:37:7a:6c:7f:55_PYR,18:28:61:1c:0b:69_EVOSOFT,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,REF_POINT
-48,-44,-45,-58,-35,-17,-39,-49,-54,-71,-45,-64,-70,NaN,-54,-62,NaN,-62,-64,8
-48,-49,-39,-57,-35,-22,-39,-50,-54,-61,-53,-56,-71,-81,-53,-62,-84,-62,-63,8
-48,-44,-40,-58,-35,-16,-39,-51,-54,-60,-45,-56,-72,-79,-53,-64,-84,-62,-64,8
-48,-45,-39,-53,-35,-17,-38,-50,-55,-60,-46,-56,-72,-79,-60,-62,-84,-61,-64,8
-49,-46,-37,-58,-35,-17,-38,-49,-53,-61,-44,-56,-71,-79,-53,-62,-84,-61,-65,8
-50,-45,-45,-58,-33,-17,-38,-51,-53,-61,-43,-65,-71,-79,-53,-62,NaN,-74,-65,8
-49,-46,-41,-59,-35,-18,-38,-53,-55,-60,-53,-57,-71,NaN,-52,-61,NaN,-65,-64,8
-50,-47,-40,-54,-40,-18,-41,-51,-53,-61,-45,-57,-71,NaN,-53,-64,NaN,-64,-63,8
-55,-49,-38,-53,-40,-24,-38,-52,-62,-61,-44,-56,-71,NaN,-51,-61,NaN,-64,-64,8
-50,-49,-42,-52,-40,-18,-39,-53,-55,-61,-45,-59,-71,NaN,-52,-61,NaN,-64,-64,8
-49,-45,-40,-56,-39,-17,-39,-53,-53,-61,-44,-59,-71,NaN,-53,-62,NaN,-67,-62,8
-45,-42,-40,-53,-34,-17,-39,-53,-54,-61,-46,-59,NaN,NaN,-53,-63,NaN,-67,-63,8
-56,-46,-40,-57,-35,-18,-40,-52,-54,-61,-45,-60,NaN,NaN,-54,-63,NaN,-66,-63,8
-50,-42,-38,-54,-35,-17,-39,-52,-53,-60,-45,-60,NaN,-80,-54,-63,-85,-67,-64,8
-50,-50,-38,-54,-35,-17,-39,-52,-53,-60,-45,-60,NaN,-80,-54,-63,-85,-67,-64,8
-51,-42,-42,-56,-35,-17,-40,-51,-56,-60,-44,-64,NaN,-81,-52,-61,-85,-66,-63,8
-51,-45,-40,-56,-39,-18,-39,-50,-54,-61,-53,-65,-65,-81,-53,-63,-85,-66,-63,8
-51,-42,-38,-51,-25,-15,-39,-51,-55,-71,-44,-65,-65,-81,-52,-67,-85,-66,-64,8
-51,-43,-40,-51,-34,-19,-39,-51,-52,-61,-44,-57,-65,-81,-52,-67,NaN,-66,-59,8
-51,-47,-47,-52,-35,-16,-39,-52,-55,-61,-45,-64,-65,-79,-52,-67,NaN,NaN,-63,8
-53,-46,-38,-52,-35,-17,-39,-51,-53,-71,-53,-64,NaN,-74,-53,-67,NaN,NaN,-63,8
-50,-46,-40,-56,-34,-17,-39,-52,-61,-71,-45,-64,NaN,-74,-53,NaN,NaN,NaN,-63,8
-50,-45,-47,-56,-34,-19,-39,-52,-55,-71,-46,-59,NaN,-74,-60,-62,NaN,NaN,-64,8
-51,-49,-38,-56,-35,-19,-38,-51,-55,-59,-47,-64,NaN,-74,-51,-62,NaN,NaN,-64,8
-51,-48,-40,-56,-35,-18,-43,-50,-55,-59,-43,-64,NaN,NaN,-59,-62,NaN,-67,-64,8
-49,-42,-40,-57,-35,-17,-39,-51,-55,-61,-53,-56,NaN,NaN,-52,-62,NaN,-66,-63,8
-50,-46,-39,-56,-33,-18,-38,-52,-53,-59,-44,-56,NaN,NaN,-53,-62,-83,-66,-63,8
-49,-43,-47,-57,-34,-17,-38,-50,-55,-71,-45,-56,NaN,-78,-53,-62,-83,-66,-64,8
-49,-48,-40,-58,-35,-18,-38,-50,-55,-61,-44,-56,-63,-79,-53,-68,-83,-66,-64,8
-49,-44,-40,-57,-35,-15,-39,-51,-56,-61,-44,-63,-63,-80,-61,-63,-83,-65,-66,8
-51,-44,-40,-57,-35,-15,-39,-51,-56,-61,-44,-63,-63,-80,-61,-63,-83,-65,-66,8
-51,-49,-38,-53,-40,-22,-41,-50,-55,-60,-45,-63,-64,-80,-53,-61,NaN,-66,-65,8
-49,-43,-39,-52,-35,-17,-37,-51,-56,-60,-45,-63,-64,-75,-54,-63,NaN,-65,-63,8
-50,-49,-39,-58,-35,-16,-37,-50,-55,-61,-44,-63,-64,-75,-54,-63,NaN,-71,-68,8
-49,-45,-44,-57,-35,-18,-38,-51,-59,-61,-45,-56,-64,-75,-51,-63,NaN,-64,-64,8
-50,-42,-39,-57,-35,-18,-45,-52,-54,-58,-45,-66,-60,-85,-61,-63,NaN,-64,-65,8
-50,-42,-38,-54,-35,-17,-39,-52,-52,-58,-45,-56,-63,-80,-52,-62,NaN,-64,-65,8
-50,-42,-40,-53,-34,-23,-38,-52,-55,-60,-45,-58,-63,-80,-53,-62,NaN,-64,-65,8
-50,-49,-38,-53,-34,-23,-38,-52,-54,-60,-45,-58,-63,-80,-53,-64,NaN,-63,-64,8
-50,-41,-41,-58,-39,-23,-38,-52,-56,-61,-51,-58,-63,-80,-54,-63,NaN,-64,-64,8
-50,-48,-43,-57,-34,-17,-39,-49,-56,-63,-46,-57,-70,-79,-54,-63,NaN,-66,-64,8
-51,-42,-40,-57,-35,-17,-39,-51,-57,-61,-45,-57,-71,-78,-53,-64,NaN,-71,-62,8
-52,-43,-38,-58,-35,-17,-44,-52,-57,-62,-45,-55,-70,-78,-54,-63,NaN,-71,-63,8
-51,-40,-51,-58,-44,-36,-45,-52,-59,-71,-46,-64,-72,NaN,-53,-68,NaN,NaN,-70,9
-50,-38,-49,-54,-40,-21,-49,-49,-62,NaN,-46,-64,-66,NaN,-53,NaN,NaN,NaN,NaN,9
-52,-38,-48,-55,-41,-25,-48,-52,-58,NaN,-46,-64,-66,NaN,-55,NaN,NaN,NaN,NaN,9
-57,-44,-57,-55,-41,-25,-48,-52,-58,NaN,-46,-64,-66,NaN,-55,NaN,NaN,NaN,NaN,9
-51,-43,-48,-57,-39,-18,-43,-50,-57,NaN,-50,-62,-66,NaN,-55,NaN,NaN,-66,NaN,9
-51,-37,-50,-51,-40,-17,-42,-53,-58,-65,-50,-63,-66,NaN,-55,NaN,NaN,-66,NaN,9
-52,-38,-50,-53,-42,-17,-46,-57,-62,-65,-46,-63,-64,NaN,-55,NaN,NaN,-66,-70,9
-53,-38,-51,-55,-42,-18,-43,-54,-60,-70,-46,-65,-64,NaN,-55,NaN,NaN,-66,-70,9
-51,-43,-50,-53,-39,-16,-46,-53,-59,-70,-45,-61,-64,NaN,-54,NaN,NaN,NaN,-69,9
-52,-38,-51,-53,-48,-16,-47,-56,-59,-68,-45,-62,-64,NaN,-52,-69,NaN,NaN,-68,9
-53,-38,-51,-53,-37,-16,-45,-53,-59,-68,-45,-70,-70,-73,-53,-66,NaN,NaN,-68,9
-51,-39,-53,-53,-39,-16,-43,-57,-59,-70,-45,-70,-65,-73,-54,-66,NaN,NaN,-68,9
-52,-37,-49,-53,-38,-16,-45,-54,-59,-70,-45,-60,-65,-73,-54,-66,NaN,-71,-68,9
-52,-38,-49,-51,-41,-17,-46,-54,-59,-70,-46,-60,-65,-73,-54,-66,NaN,-65,-68,9
-52,-43,-53,-57,-38,-16,-42,-49,-59,-70,-45,-60,-65,-77,-53,-73,NaN,-65,-67,9
-51,-38,-53,-56,-41,-17,-43,-53,-57,NaN,-44,-64,NaN,-77,-53,-73,NaN,-65,-69,9
-52,-37,-51,-56,-45,-16,-45,-53,-57,-67,-45,-60,NaN,-77,-53,-67,NaN,-66,-68,9
-51,-43,-49,-57,-40,-16,-46,-53,-58,-67,-45,-60,NaN,-75,-53,-67,NaN,-66,-68,9
-52,-38,-51,-57,-41,-16,-44,-53,-58,-67,-45,-60,-66,-75,-52,-67,NaN,-66,-68,9
-51,-38,-57,-56,-43,-16,-44,-53,-58,-67,-45,-60,-66,-75,-54,-66,NaN,-66,-67,9
-52,-38,-57,-56,-43,-16,-44,-53,-58,-67,-45,-60,-66,-75,-54,-66,NaN,-66,-67,9
-52,-37,-49,-57,-42,-17,-45,-54,-58,NaN,-45,-60,-67,-75,-52,-67,NaN,NaN,-67,9
-52,-38,-50,-54,-42,-16,-44,-54,-58,NaN,-45,-60,-67,-74,-53,-75,NaN,-69,-67,9
-52,-39,-51,-54,-41,-16,-44,-54,-59,NaN,-45,-60,-67,-74,-53,-74,NaN,-66,-68,9
-52,-43,-49,-53,-43,-15,-45,-53,-57,NaN,-45,-63,-67,-74,-53,-74,NaN,-69,-68,9
-52,-38,-50,-57,-45,-16,-45,-53,-58,-67,-44,-60,NaN,-74,-53,-70,NaN,-69,-68,9
-51,-38,-56,-53,-44,-17,-46,-54,-59,-67,-44,-61,NaN,-74,-53,-70,NaN,-69,-68,9
-53,-38,-50,-56,-42,-16,-47,-52,-61,-67,-44,-61,NaN,NaN,-54,-80,NaN,-69,-79,9
-53,-38,-50,-53,-44,-17,-47,-53,-57,-67,-46,-61,NaN,NaN,-53,-72,NaN,NaN,-67,9
-52,-38,-50,-53,-42,-16,-47,-56,-58,-68,-44,-63,-68,NaN,-62,-72,NaN,NaN,-68,9
-52,-43,-48,-56,-43,-15,-47,-53,-60,-68,-42,-62,-68,NaN,-53,-72,NaN,-66,-78,9
-52,-38,-51,-56,-43,-16,-47,-52,-62,-68,-42,-65,-68,NaN,-52,-80,NaN,-71,-67,9
-51,-43,-50,-53,-42,-17,-52,-53,-59,-67,-44,-65,-67,NaN,-51,-67,NaN,-68,-69,9
-51,-43,-56,-57,-42,-16,-48,-53,-58,-67,-44,-65,-67,NaN,-53,-66,NaN,-68,-67,9
-51,-37,-52,-57,-41,-16,-48,-53,-61,-67,-44,-65,-67,-74,-53,-67,NaN,-68,-68,9
-50,-43,-51,-57,-41,-21,-48,-54,-63,-67,-44,NaN,-67,-74,-53,-70,NaN,-68,-67,9
-57,-44,-56,-57,-41,-21,-48,-54,-63,-67,-44,NaN,-67,-74,-53,-70,NaN,-68,-67,9
-51,-43,-52,-53,-39,-17,-47,-54,-59,NaN,-44,NaN,NaN,-74,-61,-66,NaN,-67,-68,9
-51,-38,-48,-52,-41,-16,-47,-52,-59,NaN,-44,NaN,NaN,-74,-53,-67,NaN,-69,-68,9
-51,-38,-50,-52,-41,-17,-45,-56,-58,NaN,-45,NaN,NaN,NaN,-52,-68,NaN,-69,-68,9
-52,-39,-50,-58,-39,-17,-46,-53,-60,NaN,-44,-62,NaN,NaN,-53,-72,NaN,-69,-69,9
-51,-43,-55,-53,-40,-16,-45,-53,-61,NaN,-44,-60,-68,NaN,-53,-72,-81,-67,-66,9
-51,-38,-56,-52,-38,-16,-45,-52,-60,NaN,-41,-66,-68,-73,-52,-66,-81,-67,-66,9
-52,-43,-51,-57,-40,-17,-45,-54,-58,-67,-44,-66,-68,-73,-53,-73,-81,-67,-68,9
-50,-39,-47,-57,-39,-17,-46,-54,-57,-66,-44,-61,-68,-74,-53,-73,-81,-67,-68,9
-54,-39,-50,-57,-40,-16,-46,-54,-58,-67,-42,-60,-70,-74,-56,-65,NaN,-66,-68,9
-53,-39,-50,-56,-40,-18,-48,-56,-57,-67,-42,-60,-71,-74,-52,-67,NaN,-66,-67,9
-53,-37,-51,-57,-42,-16,-48,-54,-57,-67,-44,-60,-71,-74,-52,-67,NaN,-66,-68,9
-51,-39,-48,-52,-40,-16,-47,-55,-56,-67,-44,-60,-71,-74,-53,-67,NaN,-72,-68,9
-53,-43,-55,-57,-38,-16,-47,-55,-60,-67,-45,-65,-71,NaN,-53,-67,NaN,-68,-68,9
-51,-44,-48,-53,-39,-17,-45,-54,-58,-67,-44,-60,NaN,-74,-52,-69,NaN,-68,-68,9
-51,-39,-51,-53,-40,-16,-47,-54,-56,-67,-41,-61,-68,-74,-53,-67,NaN,-68,-68,9
-54,-44,-51,-53,-40,-16,-47,-54,-56,-67,-41,-61,-68,-74,-53,-67,NaN,-68,-68,9
-50,-39,-55,-57,-41,-18,-53,-52,-55,-72,-45,-61,-73,-74,-52,-67,NaN,-68,-68,9
-49,-43,-47,-57,-41,-17,-46,-53,-59,-72,-44,-61,-70,-74,-52,-67,NaN,NaN,-68,9
-50,-38,-49,-57,-40,-17,-47,-54,-59,-72,-44,-65,-71,-75,-52,-70,NaN,-69,-68,9
-49,-43,-50,-55,-40,-17,-48,-55,-62,-72,-43,-60,-71,-75,-52,-68,NaN,-69,-68,9
-50,-37,-56,-52,-39,-17,-49,-54,-61,NaN,-44,-65,-71,-75,-52,-67,NaN,-69,-68,9
-49,-38,-49,-56,-38,-17,-48,-53,-58,-68,-44,-63,-71,-75,-53,-67,NaN,-69,-68,9
-49,-39,-49,-54,-40,-16,-47,-53,-59,-68,-45,-63,NaN,NaN,-52,-67,NaN,NaN,-68,9
-51,-39,-55,-54,-39,-17,-47,-53,-58,-68,-45,-63,NaN,NaN,-52,-67,NaN,NaN,-68,9
-50,-37,-51,-52,-40,-18,-47,-54,-59,-68,-45,-62,NaN,NaN,-53,NaN,NaN,-67,-68,9
-51,-38,-52,-54,-40,-18,-46,-54,-55,-68,-45,-60,NaN,NaN,-52,NaN,NaN,-67,NaN,9
-50,-38,-50,-56,-38,-16,-46,-54,-60,NaN,-45,-61,NaN,NaN,-54,NaN,NaN,-67,NaN,9
-51,-43,-51,-52,-39,-17,-48,-53,-67,NaN,-44,-59,-70,NaN,-51,NaN,NaN,-67,NaN,9
-52,-38,-50,-53,-39,-26,-51,-55,-59,NaN,-44,-59,-70,NaN,-52,NaN,NaN,NaN,NaN,9
-54,-38,-49,-56,-40,-16,-48,-52,-57,-68,-43,-59,-70,NaN,-53,-66,NaN,NaN,-68,9
-51,-39,-56,-56,-41,-17,-50,-55,-56,-68,-43,-59,-70,-82,-51,-66,NaN,NaN,-68,9
-48,-43,-50,-55,-40,-16,-46,-54,-66,-68,-43,NaN,-65,-81,-54,-73,-77,-70,-68,9
-54,-48,-55,-55,-40,-16,-46,-54,-66,-68,-43,NaN,-65,-81,-54,-73,-77,-70,-68,9
-49,-38,-50,-60,-40,-16,-49,-54,-60,-68,-45,-61,-65,-81,-49,-73,-77,-75,-68,9
-51,-39,-50,-57,-39,-16,-49,-53,-64,-71,-45,-61,-64,-81,-53,-70,-77,-75,-67,9
-55,-39,-52,-51,-39,-16,-49,-54,-58,-71,-45,-61,-64,-81,-51,-70,-77,-75,-68,9
-51,-43,-48,-57,-41,-16,-50,-54,-59,-69,-44,-59,-71,NaN,-52,-67,NaN,-75,-69,9
-51,-43,-53,-57,-40,-16,-50,-54,-59,-69,-45,-59,-71,-82,-52,-68,NaN,-69,-69,9
-51,-37,-50,-52,-40,-16,-48,-53,-58,-68,-43,-59,-68,-82,-52,-67,NaN,-69,-70,9
-53,-38,-50,-51,-37,-17,-48,-53,-56,-68,-44,-60,-68,-82,-51,-70,NaN,-69,-68,9
-51,-38,-49,-52,-47,-16,-49,-54,-58,-68,-44,-60,-67,-81,-51,-70,NaN,-75,-67,9
-53,-42,-48,-57,-41,-17,-49,-54,-58,-68,-45,-60,-68,-81,-52,-70,NaN,-75,-67,9
-55,-43,-49,-57,-40,-16,-49,-54,-58,-77,-44,-60,-68,-81,-53,-70,NaN,-75,-67,9
-45,-39,-57,-58,-40,-36,-41,-55,-59,-77,-43,-63,-61,-78,-52,-70,NaN,-64,-69,10
-44,-37,-45,-55,-39,-37,-46,-56,-54,-65,-40,-63,-61,NaN,-52,NaN,-75,-66,-73,10
-39,-39,-49,-54,-40,-36,-46,-56,-54,-65,-43,-63,-67,NaN,-56,NaN,-75,-66,-68,10
-44,-42,-47,-57,-42,-34,-41,-51,-60,-61,-48,-63,-63,NaN,-55,NaN,-80,-62,-68,10
-46,-46,-55,-57,-42,-34,-41,-51,-60,-61,-48,-63,-63,NaN,-55,NaN,-80,-62,-68,10
-43,-40,-47,-65,-41,-36,-41,-52,-61,-61,-40,-63,-63,NaN,-53,NaN,-80,-62,-71,10
-43,-38,-47,-56,-43,-35,-50,-57,-62,-60,-43,-63,-67,NaN,-55,NaN,-80,-63,-70,10
-44,-36,-48,-53,-42,-36,-47,-55,-59,-62,-45,-63,-67,-75,-57,NaN,-77,-60,-69,10
-43,-37,-48,-57,-41,-36,-52,-56,-59,-62,-42,-65,-67,-79,-57,-68,-77,-63,-73,10
-42,-38,-48,-56,-42,-35,-48,-59,-57,-62,-38,-60,-68,-79,-53,-69,-78,-63,-73,10
-44,-38,-47,-55,-41,-37,-52,-58,-57,-70,-38,-63,-64,-74,-53,-69,-78,-63,-75,10
-45,-37,-47,-59,-40,-36,-50,-60,-63,-62,-40,-59,-62,-73,-56,-69,-78,-60,-69,10
-42,-42,-51,-56,-40,-36,-47,-55,-60,-63,-40,-58,-64,-74,-54,-69,-79,-63,-69,10
-44,-42,-52,-60,-42,-36,-41,-52,-60,-62,-42,-57,-65,-78,-51,-67,-79,-65,-71,10
-43,-43,-48,-60,-42,-38,-50,-55,-59,-63,-43,-57,-64,-78,-52,-68,-79,-63,-71,10
-42,-37,-47,-55,-40,-36,-36,-59,-63,-67,-41,-57,-64,-78,-54,-67,-79,-64,-71,10
-43,-37,-45,-55,-37,-36,-41,-55,-57,-72,-42,-57,-62,-78,-53,-66,-79,-66,-71,10
-44,-37,-48,-55,-41,-34,-44,-50,-61,-62,-42,-60,-61,-74,-54,-66,-79,-65,-71,10
-43,-38,-45,-59,-39,-36,-47,-54,-59,-62,-41,-58,-62,-74,-54,-66,NaN,-68,-69,10
-42,-37,-44,-56,-41,-35,-38,-55,-59,-62,-41,-58,-62,-74,-54,-66,NaN,-66,-72,10
-42,-43,-46,-55,-41,-34,-39,-50,-59,-62,-41,-58,-62,-74,-54,-66,NaN,-68,-71,10
-42,-43,-54,-55,-41,-34,-39,-50,-59,-62,-41,-58,-62,-74,-54,-66,NaN,-68,-71,10
-42,-37,-47,-55,-42,-41,-39,-55,-62,-73,-41,-58,-61,NaN,-55,-67,NaN,-68,-71,10
-42,-37,-44,-55,-42,-35,-42,-55,-57,-73,-41,NaN,-61,NaN,-52,-67,NaN,-64,-69,10
-42,-36,-45,-60,-40,-35,-45,-51,-56,-73,-42,NaN,-65,NaN,-57,-67,NaN,-64,-70,10
-45,-37,-46,-53,-42,-34,-43,-49,-58,-73,-41,NaN,-65,NaN,-53,-67,NaN,-64,-69,10
-43,-36,-45,-57,-47,-35,-40,-55,-58,-63,-40,NaN,-63,NaN,-53,NaN,NaN,-63,-70,10
-45,-36,-47,-58,-41,-35,-39,-66,-60,-63,-41,NaN,-63,NaN,-54,NaN,NaN,-61,-74,10
-45,-37,-44,-59,-43,-35,-41,-58,-59,-63,-42,NaN,-67,NaN,-53,-68,NaN,-66,-72,10
-45,-42,-45,-55,-41,-36,-42,-53,-58,-63,-41,NaN,-64,NaN,-52,-66,NaN,-66,-72,10
-44,-37,-44,-54,-40,-34,-43,-54,-59,NaN,-43,NaN,-64,NaN,-53,-66,NaN,-66,-72,10
-45,-37,-49,-58,-43,-34,-43,-54,-60,NaN,-42,-58,-67,NaN,-57,-71,NaN,-64,-72,10
-45,-42,-45,-58,-43,-36,-43,-52,-58,NaN,-42,-58,-63,NaN,-56,-63,NaN,-65,NaN,10
-45,-43,-44,-60,-44,-35,-49,-51,-59,NaN,-40,-58,-66,NaN,-52,-63,NaN,-65,NaN,10
-45,-37,-44,-60,-43,-35,-49,-50,-58,-65,-47,-58,-66,NaN,-53,-63,-75,-65,-73,10
-45,-36,-45,-59,-43,-36,-46,-52,-59,-65,-42,NaN,-66,-73,-53,-69,-75,-65,-71,10
-45,-36,-45,-56,-40,-36,-46,-53,-57,-65,-42,-56,-66,-73,-54,-69,-75,-63,-71,10
-44,-37,-47,-55,-48,-35,-46,-55,-57,-65,-48,-56,-65,-73,-54,-69,-75,-65,-70,10
-43,-43,-46,-55,-41,-36,-47,-55,-60,-64,-41,-56,-65,-73,-54,-66,-75,-63,-73,10
-46,-51,-52,-55,-41,-36,-47,-55,-60,-64,-41,-56,-65,-73,-54,-66,-75,-63,-73,10
-44,-42,-51,-60,-41,-36,-41,-55,-59,-63,-43,-63,-65,-73,-57,-77,-77,-63,-72,10
-43,-37,-44,-56,-41,-35,-40,-55,-60,-64,-47,-60,-65,-73,-54,-77,-77,-63,-72,10
-43,-42,-44,-56,-42,-36,-40,-54,-59,-64,-42,-56,-65,-73,-53,-77,-77,-65,-72,10
-43,-38,-45,-56,-42,-36,-41,-53,-60,-64,-41,-56,-65,NaN,-54,-77,-77,-64,-72,10
-46,-42,-45,-57,-41,-35,-40,-54,-61,-74,-42,-63,-64,NaN,-54,-64,NaN,-63,-70,10
-43,-37,-44,-56,-45,-35,-41,-54,-59,-63,-42,-57,-64,NaN,-52,-64,NaN,-63,-71,10
-44,-37,-45,-55,-45,-36,-41,-54,-58,-62,-46,-57,-67,NaN,-52,-64,NaN,-63,-67,10
-44,-37,-45,-55,-42,-35,-41,-52,-59,-62,-42,-64,-64,NaN,-53,-64,NaN,-63,-67,10
-44,-36,-45,-55,-42,-36,-42,-53,-59,-62,-42,-64,-64,NaN,-53,NaN,NaN,-63,-71,10
-43,-36,-45,-57,-43,-34,-42,-54,-58,-62,-42,-64,-64,NaN,-53,NaN,NaN,-63,-70,10
-45,-37,-46,-55,-44,-34,-41,-54,-57,-65,-42,-64,-63,-74,-54,-64,NaN,-63,-70,10
-44,-37,-47,-54,-44,-34,-41,-54,-59,-62,-42,-61,-64,-74,-56,-62,-76,-63,-72,10
-43,-37,-46,-60,-43,-36,-40,-55,-58,-72,-42,-63,-64,-72,-55,-67,-76,-63,-74,10
-43,-38,-44,-56,-44,-34,-40,-53,-59,-72,-46,-63,-64,-72,-55,-69,-76,-65,-75,10
-43,-37,-45,-56,-38,-36,-43,-54,-60,-62,-43,-56,-66,-72,-56,-69,-76,-63,-75,10
-45,-38,-45,-55,-41,-36,-48,-55,-58,-63,-41,-56,-66,-72,-54,-69,NaN,-63,-69,10
-43,-37,-44,-55,-41,-36,-41,-54,-56,-63,-42,-59,-64,NaN,-54,-69,-79,-63,-72,10
-43,-44,-53,-55,-41,-36,-41,-54,-56,-63,-42,-59,-64,NaN,-54,-69,-79,-63,-72,10
-43,-36,-43,-55,-42,-35,-42,-53,-58,-73,-42,-57,-66,NaN,-55,NaN,-79,-63,-70,10
-43,-37,-45,-55,-41,-35,-42,-53,-57,-63,-47,-58,-66,NaN,-55,NaN,-79,-61,-74,10
-44,-42,-50,-55,-42,-36,-42,-53,-60,-62,-42,-58,-66,NaN,-55,NaN,-79,-61,-74,10
-45,-43,-45,-58,-41,-36,-47,-51,-58,-72,-38,-72,-61,NaN,-55,NaN,NaN,-63,-74,10
-43,-37,-46,-55,-41,-35,-42,-54,-58,-62,-41,-59,-62,NaN,-60,NaN,NaN,-63,-74,10
-43,-37,-44,-55,-43,-36,-51,-54,-58,-62,-42,-61,-67,-80,-60,NaN,NaN,-62,-72,10
-44,-37,-45,-54,-43,-35,-40,-54,-58,-62,-46,-57,-67,-80,-57,NaN,NaN,-62,-72,10
-41,-38,-45,-56,-41,-35,-42,-52,-57,-63,-42,-64,-64,-80,-57,NaN,NaN,-63,-72,10
-41,-39,-44,-55,-41,-35,-42,-54,-58,-72,-42,-58,-65,-80,-53,NaN,NaN,-65,-72,10
-43,-37,-45,-55,-42,-38,-39,-54,-60,-62,-42,-58,-65,NaN,-53,NaN,-79,-64,NaN,10
-42,-39,-45,-59,-43,-38,-39,-54,-60,-62,-42,-58,-65,-72,-53,NaN,-77,-64,-70,10
-43,-36,-45,-59,-43,-35,-44,-54,-58,-61,-43,-63,-63,-72,-54,-68,-77,-63,-70,10
-41,-37,-44,-54,-41,-35,-44,-54,-57,-73,-42,-58,-63,-73,-52,-63,-77,-62,-72,10
-40,-37,-45,-55,-42,-35,-44,-54,-61,-73,-41,-57,-67,-73,-52,-68,-77,-62,-72,10
-41,-37,-47,-59,-42,-36,-39,-53,-57,-73,-43,-57,-67,-74,-52,-68,-78,-62,-72,10
-42,-37,-45,-57,-43,-27,-39,-52,-56,-73,-42,-57,-63,-74,-57,-65,-78,-62,-74,10
-42,-43,-46,-54,-43,-36,-38,-53,-58,-64,-42,-58,-63,-74,-52,-65,-78,-67,-74,10
-42,-42,-45,-58,-46,-36,-38,-54,-57,-64,-43,-64,-64,-74,-52,-65,-78,-64,-70,10
-43,-42,-53,-58,-46,-36,-38,-54,-57,-64,-43,-64,-64,-74,-52,-65,-78,-64,-70,10
-42,-37,-47,-56,-42,-34,-38,-54,-58,-63,-41,-64,-64,-72,-53,-68,NaN,-64,-70,10
-41,-37,-45,-58,-43,-35,-43,-51,-58,-72,-42,-57,-64,-72,-53,-68,NaN,-63,-70,10
-41,-37,-51,-56,-44,-34,-40,-54,-57,-73,-42,-57,-64,-74,-53,-75,NaN,-63,-71,10
-41,-45,-66,-52,-39,-45,-39,-38,-54,-73,-35,-57,-69,-74,-56,-66,NaN,-63,-71,11
-42,-41,-55,-52,-39,-42,-39,-40,-55,NaN,-37,NaN,-69,NaN,-45,NaN,NaN,-62,-70,11
-43,-47,-62,-55,-42,-40,-39,-42,-55,NaN,-36,NaN,-64,NaN,-49,NaN,-77,-62,-65,11
-45,-42,-57,-51,-38,-42,-50,-38,-51,NaN,-37,-59,-61,NaN,-46,NaN,-77,-62,-65,11
-39,-43,-58,-52,-38,-44,-44,-39,-55,-66,-36,-59,-61,NaN,-46,NaN,-77,-64,-65,11
-42,-43,-56,-52,-38,-46,-50,-38,-54,-64,-36,-59,-61,NaN,-45,NaN,-77,-64,-65,11
-40,-43,-58,-52,-37,-45,-43,-38,-55,-64,-42,-56,-61,NaN,-56,NaN,NaN,-63,-67,11
-41,-43,-58,-52,-37,-45,-43,-38,-55,-64,-42,-56,-61,NaN,-56,NaN,NaN,-63,-67,11
-42,-43,-57,-52,-37,-48,-47,-39,-60,-64,-36,-52,-60,-84,-45,NaN,-77,-64,-67,11
-43,-43,-65,-53,-38,-45,-46,-38,-54,-64,-37,-59,-60,-84,-45,NaN,-77,-63,-67,11
-40,-43,-64,-52,-38,-46,-46,-38,-54,NaN,-37,-53,-60,-84,-47,-66,-77,-65,-67,11
-42,-46,-60,-52,-38,-47,-41,-38,-55,NaN,-37,-51,-61,-80,-46,-66,-77,-63,-67,11
-42,-44,-61,-52,-41,-48,-49,-39,-53,-65,-36,-53,-66,-80,-46,-66,-77,-63,-65,11
-40,-43,-58,-57,-38,-36,-40,-39,-55,-65,-36,-52,-61,-80,-47,-66,-77,-63,-67,11
-41,-46,-59,-52,-37,-36,-40,-36,-60,-65,-36,-52,-61,-80,-46,-66,-77,-63,-67,11
-42,-43,-54,-53,-36,-40,-46,-38,-54,-65,-36,-55,-61,NaN,-46,-65,NaN,-63,-67,11
-42,-43,-56,-53,-38,-41,-46,-39,-54,NaN,-37,-55,-61,NaN,-46,-65,NaN,-63,-73,11
-43,-46,-58,-51,-37,-44,-49,-38,-61,NaN,-36,-55,-60,NaN,-47,-65,NaN,-63,-67,11
-41,-43,-57,-56,-38,-43,-52,-38,-55,NaN,-37,-60,-60,NaN,-46,-65,NaN,-63,-67,11
