4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-36,-46,-40,-53,-33,-52,-55,-53,-50,-35,-52,-56,-50,-45,-71,NaN,-65,NaN,-54,-61,NaN,-75,-77,NaN,NaN,NaN,NaN,NaN,NaN,16
-38,-46,-42,-63,-26,-50,-54,-48,-50,-35,-70,-52,-51,-38,-69,NaN,-65,NaN,-50,-66,NaN,-75,-73,NaN,NaN,NaN,NaN,NaN,NaN,16
-40,-48,-41,-58,-26,-49,-57,-53,-52,-35,-52,-51,-51,-39,-69,NaN,-65,-70,-49,-59,NaN,-74,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-46,-42,-54,-33,-49,-57,-49,-52,-35,-48,-56,-51,-38,-69,NaN,-65,-70,-48,-63,NaN,-74,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-38,-45,-42,-55,-33,-52,-59,-54,-51,-35,-51,-56,-51,-38,-72,NaN,-65,-70,-50,-62,NaN,-75,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-46,-42,-56,-33,-53,-59,-48,-51,-35,-52,-52,-51,-46,-72,NaN,-65,-70,-52,-60,NaN,-75,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-35,-45,-42,-55,-26,-49,-58,-48,-50,-35,-52,-52,-51,-38,-72,NaN,-64,-68,-53,-59,NaN,-75,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-46,-42,-58,-26,-48,-56,-48,-50,-35,-51,-51,-51,-39,-72,NaN,-65,-68,-49,-60,NaN,-77,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-35,-47,-42,-55,-26,-52,-67,-48,-49,-35,-51,-56,-53,-39,-72,NaN,-65,-68,-50,-60,NaN,-77,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-42,-55,-26,-53,-58,-49,-48,-35,-52,-51,-53,-41,NaN,NaN,-65,-68,-49,-60,NaN,-77,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-39,-55,-26,-53,-59,-53,-48,-35,-55,-51,-62,-37,NaN,NaN,-65,-68,-49,-60,NaN,-77,-76,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-48,-42,-55,-24,-52,-57,-47,-48,-36,-52,-56,-52,-47,NaN,NaN,-65,NaN,-49,-60,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-48,-43,-55,-26,-52,-57,-53,-57,-36,-52,-51,-52,-39,NaN,NaN,-65,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-46,-42,NaN,-33,-52,-57,-48,-51,-35,-52,-51,-52,-46,NaN,NaN,-65,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-38,-46,-41,-54,-26,-52,-57,-48,-51,-35,-51,-50,-52,-39,NaN,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-41,-47,-44,-54,-26,-54,-60,-47,-51,-35,-52,-51,-52,-39,NaN,-61,-65,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-43,-54,-26,-53,-59,-47,-52,-35,-51,-49,NaN,-39,NaN,-61,-64,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-41,-54,-26,-53,-55,-47,-50,-35,-52,-49,-52,-39,NaN,-61,-64,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-39,-44,-41,-54,-26,-53,-58,-47,-50,-35,-51,-51,-52,-38,NaN,-63,-64,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-35,-48,-44,NaN,-26,-56,-60,-47,-50,-36,-51,-49,-51,-38,NaN,-63,-64,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-38,-46,-41,-56,-26,-56,-54,-47,-48,-36,-51,-50,-51,-38,NaN,-68,-64,NaN,-48,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-38,-46,-45,-53,-26,-48,-59,-51,-48,-35,-51,-50,-50,-39,NaN,-68,-65,NaN,-48,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-47,-59,-26,-47,-58,-52,-49,-35,-51,-56,-51,-47,NaN,-65,-65,NaN,-49,-62,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-35,-46,-41,-53,-26,-47,-65,-52,-51,-35,-52,-51,-51,-38,NaN,-63,-66,-67,-54,-59,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-52,-41,-57,-26,-49,-62,-46,-51,-35,-52,-49,-51,-36,NaN,-62,-65,-68,-49,-63,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-52,-40,-55,-26,-51,-54,-47,-51,-36,-52,-51,-51,-40,NaN,-62,-67,-68,-51,-62,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-47,-43,-55,-26,-51,-59,-47,-51,-35,-51,-50,-52,-39,NaN,-62,-63,-68,-51,-58,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-44,-43,-58,-19,-49,-58,-48,-57,-35,-50,-52,-51,-40,NaN,-65,-63,-68,-51,-61,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-42,-55,-26,-49,-58,-47,-50,-35,-51,-50,-51,-37,NaN,-65,-64,-67,-49,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-48,-43,-55,-33,-50,-58,-47,-51,-35,-51,-50,-51,-39,NaN,-65,-64,-67,-49,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-55,-48,-55,-26,-47,-58,-47,-49,-35,-52,-56,-51,-38,NaN,-62,-64,-67,-48,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-43,-55,-26,-48,-58,-47,-49,-35,-52,-56,-51,-38,NaN,-62,-64,-67,-49,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-44,-42,-55,-25,-48,-59,-46,-50,-43,-50,-51,-51,-39,NaN,-62,-64,-67,-49,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-43,NaN,-26,-48,-56,-47,-49,-36,-46,-52,-51,-39,NaN,-63,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-42,NaN,-33,-48,-57,-45,-50,-35,-52,-51,-51,-39,NaN,-63,-64,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-46,NaN,-26,-48,-58,-45,-49,-35,-51,-56,-51,-38,NaN,-63,-64,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-45,-43,NaN,-26,-48,-58,-53,-51,-36,-52,-56,-51,-38,NaN,-63,-64,NaN,-49,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-40,NaN,-26,-61,-58,-51,-48,-35,-52,-57,-51,-39,NaN,-63,-66,NaN,-50,-67,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-42,NaN,-26,-51,-57,-51,-47,-36,-52,-56,-51,-40,NaN,NaN,-66,NaN,-48,-67,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-45,-43,NaN,-33,-47,-59,-46,-50,-35,-51,-51,-51,-46,NaN,-63,-66,NaN,-49,-67,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-44,-43,-54,-26,-51,-56,-51,-51,-35,-50,-52,-51,-39,NaN,-63,-66,NaN,-52,-60,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-48,-42,-56,-26,-48,-58,-46,-51,-35,-51,-53,-51,-46,NaN,-62,-65,-69,-50,-58,NaN,-74,-74,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-47,-43,-56,-26,-48,-56,-46,-51,-40,-48,-53,-51,-39,NaN,-63,-65,-69,-49,-58,NaN,-74,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-43,-42,-53,-33,-47,-61,-46,-54,-35,-50,-53,-51,-39,NaN,-63,-65,-69,-48,-65,NaN,-74,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-43,-45,-52,-33,-50,-59,-47,-51,-36,-51,-52,-51,-36,-70,-64,-66,-70,-48,-59,NaN,-74,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-46,-44,-54,-26,-47,-59,-47,-50,-35,-51,-54,-54,-38,-70,-63,-66,-68,-51,-58,NaN,-73,-75,NaN,NaN,NaN,NaN,NaN,NaN,16
-42,-48,-41,-53,-33,-52,-56,-52,-52,-36,-51,-53,-51,-38,-70,-63,-65,-68,-52,-63,NaN,-73,-74,NaN,NaN,NaN,NaN,NaN,NaN,16
-37,-46,-40,-51,-33,-50,-56,-48,-50,-36,-51,-53,-53,-39,-70,-63,-67,-68,-48,-61,NaN,-73,-74,NaN,NaN,NaN,NaN,NaN,NaN,16
-35,-44,-41,-53,-33,-48,-59,-53,-51,-35,-51,-56,-51,-38,-70,-63,-66,-68,-52,-62,NaN,-67,-70,NaN,NaN,NaN,NaN,NaN,NaN,16
-36,-47,-42,-54,-33,-48,-59,-54,-51,-40,-54,-53,-53,-46,NaN,-63,-69,-68,-52,-69,NaN,-67,-70,NaN,NaN,NaN,NaN,NaN,NaN,16
-44,-47,-42,-54,-26,-49,-61,-51,-54,-46,-59,-53,-52,-35,-74,-63,-69,NaN,-49,-64,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-45,-43,-50,-35,-42,-63,-49,-51,-48,-61,-53,-51,-36,NaN,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-47,-47,-54,-26,-42,-62,-49,-50,-48,-57,-52,-48,-38,NaN,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-46,-50,-56,-26,-43,-62,-48,-52,-49,-56,-55,-55,-36,NaN,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-41,-47,-46,-53,-33,-48,-60,-48,-51,-48,-57,-55,-51,-36,-72,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-48,-43,-53,-24,-44,-65,-49,-51,-44,-56,-53,-51,-44,-72,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-51,-50,-43,-59,-24,-44,-57,-49,-51,-44,-55,-53,-49,-38,-72,NaN,NaN,NaN,-51,-77,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-51,-44,-47,-55,-25,-43,-59,-48,-52,-44,-55,-49,-48,-39,-72,NaN,-70,NaN,-48,-77,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-47,-49,-58,-25,-42,-63,-47,-49,-46,-56,-50,-49,-38,-72,NaN,-74,NaN,-49,-77,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-43,-48,-43,-58,-20,-44,-59,-47,-48,-48,-56,-50,-54,-42,NaN,NaN,-74,NaN,-50,-77,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-59,-45,-45,-63,-25,-43,-61,-47,-48,-48,-56,-53,-50,-37,NaN,-63,-73,NaN,-50,-77,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-46,-45,-58,-25,-40,-60,-47,-51,-46,-56,-48,-49,-43,NaN,-63,-73,NaN,-49,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-45,-47,-40,-55,-20,-42,-57,-47,-49,-46,-58,-48,-50,-43,NaN,-63,-73,NaN,-49,-72,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-45,-50,-44,-55,-26,-42,-63,-48,-50,-47,-67,-48,-49,-37,NaN,-63,-73,NaN,-50,-72,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-50,-41,-55,-25,-39,-59,-48,-51,-47,-57,-48,-50,-36,NaN,-63,-73,NaN,-49,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-53,-44,-56,-20,-41,-57,-48,-52,-46,-56,-48,-50,-38,-70,NaN,-72,-68,-50,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-48,-44,-56,-25,-41,-58,-48,-51,-47,-57,NaN,-50,-43,-70,-64,-72,-68,-49,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-52,-44,-55,-19,-42,-59,-48,-51,-48,-57,NaN,-51,-39,-70,-62,-72,-68,-49,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-52,-43,-55,-19,-41,-59,NaN,-52,-46,-57,NaN,-50,-39,-70,-63,-72,-70,-50,-69,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-51,-43,-56,-25,-43,-57,NaN,-50,-46,-57,-53,-50,-38,-70,-63,-72,-70,-51,-65,NaN,-70,-85,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-48,-45,-55,-21,-46,-57,NaN,-50,-48,-56,-51,-51,-42,-70,-63,NaN,-70,-51,-67,NaN,-70,-85,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-46,-45,-57,-25,-46,-62,NaN,-50,-47,-56,-51,-52,-42,-69,-63,-72,-70,-50,-72,NaN,-70,-85,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-42,-55,-20,-43,-62,NaN,-50,-45,-57,-51,-52,-37,-68,-65,-72,-70,-49,-64,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,17
-45,-45,-41,-56,-21,-47,-60,NaN,-49,-45,-57,-51,-49,-37,-70,-65,-72,NaN,-49,-63,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,17
-57,-51,-41,-61,-25,-41,-59,NaN,-49,-47,-57,-51,-49,-38,-70,-65,-72,NaN,-49,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-49,-56,-19,-41,-58,NaN,-47,-46,-61,-50,-50,-37,-70,-62,-72,NaN,-48,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-43,-56,-19,-43,-58,NaN,-49,-48,-56,-50,-50,-37,-70,-62,NaN,NaN,-48,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-53,-45,-43,-55,-25,-42,-57,NaN,-49,-52,-57,-49,-48,-43,-74,-62,NaN,NaN,-48,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-52,-44,-42,-56,-20,-43,-56,-57,-50,-52,-56,-49,-51,-37,-69,-62,NaN,-70,-48,-62,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-44,-42,-54,-25,-43,-56,-58,-51,-47,-56,-51,-49,-38,-69,-62,NaN,-68,-49,-62,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-47,-42,-55,-19,-42,-56,-58,-53,-47,-57,-50,-49,-42,-70,-62,NaN,-68,-49,-63,-97,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-44,-54,-20,-41,-56,-58,-50,-49,-56,-50,-55,-38,-70,-62,NaN,-68,-51,-61,-97,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-44,-58,-20,-41,-56,-47,-50,-49,-56,-50,-51,-38,-70,NaN,NaN,-68,-52,-62,-97,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-46,-44,-59,-19,-43,-58,-48,-51,-47,-57,-50,-50,-38,-69,NaN,NaN,-68,-52,-70,-97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-46,-45,-58,-21,-42,-57,-58,-51,-49,-56,-50,-49,-43,-69,NaN,-71,-68,-52,-66,-97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-45,-46,-57,-25,-42,-56,-58,-50,-48,-56,-50,-50,-38,-70,-60,-72,-68,-49,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-41,-47,-58,-19,-42,-56,-58,-50,-48,-58,-50,-52,-37,-69,-62,-72,NaN,-49,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-45,-48,-58,-21,-43,-56,-58,-52,-48,-57,-50,-51,-38,-70,-62,-70,NaN,-52,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-48,-48,-59,-25,-43,-55,-58,-52,-47,-56,-50,-49,-38,-70,-62,-70,NaN,-52,-65,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-49,-43,-55,-19,-42,-53,-48,-51,-47,-58,-54,-50,-39,-70,-62,-70,NaN,-52,-62,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-50,-49,-54,-19,-42,-56,-48,-49,-45,-56,-54,-50,-44,-69,-62,-72,-69,-49,-62,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-50,-49,-53,-24,-43,-56,-48,-49,-43,-56,-54,-50,-42,-69,NaN,-72,-69,-63,-64,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-50,-43,-54,-26,-42,-56,-48,-51,-43,-56,-53,-49,-38,-71,NaN,-72,-69,-48,-64,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-52,-46,-43,-52,-35,-40,-56,-48,-50,-52,-58,-53,-49,-38,-71,NaN,-72,-69,-51,-65,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-41,-49,-47,-53,-35,-42,-55,NaN,-51,-46,-55,-52,-50,-39,-71,NaN,-72,-69,-52,-63,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-45,-46,-47,-54,-25,-44,-55,NaN,-52,-46,-55,-52,-56,-39,-71,NaN,-71,NaN,-52,-60,NaN,-69,-72,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-46,-45,-55,-19,-43,-56,-50,-49,-51,-56,-52,-57,-45,-78,NaN,-71,NaN,-51,-63,NaN,-73,-74,NaN,NaN,NaN,NaN,NaN,NaN,17
-44,-48,-46,-55,-24,-41,-58,-50,-52,-49,-59,-52,-52,-37,-78,NaN,-71,NaN,-61,-64,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-48,-43,-53,-24,-42,-58,-50,-51,-48,-56,-52,-48,-39,-68,NaN,-71,NaN,-61,-64,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-47,-47,-53,-19,-42,-57,-50,-51,-48,-57,NaN,-49,-44,-71,NaN,-77,NaN,-48,-63,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-46,-47,-59,-25,-42,-57,-47,-52,-48,-58,-49,-51,-37,-71,-62,-77,NaN,-48,-65,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-46,-45,-55,-25,-42,-56,-47,-53,-48,-57,-49,-51,-37,-70,-62,-77,NaN,-50,-63,NaN,-74,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-44,-45,-58,-25,-42,-55,-47,-51,-46,-55,-54,-54,-37,-70,-62,-77,NaN,-50,-63,NaN,-71,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-45,-47,-54,-20,-41,-55,-47,-50,-46,-53,-54,-49,-38,-70,-70,-77,NaN,-49,-66,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-48,-43,-53,-25,-42,-56,-47,-51,-46,-56,-54,-49,-37,-69,-63,-77,NaN,-51,-64,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-48,-44,-53,-24,-42,-55,-46,-48,-46,-58,-54,-54,-39,-71,-63,NaN,NaN,-51,-61,NaN,-73,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-48,-55,-25,-42,-56,-46,-52,-47,-56,-54,-48,-43,-68,-63,-73,NaN,-62,-63,NaN,-73,-76,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-42,-45,-58,-24,-45,-57,-46,-51,-47,-58,NaN,-50,-38,-68,-63,-73,NaN,-49,-63,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-48,-47,-53,-25,-41,-56,-46,-51,-46,-56,NaN,-55,-43,-68,-63,-73,NaN,-51,-63,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-51,-45,-47,-55,-25,-42,-56,-46,-52,-46,-56,NaN,-58,-43,-68,-63,-73,NaN,-50,-62,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-45,-45,-56,-34,-41,-56,-46,-52,-47,-56,NaN,-49,-40,-69,-63,-73,NaN,-54,-69,NaN,-71,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-45,-45,-54,-25,-41,-58,-46,-51,-47,-54,-62,-51,-38,-71,-63,NaN,NaN,-50,-67,NaN,-71,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-45,-48,-54,-25,-44,-57,-49,-50,-44,-56,-62,-50,-38,-71,NaN,NaN,NaN,-53,-63,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-43,-42,-55,-18,-44,-56,-49,-51,-44,-56,-52,-51,-38,-70,-62,NaN,NaN,-51,-60,NaN,-71,-68,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-44,-45,-66,-20,-40,-56,-49,-53,-44,-58,-52,-55,-38,-70,-66,NaN,NaN,-51,-60,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-54,-44,-42,-66,-20,-43,-54,-49,-52,-48,-54,-52,-54,-36,-70,-64,NaN,NaN,-53,-66,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-47,-43,-52,-25,-42,-57,-49,-50,-43,-57,-52,-50,-43,-70,-64,NaN,NaN,-50,-66,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-49,-48,-44,-53,-25,-41,-55,-49,-50,-46,-56,-52,-51,-43,-70,-64,NaN,NaN,-50,-64,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-52,-45,-44,-54,-20,-42,-56,-49,-51,-46,-62,NaN,-50,-43,-71,-64,NaN,NaN,-50,-64,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,17
-47,-45,-45,-54,-26,-44,-56,-49,-50,-45,-56,NaN,-52,-38,-71,-64,NaN,NaN,-51,-64,NaN,-64,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-45,-44,-44,-54,-35,-44,-54,-47,-52,-46,-56,-58,-55,-38,-71,NaN,NaN,NaN,-50,-63,NaN,-64,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-44,-44,-53,-25,-41,-55,-47,-51,-46,-56,-58,-48,-39,-71,-61,NaN,NaN,-52,-63,NaN,-64,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-46,-44,-44,-54,-25,-42,-55,-47,-50,-46,-56,-58,-49,-38,-70,-61,NaN,NaN,-49,-63,NaN,-64,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-45,-44,-53,-25,-42,-53,-47,-51,-46,-56,-58,-50,-38,-70,-61,NaN,NaN,-49,-63,NaN,-64,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-48,-45,-45,-59,-25,-42,-55,-47,-51,-51,-56,-54,-50,-37,-70,-61,-70,NaN,-50,-63,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-50,-46,-44,-55,-25,-41,-55,-47,-48,-51,-57,-54,-50,-38,-73,-61,-70,-68,-51,-65,-93,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,17
-52,-46,-45,-53,-25,-44,-56,-47,-52,-47,-55,-54,-50,-43,-72,-62,-73,-68,-51,-65,-93,-72,-70,NaN,NaN,NaN,NaN,NaN,NaN,17
-52,-45,-45,-52,-19,-44,-56,-47,-51,-48,-58,-54,-50,-37,-72,-62,-70,-68,-49,-62,-93,-70,-65,NaN,NaN,NaN,NaN,NaN,NaN,17
-54,-45,-44,-55,-25,-44,-56,-46,-51,-47,-58,-55,-47,-43,-72,-62,-73,-68,-50,-61,-93,-68,-76,NaN,NaN,NaN,NaN,NaN,NaN,17
-53,-46,-45,-59,-19,-43,-56,-46,-51,-52,-57,-55,-55,-38,-70,-62,-71,-68,-49,-62,-93,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,17
-40,-46,-43,-51,-17,-45,-59,NaN,-50,-38,-47,-47,-51,-40,-63,-59,-57,NaN,-50,-58,NaN,-69,-67,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-48,-43,-49,-21,-45,-54,NaN,-58,-38,-48,-47,-52,-35,-63,-59,-57,NaN,-53,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-43,-48,-58,-48,-15,-48,-56,-53,-48,-44,-50,-47,-52,-36,-63,-56,-57,NaN,-49,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-43,-48,-40,-49,-15,-48,-56,-53,-49,-39,-47,-47,-53,-34,-63,-56,-56,NaN,-53,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
