4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-53,-48,-44,-49,-13,-46,-59,-53,-49,-39,-49,-47,-54,-35,-63,-56,-58,NaN,-52,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-53,-48,-41,-51,-13,-44,-60,-53,-48,-40,-47,-47,-51,-34,NaN,-60,-57,-68,-47,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-42,-49,-45,-50,-13,-46,-58,-45,-50,-40,-48,-47,-51,-35,NaN,-58,-56,-68,-47,-63,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-49,-41,-50,-13,-43,-58,-43,-48,-40,-49,NaN,-52,-34,NaN,-58,-57,-68,-49,-55,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-42,-49,-44,-52,-14,-49,-56,-45,-51,-40,-50,-48,-51,-34,NaN,-63,-56,-68,-47,-57,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-45,-49,-14,-47,-58,-49,-49,-40,-50,-50,-54,-41,NaN,-57,-57,-68,-48,-58,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-43,-52,-44,-51,-14,-46,-59,-47,-49,-39,-48,-47,-51,-35,NaN,-58,-58,NaN,-48,-56,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-48,-42,-49,-13,-46,-57,-46,-49,-41,-49,-47,-46,-35,-63,-58,-58,NaN,-49,-57,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-48,-41,-50,-14,-48,-55,-51,-50,-41,-49,-47,-51,-35,-62,-58,-57,NaN,-52,-58,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-51,-42,-51,-14,-45,-55,-45,-49,-47,-48,-49,-52,-34,-64,-58,-60,-69,-49,-56,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-51,-40,-51,-15,-49,-58,-45,-48,-39,-48,-45,-52,-35,-64,-60,-57,-69,-48,-56,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-51,-44,-50,-13,-46,-55,-53,-58,-40,-48,-48,-53,-41,-64,-58,-56,-69,-52,-56,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-51,-42,-50,-13,-45,-57,-49,-50,-39,-49,-48,-60,-35,-70,-57,-58,-70,-52,-56,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-42,-51,-14,-46,-58,-49,-50,-45,-49,-48,-53,-35,-62,-61,-57,-69,-48,-57,NaN,-69,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-43,-48,-13,-46,-62,-49,-50,-41,-49,-56,-54,-35,-62,-61,-58,-71,-48,-57,NaN,-69,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-42,-50,-14,-46,-59,-54,-50,-40,-48,-48,-48,-35,-64,-57,-58,-71,-53,-57,NaN,-69,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-50,-44,-50,-13,-46,-61,-54,-48,-41,-49,-48,-52,-35,-63,-57,-58,-71,-48,-58,NaN,-69,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-43,-51,-14,-47,-61,-54,-49,-40,-48,-48,-50,-35,-63,-56,-58,-68,-48,-58,NaN,-69,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-48,-42,-50,-14,-47,-61,-48,-48,-41,-48,-48,-50,-35,-63,-58,-57,-68,-52,-57,NaN,-73,-70,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-49,-42,-50,-13,-46,-62,-54,-48,-39,-48,-48,-53,-35,-64,-58,-57,-69,-49,-57,NaN,-73,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-51,-42,-50,-14,-45,-61,-55,-48,-39,-48,-47,-50,-35,-66,-57,-57,-68,-49,-57,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-50,-42,-51,-14,-46,-61,-50,-48,-41,-62,-47,-53,-35,-66,-56,-55,-68,-49,-57,NaN,-69,-66,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-48,-42,-51,-14,-47,-60,-48,-49,-40,-49,-46,-51,-35,-64,-59,-58,-70,-52,-55,NaN,-64,-66,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-48,-43,-51,-19,-47,-60,-51,-49,-40,-54,-50,-51,-36,-64,-59,-56,-68,-50,-57,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-48,-42,-51,-13,-45,-59,-48,-49,-41,-49,-50,-53,-33,-65,-59,-57,-68,-49,-54,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-48,-42,-51,-13,-46,-61,-49,-48,-41,-50,-50,-53,-39,-62,-59,-57,-69,-48,-59,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-48,-41,-51,-14,-46,-59,-47,-46,-41,-51,-57,-52,-35,-64,-59,-57,-66,-48,-59,NaN,-68,-71,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,NaN,-43,-51,-14,-46,-61,-47,-53,-39,-49,-57,-50,-35,-62,NaN,-57,-67,-49,-56,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-50,-43,-58,-14,-47,-62,-48,-56,-39,-49,-49,-49,-35,-65,-59,-57,-67,-48,-56,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,18
-40,-50,-43,-51,-13,-48,-62,-48,-50,-39,-49,-49,-49,-35,-66,-59,-56,-67,-47,-56,NaN,-69,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-43,-51,-13,-46,-60,-48,-48,-39,-48,-49,-53,-39,-66,-56,-56,-66,-47,-56,NaN,-69,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-43,-51,-13,-47,-59,-47,-48,-41,-48,-49,-51,-35,-66,-59,-57,-68,-48,-58,NaN,-74,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-47,-50,-13,-46,-59,-47,-48,-41,-49,-49,-50,-35,-66,-58,-58,-68,-48,-56,NaN,-69,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-47,-50,-18,-46,-59,-53,-58,-41,-49,-49,-54,-35,-66,-57,-60,-68,-48,-63,NaN,-69,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-41,-50,-43,-51,-13,-46,-59,-53,-47,-40,-47,-49,-50,-35,-64,-57,-58,-68,-51,-56,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-42,-52,-43,-51,-13,-45,-59,-48,-48,-41,-49,-49,-50,-35,-64,-57,-58,-67,-49,-58,NaN,-73,-69,NaN,NaN,NaN,NaN,NaN,NaN,18
-39,-52,-48,-52,-39,-48,-68,NaN,-52,-41,-58,-48,-49,-41,NaN,-58,NaN,-72,-50,-59,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,19
-41,-52,-48,-48,-43,-46,-68,-49,-48,-44,-58,-45,-51,-40,-65,-60,-64,-72,-51,-59,NaN,-75,-76,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-42,-47,-38,-47,-55,-45,-48,-38,-57,-45,-54,-41,-68,-60,-63,-72,-50,-66,NaN,-69,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-41,-47,-42,-55,-65,-45,-56,-36,-57,-45,-49,-38,-68,-59,-66,-72,-53,-63,NaN,-69,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-55,-44,-48,-36,-53,-60,-85,-54,-37,-53,-45,-48,-39,-68,-59,-71,-72,-48,-61,NaN,-69,-79,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-55,-50,-51,-41,-48,-61,-52,-54,-37,-60,-47,-51,-37,-72,-59,-64,NaN,-49,-58,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-55,-50,-49,-40,-48,-61,-49,-51,-37,-55,-46,-52,-44,-68,-59,-66,NaN,-49,-58,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-37,-53,-47,-49,-39,-48,-66,-88,-50,-36,-58,-46,-51,-41,-65,-59,-69,NaN,-50,-59,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-51,-42,-51,-37,-55,-57,-55,-51,-37,-57,-46,-50,-40,-65,NaN,-68,NaN,-49,-57,NaN,-72,-68,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-42,-49,-39,-48,-65,-91,-51,-37,-58,-52,-50,-40,-66,NaN,-68,NaN,-49,-59,NaN,-72,-69,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-42,-55,-37,-48,-65,-52,-49,-37,-57,-52,-50,-41,-74,-63,-67,NaN,-48,-67,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-45,-49,-37,-49,-62,-55,-48,-37,-76,-52,-49,-41,-74,-63,-69,NaN,-49,-57,NaN,-72,-69,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-55,-45,-50,-37,-51,-62,-55,-49,-41,-69,-52,-51,-38,-67,-60,-66,NaN,-49,-59,NaN,-69,-72,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-55,-43,-50,-37,-50,-61,-59,-49,-36,-59,-52,-51,-40,-70,-59,-67,NaN,-49,-58,NaN,-72,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-55,-41,-49,-77,-50,-64,-59,-48,-36,-58,-51,-51,-40,-67,-59,-67,NaN,-49,-58,NaN,-72,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-53,-42,-50,-38,-48,-64,-59,-45,-36,-57,-52,-49,-40,-66,-59,-64,-72,-49,-58,NaN,-72,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-37,-52,-41,-49,-38,-47,-64,-55,-49,-36,-60,-52,-61,-40,-66,-59,-65,-72,-50,-59,NaN,-73,-72,NaN,NaN,NaN,NaN,NaN,NaN,19
-37,-53,-44,-51,-38,-49,-62,-55,-49,-36,-58,-52,-51,-41,-73,-59,-65,-72,-48,-58,NaN,-73,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-53,-44,-50,-38,-48,-70,-55,-65,-37,-60,-53,-54,-38,-66,-60,-64,-72,-49,-64,NaN,-73,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-42,-49,-37,-48,-70,-55,-48,-36,-59,-45,-51,-40,-67,-61,-66,-72,-49,-59,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-43,-49,-38,-54,-64,-54,-49,-36,-58,-51,-55,-40,-68,-60,-68,-72,-49,-57,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-53,-45,-52,-39,-54,-64,-54,-50,-37,-58,-52,-50,-41,-68,-59,-65,-73,-49,-60,NaN,-71,-69,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-44,-47,-37,-49,-64,-61,-49,-37,-58,-48,-50,-40,-68,-59,-65,-73,-50,-57,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-44,-56,-35,-51,-64,-55,-48,-37,-58,-48,-50,-40,-68,-59,-65,-72,-50,-59,NaN,-70,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-45,-50,-39,-48,-64,-55,-48,-37,-59,-51,-53,-41,-73,-59,-65,-72,-49,-60,NaN,-70,-74,NaN,NaN,NaN,NaN,NaN,NaN,19
-38,-52,-42,-49,-38,-51,-64,-55,-49,-37,-58,-51,-51,-40,-66,-59,-65,-74,-48,-58,NaN,-70,-72,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-42,-53,-39,-48,-63,-55,-50,-36,-57,-45,-51,-40,-72,-59,-65,-74,-48,-58,NaN,-70,-72,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-42,-48,-38,-48,-63,-57,-47,-37,-57,-51,-51,-41,-72,-59,-65,-74,-48,-58,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-42,-52,-37,-49,-62,-56,-50,-36,-57,-51,-48,-39,-66,NaN,-65,-74,-50,-59,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-52,-44,-48,-38,-48,-66,-55,-50,-36,-58,-51,-51,-40,-66,-60,-65,-74,-50,-64,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-53,-44,-48,-46,-54,-65,-55,-49,-36,-58,-49,-51,-40,-68,-60,-65,NaN,-48,-59,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-53,-51,-48,-38,-48,-71,-55,-49,-35,-58,-46,-55,-41,-68,-58,-66,NaN,-48,-59,NaN,-70,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-45,-53,-53,-48,-37,-50,-65,-54,-49,-37,-57,-47,-54,-41,-65,-59,-66,NaN,-49,-58,NaN,-74,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-40,-54,-41,-49,-37,-51,-64,-54,-49,-36,-58,-46,-50,-44,-65,-59,-68,NaN,-49,-65,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-55,-45,-48,-36,-51,-64,-54,-48,-37,-58,-51,-51,-41,-65,-60,-68,NaN,-49,-58,NaN,-73,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-55,-51,-48,-38,-49,-64,-54,-48,-37,-58,-42,-49,-41,-65,-60,-68,NaN,-49,-59,NaN,-73,-73,NaN,NaN,NaN,NaN,NaN,NaN,19
-40,-51,-51,-50,-38,-46,-64,-54,-49,-37,-58,-51,-49,-41,-65,-60,-68,NaN,-49,-59,NaN,-73,-70,NaN,NaN,NaN,NaN,NaN,NaN,19
-41,-52,-51,-52,-40,-49,-64,-56,-48,-35,-58,-46,-50,-41,-68,-60,-68,NaN,-50,-59,NaN,-71,-72,NaN,NaN,NaN,NaN,NaN,NaN,19
-39,-51,-43,-49,-38,-53,-61,-55,-48,-36,-58,-46,-60,-41,-65,-60,-67,NaN,-49,-59,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-36,-53,-42,-48,-36,-46,-62,-56,-50,-36,-57,-46,-50,-42,-66,NaN,-68,NaN,-49,-59,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,19
-48,-51,-47,-47,-21,-43,-66,-42,-47,-45,-45,-41,-44,-33,NaN,-53,-56,NaN,NaN,-62,-90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20
-47,-52,-43,-55,-35,-47,-67,-46,-47,-45,-45,-41,-45,-26,-55,-53,-56,NaN,-50,-62,-90,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,20
-45,-49,-43,-62,-35,-52,-57,-44,-51,-51,-46,-43,-46,-33,-55,-54,-57,-66,-50,-62,-90,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,20
-42,-49,-56,-48,-33,-49,-64,-46,-48,-51,-45,-43,-45,-26,-64,-55,-56,-66,-52,-62,-90,-67,NaN,-77,NaN,NaN,NaN,NaN,NaN,20
-44,-56,-45,-48,-35,-49,-62,-43,-48,-51,-46,-42,-44,-26,-64,-55,-56,-66,-53,-60,-90,-67,NaN,-77,NaN,NaN,NaN,NaN,NaN,20
-43,-56,-45,-48,-35,-48,-60,-42,-49,-46,-54,-41,-45,-26,-59,-55,-56,-66,-52,-60,NaN,-67,NaN,-82,NaN,NaN,NaN,NaN,NaN,20
-43,-56,-45,-48,-35,-46,-60,-44,-49,-50,-47,-48,-44,-25,-63,-55,-56,-66,-54,-61,NaN,-67,NaN,-82,NaN,NaN,NaN,NaN,NaN,20
-44,-49,-45,-49,-34,-48,-60,-42,-48,-50,-47,-48,-44,-25,-59,-55,-57,NaN,-53,-60,NaN,-67,NaN,-82,NaN,NaN,NaN,NaN,NaN,20
-45,-49,-45,-48,-34,-45,-60,-43,-48,-46,-46,-43,-44,-25,-59,-55,-57,NaN,-53,-60,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,20
-44,-49,-51,-48,-34,-48,-62,-43,-48,-45,-46,-44,-45,-26,-61,-54,-57,NaN,-53,-59,NaN,-69,-68,-82,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-47,-48,-41,-46,-62,-41,-48,-45,-46,-44,-43,-26,-60,-54,-58,-69,-54,-59,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,20
-49,-49,-47,-47,-35,-46,-59,-43,-48,-46,-46,-42,-45,-24,-60,-54,-58,-69,-54,-59,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,20
-44,-49,-46,-48,-33,-47,-59,-43,-47,-45,-46,-43,-44,-26,-60,-60,-58,-69,-50,-60,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,20
-44,-49,-44,-48,-34,-47,-59,-43,-48,-47,-46,-44,-45,-26,-60,-60,-58,-69,-52,-59,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-41,-48,-41,-46,-59,-43,-49,-45,-45,-49,-46,-34,-60,-60,-58,-69,-52,-65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20
-44,-48,-41,-48,-34,-47,-62,-44,-48,-45,-45,-43,-46,-33,-66,-60,-60,NaN,-53,-65,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,20
-44,-48,-41,-48,-34,-47,-62,-44,-48,-45,-46,-42,-44,-33,-72,-56,-60,NaN,-54,-60,NaN,-66,-66,-80,NaN,NaN,NaN,NaN,NaN,20
-44,-48,-41,-60,-34,-47,-62,-46,-49,-45,-46,-42,-44,-33,-61,-60,-60,NaN,-53,-61,NaN,-66,-66,-80,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-46,-49,-35,-49,-62,-46,-48,-45,-45,-42,-46,-25,-61,-60,-60,-69,-53,-69,NaN,-68,-68,-80,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-46,-49,-34,-48,-68,-46,-48,-45,-45,-46,-46,-24,-62,-60,-59,-69,-53,-62,NaN,-70,-68,-80,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-45,-48,-34,-48,-65,-43,-49,-46,-45,-43,-43,-25,-62,-58,-63,-69,-53,-58,NaN,-70,-68,-80,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-46,-48,-34,-49,-65,-43,-51,-48,-46,-43,-46,-26,-62,-54,-63,-69,-52,-60,NaN,-72,-71,-80,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-46,-48,-26,-48,-65,-43,-48,-47,-46,-43,-45,-26,-62,-55,-63,-69,-51,-61,NaN,-72,-71,-80,NaN,NaN,NaN,NaN,NaN,20
-45,-48,-47,-48,-34,-48,-62,-43,-48,-45,-45,-47,-45,-35,-61,-58,-63,NaN,-52,-58,NaN,-69,-68,-80,NaN,NaN,NaN,NaN,NaN,20
-42,-48,-46,-48,-34,-47,-62,-45,-48,-46,-54,-42,-43,-25,-59,-57,-63,-69,-53,-58,NaN,-69,-68,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-48,-46,-47,-35,-48,-63,-45,-48,-45,-46,-42,-47,-62,-59,-57,NaN,-69,-51,-59,NaN,-68,-69,NaN,NaN,NaN,NaN,NaN,NaN,20
-48,-48,-47,-46,-34,-48,-63,-43,-49,-47,-45,-43,-45,-26,-59,-57,NaN,-69,-54,-60,NaN,-68,-69,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-48,-47,-61,-35,-49,-63,-47,-50,-45,-46,-42,-45,-37,-59,-59,-56,-69,-51,-60,NaN,-67,-69,NaN,NaN,NaN,NaN,NaN,NaN,20
-42,-48,-47,-61,-34,-49,-58,-44,-49,-51,-45,-49,-45,-35,-61,-59,-56,-69,-57,-60,NaN,-71,-71,-77,-79,NaN,NaN,NaN,NaN,20
-42,-46,-46,-47,-34,-47,-62,-43,-48,-51,-45,-44,-45,-25,-61,-59,-58,-68,-53,-60,NaN,-71,-71,-78,-74,NaN,NaN,NaN,NaN,20
-43,-48,-46,-62,-33,-49,-62,-41,-50,-51,-46,-42,-47,-26,-63,-55,-60,-68,-53,-61,NaN,-69,-71,-78,-78,NaN,NaN,NaN,NaN,20
-43,-48,-51,-49,-34,-47,-61,-48,-49,-46,-46,-41,-46,-26,-63,-55,-58,-68,-50,-60,NaN,-69,-71,-78,-76,NaN,NaN,NaN,NaN,20
-43,-48,-51,-51,-34,-48,-62,-45,-49,-50,-57,-42,-46,-26,-63,-55,-59,-68,-53,-61,NaN,-69,-71,-76,-76,NaN,NaN,NaN,NaN,20
-42,-46,-53,-47,-26,-48,-63,-45,-49,-46,-45,-45,-47,-33,-62,-55,-58,-68,-54,-61,NaN,-71,NaN,-75,-76,NaN,NaN,NaN,NaN,20
-43,-46,-53,-46,-34,-50,-63,-45,-49,-46,-46,-49,-46,-26,-60,-56,-55,NaN,-51,-62,NaN,-71,-72,-75,-77,NaN,NaN,NaN,NaN,20
-43,-46,-53,-47,-34,-49,-63,-45,-51,-51,-49,-43,-47,-35,-60,-56,-57,NaN,-54,-62,NaN,-70,-69,-75,-77,NaN,NaN,NaN,NaN,20
-45,-46,-50,-47,-34,-50,-63,-45,-48,-48,-47,-43,-47,-22,-60,-56,-56,NaN,-54,-60,NaN,-68,-67,-75,-77,NaN,NaN,NaN,NaN,20
-50,-47,-50,-51,-35,-45,-63,-44,-52,-48,-44,-46,-44,-22,-60,-56,-56,-61,-46,-60,NaN,-68,-67,-75,-77,NaN,NaN,NaN,NaN,20
-44,-59,-50,-52,-35,-47,-63,-45,-50,-44,-47,-47,-48,-33,-66,-58,-56,-61,-51,-60,NaN,-68,-67,NaN,-77,NaN,NaN,NaN,NaN,20
-43,-56,-51,-47,-35,-47,-63,-46,-51,-45,-49,-43,-44,-25,-64,-58,-57,-61,-53,-62,NaN,-68,-67,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-48,-51,-45,-35,-47,-63,-47,-49,-46,-49,-39,-48,-34,-60,-58,-57,-61,-48,-59,NaN,-68,-67,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-49,-48,-45,-33,-50,-63,-46,-49,-46,-51,-48,-46,-34,-58,-54,-57,-61,-47,-59,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20
-43,-53,-48,-46,-25,-50,-62,-46,-47,-49,-49,-43,-46,-35,-60,-54,-57,-69,-48,-60,NaN,-70,-69,-76,NaN,NaN,NaN,NaN,NaN,20
-42,-48,-59,-48,-25,-48,-62,-47,-47,-48,-48,-43,-46,-35,-61,-53,-57,-69,-50,-60,NaN,-70,-69,-73,NaN,NaN,NaN,NaN,NaN,20
-48,-48,-47,-46,-34,-47,-62,-45,-48,-48,-52,-49,-47,-34,-59,-55,NaN,-69,-50,-63,NaN,-70,-69,-73,NaN,NaN,NaN,NaN,NaN,20
-45,-51,-45,-48,-35,-49,-62,-42,-54,-47,-46,-49,-45,-37,-59,-55,-60,-69,-53,-58,NaN,-70,-69,-73,NaN,NaN,NaN,NaN,NaN,20
-49,-51,-45,-47,-17,-45,-61,-45,-54,-47,-47,-49,-47,-36,-59,-55,-60,-69,-48,-58,NaN,-67,-64,-73,NaN,NaN,NaN,NaN,NaN,20
-46,-53,-45,-48,-36,-45,-76,-42,-48,-43,-49,-42,-46,-25,-59,-60,-60,-62,-50,-58,NaN,-67,-64,-73,NaN,NaN,NaN,NaN,NaN,20
-45,-50,-47,-54,-33,-44,-76,-45,-49,-46,-46,-43,-45,-33,-62,-54,-58,-62,-52,-58,NaN,-67,-64,NaN,NaN,NaN,NaN,NaN,NaN,20
-44,-49,-53,-47,-39,-44,-76,-45,-49,-46,-46,-42,-45,-26,-62,-54,-57,-62,-51,-65,NaN,-67,-64,-79,NaN,NaN,NaN,NaN,NaN,20
-45,-50,-48,-52,-39,-44,-76,-45,-53,-46,-46,-44,-48,-26,-64,-54,-57,-62,-51,-65,NaN,-67,-64,-79,NaN,NaN,NaN,NaN,NaN,20
-43,-60,-44,-48,-34,-47,-61,-44,-49,-46,-53,-44,-47,-35,-64,-56,-57,-62,-56,-63,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,20
-41,-50,-49,-48,-34,-44,-61,-44,-49,-46,-45,-44,-44,-21,-60,-61,-55,NaN,-49,-60,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,20
-41,-50,-45,-52,-33,-50,-64,-52,-51,-45,-43,-42,-44,-36,-60,-55,-57,NaN,-50,-60,NaN,NaN,NaN,-76,-70,NaN,NaN,NaN,NaN,20
-43,-50,-47,-48,-26,-50,-64,-51,-48,-52,-45,-41,-44,-33,-60,-53,-57,NaN,-52,-60,NaN,NaN,NaN,-78,-70,NaN,NaN,NaN,NaN,20
-45,-47,-47,-47,-26,-49,-64,-44,-50,-47,-46,-41,-47,-33,-61,-53,-57,-63,-50,-63,NaN,-66,-66,-78,-70,NaN,NaN,NaN,NaN,20
-51,-48,-47,-47,-26,-47,-60,-45,-48,-48,-45,-48,-49,-35,-63,-55,-57,-63,-50,-63,NaN,-65,-66,-79,-70,NaN,NaN,NaN,NaN,20
-42,-48,-47,-48,-33,-46,-62,-45,-49,-45,-45,-46,-46,-33,-64,-55,-57,-62,-49,-62,NaN,-65,-66,-79,-70,NaN,NaN,NaN,NaN,20
-42,-48,-46,-48,-34,-44,-66,-45,-48,-45,-45,-43,-44,-36,-64,-54,-56,-62,-51,-62,NaN,-65,-66,-79,NaN,NaN,NaN,NaN,NaN,20
-42,-51,-46,-60,-34,-44,-60,-44,-51,-45,-46,-42,-45,-36,-60,-55,-58,-62,-48,-62,NaN,-65,-66,-79,NaN,NaN,NaN,NaN,NaN,20
-54,-51,-45,-47,-33,-44,-60,-44,-48,-46,-46,-42,-45,-33,-60,-61,-58,-65,-51,-62,NaN,-69,-67,-79,NaN,NaN,NaN,NaN,NaN,20
-45,-51,-45,-49,-34,-44,-65,-44,-51,-47,-45,-42,-45,-33,-67,-61,-58,-65,-51,-62,NaN,-64,-66,-84,NaN,NaN,NaN,NaN,NaN,20
