04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-65,-33,-44,-48,-43,-52,-40,-47,-65,-58,-54,-50,-70,-69,-71,NaN,-72,NaN,-65,8
-56,-33,-48,-47,-42,-55,-40,-49,-66,-57,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-63,-33,-44,-49,-44,-51,NaN,-44,-59,-57,-54,-49,NaN,-69,-76,NaN,-73,NaN,-66,8
-66,-34,-46,-55,-43,-51,-40,-45,NaN,-60,NaN,-49,-71,-70,-68,NaN,-73,NaN,NaN,8
-64,-33,-46,-46,-43,-49,-40,-48,-63,-60,-53,NaN,-70,-70,-76,NaN,NaN,NaN,-65,8
-63,-32,-44,-46,-43,-52,-41,-45,-65,-59,-54,-48,-73,-69,-70,-78,NaN,NaN,-66,8
-60,-33,-47,-47,-42,-51,-40,-49,-63,-59,NaN,-49,-80,-69,-70,NaN,-72,-85,-64,8
-56,-33,-45,-46,-43,-51,-39,-42,-64,-60,-56,-49,-73,-65,-70,NaN,NaN,NaN,NaN,8
-60,-32,-47,-47,-43,-51,-41,-45,-63,-59,-54,-48,-70,-70,NaN,NaN,-70,NaN,-64,8
-56,-33,-46,-47,-43,-52,-40,-46,-64,-59,-54,-50,-72,-71,-70,-77,-71,NaN,-63,8
-65,-34,-44,-47,-43,-51,-42,-46,-63,-58,-54,-52,NaN,-70,-71,NaN,-71,NaN,-64,8
-64,-33,-44,-47,-43,-51,-40,-43,-66,-59,-55,-47,-69,-71,NaN,NaN,NaN,NaN,NaN,8
-64,-34,-44,-45,-42,-52,NaN,-48,-64,-58,-53,-49,-73,NaN,-66,NaN,-70,NaN,NaN,8
-62,-32,-47,-46,-43,-53,-41,-45,-64,-57,-54,NaN,-70,NaN,-69,NaN,-71,NaN,NaN,8
-56,-33,NaN,-48,-42,-51,-40,-48,-62,-58,-65,-49,-71,-71,-68,NaN,NaN,NaN,-64,8
-69,-33,-44,-47,-44,-49,-41,-47,-63,-58,-53,-50,NaN,-70,-71,-76,-67,NaN,-65,8
-60,-33,-46,-70,-43,-51,-41,-48,-62,-58,-55,-53,-73,-70,-68,NaN,NaN,-84,-64,8
-57,-35,-47,-47,-44,-51,-40,-48,-63,-58,-56,NaN,-70,-70,-70,NaN,-73,NaN,-64,8
-55,-33,-46,NaN,-43,-50,-41,-52,-63,-58,-56,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,8
-59,-30,-42,-56,-45,-50,-41,-43,-63,-59,-59,-47,-65,-68,-71,-79,-75,NaN,-64,8
-57,-32,-47,-49,-43,-52,-39,-47,-66,-59,-58,-47,-64,-69,-70,NaN,NaN,NaN,-65,8
-55,-34,-51,-47,-42,-51,-40,-43,-66,-59,-57,-48,-65,NaN,NaN,-78,-74,NaN,-63,8
-59,-34,-43,-48,-43,-52,-41,-45,-68,-58,-56,NaN,-66,-69,-69,-78,-73,NaN,-64,8
-59,-34,-46,-47,-43,-50,-40,-46,-67,-59,-56,-49,-67,-69,-67,NaN,-73,NaN,-65,8
-59,-34,-47,-44,-42,-52,-41,-45,-70,-59,-56,-51,-64,-70,-65,NaN,-72,NaN,NaN,8
-67,-34,-46,-46,-43,-52,NaN,-46,-65,-59,-57,-49,-65,-70,-70,NaN,-73,NaN,NaN,8
-59,-35,-50,-49,-43,-51,-40,-46,-64,-58,-54,-46,-65,-69,NaN,NaN,NaN,NaN,-65,8
-60,-33,-49,-47,-43,-53,-39,-43,-65,-58,-56,-71,-68,NaN,NaN,-77,-72,NaN,-66,8
-64,-31,-53,-51,-44,-53,-40,-45,-66,-60,-57,-48,-64,NaN,-77,NaN,-72,NaN,-65,8
-61,-33,-44,-46,-44,-53,-40,-49,-65,-59,-54,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-60,-32,-47,-46,-43,-52,-41,-46,-63,-58,-53,-49,-65,-69,-68,NaN,-72,NaN,NaN,8
-60,-31,-46,-46,-43,-50,-40,-46,-65,-59,-55,-49,-67,NaN,NaN,NaN,NaN,NaN,-63,8
-66,-33,-43,-45,-42,-53,-71,-50,-65,-59,-55,-50,-65,NaN,-67,NaN,-74,NaN,-64,8
-61,NaN,-46,-46,-42,-54,-40,NaN,-67,-59,-57,-56,NaN,-72,NaN,NaN,NaN,NaN,NaN,8
-56,-32,-42,-44,-43,-53,-33,-48,-69,-60,-54,NaN,-65,-68,NaN,-77,NaN,-83,-64,8
-55,-32,-70,-44,-42,-52,-42,-49,-63,-60,-53,-48,-67,-70,-68,NaN,-71,NaN,NaN,8
-67,-34,-44,-50,-42,-54,-42,-45,-68,-59,-54,-51,-66,NaN,NaN,NaN,NaN,NaN,-59,8
-60,-33,-42,-81,-43,-54,-39,-47,-63,-59,-52,-52,-65,-68,-70,NaN,-73,NaN,-65,8
-55,-33,-42,-45,-41,-54,-39,-48,-66,-59,-53,-49,-66,NaN,NaN,NaN,-76,NaN,-63,8
-63,-32,-43,-43,-41,-53,NaN,-71,-70,-59,-53,-50,-68,-69,-68,NaN,NaN,NaN,-62,8
-59,-33,-44,-46,-42,-52,-40,-47,-67,-59,-53,-50,-67,NaN,-74,-78,-65,NaN,NaN,8
-60,-33,-44,-46,-41,-53,-40,-48,-66,-60,-54,-49,-66,NaN,NaN,NaN,NaN,NaN,NaN,8
-63,-33,-44,-45,-42,-52,-39,-48,-66,-59,-53,NaN,-66,NaN,-69,NaN,-70,-82,NaN,8
-60,-33,-44,-46,-41,-52,-39,-46,-64,-60,-52,-49,-65,NaN,NaN,NaN,NaN,NaN,-63,8
-57,-33,-49,-46,-40,-53,-40,-49,-66,-59,-53,-50,-65,NaN,-69,NaN,NaN,NaN,NaN,8
-60,-33,NaN,-46,-42,-51,-41,-47,NaN,-60,-53,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,8
-61,-33,-47,-46,-40,-53,-41,-47,-66,-59,NaN,-47,-65,-69,NaN,NaN,NaN,NaN,-64,8
-61,-33,-44,NaN,-42,-51,-40,-48,-66,-59,-52,-50,-46,-71,-69,-65,NaN,NaN,-63,8
-61,-34,-46,-46,-43,-52,-40,-47,-68,-59,-53,-50,-64,-71,-68,NaN,-72,NaN,-62,8
-49,-41,-47,-96,-54,-47,-43,-42,-62,-54,-60,-45,-68,-68,-66,-77,-64,NaN,-63,9
-50,-36,-50,-52,-48,-50,-43,-42,-65,-56,-53,-43,-65,-69,-61,NaN,-65,NaN,NaN,9
-52,-36,-48,-52,-50,-49,-43,-44,-66,-56,-54,NaN,-78,-70,-62,NaN,-64,NaN,NaN,9
-52,-34,-54,NaN,-46,-48,-42,-41,-69,-53,NaN,-52,-65,NaN,NaN,NaN,-63,NaN,NaN,9
-51,NaN,-47,-46,NaN,-48,-42,-41,-66,-55,-52,-42,NaN,-66,-65,NaN,NaN,NaN,NaN,9
-51,-33,-48,-52,-49,-48,NaN,-42,-68,-55,-52,-43,-64,NaN,-60,-73,NaN,NaN,NaN,9
-52,-33,-51,-50,-49,-49,-43,-42,-66,-55,-53,-42,-65,-67,-59,NaN,-63,-76,NaN,9
-50,-33,-46,-50,NaN,-48,-41,-41,-69,-54,-52,NaN,-65,NaN,-68,NaN,-65,NaN,NaN,9
-55,-33,-48,-50,-48,-49,-41,-41,-65,-54,-53,-53,-64,NaN,-65,-73,-63,NaN,NaN,9
-51,-33,-48,-50,-46,-48,-41,-42,-67,-55,-52,NaN,-64,NaN,-62,-68,-64,-77,NaN,9
-52,-33,-47,-49,-45,-49,-43,-39,-70,-55,-53,-42,NaN,NaN,-61,-77,-63,NaN,-68,9
-52,-33,-48,-52,-48,-48,-41,-40,NaN,-54,-48,-42,-65,NaN,-61,NaN,-64,NaN,NaN,9
-51,-33,-48,-75,-46,-48,-41,-43,NaN,-55,-52,-42,-67,NaN,-67,NaN,-63,NaN,NaN,9
-51,-33,-47,-49,-47,-47,-40,-41,-69,-55,-53,-42,-66,NaN,-60,NaN,-61,NaN,-65,9
-53,-33,NaN,-49,-49,-48,-43,-41,NaN,-55,-53,-42,-65,NaN,-61,NaN,NaN,NaN,NaN,9
-56,-33,-52,-49,-48,-48,-42,-41,-65,-55,NaN,-42,-65,NaN,-61,NaN,NaN,NaN,NaN,9
-53,-33,-52,-50,-49,-49,-44,-43,NaN,-55,NaN,-53,-65,NaN,-61,NaN,-63,NaN,NaN,9
-52,-33,-46,NaN,-48,-48,-41,-42,-64,-55,-53,-41,-67,NaN,-61,NaN,-64,NaN,NaN,9
-52,-33,-46,-52,-49,-49,-42,-42,-64,-54,-55,-42,-68,-72,-59,NaN,NaN,NaN,NaN,9
-55,-33,-47,-51,-47,-49,NaN,-42,-67,-56,NaN,-44,NaN,NaN,-64,NaN,-65,NaN,NaN,9
-50,-32,-44,-56,-51,-50,-41,-42,-67,-54,-54,-42,-70,-68,-63,NaN,-64,NaN,NaN,9
-51,-35,-47,-43,-49,-49,-46,-43,-66,-55,NaN,-42,-66,NaN,NaN,NaN,-64,NaN,-66,9
-53,-34,-49,-49,-50,-49,-43,-43,-67,-55,NaN,-43,-66,NaN,-63,NaN,-64,NaN,NaN,9
-51,-34,-47,-49,-47,-50,NaN,-45,-68,-55,NaN,-52,-63,-67,-64,NaN,-64,NaN,NaN,9
-51,-34,-49,-51,-49,-50,-42,-42,-67,-55,-55,-43,-66,NaN,-62,-79,-65,NaN,NaN,9
-53,-34,-49,-52,-49,-50,-41,-43,-67,-56,-55,-43,-66,NaN,-62,-78,-64,NaN,-65,9
-53,-33,-47,-50,-48,-49,-41,-41,-65,-54,-53,-42,-66,-67,-62,NaN,-62,-76,NaN,9
-51,-33,-50,-49,-49,-48,-41,-41,NaN,-54,-53,-42,-66,-67,-62,NaN,-64,NaN,-68,9
-52,-34,-49,-51,-50,-49,-43,-42,-66,-56,-57,-43,-66,NaN,NaN,NaN,-67,NaN,-69,9
-52,-34,-48,-51,-46,-50,-42,-42,-66,-55,-55,-43,-69,NaN,-62,NaN,-64,NaN,NaN,9
-50,-34,-50,-50,-50,-50,-44,-42,-63,-56,NaN,-42,NaN,NaN,-66,NaN,-64,NaN,-72,9
-51,-33,NaN,-51,-49,-48,NaN,-45,-63,-54,-54,-42,NaN,NaN,NaN,-72,-63,NaN,-69,9
-53,-33,-48,-49,-49,-49,-40,-41,-65,-54,-54,-42,-65,-71,-60,-72,-63,NaN,-67,9
-50,-34,-49,-50,-48,-49,-44,-42,-66,-55,NaN,-43,-65,NaN,-61,NaN,-64,NaN,NaN,9
-51,-34,-49,-49,-49,-49,-42,-43,-65,-55,-55,NaN,-65,-73,-67,-78,-65,NaN,-67,9
-51,-34,-49,-49,-49,-48,-42,-42,-65,-54,-59,-44,-67,-68,-58,NaN,-64,-76,NaN,9
-50,-35,-71,-49,-45,-49,-45,-47,-67,-55,-57,-42,-67,-72,-64,NaN,-70,NaN,NaN,9
-50,-34,-50,-51,-47,-48,-42,-42,-65,-50,-59,-42,-67,NaN,-50,-74,-65,-75,-67,9
-50,-35,-47,-51,-47,-48,-41,-42,-65,-55,NaN,-44,-65,NaN,-62,NaN,NaN,-76,NaN,9
-52,-34,-49,-50,-48,-49,-43,-45,-64,-54,NaN,-44,-66,-67,-63,NaN,NaN,-76,NaN,9
-51,-33,-48,-49,-48,-48,-41,-41,-66,-54,-56,-42,-64,-67,-60,NaN,-64,NaN,NaN,9
-51,-33,-47,-50,-48,-47,-42,-41,-63,-54,-57,-42,-65,-66,-60,NaN,-63,NaN,-67,9
-52,-33,-48,-50,-49,-48,-41,-42,-66,-55,-58,-43,-65,NaN,-61,NaN,NaN,NaN,NaN,9
-53,-34,-50,-51,-49,-47,-42,-43,-65,-55,-58,NaN,-65,NaN,-63,NaN,NaN,NaN,NaN,9
-52,-34,-48,-51,-48,-48,-42,-42,-59,-54,-57,-43,NaN,-58,NaN,NaN,-65,NaN,NaN,9
-52,-33,-46,-49,-46,-47,-40,-41,-65,-53,-59,-42,-65,-67,-61,NaN,-63,-77,NaN,9
-51,-33,-45,-49,-48,-47,-41,-42,-63,-53,-56,-41,-64,-69,NaN,NaN,-63,NaN,-70,9
-52,-34,-47,-50,NaN,-48,-42,-42,-65,-54,-58,-44,-64,NaN,-63,NaN,-65,-75,NaN,9
-53,-33,-49,NaN,-48,-47,-41,-42,-65,-54,-58,-41,-64,-75,-62,NaN,-79,-75,NaN,9
-52,-34,-49,-53,-49,-48,NaN,-42,NaN,-51,-57,-43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-52,-34,-50,-51,-50,-48,-42,-42,-65,-55,-55,-43,NaN,-70,-63,NaN,-65,NaN,NaN,9
-57,-32,-49,-51,-49,-48,-42,-41,-65,-55,-55,-43,-64,NaN,-62,-80,-67,NaN,NaN,9
-51,-35,-48,-50,-48,-48,-42,-44,-65,-54,-55,-42,-65,-69,-63,NaN,-64,NaN,NaN,9
-52,-34,-49,-52,-49,-48,NaN,-42,-65,-54,-56,-43,-64,NaN,-67,NaN,-66,NaN,-63,9
-53,-34,-47,-51,-46,-48,-42,-42,-67,-54,-55,-43,-64,NaN,-62,NaN,NaN,NaN,-67,9
-52,-33,-49,-50,-45,-48,NaN,-43,-68,-54,NaN,-42,NaN,-70,-66,-80,NaN,-76,NaN,9
-51,NaN,-49,NaN,-47,-48,-42,-42,NaN,-54,NaN,-43,NaN,NaN,NaN,-80,NaN,-76,NaN,9
-51,-34,-47,-48,-46,-47,-41,-43,-64,-54,-54,-42,-66,NaN,-62,NaN,-65,NaN,-47,9
-51,-33,NaN,-46,-47,-50,-42,-45,NaN,-59,NaN,-45,NaN,-68,-64,-74,-66,NaN,NaN,9
-52,-33,-46,-52,-49,-48,NaN,-44,NaN,-54,-55,-42,-66,NaN,-63,NaN,-65,-78,NaN,9
-53,-34,-46,-51,-48,-48,-40,-43,-65,-55,-57,-42,-66,NaN,NaN,-73,-65,NaN,NaN,9
-55,-32,-46,-52,-48,-48,-41,-43,-66,-55,-57,-44,-65,-69,-63,NaN,-65,NaN,NaN,9
-51,-35,-46,-52,-50,-49,-42,-44,-65,-56,-57,-43,-65,NaN,-62,NaN,-65,NaN,-64,9
-56,-34,-48,-54,-53,-47,-43,-44,-62,-54,-55,-42,-65,NaN,-64,NaN,-63,NaN,NaN,9
-54,-31,-46,-89,-49,-50,-39,-45,-67,-57,-57,-44,-66,-69,-65,NaN,-78,NaN,NaN,9
-52,-38,-47,-54,-50,-46,-40,-42,-63,-55,-54,-42,-64,-66,-63,NaN,-64,NaN,-64,9
-52,-34,-48,-50,-50,-47,-44,-42,NaN,-55,-56,-43,NaN,NaN,-62,-64,-64,NaN,-62,9
-51,-34,-49,-50,-50,-48,-41,-43,-66,-55,NaN,-42,NaN,NaN,-60,-78,-65,NaN,-67,9
-52,-34,-48,-50,-50,-46,-40,-45,-65,-55,-56,-42,-65,-67,-60,NaN,-64,NaN,NaN,9
-54,-34,-48,-51,-50,-47,-40,-43,-65,-54,-55,-43,-64,-67,-62,NaN,-64,NaN,-66,9
-54,-34,-48,-51,-50,-47,-41,-43,-66,-55,NaN,-43,-62,-68,-63,-73,-64,NaN,NaN,9
-51,-34,-48,-51,-48,-47,-41,-43,NaN,-55,-57,-43,-69,-67,-63,-72,-64,NaN,-62,9
-52,-35,-76,-51,-47,-47,-41,-44,-66,-56,-56,-43,-68,NaN,-64,-66,-62,NaN,NaN,9
-53,-34,-48,-84,-48,-47,-41,-46,NaN,-56,NaN,-43,-68,NaN,NaN,NaN,-64,-77,NaN,9
-53,-34,-48,-51,-50,-47,NaN,-43,NaN,-55,-55,-43,-65,-69,-63,NaN,-64,-76,-71,9
-52,-34,-49,-51,-50,-44,-41,-44,-66,-55,NaN,-43,-64,-69,-62,NaN,-64,NaN,NaN,9
-53,-33,-46,-49,-49,-46,-40,-42,-66,-54,-54,-42,-62,-66,-62,NaN,-64,NaN,-70,9
-54,-33,-46,-49,-49,-46,NaN,NaN,-64,-54,NaN,-42,-62,-67,-66,NaN,-64,NaN,-68,9
-54,-34,-48,-50,-50,-47,-41,-45,-65,-55,-54,-41,-63,NaN,-62,NaN,-64,NaN,-61,9
-53,-34,NaN,-50,-50,-48,-41,-43,-65,-55,-54,-42,-64,NaN,-63,NaN,-65,NaN,-69,9
-51,-38,-43,-36,-55,-43,-39,-42,-56,-51,-54,-43,-66,-68,-57,NaN,-76,-77,-59,10
-54,-37,-44,-35,NaN,-43,-40,-40,-60,-52,-56,-45,NaN,NaN,-58,NaN,-69,NaN,NaN,10
-52,-38,-43,NaN,-58,-41,-43,-42,-59,-46,-52,-50,-65,NaN,-59,NaN,NaN,-77,-61,10
-52,-38,-42,NaN,-57,-41,-40,-42,-75,-51,-51,-47,NaN,NaN,-61,NaN,NaN,NaN,NaN,10
-51,-34,-41,-37,-54,-42,-42,-39,-61,-53,-51,NaN,NaN,NaN,-58,-73,-70,NaN,NaN,10
-52,-34,-44,-39,-49,-43,-43,-38,-58,-53,-51,NaN,-66,NaN,-61,NaN,NaN,NaN,NaN,10
-50,-36,NaN,NaN,-56,-42,-41,-37,-58,-52,-57,-47,-67,NaN,-57,NaN,NaN,NaN,-61,10
-51,-34,NaN,-37,-55,-41,-41,-39,-58,-51,-56,-46,-61,NaN,-56,-73,-67,NaN,-64,10
-51,-34,-68,-36,NaN,-41,-40,-37,-59,-51,-51,-47,-64,NaN,-57,NaN,-68,NaN,-59,10
-53,-35,-43,-53,-59,-42,NaN,-39,-60,-52,-57,-45,-62,NaN,-65,NaN,NaN,NaN,NaN,10
-53,-35,-44,-35,-54,-47,-42,-40,-62,-51,-52,-45,-60,NaN,NaN,NaN,NaN,-74,NaN,10
-50,-39,-45,-35,-56,-41,-61,-39,-55,-53,NaN,-44,-60,NaN,NaN,-75,-70,-77,-60,10
-51,-35,-42,-35,NaN,-42,NaN,-39,-61,-52,-54,-54,NaN,NaN,-59,NaN,-67,-75,NaN,10
-50,-37,-44,NaN,-62,-42,-43,-39,NaN,-53,NaN,-51,-65,NaN,-58,-75,-65,NaN,-59,10
-52,-40,-47,-35,NaN,-43,-46,-40,-56,-53,-53,-49,-64,NaN,NaN,NaN,NaN,NaN,-60,10
-51,-40,-47,-34,-63,-43,-39,-39,-56,-52,-51,-50,-63,NaN,-59,NaN,-65,NaN,-62,10
-52,-41,-50,-39,-60,-42,NaN,-40,NaN,-44,-56,-49,NaN,NaN,-57,NaN,-65,NaN,NaN,10
-53,-37,-47,-35,NaN,-42,-40,-40,-57,-54,-57,-48,-69,NaN,NaN,NaN,-67,-72,NaN,10
-50,-38,-47,-34,-59,-42,-40,-39,-61,-55,-55,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10
-52,-37,-49,-34,NaN,-42,-44,-42,-57,-52,-52,-45,-68,NaN,-62,NaN,NaN,NaN,NaN,10
-51,-39,-50,-34,-61,-42,-37,-43,-61,-53,-52,-49,-65,NaN,-58,NaN,-64,-75,NaN,10
-50,-39,NaN,NaN,-59,-43,-39,-38,-61,-44,-52,-55,-64,NaN,NaN,NaN,-65,NaN,NaN,10
-52,-36,-43,-36,-55,-43,NaN,-44,-61,-46,-54,-47,-66,NaN,-56,-71,NaN,-74,-61,10
-52,-38,-46,NaN,-57,-42,-42,-39,-70,-54,-53,-65,-62,NaN,NaN,NaN,-66,NaN,NaN,10
-53,-36,-43,-36,-52,-41,-42,-37,-60,-51,-52,NaN,-62,-75,-58,NaN,-65,NaN,NaN,10
-52,-37,-48,-35,NaN,-41,-40,-39,-58,-50,-53,-45,-60,NaN,NaN,NaN,NaN,NaN,NaN,10
-51,-37,-47,-36,-60,-42,-41,-35,-60,-51,-52,-46,-60,NaN,-56,NaN,-59,NaN,-63,10
-53,-36,NaN,-34,-58,-42,-39,-41,-58,-49,-53,-46,-64,NaN,-58,NaN,-64,NaN,NaN,10
-46,-36,-45,-34,-59,-42,-46,-40,NaN,-54,-52,NaN,-66,-71,NaN,NaN,-65,NaN,-64,10
-52,-41,-49,-33,-62,-42,-39,-40,-58,-53,-50,-47,NaN,NaN,-57,NaN,-64,-75,NaN,10
-51,-39,-49,-33,-57,-41,-38,-40,-55,-51,-52,-45,-69,NaN,-57,NaN,-65,-72,-59,10
-54,-34,-42,-32,-53,-42,-42,-82,-56,-49,-53,-45,-65,-65,-59,NaN,-65,NaN,-60,10
-55,-37,-45,-37,-58,-42,NaN,-40,-58,-50,-51,NaN,-66,NaN,-57,-73,-67,NaN,NaN,10
-52,-35,-44,-35,NaN,-43,-56,-39,-59,-52,-54,-45,-69,-66,-69,NaN,NaN,NaN,NaN,10
-53,-32,-46,-33,-58,-43,-39,-46,-63,-50,-53,-48,-63,-67,-61,NaN,-64,NaN,NaN,10
-53,-34,-44,-36,-57,-43,-43,-46,-61,-47,-51,-50,-69,-71,NaN,NaN,-67,NaN,NaN,10
-54,-34,-46,-36,NaN,-43,-41,-40,-56,-49,-52,NaN,NaN,-71,-58,-71,NaN,NaN,NaN,10
-50,-42,-43,-35,-58,-39,-43,-40,NaN,-51,-50,-47,-64,NaN,-57,NaN,NaN,NaN,NaN,10
-51,-36,-45,-36,-57,-42,NaN,-38,-63,-51,-53,-51,NaN,-68,NaN,NaN,-67,NaN,-56,10
-53,-34,-43,-36,-57,-41,-42,-40,-60,-57,-51,-42,-71,NaN,NaN,-75,-67,NaN,-58,10
-51,-35,-44,NaN,-57,-41,-47,-39,NaN,-54,-53,-47,-60,NaN,-57,NaN,-58,NaN,-60,10
-53,-36,-58,-37,-58,-41,-42,-40,NaN,-53,-54,-47,-58,-69,NaN,NaN,NaN,NaN,NaN,10
-52,-35,-44,-36,-57,-41,NaN,-39,-58,-54,-52,-45,-59,-69,-71,-71,-67,-75,-61,10
-52,-35,-44,-36,NaN,-41,-40,-39,-58,-54,-51,-45,-60,-68,-58,-74,NaN,-74,-58,10
-51,-35,-45,NaN,-55,-41,-41,-39,-59,-52,-54,-48,NaN,NaN,NaN,NaN,-66,-76,-62,10
-52,-36,NaN,-37,-55,-42,-41,-40,-56,-52,-53,-48,-59,NaN,-57,-75,-69,NaN,-64,10
-50,-37,-44,-36,-56,-41,-40,-39,-58,-54,-52,-49,-58,NaN,NaN,NaN,-66,NaN,-57,10
-52,-35,-44,-36,NaN,-41,-41,-38,-61,-53,-53,-46,NaN,NaN,-57,NaN,NaN,NaN,-63,10
-50,-34,-43,-36,-55,-41,-40,-38,-55,-54,-52,-47,NaN,-70,NaN,NaN,-67,-75,-63,10
-52,-35,-44,-35,-57,-41,-40,-39,-58,-55,-53,-46,-68,-71,-57,NaN,-67,-74,-60,10
-51,-71,-44,-36,-56,-41,NaN,-39,-61,-54,-52,-47,NaN,NaN,NaN,-75,-67,NaN,-60,10
-51,-34,-45,-36,-58,-40,-41,-38,-57,-53,-52,NaN,-68,-71,-57,NaN,-67,NaN,NaN,10
-53,-35,-43,NaN,-56,-41,-40,-39,-58,-53,-53,-47,-66,-70,-57,NaN,NaN,-73,-61,10
-51,-34,-43,-36,-55,-41,-41,-38,-58,-52,-53,-46,-66,NaN,-57,NaN,-67,NaN,-61,10
-53,-32,-42,NaN,NaN,-41,-39,-40,NaN,-52,-54,-47,-58,-72,-58,NaN,NaN,NaN,-70,10
-53,-32,-43,-37,-56,-41,-39,-39,-58,-53,NaN,-46,NaN,-71,-56,-74,-64,NaN,-58,10
-58,-33,-42,-36,-57,-41,-40,-39,-58,-53,-52,-46,-59,-69,-57,-76,-65,-74,-60,10
-51,-36,-43,-35,NaN,-41,NaN,-38,-70,-53,-56,-48,-60,NaN,-64,NaN,-67,-75,-61,10
-51,-33,-44,-36,-61,-41,-40,-40,-61,-53,-85,-46,NaN,NaN,-57,-73,-66,NaN,-61,10
-53,-34,-43,-39,NaN,-42,-44,-50,-59,-52,-52,-45,-59,NaN,NaN,-76,-66,NaN,-62,10
-58,-38,-44,-35,-64,-41,-40,-39,-58,-52,-52,-45,-66,-72,-56,-74,-70,NaN,-61,10
-51,-36,-42,-33,-53,-42,-40,-40,-59,-53,-51,-47,-65,NaN,-57,-72,-68,NaN,-60,10
-52,-35,-44,-35,NaN,-41,-41,-38,-59,-53,-52,-47,-65,NaN,-56,NaN,-66,NaN,-61,10
-50,-40,-44,-36,-53,-42,-41,-40,-59,-54,-54,-47,-63,NaN,-55,NaN,NaN,NaN,-62,10
-51,-37,-42,-36,-54,-40,-42,-39,-62,-53,-53,-46,-65,-70,NaN,NaN,-68,NaN,NaN,10
-53,-36,-43,-36,NaN,-42,-41,-39,-61,-53,-53,-48,-66,-70,-58,-73,-69,-74,-59,10
-51,-38,-44,-35,NaN,-42,-39,-38,-58,-54,-52,-47,-70,-69,NaN,NaN,-68,NaN,-61,10
-53,-38,-43,-36,-53,-41,NaN,-44,-64,-54,-53,-46,-59,-69,NaN,NaN,-68,-75,-58,10
-50,-38,-43,-36,NaN,-41,-40,-49,-59,-53,-53,-46,NaN,NaN,-56,NaN,-68,NaN,NaN,10
-49,-39,-43,-36,-55,-42,-39,-42,-60,-54,-52,-47,-58,-71,-57,-75,NaN,NaN,NaN,10
-53,-36,-44,-35,-57,-41,-91,-42,-59,-52,-52,-47,-58,NaN,-57,NaN,-68,-75,NaN,10
-50,-40,-43,-34,NaN,-41,-40,-42,-60,-53,-49,NaN,NaN,-70,NaN,-74,-61,-76,-64,10
-52,-39,-45,-40,-57,-42,-42,-41,NaN,-53,-52,-48,-60,NaN,-58,NaN,-67,NaN,-57,10
-53,-42,-44,-35,-57,-41,-41,-42,-59,-53,-54,-46,-60,NaN,-59,NaN,-67,-80,-57,10
-51,-36,-45,-33,-54,-41,-42,-41,-60,-53,-52,-48,NaN,-70,NaN,NaN,-67,NaN,-62,10
-50,-39,-48,-36,-56,-42,-45,-53,-58,-53,-53,-47,NaN,-70,NaN,-74,-68,NaN,NaN,10
-51,-42,-44,-40,-57,-42,NaN,-39,-58,-54,-54,-46,-64,NaN,-59,NaN,-70,-76,-60,10
-53,-37,-45,-38,-57,-41,-40,-40,-58,-54,-53,NaN,NaN,NaN,NaN,NaN,-62,NaN,NaN,10
-53,-32,-43,-35,NaN,-43,-39,-42,-61,-51,-55,-43,NaN,NaN,-57,NaN,-65,NaN,NaN,10
-51,-35,-46,-35,NaN,-43,-40,-44,-59,-53,-53,NaN,NaN,-70,-56,-77,-62,NaN,NaN,10
-51,-51,-69,-43,-59,-52,-43,-46,-62,-50,-45,-41,-64,NaN,-57,NaN,-64,NaN,NaN,11
-51,-44,-51,-42,-66,-49,NaN,-64,-60,-48,-45,-42,NaN,NaN,NaN,-73,-64,NaN,-59,11
-50,-42,-55,-42,-67,-50,-39,-45,-59,-48,-46,-43,-74,-68,-57,-76,NaN,-74,-59,11
-51,-45,-53,-41,-70,-49,NaN,NaN,-61,-49,-45,-42,NaN,-67,-60,NaN,-66,NaN,-71,11
-51,-42,NaN,-43,NaN,-50,NaN,-46,-58,-49,-46,-43,NaN,NaN,NaN,NaN,-64,NaN,-64,11
