04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-55,-63,-31,-54,-41,-44,-59,-46,-67,-45,-69,-58,-56,NaN,-72,-67,-63,-74,NaN,NaN,8
-55,-64,-31,-54,-42,-46,-56,-46,-65,-45,-75,-59,-56,NaN,NaN,-68,-63,-73,NaN,NaN,8
-50,-67,-28,-57,-42,-45,-53,-47,-68,-45,-75,-58,-54,NaN,-72,-67,-61,-73,-86,NaN,8
-55,-64,-31,-57,-41,-44,-54,-47,-68,-45,-70,-58,-54,-75,-75,-68,-64,-74,-86,NaN,8
-55,-63,-32,-57,-41,-44,-59,-50,-66,-47,-70,-57,-54,-75,-75,-68,-60,-65,-86,NaN,8
-55,-64,-31,-57,-42,-47,-54,-46,-66,-44,NaN,-57,-56,NaN,-75,NaN,-63,-74,-86,NaN,8
-55,-64,-31,-56,-41,-46,-54,-47,-66,-45,NaN,-75,-54,-75,-75,NaN,-63,-73,-85,NaN,8
-55,-63,-32,-57,-42,-46,-53,-47,-66,-46,-75,-56,-55,-77,-75,NaN,NaN,-75,-86,NaN,8
-55,-64,-32,-57,-42,-45,-53,-47,-68,-45,-73,-56,-55,-77,NaN,-67,-61,-81,-86,-85,8
-50,-64,-32,-57,-42,-46,-54,-47,-68,-46,-69,-59,-54,-77,-74,-67,-69,-81,-84,-85,8
-60,-64,-68,-57,-42,-46,-54,-47,-67,-45,-68,-58,-55,-77,-74,-67,-63,-68,-84,NaN,8
-55,-60,-62,-56,-41,-45,-54,-44,-67,-45,-68,-58,-54,-77,NaN,-67,-63,-72,NaN,NaN,8
-55,-63,-30,-57,-42,-46,-53,-47,-66,-45,-74,-57,-55,-75,NaN,NaN,-64,-72,-85,NaN,8
-55,-64,-31,-56,-42,-44,-53,-46,-67,-45,-74,-57,-55,-75,-75,NaN,-64,-74,-84,NaN,8
-50,-64,-31,-56,-41,-47,-54,-47,-66,-46,-75,NaN,-54,-75,-75,-67,-64,-74,-82,NaN,8
-55,-64,-31,-56,-42,-46,-53,-46,-66,-46,-75,-58,-54,-74,-76,-69,-64,-73,-82,NaN,8
-56,-63,-31,-58,-42,-47,-55,-46,-64,-45,-71,-55,-54,-75,-75,-69,-69,-73,-83,NaN,8
-50,-63,-31,-56,-42,-46,-54,-47,-65,-46,-71,-55,-53,-76,-74,NaN,-69,-74,-83,NaN,8
-56,-64,-31,-57,-43,-47,-55,-47,-70,-45,NaN,-57,-54,-68,-74,-68,-62,-75,NaN,NaN,8
-56,-63,-31,-56,-42,-47,-54,-46,-68,-43,-75,-57,-53,-68,-76,-67,-62,-74,NaN,-84,8
-56,-63,-32,-56,-42,-46,-54,-46,-65,-46,-75,-56,-54,NaN,-76,-65,-63,-74,NaN,-84,8
-57,-64,-32,-57,-41,-45,-50,-47,-65,-46,-76,-56,-54,NaN,NaN,-65,-63,-74,NaN,NaN,8
-56,-64,-31,-57,-42,-45,-53,-47,-64,-46,-72,-56,-55,NaN,-78,-67,-63,-75,NaN,NaN,8
-56,-64,-31,-56,-42,-46,-54,-47,-64,-45,-75,-58,-54,-66,-77,-69,-63,-75,NaN,NaN,8
-56,-64,-31,-60,-41,-47,-60,-47,-66,-45,-75,-57,-55,-66,-72,-68,-64,-74,-85,NaN,8
-56,-64,-30,-54,-42,-46,-53,-47,-64,-44,NaN,-57,-55,NaN,-76,-67,-63,-67,-85,NaN,8
-57,-64,-32,-56,-42,-46,-54,-47,-63,-46,NaN,-57,-54,NaN,-76,-67,-63,-75,NaN,NaN,8
-56,-64,-32,-58,-42,-44,-53,-47,-65,-45,-75,-59,-55,NaN,NaN,NaN,-63,-75,NaN,NaN,8
-49,-64,-31,-57,-42,-46,-53,-47,-66,-44,-75,-56,-54,NaN,-76,-68,-63,-74,-85,-86,8
-56,-64,-32,-57,-43,-46,-53,-47,-66,-46,-75,-57,-54,NaN,-76,-68,-69,-75,-85,-86,8
-57,-63,-31,-58,-42,-46,-53,-46,-67,-45,NaN,-57,-54,NaN,-77,-68,-63,-75,NaN,NaN,8
-57,-63,-31,-56,-41,-44,-54,-47,-66,-45,-71,-57,-54,-75,-70,-68,-61,-75,NaN,NaN,8
-57,-64,-31,-54,-43,-47,-57,-91,-66,-45,-71,-57,-54,-75,-70,-68,-61,NaN,NaN,NaN,8
-49,-64,-67,-57,-41,-46,-54,-47,-67,-45,-75,-57,-54,NaN,NaN,-68,-63,NaN,NaN,NaN,8
-56,-64,-31,-56,-41,-46,-53,-47,-66,-48,-75,-56,-57,-78,-72,-67,-64,-74,NaN,NaN,8
-56,-64,-31,-57,-42,-44,-53,-47,-65,-45,-75,-56,-54,-76,-72,-67,-64,-74,-80,NaN,8
-52,-64,-32,-58,-43,-45,-54,-47,-65,-45,NaN,-56,-54,-76,NaN,-67,-63,-74,-80,NaN,8
-56,-64,-32,-58,-44,-45,-53,-47,-68,-46,NaN,-58,-54,NaN,NaN,-68,-68,-74,NaN,NaN,8
-56,-63,-32,-55,-42,-46,-52,-47,-65,-44,NaN,-57,-54,NaN,NaN,-68,-68,-70,NaN,NaN,8
-55,-64,-31,-57,-43,-47,-52,-50,-65,-46,NaN,-59,-54,NaN,NaN,-67,-65,-75,NaN,NaN,8
-49,-62,-31,-57,-43,-46,-51,-47,-66,-45,-72,-59,-56,NaN,-71,-67,-64,-76,NaN,NaN,8
-48,-62,-31,-55,-40,-46,-56,-45,-65,-48,-72,-57,-53,NaN,-70,-68,-63,-74,NaN,NaN,8
-49,-64,-31,-56,-43,-45,-52,-45,-67,-46,NaN,-58,-53,NaN,-70,-68,-65,-74,NaN,NaN,8
-55,-63,-31,-57,-43,-46,-54,-47,-66,-44,NaN,-57,-54,NaN,-70,NaN,-65,-73,NaN,NaN,8
-52,-63,-32,-54,-42,-46,-53,-47,-66,-45,-70,-56,-54,-78,NaN,-68,-63,-62,NaN,NaN,8
-51,-58,-39,-54,-44,-53,-52,-44,-64,-45,-67,-66,-58,-74,-73,-72,-69,-70,-81,NaN,9
-50,-58,-39,-54,-42,-54,-53,-44,-66,-46,-67,-66,-60,NaN,-73,-72,-69,-70,-81,NaN,9
-51,-60,-33,-54,-47,-51,-51,-43,-64,-44,-67,-67,-60,NaN,NaN,-64,-69,NaN,NaN,NaN,9
-51,-60,-35,-57,-48,-53,-52,-43,-61,-43,-67,-65,-59,NaN,NaN,-64,NaN,-77,NaN,NaN,9
-49,-60,-31,-52,-43,-51,-55,-43,-63,-38,NaN,-73,-57,NaN,NaN,NaN,-69,-77,NaN,NaN,9
-52,-60,-34,-56,-48,-49,-55,-42,-64,-44,NaN,-73,-60,NaN,NaN,NaN,-71,-75,NaN,NaN,9
-51,-60,-34,-45,-47,-50,-56,-43,-64,-44,-66,NaN,-58,-70,NaN,-64,-70,-75,NaN,NaN,9
-50,-59,-33,-54,-46,-49,-54,-43,-64,-45,-66,-75,-58,-70,-71,-65,-71,-76,NaN,NaN,9
-52,-59,-33,-55,-46,-50,-54,-40,-65,-46,-66,-73,-58,NaN,-71,-65,-71,-76,-80,NaN,9
-49,-59,-33,-54,-46,-51,-54,-43,-65,-44,-67,-73,-60,NaN,NaN,NaN,NaN,-75,-81,NaN,9
-52,NaN,-33,-55,-46,-51,-55,-43,-64,-46,-66,NaN,-59,-67,NaN,NaN,-70,-75,-80,NaN,9
-53,-60,-34,-56,-46,-49,-52,-41,-63,-45,-65,NaN,-59,-67,NaN,-64,-68,-75,-80,NaN,9
-52,-59,-34,-61,-46,-51,-53,-43,-63,-46,-65,NaN,-58,-70,NaN,-65,-67,NaN,NaN,NaN,9
-53,-59,-33,-56,-46,-50,-52,-43,-64,-45,-66,NaN,-58,-70,NaN,-64,-68,-75,NaN,NaN,9
-53,-59,-33,-57,-47,-51,-53,-43,-61,-46,-66,NaN,-58,-70,-71,-64,-69,-75,-75,NaN,9
-50,-57,-33,-45,-46,-49,-52,-44,-71,-41,-67,-75,-56,-68,-71,NaN,-69,-71,-69,NaN,9
-54,-60,-34,-55,-46,-54,-61,-43,-70,-47,-68,-76,-61,-69,-71,-63,-69,-71,-82,NaN,9
-52,-60,-34,-54,-46,-51,-55,-42,-63,-45,-68,-75,-59,-69,-72,-63,-68,-75,-81,NaN,9
-52,-61,-35,-54,-46,-49,-55,-43,-63,-67,-68,-74,-59,-71,-72,-64,-68,-75,-75,NaN,9
-52,-60,-33,-55,-46,-51,-54,-43,-62,-43,NaN,-74,-57,-72,-74,-64,NaN,-75,-81,-86,9
-51,-60,-33,-52,-46,-49,-54,-43,-64,-45,NaN,-75,-59,-71,-71,NaN,-67,-75,-81,-86,9
-52,-60,-33,-55,-47,-54,-59,-43,-73,-45,-64,-75,-58,-71,-71,NaN,-68,NaN,NaN,NaN,9
-53,-60,-32,-53,-46,-51,-52,-43,-63,-44,-64,NaN,-59,-70,-70,-64,-68,-75,-82,NaN,9
-53,-61,-34,-55,-47,-51,-52,-42,-62,-43,NaN,NaN,-58,-70,-70,-63,-68,-75,-82,NaN,9
-54,-61,-34,-55,-47,-51,-54,-43,-63,-44,-63,NaN,-58,-71,-72,-65,-69,-75,-82,-84,9
-51,-60,-33,-55,-45,-52,-54,-42,-64,-44,-63,NaN,-58,-72,-72,-64,-69,-75,-81,-84,9
-53,-60,-34,-56,-45,-48,-53,-43,-60,-44,NaN,-73,-57,-70,-73,-64,NaN,-75,-81,NaN,9
-53,-60,-33,-48,-45,-50,-56,-41,-60,-44,-72,-75,-58,-70,-73,-64,-68,-74,-82,NaN,9
-51,-60,-34,-54,-46,-49,-53,-40,-65,-44,-72,-74,-61,-72,-73,-64,-68,-74,-82,NaN,9
-52,-60,-34,-54,-44,-49,-56,-42,-63,-44,-70,-74,-60,-72,-67,-64,NaN,-75,NaN,-83,9
-51,-60,-34,-55,-44,-51,-55,-82,-64,-46,-70,-75,-60,-72,-67,-64,-68,-74,-76,-83,9
-51,NaN,-34,-55,-45,-48,-52,-82,-63,-44,-68,-75,-60,-72,NaN,-64,-67,-76,-76,NaN,9
-52,-59,-33,-55,-46,-51,-53,-42,-63,-44,-68,-75,-59,-71,-70,-64,-67,-75,-75,-82,9
-51,-61,-33,-53,-46,-48,-53,-42,-68,-42,-68,-75,-59,-71,-70,-63,-67,-76,-82,-82,9
-52,-60,-33,-56,-46,-50,-54,-41,-61,-44,-67,NaN,-59,-70,-70,-63,-67,-76,-81,-81,9
-53,-61,-33,-56,-45,-51,-55,-42,-72,-43,-67,NaN,-58,-73,-70,NaN,-67,-76,-81,-81,9
-52,-61,-33,-57,-43,-48,-53,-42,-62,-41,-72,-77,-60,-70,-70,-64,-71,-75,-80,NaN,9
-52,-61,-33,-54,-44,-50,-53,-40,-64,-42,-69,-74,-60,-70,-74,-69,-66,-74,-79,-85,9
-51,-61,-33,-46,-44,-53,-50,-44,-65,-44,-65,-74,-61,-66,-72,-65,-68,-69,-81,-85,9
-52,-58,-34,-54,-47,-49,-51,-42,-64,-45,-65,-66,-61,-69,-70,-65,-68,-68,-67,NaN,9
-51,-61,-34,-54,-46,-49,-52,-42,-64,-44,-65,-66,-60,-69,-71,-65,NaN,-73,-67,NaN,9
-52,-59,-34,-53,-49,-48,-57,-43,-69,-44,-64,-76,-59,-71,-70,-65,-68,-78,NaN,NaN,9
-51,-61,-34,-55,-45,-51,-55,-42,-69,-45,-71,-68,-59,-74,-70,NaN,-68,-76,-79,-85,9
-51,-58,-31,-55,-44,-49,-51,-42,-66,-46,-64,-70,NaN,-71,-68,-64,NaN,-76,-79,-85,9
-49,-59,-32,-55,-44,-50,-54,-43,-67,-45,-65,-69,-58,-69,-68,-61,-71,-76,-81,NaN,9
-50,-60,-36,-46,-45,-50,-53,-44,-64,-46,-65,-69,-58,-70,-71,-64,-71,-76,-81,NaN,9
-51,-60,-34,-56,-47,-50,-53,-44,-62,-43,-64,NaN,-58,-72,-69,-64,-67,-75,-81,NaN,9
-51,-59,-33,-46,-46,-52,-55,-42,-65,-43,-64,-69,-56,-72,-72,-65,-67,-74,-80,NaN,9
-51,-59,-34,-54,-45,-51,-53,-42,-65,-43,-64,-69,-57,-68,-72,-65,NaN,-75,-71,-85,9
-49,-58,-34,-55,-44,-51,-52,-43,-60,-46,-70,-71,-59,-71,-70,-65,-69,-74,-71,-79,9
-46,-58,-31,-47,-46,-56,-56,-43,-59,-46,-70,-65,-59,-73,-70,-65,-69,-78,NaN,-79,9
-51,-58,-34,-53,-43,-51,-53,-42,-60,-42,-68,-65,-60,-69,-70,-64,NaN,-75,NaN,NaN,9
-51,-58,-34,-56,-43,-51,-55,-42,-62,-45,-69,-71,-59,-71,-70,-64,NaN,-76,NaN,-80,9
-48,-59,-34,-52,-44,-51,-54,-42,-63,-43,-69,-71,-61,-71,-70,-64,-67,-76,-80,-82,9
-49,-61,-34,-57,-46,-50,-53,-43,-65,-45,-64,-70,-57,-73,-70,-64,-66,-76,-80,-82,9
-56,-59,-32,-56,-44,-51,-56,-42,-65,-44,-65,-70,-57,-73,-68,-64,-66,-70,-80,NaN,9
-53,-59,-39,-58,-47,-56,-49,-44,-64,-46,-65,-70,-60,-76,-71,-64,-63,-75,-81,NaN,9
-49,-59,-33,-54,-46,-51,-58,-44,-64,-64,-65,-70,-60,-76,-67,-64,-62,-75,-81,NaN,9
-51,-60,-34,-57,-47,-51,-54,-43,-70,-45,-68,NaN,-58,-71,-68,-64,-66,-77,-82,NaN,9
-51,-60,-34,-56,-46,-51,-56,-42,-63,-45,-70,-63,-58,-70,-71,-64,-69,-75,-81,-85,9
-52,-61,-34,-45,-45,-51,-54,-41,-62,-45,-63,-71,-59,-70,-71,-61,-69,-74,-82,-85,9
-52,-61,-34,-64,-45,-51,-53,-41,-60,-45,-68,-72,-55,-70,NaN,-64,-66,-77,-81,NaN,9
-52,-61,-34,-46,-45,-51,-53,-41,-60,-44,-68,-71,-55,-69,-67,-64,-66,-77,-81,NaN,9
-52,-61,-34,-56,-45,-49,-52,-42,-64,-45,NaN,-72,-57,-69,-67,NaN,NaN,-73,-81,NaN,9
-51,-62,-34,-53,-45,-49,-54,-42,-61,-45,-66,-69,-57,-69,-72,-64,NaN,-75,-81,NaN,9
-54,-59,-34,-55,-46,-49,-56,-42,-58,-44,-60,-69,-58,-69,-72,-64,-61,-69,-80,NaN,9
-53,-61,-32,-55,-45,-51,-56,-42,-64,-44,-69,NaN,-58,-70,-70,NaN,-71,-73,-80,-83,9
-52,-60,-34,-56,-44,-51,-84,-42,-63,-45,-71,NaN,-58,-69,-70,-64,-67,-76,-80,-83,9
-52,-60,-33,-46,-45,-49,-55,-42,-61,-44,-71,-71,NaN,-69,-73,-64,-67,-76,-80,-84,9
-53,-60,-34,-55,-46,-52,-55,-42,-63,-43,-71,-71,-57,-69,-70,-63,NaN,-75,-82,-84,9
-53,-60,-33,-57,-45,-48,-55,-41,-58,-45,-59,NaN,-56,-70,-71,-58,-63,-75,-82,NaN,9
-51,NaN,-33,-56,-49,-56,-63,-44,-64,-44,-59,-59,-60,-72,-71,-70,-63,-74,NaN,NaN,9
-52,-65,-36,-55,-45,-50,-50,-44,-70,-44,-70,-65,-64,-76,-71,-72,-67,-78,-80,-85,9
-53,-63,-34,-54,-51,-51,-54,-44,-69,-41,-69,-66,-63,-76,-68,-64,-69,-77,-80,-85,9
-54,-62,-32,-54,-47,-50,-54,-44,-72,-63,-74,-66,-58,NaN,-68,-66,-67,-74,-80,NaN,9
-52,-61,-32,-54,-48,-49,-50,-44,-70,-67,-72,-68,-59,NaN,-69,-66,-67,-74,NaN,NaN,9
-52,-61,-34,-48,-45,-51,-51,-44,-67,-41,-72,-68,-60,-72,-69,NaN,-64,-77,-79,NaN,9
-52,-61,-33,-53,-45,-50,-50,-44,-69,-41,-70,NaN,-60,-72,NaN,-63,-68,-77,-79,NaN,9
-55,NaN,-34,-54,-48,-48,-52,-43,-66,-41,-70,-63,NaN,-77,-68,-65,-68,-71,NaN,-84,9
-54,-62,-34,-54,-47,-49,-52,-42,-69,-43,-74,-63,-58,-75,-67,-65,-65,-77,-77,-84,9
-50,-55,-31,-62,-58,-66,-42,-46,-62,-45,-72,-56,-57,-67,-72,NaN,-67,-69,NaN,NaN,10
-48,NaN,-30,-59,-46,-56,-43,-50,-68,-44,-72,-60,-57,-68,-71,NaN,NaN,-69,NaN,NaN,10
-48,-55,-30,-58,-47,-56,-42,-46,-67,-45,NaN,-55,-58,-68,-72,-69,-63,-70,-76,-78,10
-51,-53,-30,-52,-47,-56,-43,-49,-65,-45,NaN,-58,-57,-69,-72,-68,-63,-68,-76,-78,10
-53,-54,-30,-57,-50,-53,-53,-48,-68,-46,-74,-59,-57,-68,-70,-68,NaN,-63,-76,NaN,10
-51,-53,-31,-58,-51,-53,-43,-48,-66,-44,-66,-54,-56,-68,-71,-69,NaN,-68,NaN,NaN,10
-55,-54,-30,-49,-64,-55,-43,-48,-66,-45,-66,-57,-57,-69,-71,-69,NaN,-67,NaN,NaN,10
-54,-53,-32,-59,-50,-53,-43,-48,-68,-45,-66,-59,-56,-69,-69,NaN,-65,-67,-76,NaN,10
-56,-53,-30,-58,-51,-55,-43,-37,-68,-45,-66,-59,-56,NaN,-69,-69,-66,NaN,-76,NaN,10
-53,-53,-79,-48,-49,-55,-43,-37,-68,-45,-66,-58,-56,-68,-71,-68,-66,-68,-76,NaN,10
-52,-53,-30,-60,-52,-55,-43,-48,-67,-43,-66,-57,-58,-68,-64,-69,-72,-68,-76,-81,10
-53,-53,-30,-49,-53,-53,-42,-47,-67,-44,-65,-58,-55,-51,-64,-69,-64,-70,-76,-81,10
-52,-52,-30,-62,-54,-55,-54,-51,-65,-49,-69,-56,-55,-71,NaN,-69,-74,-68,NaN,NaN,10
-48,-54,NaN,-58,-51,-53,-41,-47,-71,-46,-67,-56,-54,-71,-66,-69,-72,-68,-76,-81,10
-49,-54,-30,-49,-54,-51,-53,-46,-68,-40,-65,-57,-54,-68,-69,NaN,-64,-68,-76,-81,10
-48,-54,-31,-50,-54,-53,-43,-47,-66,-42,-71,-58,-54,-68,-62,-68,-64,-68,-76,-79,10
-49,-54,-31,-58,-53,-53,-41,-47,-69,-42,-66,-56,-54,-67,-62,-68,-66,-63,-76,-79,10
-49,-55,-31,-58,-53,-54,-43,-47,-69,-42,-50,-56,-56,-67,NaN,-69,-64,-68,-76,-79,10
-49,-55,-31,-58,-55,-52,-52,-47,-72,-42,-50,-56,-56,NaN,-69,-68,-64,-68,NaN,-80,10
-50,-55,-33,-50,-58,-53,-57,-49,-67,-42,-67,-57,-56,NaN,-69,-69,NaN,-68,-76,-80,10
-49,-55,-31,-59,-52,-53,-43,-47,-67,-42,-66,-57,-57,-68,-69,-69,-66,-75,-76,NaN,10
-48,-55,-30,-56,-55,-53,-43,-47,-68,-43,-72,-57,-57,-68,-68,-80,-63,-75,NaN,NaN,10
-49,-55,-31,-59,-56,-53,-43,-49,-67,-43,-70,-57,-56,-68,-68,-68,-65,-68,-77,NaN,10
-49,-55,-31,-59,-64,-54,-43,-48,-67,-42,-68,-58,-57,-64,-67,-68,-65,-68,-77,NaN,10
-49,-55,-31,-57,-54,-53,-43,-48,-67,-45,-70,-57,-55,-67,-69,NaN,-65,-69,NaN,NaN,10
-50,-54,-57,-50,-56,-52,-43,-48,-67,-43,-70,-56,-55,-67,-69,NaN,NaN,-69,NaN,NaN,10
-53,-55,-31,-57,-53,-52,-43,-48,-66,-42,-75,-56,-55,NaN,NaN,NaN,NaN,-68,NaN,NaN,10
-49,-55,-31,-57,-49,-52,-42,-48,-67,-42,-75,-56,-56,-68,NaN,-70,-64,-68,NaN,NaN,10
-48,-54,-31,-57,-53,-51,-43,-47,-68,-43,-75,-56,-55,-71,-71,-77,-65,-69,NaN,NaN,10
-48,-54,-29,-49,-53,-52,-55,-47,-67,-42,-78,-56,-57,-71,-71,-68,-65,-69,NaN,NaN,10
-48,-55,-30,-58,-53,-52,-54,-47,-67,-42,-70,-57,-56,-68,-68,-78,NaN,-68,NaN,NaN,10
-53,-55,-30,-58,-53,-50,-43,-48,-67,-42,-70,-57,-57,-68,-75,-78,NaN,-68,NaN,NaN,10
-48,-55,-33,-50,-53,-52,-42,-42,-66,-42,NaN,-58,-56,NaN,-75,-69,-64,-66,NaN,NaN,10
-55,-54,-30,-58,-51,-57,-43,-47,-67,-43,NaN,-56,-55,NaN,-67,-69,-64,-68,NaN,NaN,10
-49,-55,-32,-60,-53,-51,-42,-46,-67,-44,-74,-56,-57,-69,-67,-80,-63,-68,-76,NaN,10
-50,-54,-31,-61,-54,-55,-43,-52,-71,-44,-74,-55,-57,-69,NaN,-69,-63,NaN,-65,NaN,10
-49,-55,-31,-57,-53,-52,-43,-47,-66,-42,-74,-56,-56,NaN,-71,-69,-71,-68,-72,NaN,10
-56,-54,-57,-48,-53,-54,-43,-48,-73,-43,-64,-56,-56,NaN,-71,-69,-71,-70,-72,NaN,10
-48,-54,-30,-48,-53,-54,-43,-49,-69,-42,-64,-56,-58,NaN,NaN,NaN,-64,-69,-76,NaN,10
-48,-56,-31,-50,-52,-52,-42,-47,-66,-42,-65,-56,-56,-70,NaN,-70,-60,-69,-76,NaN,10
-48,-55,-31,-58,-52,-52,-43,-47,-70,-45,-70,-57,-54,-70,-72,-70,-60,NaN,-72,NaN,10
-47,-54,-31,-58,-53,-54,-54,-48,-76,-42,-70,-56,-55,NaN,-72,-80,-64,-63,-76,-79,10
-48,-54,-31,-59,-52,-53,-43,-47,-68,-42,NaN,-56,-55,-69,-72,-69,-65,-69,-76,-79,10
-53,-54,-30,-58,-51,-52,-43,-47,-69,-43,-69,-57,-56,-69,-73,-69,-65,-69,-76,NaN,10
-48,-54,-31,-58,-51,-55,-42,-48,-64,-42,-69,-56,-56,NaN,-77,-69,NaN,-69,NaN,NaN,10
-49,-54,-30,-58,-52,-53,-43,-48,-68,-44,-66,-57,-55,NaN,-71,-68,-66,-69,NaN,NaN,10
-47,-54,-31,-48,-52,-53,-42,-46,-66,-42,-65,-58,-55,-68,-72,-68,-66,-65,-76,-80,10
-56,-54,-31,-58,-52,-55,-43,-48,-66,-78,-70,-57,-56,-69,-73,-78,-72,-65,-76,-80,10
-47,-51,-31,-56,-56,-53,-42,-48,-72,-43,-70,-57,-56,-68,-73,-69,-72,-69,-76,NaN,10
-48,-54,-31,-59,-53,-55,-42,-47,-74,-43,-70,-57,-56,-68,-73,-68,-64,-69,-75,-79,10
-48,-54,-57,-51,-52,-53,-43,-48,-66,-42,-70,-84,-56,-68,-73,-68,-64,-69,-75,-79,10
-48,-54,-31,-58,-53,-53,-44,-47,-68,-44,-71,-52,-61,-70,NaN,-67,-65,-68,-77,NaN,10
-51,-54,-30,-60,-51,-55,-44,-48,-68,-44,-68,-52,-57,-68,-71,-67,-65,-69,-76,NaN,10
-54,-54,-31,-60,-51,-53,-54,-48,-69,NaN,-68,-57,-56,-68,-71,-69,-65,-68,-76,NaN,10
-54,-53,-30,-48,NaN,-55,-43,-47,-69,-45,-68,-57,-56,-68,-71,-68,-63,-69,-76,NaN,10
-55,-53,-30,-59,NaN,-53,-43,-47,-68,-44,-72,-56,-55,-67,-71,-68,-63,-69,-76,NaN,10
-47,-53,-31,-60,-53,-53,-43,-47,-78,-43,-72,-56,-55,-68,NaN,-69,NaN,-68,-76,-77,10
-47,-54,-30,-58,-53,-54,-43,-48,-70,-45,-70,-57,-56,-69,-76,-69,NaN,-68,-77,-77,10
-53,-54,-30,-58,-53,-51,-44,-46,-70,-43,-73,-55,-56,-69,-76,NaN,-64,-70,-77,NaN,10
-49,-53,-31,-48,-54,-53,-43,-47,-65,-44,-73,-57,-57,-69,-71,-68,-64,-67,-76,-84,10
-48,-53,-30,-58,-54,-56,-43,-47,-65,-58,NaN,-56,-55,-69,-70,-77,-64,-67,-77,-84,10
-52,-54,-31,-59,-52,-53,-43,-49,-65,-46,-72,-56,-57,-67,-70,-68,-68,-69,-77,NaN,10
-50,-53,-31,-63,-55,-54,-42,-46,-66,-45,-72,-59,-59,-68,NaN,-70,-68,-69,-76,NaN,10
-50,-54,-73,-58,-57,-52,-43,-51,-67,-46,NaN,-56,-59,-71,NaN,-68,-66,-69,-76,NaN,10
-53,-54,-31,-58,-53,-53,-43,-49,-65,-45,-74,-58,-58,-68,-72,-69,-66,-69,-76,-78,10
-47,-53,-30,-59,-54,-54,-43,-79,-65,-46,-74,-58,-57,-68,-68,-78,-71,-68,-77,-78,10
-48,-53,-30,-59,-54,-53,-42,-79,-67,-46,-73,-59,-57,-72,-71,-70,-65,-63,-66,-81,10
-47,-55,-31,-58,-53,-53,-43,-49,-66,-46,-73,-58,-57,-68,-71,-79,-65,-68,-72,-72,10
-49,-55,-30,-58,-54,-55,-43,-48,-71,-46,-73,-59,-56,-69,-71,-69,NaN,-68,-76,-72,10
-48,-54,-31,-58,-53,-53,-43,-48,-67,-46,-72,-59,-56,-64,-71,-69,NaN,-68,-76,NaN,10
-49,-54,-30,-58,-54,-54,-43,-49,-66,-49,-72,-59,-57,-68,-71,-69,-66,-68,NaN,NaN,10
-49,-55,-31,-59,-54,-54,-43,-48,-66,-47,-74,-57,-56,-68,-70,-69,-73,-67,-75,NaN,10
-48,-54,-31,-57,-53,-52,-43,-49,-66,-48,-74,-56,-56,-68,-68,-69,-73,-68,-77,NaN,10
-51,-54,-30,-58,-51,-55,-42,-48,-75,-46,NaN,-57,-57,-69,-71,-69,-65,-67,-76,NaN,10
-49,-54,-31,-59,-52,-53,-43,-49,-66,-46,NaN,-59,-57,-69,-71,-68,-64,-69,-76,-78,10
-54,-54,-34,-60,-51,-54,-43,-49,-70,-46,NaN,-60,-57,NaN,-72,-69,-71,-69,-76,-78,10
-48,-54,-31,-60,-48,-52,-42,-47,-71,-44,NaN,-55,-60,-70,-72,-69,-71,-69,-76,NaN,10
-48,-54,-31,-59,-51,-52,-43,-48,-68,-45,-66,-58,-55,-70,NaN,-67,-72,-68,NaN,-81,10
-49,-54,-31,-60,-52,-54,-42,-48,-74,-45,-66,-54,-55,NaN,-65,-67,-65,-68,-77,-81,10
-53,-54,-30,-60,-50,-54,-43,-47,-70,-45,-64,-60,-58,-69,-65,-69,-63,-68,-77,-73,10
-49,-53,-32,-46,-46,-56,-52,-42,-59,-46,-68,-47,-53,-71,-72,-61,-60,-74,-83,NaN,11
-50,-56,-33,-45,-52,-55,-49,-40,-59,-48,-68,-48,-54,-71,-72,-72,-70,-74,-83,NaN,11
-48,-54,-33,-46,-50,-57,-50,-40,-59,-45,NaN,-49,-54,NaN,-72,-73,-71,-73,NaN,NaN,11
-48,-53,-35,-46,-52,-55,-48,-39,-58,-45,NaN,-48,-53,NaN,-72,-73,-71,-74,NaN,NaN,11
-47,-53,-34,-46,-51,-55,-49,-40,-59,-47,-62,-47,-53,-64,-72,-74,NaN,-74,NaN,NaN,11
-50,-53,-33,-46,-49,-57,-53,-40,-60,-44,-63,-47,-53,-64,-73,-72,-61,NaN,NaN,NaN,11
