04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-48,-54,-32,-46,-49,-55,-49,-40,-59,-47,-63,-47,-53,-74,-72,-72,-60,NaN,NaN,-82,11
-49,-54,-33,-46,-51,-57,-49,-40,-55,-48,-64,-47,-51,-69,-72,-72,-60,-70,NaN,-82,11
-48,-53,-33,-45,-52,-57,-49,-40,-58,-47,-65,-48,-52,-74,-77,-72,-58,-70,NaN,NaN,11
-49,-53,-33,-45,-50,-57,-49,-43,-67,-47,-65,-48,-52,-74,-77,NaN,-58,-72,NaN,NaN,11
-47,-54,-33,-46,-50,-58,-54,-40,-56,-45,-69,-45,-52,NaN,NaN,-73,-60,-73,NaN,-81,11
-48,-53,-33,-45,-50,-59,-50,-41,-57,-47,-66,-51,-58,NaN,NaN,-73,-69,NaN,NaN,NaN,11
-47,-53,-33,-46,-50,-56,-53,-40,-57,-47,-66,-48,-54,NaN,NaN,NaN,-70,-71,-84,NaN,11
-48,-54,-33,-46,-52,-56,-49,-39,-57,-46,-65,-51,-53,-72,-71,-72,-59,-73,-82,NaN,11
-48,-53,-33,-46,-51,-59,-49,-82,-58,-46,-65,-47,-54,-73,-65,-72,-60,-71,-79,NaN,11
-48,-53,-32,-46,-60,-57,-54,-40,-56,-47,-65,-48,-53,-75,-65,-73,-61,-72,-83,-80,11
-49,-53,-33,-44,-51,-58,-50,-40,-58,-46,-64,-48,-53,-75,-63,-73,-61,-72,-83,-80,11
-51,-53,-33,-45,-51,-56,-50,-43,-58,-47,-63,-48,-58,NaN,-65,-72,-61,-72,NaN,NaN,11
-50,-53,-33,-46,-50,-57,-53,-39,-57,-47,-63,-48,-52,NaN,-67,-72,-71,-71,NaN,NaN,11
-50,-55,-33,-46,-49,-54,-50,-39,-56,-71,NaN,-48,-53,-74,-67,-71,-60,-72,-81,NaN,11
-50,-54,-33,-46,-52,-58,-52,-39,-57,-71,-63,-48,-53,-74,-72,-72,-61,-72,-81,NaN,11
-54,-54,-33,-46,-51,-57,-53,-40,-58,-47,-63,-52,-53,NaN,-72,-72,-61,-72,NaN,NaN,11
-49,-54,-33,-46,-51,-60,-49,-40,-56,-47,NaN,-49,-52,NaN,-73,-74,-60,-72,-82,NaN,11
-48,-54,-33,-46,-51,-59,-49,-39,-51,-47,-62,-47,-51,NaN,-73,-78,-56,-72,-82,NaN,11
-49,-55,-33,-46,-50,-57,-53,-39,-58,-45,-62,-48,-53,NaN,-64,-73,-63,NaN,-82,NaN,11
-49,-54,-33,-46,-50,-60,-54,-39,-81,-47,NaN,-47,-53,NaN,-64,-71,-62,NaN,-82,NaN,11
-51,-55,-33,-46,-49,-59,-49,-39,-81,-47,NaN,-48,-59,-72,-68,-72,-60,-75,NaN,NaN,11
-50,-55,-33,-46,-50,-57,-49,-40,-59,-46,-63,-48,-53,-72,-68,-75,-61,-71,NaN,NaN,11
-50,-54,-33,-46,-49,-59,-49,-39,-67,-46,-63,-48,-54,-72,-66,-73,-59,-73,-83,-80,11
-50,-54,-33,-46,-50,-57,-53,-40,-58,-47,-64,-48,-53,-72,-66,-74,-59,-73,-83,-80,11
-47,-58,-33,-46,-50,-57,-49,-40,-57,-47,-64,-48,-52,-72,NaN,-76,NaN,-72,NaN,NaN,11
-46,-53,-33,-46,-48,-58,-51,-41,-59,-43,-64,-48,-53,NaN,-71,-75,-60,-73,NaN,-81,11
-51,-54,-33,-46,-49,-58,-48,-39,-59,-47,-65,-48,-54,-79,-71,-73,-65,-78,-81,-81,11
-49,-54,-33,-46,-52,-54,-49,-39,-63,-46,-65,-48,-53,-75,-71,-73,-61,-72,-83,-80,11
-50,-53,-33,-46,-52,-58,-48,-39,-56,-47,-62,-48,-53,-75,-71,-74,-62,-72,-83,-80,11
-50,-54,-33,-46,-58,-55,-50,-40,-57,-47,-63,-48,-53,NaN,-71,-72,-62,NaN,NaN,NaN,11
-51,-54,-33,-45,-52,-58,-49,-40,-59,-46,-63,-48,-54,NaN,NaN,-72,-62,NaN,NaN,NaN,11
-50,-53,-33,-46,-52,-55,-50,-39,-57,-46,-60,-48,-54,NaN,NaN,-71,-62,NaN,NaN,NaN,11
-51,-53,-33,-46,-50,-56,-48,-39,-57,-47,-66,-48,-52,NaN,-74,-71,-60,-73,NaN,-80,11
-54,-54,-33,-46,-49,-58,-50,-39,-57,-47,-66,-48,-53,NaN,-71,-70,-60,-71,-78,-80,11
-48,-55,-33,-46,-49,-57,-48,-40,-57,-48,NaN,-48,-51,-69,-71,NaN,-60,-73,NaN,NaN,11
-50,-55,-32,-46,-47,-54,-49,-41,-57,-52,NaN,-80,-51,-69,-71,NaN,-53,-73,NaN,NaN,11
-49,-54,-33,-46,-47,-57,-54,-39,-57,-44,NaN,-49,-53,NaN,-71,-73,-53,NaN,NaN,NaN,11
-49,-56,-33,-46,NaN,-57,-49,-40,-57,-44,NaN,-48,-59,NaN,-73,-73,NaN,-72,NaN,NaN,11
-49,-53,-31,-46,-49,-56,-49,-40,-56,-49,-63,-49,-59,NaN,-73,NaN,NaN,-72,NaN,NaN,11
-49,-55,-33,-46,-49,-57,-49,-40,-57,-48,-63,-48,-52,-70,-73,NaN,-70,-72,-83,NaN,11
-47,-56,-33,-47,-48,-56,-49,-39,-54,-49,-64,-48,-52,-70,-71,NaN,-56,NaN,-83,-83,11
-52,-55,-32,-46,-48,-57,-55,-39,-58,-49,-64,-52,-52,-70,-72,NaN,-61,NaN,-83,-83,11
-53,-55,-33,-45,-50,-58,-49,-44,-57,-48,-64,-48,-53,NaN,-73,NaN,-65,NaN,NaN,NaN,11
-49,-55,-32,-45,-47,-61,-51,-39,-58,-50,NaN,-48,-53,NaN,-73,-73,-65,NaN,NaN,NaN,11
-49,-55,-32,-46,-48,-56,-49,-39,-56,-49,-63,-48,-52,NaN,-71,-80,-72,NaN,NaN,NaN,11
-52,-55,-32,-46,-49,-58,-49,-41,-56,-48,-63,-48,-52,NaN,-71,-80,-61,NaN,NaN,NaN,11
-51,-55,-33,-46,-49,-57,-49,-40,-57,-48,NaN,-48,NaN,NaN,-71,NaN,-61,NaN,NaN,NaN,11
-51,-51,-33,-46,-46,-57,-49,-40,-57,-47,NaN,-51,-51,-71,-73,NaN,-61,-72,-81,NaN,11
-50,-51,-32,-46,-48,-57,-50,-40,-57,-47,-63,-49,-51,-71,-73,-76,-72,-72,-81,NaN,11
-51,-55,-33,-46,-46,-57,-50,-40,-57,-47,-63,-49,-52,NaN,-68,-71,-60,-72,NaN,NaN,11
-52,-54,-32,-46,-47,-57,-49,-40,-58,-46,-64,-48,-57,NaN,-68,-71,-60,-72,NaN,NaN,11
-50,-54,-33,-45,-50,-54,-54,-39,-57,-48,-64,-84,-52,NaN,NaN,-80,NaN,-72,NaN,NaN,11
-51,-54,-32,-45,-72,-57,-49,-40,-57,-46,-64,-49,-53,NaN,-63,-80,NaN,-72,NaN,NaN,11
-49,-54,-33,-46,-50,-57,-50,-41,-56,-45,NaN,-50,-53,-74,-64,-78,NaN,NaN,NaN,NaN,11
-49,-54,-79,-47,-49,-57,-49,-40,-49,-72,-64,-48,-53,-71,-64,-72,-62,-73,NaN,NaN,11
-51,-54,-33,-47,-49,-57,-50,-39,-57,-48,-64,-48,-53,-71,-64,-71,-62,-73,NaN,NaN,11
-49,-56,-32,-46,-48,-56,-55,-39,-56,-47,NaN,-48,-52,-74,NaN,-71,-72,NaN,NaN,NaN,11
-53,-55,-33,-46,-47,-56,-50,-39,-56,-48,-65,-48,-52,-74,NaN,NaN,-72,NaN,NaN,NaN,11
-51,-53,-32,-46,-47,-57,-54,-43,-61,-49,-65,-47,-52,NaN,-63,NaN,NaN,NaN,NaN,NaN,11
-49,-55,-32,-46,-48,-55,-49,-40,-57,-48,-64,-48,-52,NaN,-64,-73,-63,NaN,NaN,NaN,11
-49,-54,-34,-45,-46,-59,-48,-40,-57,-48,-64,-47,-53,NaN,-64,-74,-71,NaN,NaN,NaN,11
-46,-54,-32,-45,-47,-56,-53,-41,-56,-46,-64,-48,-53,-73,NaN,-73,-70,-73,NaN,NaN,11
-48,-52,-33,-46,-51,-56,-53,-40,-57,-49,NaN,-49,-52,-73,-72,-74,-72,-73,NaN,NaN,11
-48,-53,-33,-46,-50,-56,-53,-41,-57,-49,NaN,-49,-50,NaN,-72,-74,-58,-73,-84,NaN,11
-48,-53,-32,-47,-48,-57,-49,-41,-56,-54,-63,-49,-52,-65,-72,NaN,-72,-73,-84,NaN,11
-47,-53,-32,-46,-48,-57,-48,-42,-56,-54,-63,-49,-52,-65,-72,NaN,-72,-73,NaN,NaN,11
-47,-53,-32,-46,-51,-57,-48,-40,-57,-55,-62,-52,-52,NaN,NaN,NaN,-62,NaN,NaN,NaN,11
-46,-53,-32,-47,-51,-56,-49,-41,-56,-49,-63,-49,-53,NaN,NaN,-73,-57,-73,NaN,NaN,11
-47,-50,-32,-46,-52,-57,-48,-40,-56,-51,-63,-49,-53,NaN,NaN,-73,-62,-73,NaN,NaN,11
-47,-53,-32,-46,-51,-54,-49,-40,-56,-52,-63,-49,-51,NaN,-66,-74,-61,-73,NaN,NaN,11
-46,-53,-32,-46,-52,-56,-48,-40,-56,-54,-63,-52,-51,NaN,-66,-74,-61,NaN,NaN,NaN,11
-46,-52,-33,-46,-52,-51,-49,-42,-55,-50,NaN,-50,-55,-69,-71,NaN,-62,-72,NaN,NaN,11
-48,-52,-31,-46,-50,-56,-49,-41,-57,-49,-64,-49,-53,-72,-67,-73,-62,-71,-83,-78,11
-47,-52,-33,-46,-48,-56,-50,-41,-55,-50,-63,-48,-51,-71,-69,-74,-72,-73,-83,-78,11
-34,-44,-47,-47,-47,-70,-55,-37,-63,-42,-61,-49,-56,-70,-69,-66,-54,-66,-79,NaN,12
-35,-43,-50,-56,-46,-70,-47,-38,-63,-44,-61,-48,-54,-71,-64,-64,NaN,-66,-79,NaN,12
-37,-44,-46,-57,-49,NaN,-52,-38,-61,-75,NaN,-50,-50,-67,-68,-64,-57,-66,-81,NaN,12
-35,-44,-44,-58,-46,-68,-47,-38,-65,-45,-64,-48,-52,-67,-68,NaN,-57,-68,-81,NaN,12
-36,-44,-44,-57,-46,-63,-47,-38,-64,-43,-64,-48,-53,NaN,NaN,NaN,-57,-67,NaN,-79,12
-37,-44,-44,-52,-45,-66,-48,-38,-61,-40,-61,-49,-53,-69,-68,NaN,-57,-69,NaN,-79,12
-37,-44,-44,-56,-45,-66,-47,-38,-61,-41,-61,-49,-53,-67,-68,NaN,-57,-67,NaN,NaN,12
-34,-44,-43,-54,-43,-66,-57,-38,-61,-42,-61,-50,-54,-68,-68,-64,-57,-67,-78,NaN,12
-35,-44,-44,-53,-44,-66,-47,-38,-63,-42,-60,-55,-53,-67,-68,-64,-57,-68,-73,-75,12
-35,-44,-44,-55,-45,-67,-46,-38,-63,-42,-60,-50,-54,-69,-64,-64,-57,-67,-73,-75,12
-35,-44,-44,-53,-45,-67,-48,-76,-63,-43,NaN,-50,-56,-69,-64,-64,NaN,-67,NaN,NaN,12
-37,-44,-47,-55,-45,-66,-48,-39,-62,-45,-60,-77,-54,-68,-66,-64,NaN,-67,NaN,NaN,12
-35,-44,-76,-55,-45,-66,-47,-38,-63,-43,-64,-48,-54,-64,-66,-64,NaN,-67,-78,NaN,12
-35,-44,-44,-53,-45,-64,-48,-39,-61,-45,-64,-48,-54,-68,-70,-64,NaN,-68,-78,-77,12
-42,-43,-45,-54,-45,-66,-47,-39,-61,-43,-64,-49,-53,-69,-68,-64,NaN,-64,-78,-77,12
-35,-44,-44,-52,-44,-65,-47,-38,-61,-42,-67,-49,-54,-71,-69,-63,-57,-66,-78,NaN,12
-37,-44,-43,-52,-43,-66,-48,-39,-61,-45,-67,-49,-52,-68,-72,-63,-55,-89,-78,NaN,12
-37,-43,-43,-55,-43,-66,-47,-39,-63,-43,-64,-48,-55,-70,-67,NaN,-55,-67,NaN,NaN,12
-36,-43,-43,-53,-44,-65,-47,-38,-62,-43,-64,-48,-53,-69,-69,NaN,-55,-67,-75,NaN,12
-35,-44,-44,-53,-44,-65,-47,-38,-62,-43,NaN,-49,-53,-69,-69,NaN,-56,-67,-77,-81,12
-35,-44,-44,-53,-44,-65,-57,-38,-62,-42,-58,-49,-54,-68,-67,-63,-56,-67,-77,-77,12
-35,-44,-45,-53,-40,-66,-48,-39,-61,-45,-58,-48,-54,-68,-70,-64,-56,-68,-77,-77,12
-35,-39,-44,-56,-44,-66,-47,-36,-61,-42,-56,-56,-54,-68,-67,-64,-57,-67,NaN,NaN,12
-37,-44,-44,-56,-44,-66,-47,-39,-60,-42,-56,-48,-55,-69,-70,-65,-55,-68,NaN,NaN,12
-35,-44,-44,-56,-48,-65,-47,-64,-61,-63,-62,-51,-55,-70,-69,-64,-56,-66,NaN,NaN,12
-36,-44,-43,-53,-44,-65,-48,-39,-58,-42,-62,-49,-55,-70,-62,-65,-59,-68,-78,-80,12
-35,-43,-43,-56,-44,-66,-47,-38,-59,-42,-63,-48,-54,-69,-67,-65,-57,-68,-78,-80,12
-38,-43,-43,-56,-44,-66,-47,-39,-60,-42,-60,-50,-54,-68,-61,-65,-53,-68,-78,-80,12
-38,-44,-43,-56,-44,-63,-46,-39,-60,-42,-61,-48,-52,-70,-61,NaN,-53,-67,-77,-69,12
-35,-44,-43,-52,-45,-64,-47,-38,-59,-43,-65,-48,-54,-68,-61,NaN,NaN,-67,-77,-77,12
-37,NaN,-44,-60,-45,-66,-47,-35,-60,-44,-60,-45,-54,-68,-63,NaN,-59,-68,NaN,-77,12
-35,-43,-44,-54,-44,-65,-47,-38,-60,-44,-61,-56,-55,NaN,-56,NaN,-59,-68,-76,NaN,12
-37,-44,-44,-52,-44,-65,-47,-38,-60,-40,-60,-56,-54,-68,-63,-65,NaN,-66,-76,-78,12
-35,-44,-49,-56,-50,-70,-54,-38,-59,-47,-60,-49,-56,-70,-59,-66,-59,-66,-79,-78,12
-35,-44,-41,-54,-66,-70,-47,-38,-90,-46,-60,-48,-53,-70,-60,-65,-59,-66,-76,NaN,12
-42,-44,-45,-55,-43,-66,-48,-38,-59,-46,NaN,-48,-51,-68,-65,-65,-56,-66,-77,-81,12
-36,-44,-45,-55,-43,-64,-47,-40,-60,-46,NaN,-48,-53,-68,-66,-65,-56,NaN,-76,-81,12
-35,-44,-44,-53,-44,-64,-47,-39,-59,-46,-63,-48,-54,-70,-63,-65,-58,-64,-76,-80,12
-35,-44,-45,-55,-38,NaN,-48,-38,-60,-46,-60,-48,-53,-69,-61,NaN,-88,-71,-77,-77,12
-35,-43,-44,-55,-44,-66,-48,-36,-59,-46,-60,-48,-55,-70,-62,-63,-55,-66,-78,-77,12
-35,-43,-47,-54,-48,-66,-47,-38,-60,-44,-62,-48,-56,-69,-56,-64,-55,-69,-80,NaN,12
-42,-44,-60,-54,-43,NaN,-47,-37,-60,-44,-60,-48,-54,-67,-56,-63,-55,-69,-80,NaN,12
-35,-44,-44,-53,-43,-66,-47,-40,-60,-46,-65,-48,-58,-67,-61,-63,-56,-66,NaN,NaN,12
-35,-44,-45,-54,-42,-66,-42,-38,-60,-45,-65,-49,-56,-70,-58,NaN,-56,-66,-78,NaN,12
-35,-44,-45,-55,-44,-66,-47,-38,-60,-45,-60,-47,-54,-70,-58,-64,-56,-67,-77,-77,12
-37,-44,-44,-52,-43,-66,-47,-35,-60,-44,-61,-48,-56,-70,-60,-64,-56,-69,-75,-77,12
-35,-44,-44,-55,-44,-66,-48,-37,-59,-44,-61,-47,-55,-70,-61,NaN,-55,-67,-77,-73,12
-35,-44,-45,-54,-44,-65,-44,-38,-60,-45,-61,-48,-56,-69,-60,-68,-55,-68,-75,-73,12
-35,-44,-45,-54,-44,-65,-48,-40,-59,-75,-61,-49,-55,-69,-61,-63,-58,-67,-77,-71,12
-35,-43,-46,-53,-48,NaN,-47,-38,-60,-44,-60,-48,-53,-70,-60,-64,-55,-69,-78,-71,12
-35,-44,-45,-55,-44,-65,-47,-38,-60,-45,-60,-48,-53,-68,-58,-64,-56,-68,-77,-75,12
-35,-44,-45,-55,-44,-65,-47,-39,-60,-44,-61,-48,-54,-69,-66,-58,-55,-68,-77,-75,12
-34,-44,-44,-54,-44,-66,-48,-39,-60,-47,-61,-49,-55,-71,-60,-58,-55,-68,-76,NaN,12
-35,-43,-44,-52,-43,-64,-48,-78,-87,-46,-63,-48,-54,-67,-67,NaN,-57,-69,-74,NaN,12
-37,-43,-44,-50,-44,-66,-48,-38,-59,-44,-59,-48,-54,-68,-67,NaN,-55,-70,-74,NaN,12
-37,-43,-45,-55,-43,-66,-44,-37,-59,-45,-60,-45,-52,-68,NaN,NaN,-58,-67,-77,-89,12
-35,-44,-44,-54,-44,-65,-48,-37,-63,-46,-60,-48,-52,-69,-60,-64,-56,-68,-78,-89,12
-35,-43,-44,-54,-44,-65,-47,-40,-60,-90,-64,-48,-54,-69,-63,-64,-56,-69,-77,-77,12
-35,-44,-75,-54,-44,-65,-47,-40,-59,-47,-64,-48,-55,-68,-62,NaN,-56,-68,-77,-77,12
-35,-43,-44,-51,-43,-65,-48,-38,-61,-47,-61,-48,-55,-69,-59,-64,-56,-69,-79,-70,12
-35,-43,-44,-53,-42,-64,-48,-38,-61,-47,-61,-50,-52,-71,-59,-64,-56,-69,-79,-70,12
-36,-43,-43,-55,-45,-64,-47,-38,-61,-45,NaN,-48,-56,-71,-61,NaN,NaN,-71,NaN,NaN,12
-36,-41,-45,-55,-44,-77,-49,-37,-59,-45,-66,-47,-56,-69,-62,-63,-57,-67,-77,NaN,12
-38,-44,-46,-55,-44,-77,-50,-38,-63,-43,-66,-47,-53,-71,-59,-65,-57,-69,-72,NaN,12
-35,-43,-49,-55,-44,-63,-46,-38,-59,-59,-60,-57,-55,-68,-59,-65,NaN,-71,-72,NaN,12
-35,-43,-45,-56,-44,-66,-55,-38,-61,-44,-60,-92,-54,-68,-61,NaN,-58,-68,-82,NaN,12
-35,-43,-75,-50,-49,-64,-47,-38,-61,-45,-64,-47,-54,-69,-66,NaN,-58,-69,-82,NaN,12
-36,-39,-45,-42,-44,-64,-47,-40,-59,-45,-61,-49,-56,-70,-68,NaN,-56,-69,-76,NaN,12
-35,-43,-46,-58,-47,-60,-57,-39,-61,-44,-89,-48,-55,-69,-68,-64,-56,-68,-75,-75,12
-37,-43,-43,-55,-42,-64,-44,-38,-60,-44,-89,-59,-54,-68,-68,-64,-56,-71,-77,-72,12
-34,-43,-45,-52,-42,-64,-47,-38,-60,-46,NaN,-47,-54,-68,-58,-64,-56,-71,-77,-72,12
-35,-44,-42,-51,-44,-64,-48,-34,-60,-45,-60,-47,-57,-67,-57,-65,-57,-66,NaN,NaN,12
-35,-43,-45,-51,-44,-66,-47,-38,-59,-44,-60,-91,-88,-69,-67,-89,-57,-69,-77,NaN,12
-35,-44,-44,-53,-44,-65,-48,-61,-60,-45,NaN,-47,-58,-69,-59,-89,-56,-70,-78,NaN,12
-35,-43,-44,-55,-44,-65,-46,-39,-58,-44,NaN,-48,-55,-66,-68,-60,-56,-66,-78,NaN,12
-35,-43,-45,-55,-45,NaN,-48,-38,-60,-44,NaN,-55,-55,-68,-67,-60,-56,-68,-75,-76,12
-35,-44,-45,-54,-45,-63,-47,-44,-60,-44,-59,-55,-56,-68,-66,-64,-54,-69,-76,-77,12
-32,-43,-44,-54,-43,-63,-48,-38,-58,-44,-59,-48,-57,-68,-66,-65,-55,-69,-77,-77,12
-35,-41,-44,-54,-43,-63,-48,-37,-60,-45,NaN,-55,-53,-67,-67,-64,-55,-68,-77,NaN,12
-34,-42,-45,-54,-44,-64,-47,-38,-61,-46,-62,-48,-54,-68,-67,-64,-55,-68,-70,NaN,12
-44,-57,-38,-66,-51,-68,-53,-36,-54,-46,-67,-44,-44,-61,-59,-69,-57,-66,-74,NaN,13
-45,-58,-38,-60,-49,NaN,-47,-36,-52,-68,-58,-45,-45,-66,-63,-69,-58,-74,NaN,-76,13
-44,-61,-42,-52,-48,-66,-49,-38,-53,-45,-57,-46,-46,-65,-66,-69,-58,-73,NaN,-77,13
-44,-58,-44,-52,-50,-66,-49,-38,-51,-47,-59,-46,-46,-65,-62,-66,-59,-75,NaN,-77,13
-45,-58,-41,-61,-49,-68,-49,-36,-52,-47,-59,-46,-47,-66,-62,-66,-61,-73,NaN,NaN,13
-45,-61,-42,-64,-49,-67,-50,-38,-52,-45,-58,-46,-47,-69,-65,-68,-61,-73,NaN,NaN,13
-43,-49,-42,-61,-44,-67,-54,-40,-53,-52,-59,-46,-45,-66,-64,-68,NaN,-70,NaN,-76,13
-43,-60,-42,-62,-46,-67,-49,-36,-79,-50,-71,-46,-46,-65,-62,-66,NaN,-73,NaN,-76,13
-43,-61,-45,-61,-48,-67,-49,-37,-52,-50,-57,-46,-46,-65,-61,-66,NaN,-72,-66,NaN,13
-43,-64,-44,-61,-48,-68,-50,-37,-52,-48,-59,-46,-47,-66,-64,NaN,NaN,-74,-66,NaN,13
-44,-61,-43,-60,-50,-67,-50,-36,-51,-47,-60,-46,-48,-66,-64,NaN,NaN,-74,NaN,NaN,13
-42,-60,-40,-60,-50,-68,-50,-37,-51,-50,-61,-46,-47,-65,-63,-68,-58,-74,-76,NaN,13
-44,-63,-41,-51,-49,-68,-49,-37,-54,-46,-61,-46,-47,-66,-63,-68,-58,NaN,-76,NaN,13
-44,-63,-42,-62,-52,NaN,-49,-38,-52,-52,NaN,-45,-48,-65,-63,-69,NaN,-73,NaN,NaN,13
-43,-63,-40,-59,-48,-67,-50,-37,-51,-43,-58,-46,-49,-68,-63,-68,-58,-74,-72,-73,13
-43,-59,-42,-59,-48,-69,-49,-75,-51,-43,-60,-46,-54,-68,-62,-68,-57,-72,-72,-73,13
-43,-58,-42,-62,-47,-69,-50,-36,-51,-47,-69,-45,-54,-66,-64,-66,-57,-72,-78,NaN,13
-42,-59,-41,-52,-49,-68,-49,-38,-51,-48,-68,-46,-48,-67,-62,-73,-57,-73,-78,NaN,13
-43,-58,-41,-58,-49,-68,-53,-38,-54,-49,-69,-46,-47,-74,-73,-70,-57,-73,-78,-74,13
-45,-60,-40,-59,-48,-68,-50,-37,-51,-47,-61,-46,-48,-68,-64,-68,-56,-74,-77,-74,13
-44,-60,-41,-58,-49,-67,-50,-37,-51,-47,-59,-46,-47,-67,-66,-70,-56,-73,-78,NaN,13
-44,-61,-41,-58,-49,-69,-50,-34,-51,NaN,-59,-45,-48,-65,-59,-70,-58,-72,-77,-78,13
-45,-59,-41,-52,-48,-68,-51,-37,-51,-48,NaN,-45,-47,-66,-65,-69,-58,-72,-75,-78,13
-42,-59,-43,-52,-49,-68,-50,-37,-52,-50,-68,-46,-47,-65,-60,-68,-57,-72,-77,NaN,13
-45,-59,-44,-53,-48,-66,-65,-37,-51,-46,-62,-77,-46,-61,-61,-68,-59,-74,-78,NaN,13
-44,-59,-43,-55,-49,-66,-50,-38,-52,-48,-63,-44,-47,-65,-60,-69,-58,-71,-78,NaN,13
-43,-61,-38,-60,-49,-68,-50,-38,-51,-51,-61,-45,-46,-67,-61,-67,-56,-72,NaN,-74,13
-44,-59,-41,-58,-48,-68,NaN,-38,-51,-47,-59,-46,-49,-68,-62,-70,-56,-69,NaN,-74,13
-44,-58,-42,-65,-50,-67,-49,-35,-53,-53,-58,-49,-49,-64,-63,-70,-58,-73,-79,NaN,13
-45,-58,-42,-50,-52,-63,-49,-36,-53,-47,-59,-47,-47,-65,-63,NaN,-58,-73,-78,NaN,13
-45,-59,-40,-67,-53,-66,-50,-37,-51,-48,-59,-46,-47,-65,-63,-69,-56,-69,-74,-77,13
-44,-57,-45,-65,-53,-65,-55,-37,-52,-46,-59,-46,-48,-67,-63,-69,-56,-71,-78,-77,13
-46,-57,-42,-58,NaN,-65,-50,-34,-51,-53,-59,-48,-48,-66,-60,-70,-58,-73,-69,-75,13
-46,-61,-43,-50,-52,-65,-52,-37,-51,-52,-61,-47,-44,-66,-64,-69,-58,-73,-81,-76,13
-46,-59,-40,-64,-53,-69,-50,-37,-53,-47,-61,-47,-48,-66,-60,-69,NaN,-74,-79,-76,13
-46,-59,-41,-59,-55,-65,-50,-73,-51,-47,-59,-47,-47,-65,-62,NaN,-56,-73,-67,NaN,13
-45,-57,-42,-61,-56,-65,-49,-37,-51,-45,-59,-47,-47,-65,-66,-67,-56,-72,-76,-76,13
-46,-59,-42,-61,-56,NaN,-51,-36,-69,-47,-59,-47,-47,-65,-64,-71,-56,-72,-76,-76,13
-44,-59,-42,-54,NaN,NaN,-52,-39,-52,-46,-57,-47,-46,-63,-67,-71,-58,-73,-77,NaN,13
-45,-60,-41,-60,-52,-64,-60,-36,-51,-46,-57,-46,-47,-69,-59,NaN,-57,-65,-78,NaN,13
-46,-58,-47,-64,-49,-56,-51,-35,-52,-45,-60,-51,-46,-69,-59,-67,-60,-65,-78,NaN,13
-44,-60,-77,-61,-53,-66,-52,-37,-51,-47,-64,-47,-48,-62,-65,-66,-60,-74,-77,-76,13
-44,-60,-40,-59,-48,-69,-51,-38,-51,-48,-59,-47,-43,-64,-68,-66,-59,-71,-79,-76,13
-43,NaN,-43,-65,-50,-69,-55,-45,-52,-43,-64,-47,-43,-66,-61,-68,-55,-66,-77,NaN,13
-45,-57,-48,-58,-51,NaN,-50,-35,-51,-45,-60,-48,-45,-64,-64,-69,-59,-66,-78,NaN,13
-44,-58,-39,-57,-53,-71,-53,-37,-52,-51,-58,-48,-47,-64,-63,-68,-59,-69,-78,-74,13
-44,-59,-40,-64,-50,-66,-51,-35,-51,-43,-62,-46,-47,-66,-63,-68,-57,-71,-78,-74,13
-45,-59,-40,-58,-53,-64,-56,-37,-52,-45,-59,-47,-45,-65,-64,NaN,-58,-67,-78,NaN,13
-44,-60,-40,-52,-54,-64,-54,-37,-52,-45,-59,-47,-45,-65,-60,NaN,-58,-71,-78,NaN,13
-42,-57,-45,-58,-46,-65,-51,-38,-52,-43,-59,-48,-48,-63,-63,NaN,-57,-73,-80,NaN,13
-43,-57,-37,-54,-52,-65,-50,-36,-51,-45,-59,-48,-46,-63,-60,-69,-64,-70,-76,NaN,13
-44,-60,-47,-60,-51,-63,-51,-37,-53,-43,-61,-48,-45,-64,-60,-69,-58,-69,-76,NaN,13
-44,-61,-43,-66,-51,-64,-46,-37,-52,-48,-62,-47,-47,-64,-64,-69,-57,-71,NaN,NaN,13
-43,-59,-39,-52,-51,-59,-50,-35,-52,-47,-69,-46,-47,-66,-62,-68,-58,-73,-77,-75,13
-44,-58,-50,-58,-47,-61,-48,-37,-51,-48,-59,-47,-47,-66,-64,-68,-57,-73,-77,-75,13
-44,-59,-79,-51,-50,-63,-55,-37,-52,-47,-60,-48,-47,-64,-63,-69,-58,-71,-78,-73,13
-44,-59,-42,-57,-51,-64,-50,-36,-52,-48,-60,-47,-46,-66,-60,-68,-64,-72,-78,-71,13
