04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,06:18:d6:c2:98:24_inonet,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:69:1c:51_evarobot,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:67:ab:cf_evarobot,e8:50:8b:6e:ec:95_Aksins,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:2e_evarobot,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:66:4b:1f:08:23_TeknoTAM,18:28:61:58:78:6a_Dlink_DAP-1360,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:13:0d:9d_EROGLU,1c:87:2c:7e:23:9d_EROGLU-PUB,1c:87:2c:7e:23:9c_EROGLU-PRI,66:9a:be:03:d1:e8_iPhone,08:62:66:03:0f:1a_My ASUS,REF_POINT
-52,-42,-43,-40,-46,-51,-51,-50,-64,-67,-73,NaN,NaN,-75,NaN,NaN,NaN,-67,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-52,-42,-43,-40,-46,-51,-51,-49,-66,-66,NaN,-76,-74,-75,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,-86,NaN,NaN,-82,-80,NaN,NaN,NaN,NaN,2
-52,-40,-43,-42,-46,-50,-50,-53,-66,-66,-68,NaN,NaN,-76,-84,NaN,NaN,NaN,NaN,-74,-75,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-57,-43,-45,-55,-46,-52,-50,-50,-64,NaN,-73,NaN,NaN,NaN,NaN,-85,NaN,-66,NaN,NaN,NaN,-70,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,2
-57,-43,-45,-42,-45,-53,-52,-50,-67,-67,-74,-76,NaN,-75,NaN,NaN,NaN,-66,-74,-73,NaN,-71,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-50,-42,-45,-39,-46,-53,-51,-52,-67,-63,-67,-76,-71,-73,NaN,NaN,-73,-67,-74,NaN,-73,NaN,-86,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-45,-37,-46,-53,-50,-50,-62,-68,-73,-75,-70,-75,NaN,NaN,NaN,-71,NaN,NaN,NaN,-71,-84,-89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-50,-42,-43,-39,-45,-52,-50,-50,-66,-67,-69,NaN,-71,-75,NaN,-85,NaN,-65,-71,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-92,NaN,NaN,2
-51,-42,-45,-39,-45,-53,-50,-50,-67,-67,-69,-71,-71,-73,NaN,NaN,-72,-66,NaN,NaN,-74,-71,-83,NaN,NaN,NaN,NaN,NaN,NaN,-90,NaN,2
-51,-42,-45,-40,-44,-53,-50,-50,-67,-66,-74,NaN,-72,-77,-72,NaN,-74,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-57,-42,-43,-40,-44,-51,-50,-50,-66,-66,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,-72,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-57,-42,-45,-40,-44,-53,NaN,-50,-66,-66,-67,-70,NaN,-73,NaN,NaN,NaN,-66,NaN,-74,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-90,NaN,2
-56,-42,-43,-39,-45,-53,-50,-50,-66,-67,-69,NaN,NaN,-72,NaN,NaN,NaN,-64,-74,NaN,NaN,NaN,NaN,-89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-56,-42,-45,-38,-45,-53,-51,-50,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,-71,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-92,NaN,2
-50,NaN,-45,-39,-46,-54,-52,-52,-66,-66,NaN,NaN,NaN,-77,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,2
-50,-41,-45,-39,-46,-53,-50,-50,-66,-67,-68,NaN,-70,-74,-78,NaN,-69,-65,NaN,-74,NaN,-72,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,2
-50,-41,-45,-41,-46,-53,-50,-50,-64,-67,NaN,-69,-71,-76,NaN,NaN,NaN,-67,-75,NaN,NaN,NaN,-83,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,2
-50,-41,-43,-40,-45,-53,-50,-50,-67,-67,-69,-69,-72,-73,-78,NaN,-73,-68,NaN,NaN,-70,-71,-87,NaN,-82,-85,NaN,NaN,-87,NaN,NaN,2
-50,-41,-45,-41,-45,-53,-50,-50,-60,-66,-69,NaN,-71,-76,-65,-87,-72,-67,NaN,-73,-75,-71,-83,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,2
-58,-42,-45,-41,-45,-44,-50,-50,-66,-65,-69,NaN,NaN,-75,NaN,NaN,NaN,-66,NaN,-73,NaN,-69,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-41,-45,-41,-45,-53,-50,-50,-65,-66,-70,NaN,-72,-75,NaN,NaN,NaN,-68,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-45,-40,-45,-53,-50,-51,-66,NaN,-68,-68,NaN,-75,-67,NaN,NaN,-71,-72,NaN,-74,NaN,NaN,NaN,NaN,-86,NaN,-89,NaN,NaN,NaN,2
-57,-43,-43,-40,-44,-51,-51,-52,-67,-65,NaN,-69,-73,-73,NaN,NaN,NaN,-67,-74,-73,NaN,NaN,-87,NaN,NaN,-66,NaN,NaN,NaN,-87,NaN,2
-51,-43,-45,-42,NaN,-53,-51,-50,-67,-66,-68,-68,NaN,-71,NaN,NaN,-73,-72,NaN,-72,-74,NaN,-80,NaN,-80,-82,NaN,NaN,NaN,-90,NaN,2
-51,-42,-45,-42,-46,-53,NaN,-50,-66,-67,NaN,-68,-71,-81,-77,-86,-73,-67,NaN,-71,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-86,NaN,NaN,2
-54,-42,-42,-42,NaN,-49,-50,-52,-67,NaN,NaN,-68,NaN,-77,NaN,NaN,NaN,-67,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-56,-43,-43,-42,-43,-53,-51,-51,-68,-66,-69,-68,NaN,-70,NaN,NaN,-72,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-90,NaN,2
-52,-43,-42,-42,-44,-50,-52,NaN,-68,NaN,-69,NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,-74,-77,-72,NaN,NaN,NaN,NaN,NaN,NaN,-87,NaN,NaN,2
-56,-43,-45,-41,-44,-53,NaN,-52,-67,-66,NaN,NaN,NaN,-79,NaN,NaN,-65,-72,NaN,NaN,-75,-70,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,2
-52,-43,-42,-41,-46,-49,-50,-50,-67,-67,-69,NaN,NaN,NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-54,-44,-45,-41,-47,NaN,-50,-50,-67,NaN,NaN,NaN,NaN,-74,NaN,NaN,-74,-65,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-43,-44,-41,-46,-52,-50,-51,-67,-66,-68,-67,-72,-79,-77,-83,-74,-67,-72,-74,-74,-72,-84,NaN,-80,NaN,-79,-86,-85,NaN,NaN,2
-52,-43,-45,-41,-46,-41,-50,-49,-66,-66,-66,-69,-71,-77,-79,-87,-73,-67,-73,NaN,-75,-71,NaN,-86,-80,-84,NaN,NaN,-87,-89,NaN,2
-53,-43,-43,-40,-46,-54,-50,-51,-67,NaN,-69,NaN,-71,NaN,-86,NaN,NaN,-71,NaN,NaN,-75,-71,NaN,NaN,-77,NaN,-80,NaN,NaN,NaN,NaN,2
-51,-42,-46,-41,-47,-53,-51,-50,-67,NaN,-69,NaN,-71,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,2
-47,-42,-45,-40,-49,-53,-50,-51,-67,NaN,-68,NaN,-71,-72,-81,NaN,NaN,-71,NaN,NaN,-73,-71,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,2
-50,-42,-45,-42,-53,-53,-50,-50,-68,NaN,-74,-71,-70,-70,-78,NaN,-73,-66,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-56,-42,-45,-40,NaN,NaN,-50,-50,-68,NaN,-68,-69,-72,-71,-77,NaN,-73,-66,NaN,NaN,-72,-71,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,2
-53,-43,-45,-40,-49,-53,-50,-50,-67,-67,-68,-66,-70,-78,-79,NaN,-73,-66,NaN,NaN,NaN,-72,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-54,-43,-45,-39,-46,-53,-50,-50,-67,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,2
-52,-43,-45,-38,-50,-52,NaN,-50,-68,-64,-68,NaN,-72,-74,NaN,NaN,-75,NaN,NaN,-71,NaN,-71,NaN,-86,NaN,NaN,NaN,-88,NaN,NaN,NaN,2
-52,-43,-46,-39,-48,-53,-50,-49,-68,-66,-68,-78,-71,NaN,NaN,NaN,-73,NaN,NaN,-71,NaN,-72,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,2
-52,-43,-45,-40,-52,-53,-51,-86,-67,NaN,NaN,NaN,-72,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-45,-39,-48,-53,-51,-50,-67,NaN,-73,NaN,NaN,-71,NaN,NaN,NaN,-68,-73,NaN,-74,-71,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-56,-42,-45,-39,-49,-51,-51,-82,-68,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-54,-43,-43,-39,-46,-53,-51,-53,-67,-65,-68,-74,-72,-72,-77,-83,-72,NaN,-71,NaN,-74,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,-94,NaN,2
-53,-42,-43,-40,NaN,-53,-51,-50,-67,-63,NaN,NaN,-72,NaN,-78,NaN,-74,-66,-72,-73,-73,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,2
-53,-42,-43,-39,-45,-53,-50,-50,-57,-67,NaN,NaN,-70,-74,-80,NaN,-72,-65,-71,NaN,NaN,NaN,-80,-87,NaN,-83,NaN,NaN,NaN,-89,NaN,2
-54,-43,-43,-44,-46,-53,-52,-51,-65,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-53,-74,-44,-39,-47,-52,-50,-52,-65,NaN,-68,-74,-76,-78,NaN,NaN,NaN,-67,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-43,-45,-39,-45,-53,-51,-51,-66,-66,NaN,NaN,NaN,-73,NaN,NaN,-73,-69,-71,-75,-73,-72,NaN,-87,-76,-84,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-45,-40,-45,-53,-51,-51,-67,NaN,NaN,NaN,NaN,-70,NaN,NaN,-74,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-50,-42,-45,-39,NaN,-53,-50,-50,-65,-66,-67,NaN,-70,-72,NaN,NaN,NaN,NaN,NaN,-72,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-45,-40,-45,-53,-50,-50,-66,-65,-68,NaN,-72,-72,NaN,NaN,NaN,NaN,NaN,-72,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-43,-43,-40,-45,-53,-51,-51,-66,NaN,NaN,-73,NaN,-74,-78,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-43,-43,NaN,-45,-51,-50,-50,-66,-66,NaN,NaN,-73,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-86,NaN,2
-49,-42,-44,-39,-45,-53,-50,-50,-65,-84,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-52,-45,-43,-39,-46,-53,-50,-50,-66,NaN,-69,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-49,-44,-43,-38,-46,-53,-50,NaN,-66,NaN,-73,NaN,NaN,-71,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-52,-44,-45,-39,-45,-52,-50,-49,-66,-65,-68,-72,NaN,-72,-81,NaN,NaN,NaN,NaN,NaN,-69,-71,-85,NaN,NaN,NaN,NaN,NaN,NaN,-88,NaN,2
-52,-42,-44,-39,-45,-52,-50,-50,-54,-64,-69,NaN,-71,-73,NaN,NaN,NaN,-66,-73,NaN,-71,-71,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-44,-38,-47,-53,-49,-50,-66,-67,-67,NaN,NaN,NaN,-83,NaN,-74,-68,NaN,-73,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-52,-45,-44,-39,-47,-53,-50,-52,-66,-65,NaN,-73,-74,-77,-78,NaN,NaN,-67,NaN,NaN,-82,-72,NaN,-86,-82,NaN,-80,NaN,NaN,NaN,NaN,2
-57,-45,-43,-39,-47,-53,-55,-50,-66,-67,-72,NaN,-72,-70,NaN,NaN,NaN,-65,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-56,-43,-44,-39,-45,-53,-50,-52,-66,-64,-71,NaN,-74,-75,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,2
-51,-42,-43,-40,-46,-52,-50,-49,-67,-84,-65,NaN,-71,-71,-81,NaN,-74,-72,-79,-72,-70,NaN,NaN,NaN,-81,NaN,-80,NaN,NaN,-89,NaN,2
-53,-42,-43,-38,-45,-54,-50,-51,-67,NaN,-68,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-91,NaN,2
-67,-30,-44,-37,-70,-52,-51,-48,-62,-58,-56,-67,-70,-66,-69,-82,-69,-66,-81,NaN,-69,-69,NaN,-90,-78,-72,-77,NaN,NaN,NaN,NaN,5
-70,-30,-42,-41,-47,-52,-52,-46,-63,NaN,-57,-70,-70,-62,-70,NaN,-66,-67,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-69,-34,-42,-38,-51,-56,-53,-49,-61,-57,-59,-71,NaN,-65,-73,-82,-67,-69,-64,NaN,-71,-74,-88,NaN,-77,-74,NaN,NaN,NaN,NaN,NaN,5
-67,-33,-43,-41,-49,-56,-54,NaN,-62,NaN,NaN,-68,-67,-65,-73,-81,NaN,NaN,-68,NaN,NaN,-73,NaN,NaN,-76,-74,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-50,-55,-52,-51,-61,-56,-56,-69,-66,-66,-72,NaN,-69,-66,-69,NaN,NaN,-72,NaN,-86,-78,-75,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-41,-50,-56,-52,-49,-62,-56,-55,NaN,NaN,-66,NaN,NaN,NaN,-66,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-43,-42,-50,-55,-51,-50,-62,NaN,NaN,-74,-66,-68,-71,NaN,-69,-66,-67,NaN,NaN,-78,NaN,NaN,-80,-75,NaN,NaN,NaN,NaN,NaN,5
-66,-31,-43,-42,-50,-55,-51,-50,-61,-56,-55,NaN,-67,-67,-72,NaN,NaN,-65,NaN,NaN,-67,-73,NaN,-85,NaN,-74,-78,NaN,NaN,NaN,NaN,5
-68,-31,-43,-42,-50,-56,-52,-55,-61,NaN,-56,NaN,-68,-65,-69,NaN,-69,NaN,-68,NaN,-68,-73,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-42,-65,-55,-52,-50,-61,NaN,NaN,NaN,-68,-65,-58,NaN,NaN,-66,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-66,-32,-42,-42,-51,-52,-52,-50,-61,-56,NaN,NaN,-67,-66,NaN,-83,NaN,NaN,-68,NaN,-71,NaN,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-42,-40,-50,NaN,-52,-54,-61,-69,NaN,NaN,NaN,-66,NaN,NaN,-68,-66,-68,NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-65,-31,-43,-41,-51,-55,-52,-88,-61,-56,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,-78,NaN,NaN,-77,-65,NaN,-87,NaN,NaN,NaN,5
-67,-31,-43,-41,-50,-56,-53,-49,-62,NaN,-55,NaN,NaN,NaN,-73,NaN,-69,NaN,-68,NaN,NaN,-73,NaN,NaN,-80,-76,NaN,NaN,NaN,NaN,NaN,5
-58,-31,-42,-41,NaN,-56,-52,-49,-61,-56,-55,-74,-68,-67,NaN,-84,-67,-65,-69,NaN,-66,-73,NaN,NaN,-77,-75,-86,NaN,NaN,NaN,NaN,5
-69,-32,-43,-41,-48,-56,-52,-49,-62,-56,-54,NaN,-66,-67,NaN,-82,-67,-65,-69,NaN,-68,-74,NaN,NaN,-78,-75,-75,NaN,-88,NaN,NaN,5
-68,-65,-43,NaN,-50,-54,-53,-84,-59,NaN,NaN,-78,NaN,-67,NaN,NaN,NaN,-65,-69,NaN,NaN,-72,NaN,NaN,-79,-89,-77,NaN,NaN,NaN,NaN,5
-68,-31,-42,NaN,-49,-54,-52,-50,-62,NaN,-56,NaN,-68,-67,NaN,NaN,-67,-66,-68,NaN,-67,-72,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-41,-50,-55,-52,-48,-62,NaN,-55,NaN,NaN,-66,NaN,-86,-67,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,5
-68,-30,-43,-41,NaN,-55,-51,-49,-62,-57,-55,-75,-68,-64,-70,-78,-67,-66,-69,-77,-67,-72,NaN,NaN,-79,-75,NaN,NaN,NaN,NaN,NaN,5
-69,-30,-43,-41,-49,-55,-52,-55,-62,-56,-56,-73,-67,-65,-69,NaN,-68,-65,-69,NaN,-66,-73,NaN,NaN,-79,-74,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-42,-49,-54,-52,-50,-62,NaN,-56,-80,-67,-65,NaN,NaN,NaN,-65,-81,-74,NaN,-73,-84,NaN,-78,-75,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-40,-42,-49,-55,NaN,-49,-63,-56,NaN,-65,-68,-65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,-79,-76,NaN,NaN,NaN,NaN,NaN,5
-68,-30,-43,-42,-46,-55,-52,-50,-62,NaN,-55,-68,NaN,-63,-70,-79,-67,NaN,-70,NaN,NaN,-73,-83,-83,NaN,-75,-75,NaN,NaN,NaN,NaN,5
-68,-30,-43,-41,-49,-55,-54,-55,-62,NaN,-56,-68,NaN,-66,-72,NaN,-67,-66,NaN,NaN,NaN,-75,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-66,-30,-43,-41,-49,-55,-51,-49,-63,-56,-55,-67,NaN,-67,NaN,NaN,NaN,NaN,NaN,-80,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-42,-49,-55,-50,-49,-63,NaN,-55,NaN,-67,-65,-71,NaN,NaN,-66,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-43,-41,-47,-55,-51,-50,-62,-70,-57,NaN,-69,-67,-71,-79,NaN,NaN,NaN,NaN,-68,NaN,-80,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-42,-52,-54,-51,-49,-62,-56,-57,-76,NaN,-68,NaN,-83,-69,-66,NaN,-75,NaN,-71,NaN,NaN,-78,NaN,-77,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-50,NaN,-51,-55,-62,-56,NaN,NaN,NaN,-65,NaN,NaN,-68,-66,-68,NaN,-67,-74,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,5
-67,-31,-43,-41,-51,-55,-52,-50,-62,-56,-57,-79,NaN,-65,-67,NaN,-67,-66,-70,NaN,NaN,NaN,-82,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-31,-43,-40,-50,-55,-52,-49,-62,-56,-57,NaN,NaN,-64,NaN,NaN,-68,NaN,-72,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-40,-51,-55,-51,NaN,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-42,-41,-50,-54,-52,-50,-63,-70,NaN,NaN,-67,-66,NaN,NaN,NaN,NaN,NaN,-75,NaN,-74,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-50,-54,-52,-49,-62,NaN,-55,-68,NaN,-67,-72,NaN,-67,NaN,-70,-73,NaN,-73,NaN,NaN,NaN,-75,-74,NaN,NaN,NaN,NaN,5
-66,-31,-43,-42,-50,-54,-52,-55,-62,-58,-55,NaN,NaN,NaN,-71,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-51,-55,-54,-49,-61,-56,-55,-68,-68,-66,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-30,-43,-41,-51,-55,-50,-50,-62,-56,-56,-68,NaN,-66,-65,NaN,-67,-66,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-70,-31,-43,-41,-51,-55,-52,-50,-58,-56,NaN,NaN,NaN,-67,NaN,NaN,-64,NaN,NaN,NaN,-64,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-45,-51,-54,-60,-49,-61,NaN,-56,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,-67,-79,-82,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-43,-41,-51,-55,-51,-49,-62,NaN,-56,NaN,NaN,-64,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-51,-55,-51,-50,-61,-56,-57,NaN,NaN,-66,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-66,-31,-43,-41,-52,-54,-51,-49,-61,-56,NaN,NaN,NaN,-66,NaN,NaN,-68,-66,-68,-72,-67,-74,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-42,-41,-50,-55,-51,-50,-61,-56,-55,-74,-68,-66,-69,NaN,-65,-66,NaN,-72,NaN,-73,-89,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,5
-68,-30,-43,-41,-50,-54,-50,-56,-62,-56,-55,NaN,-69,-65,-69,NaN,NaN,-66,-70,NaN,-67,-71,NaN,NaN,NaN,-74,-88,NaN,NaN,NaN,NaN,5
-69,-45,-44,-41,-51,-55,-51,-50,-62,-56,NaN,-72,-67,-67,-66,NaN,NaN,NaN,-68,-72,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-41,-41,-51,-53,-51,-50,-62,-56,-55,NaN,NaN,NaN,-67,NaN,NaN,-66,NaN,-79,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-65,-30,-43,-41,-51,-55,-54,-50,-62,-56,NaN,NaN,NaN,NaN,NaN,NaN,-64,-66,NaN,-80,NaN,-72,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-43,-42,-50,-55,-51,-55,-62,-55,-55,NaN,NaN,-66,-69,NaN,NaN,-66,NaN,-74,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-42,-41,-52,-54,-52,-50,-62,-56,-56,NaN,NaN,-66,-70,NaN,-66,-67,NaN,-73,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
-67,-30,-42,-41,-51,-54,-52,-50,-62,-56,NaN,NaN,-68,-66,NaN,NaN,NaN,-66,NaN,-73,-68,-79,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-50,-54,-52,-49,-61,-55,-55,NaN,-82,-67,NaN,NaN,-68,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-41,-51,-54,-52,-56,-62,-56,NaN,-87,NaN,-66,-70,NaN,-68,-66,NaN,-75,-67,-87,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,5
-68,-31,-43,-40,-64,-54,-52,-49,-62,-60,NaN,NaN,-67,-67,-70,NaN,NaN,-66,NaN,-74,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
