04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:67:ab:cf_evarobot,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:9e:ab:5c_MMD,18:28:61:13:0d:9d_EROGLU,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-52,-33,-42,-34,-50,-42,-53,-63,-66,-56,NaN,-58,NaN,-69,-69,NaN,NaN,NaN,-59,NaN,NaN,7
-48,-33,-43,-34,NaN,-42,-54,-63,-66,-56,-68,-61,-68,-71,NaN,NaN,NaN,NaN,-59,NaN,NaN,7
-50,-33,-45,-35,NaN,-43,-53,-64,-65,NaN,NaN,NaN,NaN,NaN,-69,NaN,-69,NaN,-59,NaN,NaN,7
-49,-33,-52,-35,-51,-42,NaN,-63,-67,-63,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-50,-33,-41,-34,-51,NaN,-52,-66,-67,-65,-69,-60,NaN,-70,-70,NaN,-68,NaN,-59,NaN,NaN,7
-50,-32,-43,-34,-52,-43,-54,-61,-65,-57,-69,-59,NaN,-70,-74,NaN,-68,NaN,-58,NaN,NaN,7
-49,-33,-44,-34,-52,-42,-53,-64,-57,-57,NaN,-59,NaN,NaN,-68,NaN,-69,NaN,-62,NaN,NaN,7
-49,-68,-46,-34,-51,-42,-52,-65,-66,-58,NaN,-61,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,7
-51,-32,-44,-34,-51,-42,-52,-66,-69,-57,-68,NaN,-72,-65,-76,NaN,-69,NaN,NaN,NaN,NaN,7
-55,-32,-44,-34,-49,-43,-53,NaN,-66,-57,NaN,-60,NaN,NaN,NaN,NaN,NaN,NaN,-57,NaN,NaN,7
-54,-34,-42,-34,-49,-45,-54,-59,-66,-58,NaN,-58,NaN,-69,NaN,NaN,NaN,NaN,-63,NaN,NaN,7
-50,-34,-46,-34,NaN,-46,-54,-59,-66,-58,NaN,-62,NaN,NaN,-73,NaN,-71,NaN,NaN,NaN,NaN,7
-50,-33,-42,-32,-47,-43,-53,-62,-68,-52,-66,-61,NaN,NaN,NaN,NaN,NaN,NaN,-58,NaN,NaN,7
-51,-33,-44,-34,-56,-43,-48,-60,-66,-55,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,-58,NaN,NaN,7
-50,-32,NaN,-32,-50,NaN,-53,-64,-54,-56,-66,NaN,NaN,NaN,-70,-79,-67,NaN,-57,NaN,NaN,7
-51,-32,-42,-34,-51,-42,-52,-62,-67,-56,-72,-59,-67,-71,NaN,-80,-66,NaN,-59,NaN,NaN,7
-50,-32,-42,-32,-55,-43,-53,-63,-66,-56,NaN,NaN,NaN,-72,-73,NaN,-54,NaN,-60,NaN,NaN,7
-50,-32,-42,-33,-51,-42,-52,-61,-66,-59,NaN,NaN,-70,NaN,NaN,-79,NaN,NaN,-61,NaN,NaN,7
-44,-33,-44,-43,-45,-44,-50,-65,-62,-51,NaN,-55,-69,-75,-72,-71,-68,NaN,-52,NaN,NaN,8
-51,-27,-45,-43,-50,-44,-58,-59,-64,-49,-69,-58,NaN,-65,NaN,-70,NaN,NaN,NaN,NaN,NaN,8
-43,-27,-43,-42,-49,-42,-64,-60,-64,-48,NaN,-56,-69,NaN,-70,-69,NaN,NaN,-55,-76,NaN,8
-44,-26,-42,-41,-48,-40,-61,-60,-63,-45,-70,-54,NaN,-62,-67,-69,NaN,-75,-53,-74,-79,8
-48,-26,-42,-43,-48,-40,-65,-62,-63,-45,NaN,-54,NaN,-62,-69,-69,-73,-76,-54,NaN,NaN,8
-45,-26,-43,-42,-52,-40,-57,-68,-57,-45,-73,-54,-68,-62,NaN,-70,-71,NaN,NaN,NaN,NaN,8
-43,-27,-44,-43,-54,-43,-52,-61,-64,-47,-68,-56,NaN,NaN,-70,-70,-69,NaN,-55,NaN,NaN,8
-49,-60,-43,-41,-49,-40,-59,-60,-64,-47,-71,-55,NaN,-62,NaN,-69,NaN,NaN,-54,NaN,NaN,8
-48,-27,-43,-40,-50,-40,-59,-60,-65,-47,-67,-53,NaN,NaN,NaN,-70,-72,NaN,NaN,NaN,NaN,8
-49,-27,-45,-42,-50,-41,-60,-60,-63,NaN,-68,-56,NaN,-62,NaN,-70,NaN,NaN,NaN,NaN,NaN,8
-44,-26,-43,-41,-49,-41,-53,-62,-67,-45,-66,-54,NaN,-61,-64,-63,-68,-78,-54,-73,NaN,8
-45,-26,-43,-42,NaN,-39,-60,-60,-64,-45,-66,-56,NaN,-62,NaN,-68,NaN,NaN,NaN,NaN,NaN,8
-50,-27,-43,-42,NaN,-44,-59,-61,-65,-47,NaN,-55,-65,-63,-66,-62,NaN,-77,-50,NaN,NaN,8
-46,-27,-43,-43,-57,-42,-57,-61,-65,-47,-68,NaN,-66,-63,-67,-70,-69,-78,NaN,NaN,-80,8
-45,-27,-44,-42,-57,-43,-64,-62,-66,-47,-68,-55,NaN,-65,-65,-70,-69,-79,NaN,-72,NaN,8
-44,-25,-44,-41,-47,-42,-59,-59,-63,-47,NaN,-53,-66,-61,-71,-69,-69,NaN,-52,-74,-77,8
-47,-26,-43,-43,NaN,-40,-62,-60,-64,-46,NaN,-54,NaN,-63,-66,-69,NaN,NaN,NaN,NaN,NaN,8
-45,-27,-44,-43,-48,-42,-55,-60,-58,-47,NaN,-55,-67,-62,NaN,-70,NaN,NaN,-53,-75,-80,8
-44,-25,-43,-41,-55,-40,-59,-59,-63,-46,-65,-55,NaN,-62,-66,-70,-70,-76,-54,-74,NaN,8
-48,-26,-43,-43,-50,-41,-61,-60,-65,-48,NaN,-55,NaN,NaN,-65,-65,-66,NaN,-52,NaN,NaN,8
-49,-27,-45,-42,-48,-42,-59,-63,-64,-48,-65,-56,NaN,-62,-67,-69,-70,-78,-53,NaN,NaN,8
-48,-27,-42,-43,-49,-43,-59,-62,-65,-50,-66,-55,-67,-62,-66,-71,NaN,-78,NaN,NaN,NaN,8
-47,-29,-41,-43,-47,-46,-61,-61,-59,-46,NaN,-56,NaN,-66,NaN,NaN,NaN,NaN,-54,NaN,NaN,8
-48,-26,-39,-43,-49,-41,-63,-58,-64,-47,-63,-58,NaN,-65,-65,-68,-67,-75,-54,NaN,-80,8
-50,-28,-45,-41,-48,NaN,-58,-60,-64,-47,-66,-54,NaN,-66,-66,-70,NaN,-79,NaN,NaN,NaN,8
-50,-28,-43,-41,-49,-42,-59,-60,-65,-46,-65,-54,-66,NaN,NaN,-70,-67,NaN,-54,NaN,NaN,8
-47,-28,-45,-41,-49,-42,-56,-61,-64,-47,-66,-55,NaN,-68,-66,-70,NaN,-77,-57,-74,NaN,8
-43,-27,-42,-41,-53,-41,-57,-60,-62,-46,-65,-55,NaN,-64,-66,NaN,NaN,-76,NaN,NaN,NaN,8
-50,-26,-44,-42,-46,-42,-55,-63,-64,-46,NaN,-57,NaN,NaN,NaN,-68,-71,-76,NaN,NaN,NaN,8
-45,-28,-45,-42,-51,-43,-55,-60,-65,-45,-67,NaN,NaN,NaN,NaN,-63,-71,-77,NaN,-75,NaN,8
-47,-28,-45,-42,-50,-40,-47,-59,-65,-46,-65,-56,-67,-64,NaN,NaN,NaN,NaN,-54,NaN,NaN,8
-46,-28,-45,-42,-49,-41,-60,-59,-65,-47,-66,-55,-68,-64,NaN,-69,NaN,NaN,NaN,NaN,NaN,8
-50,-28,-44,-41,-55,-41,-60,-59,-58,-46,NaN,-56,-67,NaN,-67,-70,-73,-78,-54,NaN,NaN,8
-43,-27,-43,-40,-49,-40,-57,-60,-63,NaN,-65,-54,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,8
-48,-27,-43,-41,-48,-40,-56,-58,-63,-46,-65,-55,NaN,-64,-66,NaN,NaN,NaN,-53,NaN,NaN,8
-49,-27,-44,-40,-47,-40,-55,-59,-64,-45,-65,NaN,NaN,NaN,-65,-62,NaN,-69,-50,NaN,NaN,8
-48,-27,-45,-41,-48,-40,-57,-57,-63,-46,-65,-51,-65,NaN,-64,-69,NaN,-77,-53,NaN,NaN,8
-53,-28,NaN,-42,-50,NaN,-59,-60,-65,-46,-67,-55,NaN,-64,-65,-70,-70,-77,NaN,NaN,NaN,8
-49,-28,-46,-42,-50,NaN,-58,-61,-65,-47,NaN,-55,-67,-64,-60,-69,-70,-78,-54,NaN,NaN,8
-45,-29,-44,-43,-49,-41,-58,-59,-64,-47,-66,-55,NaN,-64,-66,-69,-69,-77,-54,NaN,NaN,8
-45,-28,-47,-42,NaN,-41,-59,-59,-65,-47,-66,-56,-67,NaN,-65,-70,NaN,-80,NaN,NaN,NaN,8
-50,-28,-45,-41,-49,-41,-54,-58,-64,-47,-66,-56,-71,-64,-67,-66,NaN,-77,-53,NaN,NaN,8
-50,-27,-44,-41,-48,-40,-56,-57,-63,-46,-65,-54,-66,-62,-64,-69,-69,-76,-53,NaN,NaN,8
-49,-27,-43,-41,-49,-40,-56,-58,-65,-46,-65,-56,NaN,-63,-64,-68,NaN,NaN,-52,NaN,NaN,8
-51,-27,-45,-42,-48,-41,-58,-58,-65,-49,-66,-56,-63,NaN,-66,-69,-69,NaN,-52,-72,NaN,8
-46,-26,-44,-42,-49,-41,-54,-59,-63,-47,-67,-57,NaN,-64,-66,-69,-70,-76,-54,NaN,-79,8
-43,-27,-43,-41,-48,-40,-53,-58,-64,-46,-65,-54,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,8
-44,-27,-44,-41,-47,-41,-52,-61,-63,-46,-69,-55,NaN,-63,-65,-69,-69,-77,-53,NaN,NaN,8
-49,-27,-44,-40,-52,-40,-55,-58,-62,-45,-66,NaN,NaN,-63,-64,-68,-69,-76,-53,-73,NaN,8
-49,-27,-44,-42,-49,-40,-45,-59,-64,-45,-66,-55,NaN,NaN,-65,NaN,-68,-76,NaN,-72,NaN,8
-49,-28,-44,-42,-52,-42,-57,-60,-64,-46,NaN,-55,-68,-64,-71,-70,-70,-78,-53,NaN,NaN,8
-49,-28,-45,-41,-49,-41,-57,-59,-64,-47,-66,-55,-68,-64,-67,-70,-68,-77,-54,NaN,-79,8
-49,-28,-44,-42,-55,-81,-48,-59,-64,-46,-67,-56,-68,-64,-65,-78,NaN,-77,-53,NaN,NaN,8
-48,-27,-42,-90,-49,-40,-53,-58,-62,-46,-65,-53,-67,-63,NaN,-68,NaN,NaN,-52,NaN,NaN,8
-48,-27,-43,-46,-49,-40,-56,-59,-63,-47,NaN,-53,-65,NaN,-67,NaN,-68,NaN,NaN,NaN,NaN,8
-48,-26,-42,-42,-50,-40,-56,-59,-62,-45,-64,-55,-65,-63,-65,-69,-70,-70,NaN,NaN,NaN,8
-46,-27,-43,-42,-49,-41,-52,-59,-63,-48,-66,-55,-66,-63,NaN,-67,NaN,NaN,-52,NaN,NaN,8
-45,-28,-44,-42,-50,-41,-57,-62,-64,-47,-67,-55,-68,-63,-65,-70,-70,NaN,NaN,NaN,NaN,8
-53,-28,-44,-42,-50,-41,-48,-59,-64,-47,NaN,-56,-67,NaN,-66,NaN,-70,-77,-54,NaN,NaN,8
-43,-27,-43,-42,-49,-38,-57,-60,-63,-46,-66,-55,-65,-62,-65,-68,NaN,-76,-52,NaN,NaN,8
-45,-27,-45,-41,NaN,-41,-58,-59,-62,-46,-65,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-44,-27,-43,-42,-49,-40,-52,-66,-63,-46,-66,-54,NaN,NaN,-64,NaN,-68,NaN,-52,NaN,NaN,8
-49,-80,-43,-41,-50,-40,-54,-59,-63,-46,NaN,-55,NaN,-68,-65,-69,-71,-77,-52,NaN,NaN,8
-48,-27,-43,-40,-48,-40,-55,-60,-62,-46,-65,-55,-67,-62,-65,-69,-68,-77,NaN,-75,-82,8
-48,-27,-43,-40,-49,-40,-53,-60,-63,-47,NaN,-55,-68,-67,-66,-68,-70,-77,-53,NaN,NaN,8
-44,-27,-45,-39,-50,-40,-55,-60,-64,-46,NaN,-53,-74,-63,-67,NaN,-62,-78,-53,NaN,NaN,8
-49,-28,-44,-41,-49,-41,-54,-60,-64,-47,NaN,-58,NaN,NaN,NaN,-69,-70,-76,-54,-77,NaN,8
-49,-28,-45,-42,-49,NaN,-54,-59,-63,-47,-66,-55,-67,-64,-66,NaN,NaN,-77,-54,NaN,NaN,8
-48,-26,-43,-41,-48,-41,-56,-60,-64,-46,-65,-56,NaN,NaN,-66,-69,-70,-76,-53,NaN,NaN,8
-44,-27,-43,-41,-49,-40,-46,-60,-63,-45,NaN,-55,NaN,-62,-66,-71,-68,-76,-52,NaN,-79,8
-45,-27,-42,-41,-48,-40,-46,-60,-62,-46,NaN,-55,-65,NaN,-64,NaN,NaN,-76,-53,NaN,NaN,8
-47,-27,-43,-42,-48,-39,-45,-60,-62,-46,-66,-54,-66,NaN,-65,-69,-70,-69,-53,NaN,-80,8
-49,-28,-44,-42,-49,-40,-58,-61,-63,-47,NaN,-55,NaN,NaN,NaN,-70,NaN,NaN,-54,NaN,NaN,8
-48,-80,-43,-43,-51,-41,-58,-59,-63,-47,-66,-55,NaN,-62,NaN,-72,NaN,NaN,NaN,NaN,NaN,8
-46,-27,-43,-41,-48,-40,-46,-60,-63,-46,-66,-54,-67,-61,-65,-69,-68,-76,NaN,NaN,-79,8
-44,-27,-44,-41,-48,-41,-57,-61,-63,NaN,-65,-54,-67,-62,NaN,-69,NaN,-76,-47,NaN,NaN,8
-47,-27,-43,-41,-48,-40,-57,-62,-62,NaN,NaN,NaN,NaN,NaN,NaN,-61,NaN,NaN,NaN,NaN,NaN,8
-47,-62,-43,-42,-48,-39,-56,NaN,-63,-46,-66,-54,NaN,-62,-63,NaN,-70,-76,-54,NaN,NaN,8
-43,-27,-42,-40,-48,-40,-55,-61,-62,-46,-66,-56,-68,-62,NaN,-69,-68,-76,-52,-73,NaN,8
-44,-28,-44,-42,-50,-41,-54,-62,-64,-47,NaN,-54,NaN,-64,NaN,-70,NaN,NaN,-54,-75,-80,8
-45,-33,-41,-51,-41,-50,-51,-58,-59,-43,NaN,-59,NaN,-63,-71,-70,NaN,-71,-53,NaN,NaN,9
-47,-35,-40,-53,-42,-51,-52,-60,-62,-43,NaN,-57,NaN,NaN,-66,NaN,-69,-73,-56,NaN,NaN,9
-46,-33,-43,-52,-42,-54,-52,-59,-61,-43,-68,-56,-61,NaN,-70,NaN,-69,NaN,-54,NaN,NaN,9
-47,-35,-47,-49,-41,-46,-50,-60,-61,-42,NaN,-56,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-48,-30,-44,-53,-41,-46,-49,-60,-61,-42,-68,-59,-66,-61,NaN,NaN,NaN,-66,NaN,NaN,NaN,9
-47,-31,-43,-54,-40,-47,-52,-56,-58,-43,-67,-60,NaN,-60,NaN,NaN,NaN,NaN,-51,NaN,NaN,9
-47,-28,-43,-51,-41,-46,-50,-60,-60,-43,-69,-58,-63,-60,NaN,NaN,-69,-72,-48,NaN,NaN,9
-47,-29,-42,-51,-42,-49,-51,-56,-60,-43,-68,-57,-63,-60,-71,-69,NaN,-67,NaN,NaN,NaN,9
-47,-28,-42,-51,-40,-48,-51,-60,-60,-43,NaN,NaN,-64,NaN,NaN,-70,-69,-74,-52,-76,NaN,9
-48,-29,-41,-54,-41,-48,-50,-60,-60,-43,NaN,-57,-63,NaN,-68,-88,-68,NaN,-51,-75,NaN,9
-47,-28,-43,-53,-40,-47,-50,-60,-59,-43,NaN,-57,-63,-61,-70,-71,-71,NaN,-52,NaN,NaN,9
-47,-28,-42,-51,-47,-46,-50,-62,-59,-43,-68,-55,NaN,NaN,-64,NaN,NaN,-73,NaN,NaN,NaN,9
-46,-28,-42,-53,-40,-48,-49,-60,-60,-43,NaN,-59,-64,-60,NaN,NaN,NaN,-73,-51,-72,NaN,9
-48,-28,-42,-52,-41,-47,-50,-61,-60,-43,NaN,-56,-63,NaN,-67,-70,-69,NaN,-48,-72,-83,9
-47,-28,-42,-53,-47,-46,-50,-62,-60,-43,NaN,-57,NaN,-61,NaN,-72,-70,NaN,-52,NaN,NaN,9
-47,-28,-42,-54,-41,-45,-50,-60,-59,-43,NaN,-57,-65,-60,NaN,-71,-69,NaN,-51,NaN,NaN,9
-46,-29,-61,-54,-40,-47,-45,-59,-59,-45,-71,-58,-64,-61,-69,-70,NaN,-74,-52,-74,NaN,9
-46,-29,-42,-54,-40,-47,-50,-59,-59,NaN,NaN,-58,-64,-62,NaN,-72,-70,-74,-51,NaN,NaN,9
-46,-29,-42,-55,-40,-51,-50,-63,-59,-44,NaN,-58,-64,-65,NaN,-71,NaN,NaN,-52,NaN,NaN,9
-42,-28,-42,-54,-40,-48,-50,-63,-58,-43,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-50,-29,-42,-55,-40,-50,-50,-59,-57,NaN,-71,-58,-64,-64,NaN,-72,NaN,NaN,-51,NaN,NaN,9
-47,-28,NaN,-55,-43,-47,-50,-61,-60,-43,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-46,-28,-41,-53,-40,-47,-50,-61,-60,-46,-70,-66,NaN,-65,NaN,-71,-71,-81,-51,-77,NaN,9
-43,-28,-39,NaN,-40,-47,-50,-61,-60,-43,-69,-55,-63,-57,-63,-69,-70,-78,-57,NaN,NaN,9
-46,-29,-42,-53,-41,-48,-50,-64,-60,-43,-69,-69,-64,-60,-67,-71,-70,-79,-52,-75,NaN,9
-46,-29,-42,-54,-41,-47,-45,-61,-60,-44,-59,-59,NaN,-61,NaN,-72,NaN,NaN,-52,NaN,NaN,9
-46,-29,-41,NaN,-41,-48,-50,-60,-60,-43,NaN,-69,NaN,NaN,NaN,-71,-72,NaN,NaN,NaN,NaN,9
-48,-28,-42,-52,-40,-47,-50,-59,-59,-43,NaN,-58,-65,-61,NaN,-72,-72,NaN,-52,NaN,NaN,9
-48,-28,-41,-54,-40,-48,-50,-60,-60,-43,NaN,-58,NaN,NaN,NaN,NaN,-71,NaN,-51,NaN,NaN,9
-46,-29,NaN,-53,-41,-47,-50,-59,-61,-80,-67,-59,NaN,-61,-65,-71,NaN,NaN,-51,NaN,NaN,9
-47,-29,-41,-51,-41,-48,-45,-61,-52,-43,-68,-59,-67,-61,-66,-71,NaN,NaN,-52,NaN,NaN,9
-46,-28,-40,-52,-40,-48,-50,-60,-60,-43,-67,-59,-68,-61,-65,-71,-71,NaN,NaN,NaN,NaN,9
-48,-29,-41,-48,-41,-48,-50,-60,-60,NaN,-68,-59,-68,-61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-46,-29,-41,-51,-40,-47,-50,-58,-60,-43,NaN,-58,-68,NaN,NaN,NaN,NaN,NaN,NaN,-78,NaN,9
-47,-28,-42,-52,-41,-48,-50,-58,-61,-42,-70,-61,-69,-60,-61,NaN,-70,-72,-51,NaN,NaN,9
-46,-28,-41,-53,-40,-49,-49,-57,-61,-44,NaN,-58,-68,-61,-65,-72,-71,-79,NaN,NaN,NaN,9
-47,-28,-44,NaN,-47,-52,-49,-59,-60,-46,-68,-58,-63,-60,NaN,NaN,-70,NaN,-56,NaN,NaN,9
-47,-29,-41,-53,-43,-49,-49,-58,-60,-43,-68,-58,-63,-62,NaN,-72,NaN,NaN,-55,-75,NaN,9
-48,-28,-42,-50,-40,-51,-49,-57,-60,-43,NaN,-61,-63,-60,-65,-71,-74,NaN,NaN,NaN,NaN,9
-48,-29,-41,-52,-40,-52,-50,-59,-55,-44,NaN,-58,-64,-59,-66,-73,NaN,NaN,NaN,NaN,NaN,9
-48,-28,-42,-53,-40,NaN,-49,-55,-60,-44,NaN,-58,-64,-61,-70,-72,-72,NaN,NaN,NaN,NaN,9
-49,-28,-45,-54,-44,-51,-50,-59,-60,-43,NaN,-58,NaN,-61,-71,-72,-71,NaN,-52,-74,NaN,9
-49,-28,-42,-53,-42,-54,-44,-58,-60,-43,-68,-59,-66,-61,-67,NaN,NaN,NaN,-52,NaN,NaN,9
-48,-29,-42,-53,-47,-52,-44,-58,-60,-43,-70,-60,-64,NaN,NaN,-72,-73,-80,-52,NaN,NaN,9
-47,-28,-44,-50,-40,-49,-44,-59,-61,NaN,-70,-59,-64,NaN,NaN,NaN,NaN,NaN,-53,NaN,NaN,9
-47,-28,NaN,-50,-47,-51,-49,-58,-59,-43,-69,-58,-65,-61,NaN,-73,-71,NaN,-52,NaN,-85,9
-49,-28,-42,-49,-43,-52,-50,-59,-59,-43,-68,-59,-67,-61,NaN,-69,-69,NaN,NaN,-71,NaN,9
-47,-29,-43,-52,-41,-48,-50,-60,-59,NaN,-68,-59,NaN,-61,NaN,-72,NaN,NaN,NaN,NaN,NaN,9
-46,-28,-43,-50,-40,-48,-50,NaN,-59,-43,-68,-66,-68,NaN,NaN,NaN,NaN,NaN,-52,NaN,NaN,9
-47,-28,-42,-51,-40,-47,-49,-60,-59,-43,-67,-68,-66,NaN,-70,-71,-75,-77,-52,-73,NaN,9
-49,-28,-42,-52,-47,-47,-49,-61,-59,-42,NaN,-59,-65,-62,NaN,-72,-72,-77,-51,-75,NaN,9
-48,-28,-43,-49,-41,-47,-48,-59,-61,-43,-67,-59,-64,-60,NaN,-72,-69,-76,-52,-73,NaN,9
-48,-28,-47,-50,-40,-46,-44,-58,-60,-43,-69,-59,NaN,NaN,-72,-72,NaN,-79,-53,NaN,NaN,9
-49,-28,-44,-50,-47,-46,-49,-59,-61,-43,-68,-56,-66,-65,-66,-66,-71,-80,-53,-72,-81,9
-47,-31,-42,-48,-40,-48,-46,-56,-59,-44,-67,-60,-65,-61,-66,-74,-70,NaN,-52,-72,NaN,9
-51,-28,-43,-52,-41,-49,-51,-59,-59,-43,NaN,-52,-67,-60,NaN,-75,NaN,-75,-55,-76,NaN,9
-47,-29,-49,-55,-41,-49,-53,-59,-59,-40,NaN,-59,-67,NaN,NaN,-72,-69,NaN,-51,-74,NaN,9
-52,-27,-50,-54,-39,-45,-51,-59,-57,-43,-69,-60,-72,NaN,-70,-73,-59,-80,-52,NaN,NaN,9
-48,-29,-51,-52,-50,-66,-48,-57,-58,-44,NaN,NaN,-71,-62,-88,-73,-69,-76,-53,-74,NaN,9
-47,-28,-44,-54,-41,-47,-52,-58,-58,-45,-68,-57,-69,-61,-69,-70,-73,-79,-55,-73,-82,9
-49,-27,-49,-55,-81,-45,-51,-58,-51,-44,NaN,-57,NaN,-64,-70,-70,NaN,NaN,-55,-72,-79,9
-48,-30,-49,-51,-41,-52,-49,-57,-58,-42,NaN,-57,-68,-61,NaN,-72,-68,NaN,-53,-75,NaN,9
-45,-30,-52,-49,-48,-51,-49,-61,-57,-43,-68,-57,-71,NaN,NaN,-59,-70,-73,NaN,-73,NaN,9
-46,-28,-48,-51,-41,-48,-49,-54,-58,-43,NaN,-56,NaN,-64,NaN,-73,-69,-74,-54,NaN,NaN,9
-47,-27,-45,-54,-43,-48,-50,-70,-52,-43,-67,-61,-70,NaN,NaN,NaN,NaN,NaN,-50,NaN,NaN,9
-48,-27,-43,-52,-42,-49,-51,-58,-62,-66,-66,-58,-69,-61,-69,-73,-70,-73,-51,-73,NaN,9
-48,-28,-45,-55,-40,-47,-50,-59,-64,-43,NaN,-59,-67,-62,-66,-74,-69,-75,-52,-75,NaN,9
-48,-30,-46,-55,-40,-55,-49,-59,-66,-44,-66,-55,-67,-57,-69,-73,-69,-75,-52,-74,NaN,9
-46,-28,-50,-56,-42,-48,-46,-61,-58,-43,-67,-55,-64,-62,-66,-72,-70,-73,-53,-74,-81,9
-47,-28,-44,-55,-42,-47,-46,-55,-62,-43,-66,-59,NaN,-60,-70,-72,-68,-73,-51,-74,NaN,9
-47,-30,NaN,-53,-40,-49,-49,-58,-63,-39,-68,-68,-63,-60,-66,-62,NaN,NaN,-56,NaN,NaN,9
-48,-28,-44,-52,-41,-49,-50,-60,-62,-43,-67,-59,NaN,-61,-74,-70,-69,-73,-52,-74,NaN,9
-48,-28,-48,-52,-41,-51,-49,-58,-52,-43,NaN,-55,NaN,NaN,-69,-69,-67,-73,-52,NaN,NaN,9
-46,-29,-47,-87,-41,-48,-49,-59,-61,-44,-72,-60,-65,NaN,NaN,-70,-67,NaN,-52,-73,-83,9
-48,-28,-49,-50,-40,-47,-50,-65,-62,-44,NaN,-59,NaN,-61,-69,-71,-67,NaN,-51,NaN,NaN,9
-48,-28,-51,-53,-41,-54,-49,-59,-61,-43,-68,-61,-70,-60,-67,-70,-68,-73,-52,-71,-83,9
-45,-28,-46,-52,-41,-51,-50,-58,-57,-45,-69,-70,-71,NaN,-69,-70,-71,-73,-53,-73,NaN,9
-47,-28,-69,-52,-40,-47,-51,-57,-59,NaN,-68,-62,NaN,-58,NaN,-72,-69,NaN,NaN,NaN,NaN,9
-47,-28,-42,-49,-42,-47,-51,-57,-58,-42,-72,-54,NaN,-60,-69,-68,-72,-81,NaN,-75,NaN,9
-40,-28,-44,-52,-41,-49,-44,-60,-57,NaN,NaN,-57,NaN,-57,NaN,-69,NaN,NaN,NaN,NaN,NaN,9
-46,-37,-42,-56,-37,-44,-49,-75,-59,-48,NaN,-53,-74,-64,-63,-72,NaN,NaN,-48,NaN,NaN,10
-44,-37,-43,-50,-39,-45,-57,-64,-58,-45,NaN,-55,NaN,-58,NaN,NaN,-66,-70,-47,NaN,NaN,10
-45,-37,-44,-51,-38,-45,NaN,-62,-59,-47,-72,-58,-70,-62,-64,NaN,-71,-69,-51,NaN,-78,10
-46,-36,-42,-52,-38,-41,-55,-66,-57,-43,NaN,-57,NaN,-61,NaN,-71,-73,-70,-50,NaN,NaN,10
-47,-36,-42,-52,-43,-49,-47,-66,-54,-46,NaN,NaN,NaN,-58,-61,-72,-69,-69,-48,-73,-78,10
-44,-36,-43,-51,-45,-47,-49,-67,-55,-47,NaN,-55,-70,-58,-61,-72,-69,NaN,-49,NaN,-77,10
-45,-37,-41,-50,-38,-49,-51,-66,-56,-46,-73,-54,-69,-67,-64,-71,-69,NaN,-46,NaN,NaN,10
-46,-37,-76,-52,-45,-51,-50,-75,-56,-47,-66,-55,-67,NaN,NaN,-70,NaN,NaN,-48,NaN,NaN,10
-43,-37,-42,-51,-38,-45,-53,NaN,-56,-46,-73,-54,NaN,-58,-62,-70,-68,-69,-47,NaN,NaN,10
-43,-36,-41,-50,-38,-45,-50,-71,-50,-47,NaN,-55,NaN,-58,-63,-71,-69,-69,-47,NaN,NaN,10
-47,-36,-42,-50,-45,-45,-54,-63,-56,-47,NaN,NaN,NaN,NaN,-64,-70,NaN,NaN,-48,NaN,NaN,10
-44,-37,-42,-52,-38,-47,-55,-64,-55,-47,-71,-55,NaN,-59,-63,NaN,NaN,NaN,-48,NaN,NaN,10
-43,-37,-42,-50,-45,-46,-55,-63,-55,-47,-70,-53,-68,-58,-62,-63,-68,NaN,-48,NaN,NaN,10
-44,-36,-42,-50,-38,-45,-53,-63,-55,-47,-70,-55,NaN,-59,-63,-71,NaN,NaN,-48,-75,-77,10
