4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,06:18:d6:c2:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-65,-34,-51,-47,-54,-66,-60,-58,-53,-44,-39,-61,-51,-73,-67,NaN,NaN,-70,9
-71,-35,-47,-47,-54,-66,-57,-57,-53,-44,-39,-58,-52,-73,NaN,NaN,NaN,-70,9
-50,-33,-47,-46,-56,NaN,-64,-55,NaN,-43,-36,-59,-51,-75,NaN,NaN,NaN,NaN,9
-46,-35,-46,-48,-54,-65,-64,-58,NaN,-44,-37,-60,-51,-75,-69,NaN,NaN,NaN,9
-52,-35,-48,-47,-54,-65,-57,-57,-55,-45,-37,-61,-52,NaN,-69,-78,NaN,-72,9
-52,-35,-48,-48,-54,-66,-59,-58,-55,-44,-37,-61,-57,-74,-68,-78,-70,-72,9
-51,-35,-47,-50,-55,-66,-59,-58,-55,-43,-39,-61,-52,-74,-69,-80,-70,-72,9
-51,-35,-47,-48,-55,-66,-90,-59,-55,-45,-37,-61,-49,-75,-72,-80,NaN,-72,9
-52,-35,-50,-85,-55,NaN,-90,-59,-55,-44,-37,-61,-53,-72,-72,NaN,-70,-72,9
-51,-35,-47,-48,-54,NaN,-58,-58,-56,-47,-37,NaN,-52,-74,-68,NaN,-70,-72,9
-51,-35,-48,-47,-54,NaN,-60,-47,-65,-44,-36,-60,-51,-74,-68,NaN,NaN,NaN,9
-53,-35,-48,-47,-55,NaN,-61,-57,-52,-47,-37,-67,-51,-74,NaN,NaN,NaN,NaN,9
-52,-35,-48,-47,-55,-65,-59,-58,-55,-44,-37,-59,-53,-73,-67,NaN,NaN,-72,9
-52,-35,-49,-49,-54,-65,-60,-59,-54,-44,-38,-59,-55,-73,-68,NaN,-72,-72,9
-52,-43,-48,-46,-54,-65,-58,-60,-53,-44,-37,-61,-51,-73,-68,NaN,-72,NaN,9
-52,-36,-48,-46,-55,-65,-63,-60,-53,-44,-37,-61,-51,-73,-67,-80,NaN,-71,9
-49,-35,-47,-47,-54,-63,-59,-56,NaN,-43,-38,-62,-51,-73,-69,-80,-71,-71,9
-58,-35,-48,-47,-54,-63,-57,-58,NaN,-44,-37,-62,-51,-74,-65,-79,-71,-71,9
-52,-35,-48,-47,-54,-67,-60,-59,-54,-44,-37,-63,-51,-74,-68,-79,-71,-71,9
-53,-35,-47,NaN,-55,-66,-59,-59,-54,-44,-37,-60,-51,NaN,-68,NaN,-71,NaN,9
-52,-35,-47,-49,-54,-64,-58,-59,-54,-44,-37,-68,-52,NaN,-66,NaN,-70,NaN,9
-52,-35,-47,-49,-54,-67,-57,-58,-54,-44,-37,-68,-52,-65,-65,-79,-70,-73,9
-51,-35,-48,-50,-54,-67,-59,-58,-54,-43,-37,-60,-53,-73,-65,-80,NaN,-73,9
-51,-35,-47,-50,-54,NaN,-58,-58,NaN,-43,-37,-60,-51,-90,-66,-80,NaN,NaN,9
-51,-35,-50,-51,-54,-65,-58,-58,-56,-44,-37,-67,-52,-73,-67,-80,-70,-71,9
-51,-35,-48,-47,-55,-65,-59,-58,-56,-44,-37,-61,-51,-73,-65,-80,-70,-71,9
-49,-35,-47,-49,-54,NaN,-59,-57,-56,-44,-37,-60,-51,-73,-65,NaN,-71,NaN,9
-51,-35,-49,-50,-54,NaN,-59,-58,-56,-44,-37,-67,-51,-73,-67,NaN,-71,NaN,9
-51,-35,-47,-50,-54,NaN,-59,-57,-54,-44,-37,-62,-52,-72,-67,NaN,NaN,-69,9
-51,-35,-49,-49,-54,-65,-59,-57,-55,-42,-37,-67,-53,-72,-67,NaN,-71,-69,9
-46,-33,-47,-46,-53,-65,-58,-57,-67,-51,-37,-63,-51,-71,-69,NaN,-71,-69,9
-47,-34,-47,-46,-54,NaN,-60,-57,-55,-44,-38,-61,-51,-72,-68,NaN,NaN,NaN,9
-50,-34,-47,-50,-54,-64,-58,-58,-55,-45,-37,-61,-52,-73,-68,-78,NaN,-72,9
-51,-71,-47,-71,-53,-64,-58,-57,-56,-44,-36,-61,-50,-72,-68,-78,NaN,-68,9
-71,-38,-47,-45,-53,NaN,-60,-59,-71,-46,-39,-61,-53,-74,-69,NaN,-71,-69,9
-52,-38,-49,-47,-54,-64,-58,-56,-56,-44,-37,-61,-51,-73,-66,NaN,-71,-69,9
-50,-35,-49,-48,-54,-64,-60,-56,-56,-44,-37,-60,-51,-73,-74,NaN,-71,NaN,9
-50,-35,-51,-48,-54,-64,-60,-53,-56,-44,-37,-60,-51,-72,-66,NaN,-71,NaN,9
-50,-35,-50,-47,-53,-65,-60,-56,-65,-43,-37,-61,-52,-73,-66,-79,-72,-70,9
-49,-34,-51,-47,-54,-65,-62,-57,-65,-44,-34,-61,-51,-73,NaN,-78,-72,-70,9
-50,-35,-48,-47,-54,NaN,-59,-56,-65,-44,-36,-61,-52,-73,-66,-80,NaN,-72,9
-52,-34,-48,-47,NaN,-65,-59,-56,-66,-43,-36,-61,-51,-74,-68,-80,NaN,-70,9
-52,-35,-49,-49,-54,-65,-61,-57,-54,-44,-38,-61,-50,-73,-67,-79,NaN,-72,9
-52,-33,-50,-48,-54,NaN,-62,-56,-53,-43,-37,-61,-51,-73,-67,-79,NaN,-73,9
-52,-35,-49,-47,-54,-65,-59,-56,-56,-45,-37,-68,-54,-73,-67,NaN,-71,-73,9
-54,-34,-51,-48,NaN,-65,-58,-56,-54,-48,-37,-68,-54,-76,NaN,NaN,-72,-73,9
-54,-35,-49,-52,-55,-65,-59,-56,-54,-43,-37,-67,-52,-76,-67,NaN,-71,NaN,9
-57,-35,-48,-47,-55,-65,-59,-55,-65,-44,-37,-60,-52,-76,-67,-78,-71,NaN,9
-53,-36,-51,-47,-55,NaN,-60,-56,-53,-47,-37,-60,-86,NaN,-68,-78,-71,NaN,9
-52,-35,-49,-48,-55,-67,-59,-56,-55,-77,-37,-67,-51,-74,-67,NaN,NaN,NaN,9
-52,-35,-51,-47,-55,-65,-59,-56,-55,-43,-37,-60,-51,-73,-67,NaN,NaN,NaN,9
-55,-34,-49,-52,-55,-64,-59,-56,-54,-44,-37,-59,-52,-73,NaN,NaN,NaN,NaN,9
-50,-35,-51,-47,-55,-64,-59,-56,-54,-44,-36,-60,-58,-74,-66,-78,NaN,NaN,9
-49,-34,-48,-48,-55,-67,-58,-56,-53,-43,-37,-60,-52,-76,-66,-78,NaN,-68,9
-50,-35,-50,-47,-55,-65,-59,-56,-54,-44,-37,-60,-52,-70,-70,-78,-72,-68,9
-53,-35,-50,-48,-55,-65,-59,-54,-54,-44,-37,-60,-51,-71,-70,NaN,-72,NaN,9
-54,-35,-47,-47,-55,NaN,-58,-55,-54,-43,-37,-59,-52,-71,NaN,NaN,NaN,NaN,9
-55,-67,-49,-50,-55,-65,-58,-57,-54,-43,-37,-61,-51,-74,NaN,NaN,NaN,NaN,9
-51,-35,-49,-48,-55,-65,-59,-57,-51,-44,-37,-67,-51,-71,-67,NaN,-70,NaN,9
-52,-35,-49,-49,-54,NaN,-59,-55,-52,-44,-37,-67,-50,-74,-66,-79,-70,-72,9
-52,-35,-48,-49,-54,NaN,-58,-57,-54,-44,-38,-67,-53,-74,-67,-79,NaN,-72,9
-53,-35,-49,-53,-54,-65,-60,-58,-53,-44,-37,-67,-58,NaN,-67,NaN,NaN,NaN,9
-53,-35,-49,-50,-55,-65,-59,-57,-53,-44,-36,-67,-51,NaN,NaN,NaN,NaN,NaN,9
-54,-34,-49,-50,-54,-63,-58,-57,-54,-44,-37,-60,-51,NaN,-67,-79,NaN,NaN,9
-58,-73,-48,-50,-55,-65,-58,-58,-53,-44,-37,-66,-53,NaN,-67,-71,-71,-67,9
-55,-35,-48,-50,-55,-65,-58,-56,-51,-44,-37,-66,-51,-74,-68,-80,-71,-77,9
-57,-35,-48,-50,-55,NaN,-63,-56,-53,-44,-37,NaN,-51,-71,-68,-80,-71,-77,9
-48,-39,-42,-47,-51,-74,-62,-51,-53,-46,-43,-67,-51,-69,-66,NaN,-81,-71,10
-48,-34,-42,-47,-50,-74,-60,-53,-53,-47,-39,-64,-51,-71,-63,NaN,-81,NaN,10
-46,-35,-45,-50,-48,-74,-64,-53,-53,-48,-41,-58,-49,-72,-66,NaN,NaN,-69,10
-50,-33,-41,-44,-50,NaN,-69,-51,-55,-48,-40,-61,-52,-74,-64,NaN,NaN,-69,10
-43,-33,-44,-46,-50,-71,-59,-53,-55,-45,-45,-64,-60,-75,-59,NaN,NaN,-66,10
-45,-33,-42,-48,-51,-73,-59,-52,-50,-47,-41,-63,-52,-70,-62,-80,NaN,-64,10
-47,-33,-42,-46,-51,-73,-60,-43,-52,-46,-53,-63,-53,-70,-65,-80,NaN,-64,10
-48,-33,-42,-47,-51,NaN,-66,-52,-50,-54,-43,-65,-52,-70,-65,-81,NaN,NaN,10
-46,-37,-43,-44,-52,NaN,-60,-49,-52,-48,-44,-65,-52,-73,-65,-81,NaN,NaN,10
-54,-36,-41,-44,-50,-74,-59,-54,-52,-48,-56,NaN,-51,-70,-67,NaN,-78,NaN,10
-74,-36,-44,-51,-52,-74,-63,-53,NaN,-52,-39,-60,-58,-70,-67,NaN,-78,-69,10
-58,-34,-41,-47,-50,NaN,-60,-54,-52,-46,-43,-60,-49,NaN,-61,NaN,NaN,-72,10
-56,-33,-43,-49,-50,NaN,-61,-52,-53,-49,-43,NaN,-51,-72,-62,NaN,NaN,-54,10
-51,-33,-43,-49,-50,NaN,-57,-54,-53,-49,-41,-66,-54,-72,-61,NaN,NaN,-54,10
-47,-33,-42,-45,-49,NaN,-62,-53,-50,-49,-41,-64,-54,NaN,-65,NaN,NaN,NaN,10
-50,-33,-44,-47,-49,NaN,-62,-53,-50,-48,NaN,-61,-54,-73,-61,NaN,NaN,NaN,10
-54,-33,-44,-50,-50,NaN,-61,-53,-52,-53,-39,-61,-52,-73,-61,NaN,NaN,NaN,10
-50,-35,-42,-47,-51,NaN,-60,-52,-53,-50,-44,-63,-50,NaN,-61,NaN,NaN,-69,10
-52,-33,-43,-49,-51,-72,-57,-53,-54,-49,-43,-63,-49,-72,-60,NaN,NaN,-69,10
-47,-34,-42,-46,-51,-72,-60,-54,-53,-51,-44,-64,-49,-72,-60,NaN,NaN,NaN,10
-47,-34,-44,-49,-46,-72,-57,-52,-54,-48,-43,-64,-46,-72,-60,NaN,NaN,NaN,10
-47,-36,-42,-49,-51,-72,-58,-52,-49,-51,-40,NaN,-46,-72,-59,NaN,NaN,-69,10
-73,-33,-40,-52,-51,NaN,-57,-53,-53,-50,-39,NaN,-54,-71,-59,NaN,NaN,-69,10
-47,-38,-42,-51,-51,NaN,-58,-52,-53,-51,-40,NaN,-48,-71,-59,NaN,NaN,NaN,10
-48,-38,-45,-49,-51,NaN,-57,-47,-53,-51,-38,-64,-60,NaN,-60,NaN,NaN,NaN,10
-50,-37,-42,-52,-51,NaN,-57,-49,-50,-50,-45,-61,-60,-69,-63,-77,NaN,NaN,10
-50,-37,-43,-52,-48,NaN,-60,-51,-52,-48,-45,-65,-52,-75,-59,-77,NaN,NaN,10
-53,-36,-42,-45,-51,NaN,-60,-55,-52,-48,NaN,-68,-52,-75,-58,NaN,NaN,-67,10
-50,-35,-44,-54,-53,-72,-63,-51,-53,-48,-38,-60,-52,NaN,-71,NaN,NaN,-67,10
-48,-35,-45,-51,-51,-74,-58,-53,-53,-48,-42,-60,-54,-72,-61,NaN,NaN,NaN,10
-49,-33,-44,-78,-49,-72,-58,-50,-54,-49,-42,-63,-53,-71,-61,NaN,-83,NaN,10
-50,-33,-42,-49,-52,-71,-59,-52,-51,-49,-41,-63,-53,-65,-62,NaN,-83,NaN,10
-50,-33,-42,-49,-48,-71,-59,-51,-51,-49,-41,NaN,-54,-65,-65,NaN,NaN,NaN,10
-47,-33,-43,-62,-50,NaN,-57,-51,-53,-48,-43,NaN,-54,NaN,-65,NaN,NaN,-50,10
-47,-36,-42,-53,-51,NaN,-62,-54,-52,-49,-41,NaN,-53,-70,-65,NaN,-79,-64,10
NaN,-33,-41,-51,-51,NaN,-59,-51,-53,-60,-43,-59,-53,-70,-65,NaN,-79,-64,10
-48,-33,-43,-46,-51,NaN,-60,-52,-52,-49,-42,-63,-53,-71,-64,-80,-80,NaN,10
-49,-33,-42,-49,-51,NaN,-58,-53,-53,-50,-43,-64,-53,-70,-63,-80,-80,NaN,10
-50,-33,-43,-46,-50,-72,-58,-54,-53,-47,-55,-60,-52,-70,-61,NaN,NaN,NaN,10
-57,-33,-43,-50,-51,-72,-60,-51,-52,-59,-41,-60,-51,NaN,-60,NaN,NaN,NaN,10
-56,-33,-43,-48,-52,-71,-59,-53,-52,-52,-54,-60,-53,NaN,-64,NaN,NaN,-72,10
-48,-33,-42,-48,-51,-70,-58,-53,-54,-52,-54,-60,-54,NaN,-64,NaN,NaN,-51,10
-51,-33,-42,-47,-51,-70,-59,-51,-52,-47,-41,NaN,-52,-70,-66,-81,NaN,-64,10
-47,-32,-42,-47,-50,NaN,-60,-53,-53,-52,-41,-64,-54,-70,-65,-81,NaN,-70,10
-49,-31,-42,-46,-51,-71,-57,-53,-46,-59,-44,-64,-53,-70,-65,-79,NaN,-70,10
-49,-32,-43,-49,-51,-71,-58,-54,-51,-48,-40,-61,-54,-71,-50,-79,NaN,NaN,10
-57,-33,-43,-45,-51,NaN,-59,-52,-52,-59,-42,-61,-78,-69,-50,NaN,NaN,-68,10
-50,-33,-42,-47,-51,-71,-60,-52,-52,-47,-41,-60,-53,-69,-60,NaN,NaN,-70,10
-54,-32,-43,-48,-51,-71,-62,-54,-52,-47,-42,-60,-51,-70,-61,-81,NaN,-65,10
-48,-34,-41,-47,-52,-71,-62,-53,-52,-47,-40,-61,-51,-70,-62,-81,NaN,-65,10
-48,-33,-43,-47,-52,-72,-57,-54,-53,-50,-42,-61,-54,-69,-64,NaN,NaN,-69,10
-49,-33,-42,-47,-52,-72,-59,-52,-53,-48,-41,-62,-54,-69,-68,-79,NaN,-67,10
-50,-32,-44,-45,-52,NaN,-59,-53,-52,-48,-41,-62,-54,NaN,-66,-77,NaN,-69,10
-48,-34,-43,-52,-52,NaN,-58,-52,-52,-48,-42,-65,-54,-69,-65,-77,NaN,-65,10
-47,-36,-43,-52,-52,NaN,-58,-53,-53,-49,-42,-63,-54,-69,-65,-77,NaN,-65,10
-52,-34,-43,-47,-51,-68,-57,-54,-53,-47,-43,-63,-55,NaN,-63,-77,NaN,-65,10
-53,-36,-42,-55,-51,-70,-59,-52,-53,-48,-41,-63,-54,NaN,-61,NaN,NaN,-66,10
-50,-34,-43,-47,-51,-70,-61,-56,-52,-46,-41,-63,-52,-69,-61,NaN,NaN,-66,10
-45,-34,-42,-48,-53,NaN,-57,-53,-52,-52,-43,-60,-52,-69,-63,NaN,NaN,NaN,10
-49,-37,-44,-49,-50,-71,-55,-55,-52,-46,-41,-59,-56,NaN,-63,NaN,-80,NaN,10
-48,-34,-43,-48,-51,-73,-60,-55,-54,-48,-43,-59,-56,-70,-60,NaN,-80,NaN,10
-49,-35,-45,-42,-52,-73,-64,-54,-52,-48,-43,NaN,-53,-72,-61,NaN,NaN,NaN,10
-48,-36,-44,-51,-51,NaN,-57,-53,-52,-48,NaN,NaN,-50,-72,-62,NaN,NaN,-68,10
-49,-33,-43,-51,-50,-78,-63,-52,-51,-49,-44,-61,-54,NaN,-61,NaN,NaN,-67,10
-47,-33,-44,-49,-51,-75,-59,-51,-52,-50,-41,-63,-52,-70,-66,NaN,NaN,-67,10
-49,-36,-42,-47,-52,-74,-59,-51,-51,-50,-42,-61,-54,-70,-66,NaN,NaN,-64,10
-50,-34,-44,-50,-52,-74,-58,-50,-52,-62,-42,-61,-54,-70,-65,NaN,NaN,-64,10
-50,-36,-44,-45,-51,-73,-60,-49,-54,-47,-41,-60,-58,NaN,-67,NaN,NaN,NaN,10
-46,-33,-42,-57,-50,-72,-58,-55,-54,-46,-41,-60,-54,-72,-65,NaN,-80,NaN,10
-46,-35,-43,-57,-51,-72,-58,-54,-53,-80,-43,-62,-53,-72,-65,NaN,-80,NaN,10
NaN,-40,-43,-59,-52,NaN,-59,-52,-51,-48,-41,-61,-51,-69,-66,NaN,-84,NaN,10
-46,-33,-46,-46,-50,-69,-62,-54,-51,-56,-41,-62,-51,-69,-67,NaN,-84,NaN,10
-47,-33,-44,-51,-51,-69,-58,-53,-52,-50,-39,-62,-51,-70,-67,NaN,NaN,NaN,10
-45,-33,-45,-55,-51,-72,-61,-54,-54,-62,-40,-64,-47,-70,-66,NaN,NaN,NaN,10
-43,-32,-43,-51,-51,-72,-61,-53,-56,-58,-39,-65,-51,NaN,-60,-78,NaN,-73,10
-47,-33,-44,-50,NaN,-72,-61,-54,-56,-58,-39,-63,-52,-73,-60,-64,NaN,-73,10
-46,-32,-42,-51,-53,-73,-64,-53,-52,-49,-39,-64,-51,-75,-58,-77,NaN,-68,10
-49,-33,-42,-51,-51,-70,-61,-54,-52,-48,-40,-64,-51,-73,-61,-70,NaN,-68,10
-50,-34,-42,-45,-46,-72,-60,-50,-56,-45,-41,-63,-51,-73,-69,-70,-80,NaN,10
-50,-38,-45,-44,-49,-72,-61,-51,-54,-50,-47,-63,-60,NaN,-63,NaN,-80,-72,10
-56,-42,-37,-45,-49,-69,-59,-72,-54,-56,-36,-56,-44,-72,-61,-73,-72,-62,11
-50,-37,-38,-39,-46,-73,-56,-51,NaN,-48,-36,-57,-44,-77,-63,-73,-72,NaN,11
-49,-41,-38,-38,-45,-73,-59,-52,-47,-48,-37,-57,-44,-71,-63,-74,-71,-69,11
-50,-65,-37,-38,-45,NaN,-59,-52,-48,-48,-37,NaN,-45,-71,NaN,-74,-71,-69,11
-50,-40,-37,-39,-46,-68,-59,-52,-48,-49,-37,NaN,-45,NaN,-67,NaN,NaN,NaN,11
-48,-39,-38,-39,-47,-74,-58,-51,-48,-47,-36,-58,-44,-73,-70,NaN,NaN,NaN,11
-48,-39,-42,-38,-47,-70,-60,-52,-47,-44,-38,-58,-43,-71,-64,-72,-73,-69,11
-50,-41,-36,-39,-46,-70,-56,-52,-48,-48,-37,NaN,-46,-71,-64,-72,-73,-69,11
-50,-40,-36,-39,-46,NaN,-56,-45,-48,-48,-69,-68,-46,-71,-61,NaN,NaN,NaN,11
-48,-40,-35,-39,-45,-69,-56,-52,-49,-49,-42,-58,-46,-71,-63,NaN,NaN,NaN,11
-48,-92,-36,-39,-45,-70,-56,-49,-50,-43,-37,-58,-46,-71,-64,NaN,NaN,NaN,11
-55,-40,-36,-39,-45,-70,-56,-53,-48,-67,-39,-58,-45,-71,-69,-75,-73,NaN,11
-65,-41,-37,-43,-45,-69,-56,-52,-49,-48,-37,-58,-41,-72,-68,-75,-72,NaN,11
-51,-41,-36,-41,-45,-69,-53,-52,-49,-49,-36,-58,-46,-69,-64,-73,-72,-67,11
-47,-40,-40,-41,-45,-69,-57,-52,-50,-48,-37,NaN,-46,-72,-62,-73,NaN,-67,11
-48,-41,-36,-38,-45,NaN,-57,-52,-48,-67,-37,NaN,-43,-71,-64,NaN,NaN,NaN,11
-48,-41,-36,-39,-45,NaN,-57,-52,-49,-67,-37,-58,-42,-71,-63,NaN,NaN,-67,11
-54,-73,-36,-39,-45,-70,-55,-52,-48,-72,-37,-58,-45,NaN,-61,NaN,NaN,-67,11
-48,-39,-39,-38,-45,-70,-57,-51,-48,-49,-40,-68,-44,-71,-62,NaN,NaN,NaN,11
-63,-41,-36,-34,-45,-70,-56,-52,-48,-43,-37,-59,-45,-69,-63,NaN,NaN,-68,11
-53,-40,-36,-38,-45,-70,-56,-52,-48,-48,-38,-59,-44,-71,-64,NaN,NaN,-58,11
-52,-40,-37,-37,-45,-70,-57,-52,-48,-42,-72,-58,-42,-71,-62,NaN,NaN,-61,11
-59,-64,-36,-37,-45,-70,-58,-52,-48,-43,-38,-59,-44,-71,-64,NaN,NaN,-61,11
-49,-39,-38,-39,-46,-70,-57,-51,-48,-49,-43,-58,-44,-72,-64,-72,-72,NaN,11
-57,-41,-36,-38,-45,-72,-58,-52,-48,-48,-37,-58,-45,-72,-62,-72,-72,NaN,11
-50,-39,-36,-39,-46,-72,-56,-52,-58,-48,-37,-57,-45,-72,-62,NaN,-71,NaN,11
-50,-39,-36,-39,-45,-69,-55,-52,-53,-49,-37,-59,-45,-72,-62,NaN,-71,-67,11
-49,-39,-37,-41,-46,-69,-58,-52,-48,-47,-38,-59,-45,-72,-63,NaN,NaN,-60,11
-54,-39,-36,-39,-46,NaN,-55,-52,-48,-72,-37,NaN,-45,-72,-64,NaN,NaN,-60,11
-48,-41,-36,-39,-46,NaN,-55,-52,-47,-48,-38,-58,-44,-72,-65,NaN,NaN,NaN,11
-47,-40,-35,-38,-46,-73,-57,-53,-49,-47,-38,-57,-45,NaN,-62,NaN,NaN,-58,11
-50,-40,-36,-36,-46,-69,-62,-52,-49,-47,-37,-54,-44,NaN,-63,NaN,-72,-58,11
-48,-40,-36,-38,-46,-69,-58,-52,-49,-47,-71,-69,-44,-72,-63,NaN,-72,-68,11
-49,-40,-36,-37,-47,-68,-57,-53,-48,NaN,-38,-57,-44,-72,-63,NaN,NaN,-68,11
-48,-39,-37,-37,-47,-68,-57,-51,-49,-70,-37,-57,-44,NaN,-66,NaN,NaN,NaN,11
-54,-39,-37,-36,-46,NaN,-60,-53,-49,-48,-37,-60,-44,NaN,-66,NaN,NaN,-67,11
-48,-37,-42,-36,-48,-69,-58,-55,-88,-48,-37,-60,-44,NaN,-65,NaN,-75,-69,11
-50,-41,-42,-38,-48,-69,-57,-52,-49,-48,-37,-73,-44,-73,-67,NaN,-75,-55,11
-51,-39,-42,-39,-52,-68,-60,-52,-49,-48,-38,-73,-45,-70,-63,NaN,-73,-66,11
-50,-44,-42,-39,-43,-70,-57,-52,-48,-49,-88,NaN,-44,-70,-62,NaN,-72,-66,11
-52,-39,-36,-38,-43,-73,-58,-52,-51,-63,-37,NaN,-45,-68,-64,NaN,-72,-58,11
-51,-71,-35,-39,-43,-73,-57,-53,-48,-47,-38,-58,-44,-69,-64,NaN,NaN,-67,11
-50,-38,-38,-40,-48,-69,-58,-53,-48,-42,-38,-60,-45,-73,-65,NaN,-72,-61,11
-53,-41,-41,-44,-49,-69,-58,-50,-48,-50,-38,-60,-44,-73,-64,NaN,-72,-61,11
-57,-41,-39,-44,-49,NaN,-58,-52,-49,-55,-40,-61,-44,-70,-59,-75,NaN,-73,11
-54,-39,-34,-39,-49,-73,-59,-51,-61,-47,-40,-60,-46,-70,-59,-75,NaN,-66,11
-51,-41,-34,-43,NaN,-73,-58,-54,-48,-49,-37,-72,-45,-68,-64,NaN,NaN,-69,11
-52,-39,-36,-43,-43,-68,-59,-53,-50,-68,-38,-72,-45,-71,-62,-73,NaN,-64,11
-51,-80,-35,-56,-40,-71,-56,-52,-47,-47,-37,-60,-46,-72,-64,-75,NaN,-64,11
-51,-39,-35,-39,-43,-68,-58,-53,-48,-47,-38,-66,-46,-72,-62,-73,NaN,-58,11
-48,-38,-36,-43,-43,-68,-59,-53,-48,-47,-37,-59,-47,-73,-63,-73,NaN,-67,11
-48,-39,-35,-43,-43,-68,-60,-53,-48,-48,-37,-59,-39,-73,-63,NaN,-71,-67,11
-49,-71,-35,-37,-46,NaN,-56,-53,-48,-47,-38,NaN,-45,-73,-63,-74,-71,-60,11
-54,-46,-35,-41,-43,NaN,-57,-52,-48,-47,-37,-60,-43,-70,-64,-73,-71,-60,11
-54,-45,-35,-38,-43,-70,-55,-51,-54,-43,-46,-60,-45,-70,-90,-73,-71,NaN,11
-51,-42,-35,-40,-43,-72,-58,-53,-48,-48,-38,-60,-41,-66,-64,NaN,NaN,-62,11
-48,-39,-36,-39,-43,-67,-56,-52,-48,-46,-38,-57,-45,-67,-63,NaN,NaN,-69,11
-48,-39,-35,-39,-43,-67,-59,-53,-48,-46,-38,-57,-45,-72,-63,-73,NaN,-69,11
-51,NaN,-36,-92,-43,NaN,-57,-53,-48,-47,-63,-67,-45,-74,-65,-73,NaN,-62,11
-52,NaN,-36,-39,-43,-69,-59,-52,-48,-48,-38,-58,-45,-74,-66,NaN,NaN,-62,11
-50,-40,-35,-39,-43,-69,-58,-53,-48,-47,-38,-59,-46,NaN,-66,NaN,-72,NaN,11
-50,-40,-35,-39,-43,-70,-58,-53,-48,-47,-38,-60,-45,NaN,-62,NaN,-72,NaN,11
-51,-39,-41,NaN,-43,-67,-57,-54,-48,-47,-37,-60,-44,-73,-67,-74,-71,NaN,11
-49,-67,-36,-67,-40,-68,-57,-52,-48,-47,-38,-65,-45,-75,-65,-74,-71,NaN,11
-49,-38,-35,-41,-43,-68,-55,-52,-49,-41,-38,-65,-45,-67,-63,NaN,NaN,-59,11
-50,-39,-36,-39,-43,-69,-56,-53,-48,-46,-39,NaN,-45,-71,-63,NaN,NaN,-59,11
-52,-39,-36,-41,-43,-69,-56,-52,-45,-47,-37,-57,-45,-71,-62,NaN,NaN,NaN,11
-50,-58,-35,-38,-43,-73,-56,-53,-48,-48,-38,-58,-44,NaN,-63,NaN,NaN,-67,11
-50,-38,-35,-71,-43,-68,-58,-48,-49,-48,-37,-59,-44,NaN,-71,NaN,NaN,-67,11
-49,-39,-35,-39,-43,-68,-57,-53,-48,-48,-38,-67,-45,NaN,-67,NaN,NaN,NaN,11
-48,-38,-35,-39,-43,-69,-56,-53,-49,-48,-39,-67,-45,NaN,-64,NaN,NaN,NaN,11
-48,-39,-36,-38,-43,-68,-58,-53,-49,-48,-37,-62,-45,-71,-65,NaN,-72,NaN,11
-47,-79,-36,-39,-43,-68,-56,-53,-48,-48,-39,-59,-45,-71,-67,NaN,-72,-60,11
-49,-38,-35,-39,-43,-66,-61,-52,-48,-48,-36,-62,-45,NaN,-64,NaN,NaN,-60,11
-50,-38,-35,-38,-43,-66,-57,-53,-48,-47,-38,-67,-42,NaN,-61,NaN,NaN,NaN,11
-49,-39,-36,-39,-43,-89,-57,-52,-89,-47,-36,-67,-46,NaN,-66,NaN,NaN,NaN,11
-67,-38,-35,-38,-43,-89,-60,-53,-49,-48,-39,-65,-44,-70,-66,-74,-72,NaN,11
-49,-38,-35,-38,-43,NaN,-59,-55,-47,-49,-36,-60,-45,-71,-62,-74,-72,-69,11
-51,-39,-36,-37,-43,NaN,-59,-53,-48,-48,-37,-60,-45,-71,-62,NaN,NaN,-69,11
-51,-73,-34,-42,-43,NaN,-60,-53,-47,-48,-37,-60,-46,NaN,-66,NaN,-72,NaN,11
-44,-43,-45,-46,-47,-73,-59,-58,-48,-57,-53,-60,-53,-70,-63,-78,-72,-59,12
-44,-43,-47,-43,-51,NaN,-62,-55,-40,-47,-40,NaN,-49,-75,-63,NaN,NaN,-65,12
-70,-43,-38,-48,-44,NaN,-63,-55,-46,-48,-41,NaN,-47,-75,NaN,NaN,NaN,-65,12
-70,-45,-38,-46,-45,-71,-64,-54,-46,-47,-41,NaN,-48,NaN,-62,NaN,-76,NaN,12
-47,-45,-40,-46,-45,-71,-64,-54,-46,-53,-40,NaN,-47,NaN,-62,NaN,-76,-58,12
