@relation RFKON_train
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:c7:6b:67_inonet numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 18:28:61:c7:6b:40_evarobot_wifi numeric
@attribute 98:fc:11:d7:73:e4_inonet-104 numeric
@attribute 18:28:61:72:86:cc_isimbulamadimp numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 08:37:3d:c7:8d:ea_B.B. numeric
@attribute 06:18:d6:c2:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 88:e3:ab:57:c1:14_VINNWiFi-c114 numeric
@attribute 4c:5e:0c:6f:73:41_feniks-2 numeric
@attribute 64:70:02:a4:35:04_regulateurrestaurant numeric
@attribute 'ba:b4:2e:cd:29:8a_BLU LIFE PLAY' numeric
@attribute e8:37:7a:6c:7f:55_TTNET_ZyXEL_CA3E numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute 38:2d:d1:3e:15:9d_isimbulamadimxx numeric
@attribute '3c:33:00:50:6c:77_RC Leading-506c77' numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute REF_POINT {1,6,7,8,9,10,11,12,50,51,52,53,54}

@data
100,-67,-84,-83,100,-47,100,-62,-32,-67,100,100,-70,100,-56,-34,100,-53,100,100,100,-58,-76,100,100,100,-65,-70,100,100,100,100,100,-75,100,100,100,51
100,-67,100,100,100,-46,100,-62,-32,-66,-71,100,-71,100,-57,-34,100,-50,100,100,100,-56,-78,100,100,100,-54,-70,100,100,100,100,100,-74,100,100,100,51
-69,-66,-84,100,100,-46,100,-61,-32,-67,-72,100,-71,100,-57,-34,100,-51,100,100,100,-58,100,100,100,100,-64,-69,100,100,100,100,100,-74,100,100,100,51
-69,-64,-82,100,100,-46,-81,-61,-32,-67,-72,100,-71,100,-59,-34,100,-52,100,100,100,-62,-77,100,100,100,-65,-70,100,100,100,100,100,-75,100,100,100,51
-69,-65,100,-82,-85,-45,-72,-62,-32,-67,-72,100,-71,100,-57,-34,100,-52,100,100,100,-57,-78,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
100,-65,100,-82,100,-46,-81,-62,-30,-66,-72,100,-70,100,-55,-35,100,-52,100,100,100,-58,-77,100,100,100,-64,-71,100,100,100,100,100,100,100,100,100,51
-69,-66,100,-80,-84,-46,100,-74,-32,-65,-72,100,-70,100,-56,-69,100,-51,100,100,100,-58,-77,100,100,100,-64,-71,100,100,100,100,100,100,100,100,100,51
100,100,100,-81,100,-47,100,-61,-33,-68,100,100,-70,100,-56,-35,100,-52,100,100,100,-58,100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,100,51
-69,-66,100,-81,100,-47,-80,-61,-33,100,-71,100,100,100,-57,-34,100,-51,100,100,100,-57,100,100,100,100,-62,-71,100,100,100,100,100,100,100,100,100,51
-69,-65,-84,100,-84,-46,-80,-62,-32,-66,100,100,-70,100,-56,-35,100,-48,100,100,100,-59,-76,100,100,100,-52,-70,100,100,100,100,100,-76,100,100,100,51
-70,-63,100,-81,100,-45,-80,-62,-32,100,-71,100,-69,100,-56,-34,100,-50,100,100,100,-57,100,100,100,100,-61,-70,100,100,100,100,100,-73,100,100,100,51
100,-65,100,-81,100,-46,-80,-61,-32,-67,100,100,100,100,-57,-34,100,-50,100,100,100,-57,-76,100,100,100,-63,-70,100,100,100,100,100,100,100,100,100,51
-68,-66,100,-69,100,-46,100,-62,-32,-66,-71,100,-70,100,100,-35,100,-52,100,100,100,-59,-77,100,100,100,-53,-69,100,100,100,100,100,-74,100,100,100,51
-69,-66,100,-82,100,-46,-68,-61,-32,-66,-72,100,-70,100,-56,-34,100,-53,100,100,100,-57,-76,100,100,100,-58,-69,100,100,100,100,100,-73,100,100,100,51
100,-66,100,100,100,-46,100,-61,-32,100,-72,100,-67,100,100,100,100,-52,100,100,100,-58,-77,100,100,100,-57,-69,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,-80,-66,-32,-67,100,100,-72,100,-57,100,100,-49,100,100,100,-59,-78,100,100,100,-65,-69,100,100,100,100,100,-74,100,100,100,51
100,-64,100,100,100,-46,100,-61,-32,-65,-72,100,-70,100,-57,-34,100,-49,100,100,100,-58,-78,100,100,100,-54,-70,100,100,100,100,100,-74,100,100,100,51
100,-65,100,100,-85,-46,100,100,-35,100,100,100,100,100,100,-35,100,-50,100,100,100,-59,100,100,100,100,-53,-69,100,100,100,100,100,100,100,100,100,51
100,100,100,100,100,-49,-80,-62,-32,-65,-71,100,100,100,-56,-35,100,-50,100,100,100,-57,100,100,100,100,-54,-70,100,100,100,100,100,100,100,100,100,51
100,-65,100,-80,100,-46,100,-62,-32,-66,-71,100,-69,100,-56,-35,100,-50,100,100,100,-58,-77,100,100,100,-56,-69,100,100,100,100,100,-76,100,100,100,51
100,-67,100,100,-85,-46,100,-60,-32,-66,-73,100,-70,100,-56,-35,100,-50,100,100,100,-58,-79,100,100,100,-55,-69,100,100,100,100,100,100,100,100,100,51
-69,-65,100,100,100,-46,100,-61,-32,-66,-72,100,-69,100,-56,-35,100,-50,100,100,100,-58,100,100,100,100,-56,-70,100,100,100,100,100,-75,100,100,100,51
100,-65,100,100,100,-47,-80,-65,-32,-65,100,100,-70,100,-56,-34,100,-49,100,100,100,-58,-77,100,100,100,-54,-70,100,100,100,100,100,-76,100,100,100,51
100,-66,-84,100,100,-47,-80,100,-67,100,-73,100,100,100,100,-35,100,-48,100,100,100,100,-76,100,100,100,-63,-70,100,100,100,100,100,100,100,100,100,51
-69,-65,100,100,100,-46,-81,-62,-32,100,-72,100,100,100,-56,-35,100,-49,100,100,100,-58,100,100,100,100,-64,-69,100,100,100,100,100,100,100,100,100,51
-68,-64,100,100,100,-46,100,-65,-36,-66,-72,100,100,100,-56,-35,100,-50,100,100,100,-59,-76,100,100,100,-64,-69,100,100,100,100,100,100,100,100,100,51
-68,-64,100,-81,100,-49,100,-66,-32,-65,-72,100,-70,100,100,-35,100,-50,100,100,100,-60,-76,100,100,100,-55,-69,100,100,100,100,100,-89,100,100,100,51
100,-65,-82,-81,100,-46,100,-61,-32,-66,100,100,-69,100,-56,-35,100,-49,100,100,100,-58,-76,100,100,100,-54,-69,100,100,100,100,100,-75,100,100,100,51
-69,100,-84,100,100,-46,-79,-61,-32,-65,-72,100,-69,100,100,-35,100,-50,100,100,100,-58,-76,100,100,100,-55,-69,100,100,100,100,100,-76,100,100,100,51
-69,-65,100,-79,100,-45,100,-61,-32,-66,-72,100,-69,100,-56,100,100,-49,100,100,100,-60,-76,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
100,-65,100,100,100,-46,-80,-61,-32,-65,100,100,-70,100,-56,-35,100,-50,100,100,100,-59,100,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
-69,-65,100,-82,100,-47,-81,-62,-32,-66,-72,100,-70,100,100,-35,100,-50,100,100,100,100,100,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
100,-65,100,100,-85,-47,-80,-61,-32,-65,100,100,-69,100,100,-35,100,-50,100,100,100,100,-76,100,100,100,-54,-70,100,100,100,100,100,100,100,100,100,51
-69,-65,100,-82,100,-46,-81,-62,-32,-66,-72,100,-69,100,-56,-35,100,-50,100,100,100,-59,100,100,100,100,-63,-69,100,100,100,100,100,-75,100,100,100,51
100,-65,100,-80,100,-46,-81,-62,-32,-66,100,100,100,100,-56,-34,100,-48,100,100,100,-58,-77,100,100,100,-55,-70,100,100,100,100,100,100,100,100,100,51
100,-64,100,-81,100,-46,-80,-61,-32,-66,100,100,-70,100,-56,-35,100,-50,100,100,100,-58,100,100,100,100,-55,-70,100,100,100,100,100,100,100,100,100,51
-69,-65,-84,-83,100,-47,-80,-60,-32,-65,-73,100,-70,100,100,-35,100,-50,100,100,100,-60,100,100,100,100,-55,-69,100,100,100,100,100,-76,100,100,100,51
-69,-65,-85,-82,-85,-47,-70,-61,-32,-66,-74,100,-69,100,-56,-34,100,-50,100,100,100,-59,100,100,100,100,-54,-70,100,100,100,100,100,-75,100,100,100,51
100,-64,100,-82,100,-46,-80,-60,-32,-66,-72,100,-70,100,-55,-35,100,-48,100,100,100,-58,-76,100,100,100,-56,-69,100,100,100,100,100,-76,100,100,100,51
-69,-65,-84,100,100,-47,100,-62,-32,100,100,100,-70,100,-56,-35,100,-52,100,100,100,-58,-76,100,100,100,-54,-70,100,100,100,100,100,-75,100,100,100,51
-69,-66,100,-81,-85,-46,100,-62,-32,-66,-72,100,100,100,-56,-35,100,-50,100,100,100,-58,100,100,100,100,-64,-69,100,100,100,100,100,100,100,100,100,51
-73,-65,100,-81,100,-46,100,-62,-32,-66,100,100,100,100,-56,-35,100,-50,100,100,100,-57,100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,100,51
-69,-65,100,-81,100,-46,100,-61,-32,-66,-72,100,100,100,-56,-35,100,-50,100,100,100,-58,100,100,100,100,-63,-69,100,100,100,100,100,100,100,100,100,51
100,-65,100,-82,100,-46,100,-62,-32,-65,-72,100,-69,100,-56,-35,100,-50,100,100,100,-60,-77,100,100,100,-55,-69,100,100,100,100,100,-75,100,100,100,51
100,100,100,100,100,-46,100,-62,-32,-65,100,100,-69,100,-56,-35,100,-50,100,100,100,-59,-76,100,100,100,-56,-70,100,100,100,100,100,-75,100,100,100,51
-69,100,100,100,100,-46,100,-62,-32,100,100,100,100,100,-56,-35,100,-50,100,100,100,-59,-76,100,100,100,-56,-70,100,100,100,100,100,-75,100,100,100,51
100,-65,100,100,100,100,-81,-66,-32,-64,100,100,100,100,100,100,100,-50,100,100,100,-57,-76,100,100,100,-56,-70,100,100,100,100,100,100,100,100,100,51
-67,-65,100,100,100,-50,-81,-67,-32,-65,100,100,100,100,-57,-35,100,-50,100,100,100,-58,-77,100,100,100,-54,-70,100,100,100,100,100,100,100,100,100,51
-70,-65,100,100,100,-49,100,-63,-32,-65,100,100,-69,100,-56,-35,100,-50,100,100,100,-58,-76,100,100,100,-54,-70,100,100,100,100,100,-74,100,100,100,51
100,-64,100,100,100,-47,100,-67,-32,-64,100,100,100,100,-56,-35,100,-50,100,100,100,-58,100,100,100,100,-54,-70,100,100,100,100,100,100,100,100,100,51
100,-64,-83,-76,100,-46,100,-61,-32,100,100,100,100,100,-57,-35,100,-50,100,100,100,-58,100,100,100,100,-64,-70,100,100,100,100,100,100,100,100,100,51
100,-64,100,100,100,-46,100,-66,-32,-65,100,100,100,100,-56,-35,100,-50,100,100,100,100,-77,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
-69,-64,100,100,100,-46,100,-66,-36,-65,100,100,100,100,100,-35,100,-50,100,100,100,-59,-78,100,100,100,-63,-69,100,100,100,100,100,-74,100,100,100,51
100,-64,100,-82,100,-47,-81,-67,-32,-65,100,100,-69,100,100,-35,100,-50,100,100,100,-59,-77,100,100,100,-63,-70,100,100,100,100,100,100,100,100,100,51
100,-64,100,100,100,-47,-81,-63,-32,-66,-71,100,-69,100,-56,-35,100,-50,100,100,100,-58,-77,100,100,100,-56,-69,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-47,-80,100,-32,-67,100,100,-69,100,-56,-86,100,-50,100,100,100,-58,-74,100,100,100,-56,-69,100,100,100,100,100,-70,100,100,100,51
100,100,-83,-83,100,100,-80,-66,-32,-68,100,100,100,100,-56,-35,100,-50,100,100,100,-59,-76,100,100,100,-55,-69,100,100,100,100,100,-74,100,100,100,51
100,-64,100,-82,100,-47,-81,-62,-36,100,100,100,100,100,-56,-35,100,-50,100,100,100,-59,-77,100,100,100,-56,-69,100,100,100,100,100,100,100,100,100,51
-69,-64,100,100,100,-47,100,-63,-32,100,100,100,100,100,-56,-77,100,-50,100,100,100,-59,100,100,100,100,-55,-69,100,100,100,100,100,100,100,100,100,51
-71,100,100,-81,100,-48,100,-63,-32,100,100,100,100,100,-56,-35,100,-50,100,100,100,-57,100,100,100,100,-60,-66,100,100,100,100,100,100,100,100,100,51
-69,-64,100,100,-84,-46,-80,-62,-32,-68,-73,100,100,100,-56,-35,100,-50,100,100,100,-59,-76,100,100,100,-63,-69,100,100,100,100,100,-74,100,100,100,51
-69,-64,100,-82,100,-46,-80,-62,-84,-66,-74,100,100,100,-56,-35,100,-50,100,100,100,-58,-77,100,100,100,-55,-70,100,100,100,100,100,-75,100,100,100,51
-69,-65,100,100,100,-72,100,-62,-32,100,-73,100,100,100,100,-34,100,-50,100,100,100,-59,-77,100,100,100,-62,-71,100,100,100,100,100,-74,100,100,100,51
100,-65,100,100,100,-49,100,-67,-35,100,100,100,100,100,-84,-48,100,-50,100,100,100,-59,-77,100,100,100,-63,-72,100,100,100,100,100,-75,100,100,100,51
-76,-69,100,-86,100,-50,100,-65,-33,-62,-63,100,-72,100,-58,-36,100,-46,100,100,100,-54,-74,100,100,100,-51,-69,100,100,100,100,100,100,100,100,-77,8
100,100,100,100,100,-49,100,-65,-34,-64,100,100,100,100,-58,-38,100,-45,100,100,100,-54,-73,100,100,100,-56,-65,100,100,100,100,100,-75,100,100,100,8
100,-67,100,-84,100,-51,100,-64,-34,-64,-64,100,100,100,-58,-37,100,-45,100,100,100,-54,100,100,100,100,-59,-70,100,100,100,100,100,-72,100,100,-69,8
100,100,100,100,100,-51,100,-65,-34,-63,-63,100,100,100,-58,-38,100,-46,100,100,100,-54,-72,100,100,100,-57,-69,100,100,100,100,100,-72,100,100,-81,8
100,100,100,100,100,-50,100,-65,-34,-63,-63,100,100,100,-58,-38,100,-46,100,100,100,-54,-73,100,100,100,-57,-69,100,100,100,100,100,100,100,100,-69,8
100,-69,100,100,100,-53,-82,-65,-34,100,100,100,-69,100,-57,-38,100,-45,100,100,100,-50,100,100,100,100,-50,-70,100,100,100,100,100,100,100,100,-80,8
-79,-68,100,-88,100,-50,100,-65,-36,-63,-63,100,-71,100,-58,-38,100,-44,100,100,100,-54,-73,100,100,100,-49,-70,100,100,100,100,100,-72,100,100,-81,8
-80,-71,100,-85,100,-50,100,100,-34,-62,-63,100,-65,100,-59,-37,100,-45,100,100,100,-54,-73,100,100,100,-58,-69,100,100,100,100,100,100,100,100,-84,8
-78,-68,100,-82,100,-49,100,-65,-34,-63,-63,100,-70,100,-59,-38,100,-44,100,100,100,-53,-73,100,100,100,-62,-70,100,100,100,100,100,100,100,100,100,8
100,-68,100,100,100,-50,-70,-65,-34,-63,-63,100,100,100,-58,-37,100,-46,100,100,100,-53,100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,-69,8
100,100,100,100,100,-50,100,100,-34,100,-63,100,100,100,-58,-37,100,-46,100,100,100,-54,-72,100,100,100,-63,-70,100,100,100,100,100,100,100,100,100,8
100,-67,100,100,100,-50,100,-65,-34,100,-63,100,100,100,-59,-37,100,-46,100,100,100,-54,-72,100,100,100,-57,-70,100,100,100,100,100,100,100,100,100,8
-80,-67,100,-86,100,-50,100,-65,-50,100,-64,100,-72,100,-58,-37,100,-46,100,100,100,-53,-72,100,100,100,-57,-70,100,100,100,100,100,100,100,100,-74,8
-79,-68,-80,-87,100,-50,100,-65,-32,-60,-67,100,-71,100,-57,-38,100,-45,100,100,100,-53,100,100,100,100,-56,-69,100,100,100,100,100,-73,100,100,-75,8
-78,100,100,-90,100,-50,100,-66,-34,-63,-63,100,-72,100,-59,-38,100,-46,100,100,100,-53,100,100,100,100,-50,-70,100,100,100,100,100,100,100,100,-77,8
100,100,100,-88,-83,-50,100,100,-34,-61,-63,100,-72,100,-60,-40,100,-45,100,100,100,-53,100,100,100,100,-56,-70,100,100,100,100,100,100,100,100,-71,8
100,-67,100,100,100,-50,100,-65,-35,100,100,100,-71,100,-60,-38,100,-46,100,100,100,-53,-73,100,100,100,-56,-70,100,100,100,100,100,100,100,100,-72,8
-79,100,100,100,-83,-49,100,-65,-34,-61,100,100,100,100,-58,-39,100,-46,100,100,100,-50,-73,100,100,100,-50,-70,100,100,100,100,100,-74,100,100,-72,8
-79,-68,100,100,100,-51,100,-65,-35,100,-63,100,-70,100,-60,-38,100,-46,100,100,100,-54,100,100,100,100,-49,-70,100,100,100,100,100,100,100,100,-73,8
-79,100,100,100,100,-49,100,100,100,-62,-63,100,-71,100,100,-38,100,-46,100,100,100,-54,-73,100,100,100,-50,-72,100,100,100,100,100,-72,100,100,-72,8
100,100,100,100,100,-52,100,-66,-34,-63,-63,100,-71,100,-59,-38,100,-46,100,100,100,-53,100,100,100,100,-57,100,100,100,100,100,100,-72,100,100,-72,8
-78,-68,100,100,100,-51,100,100,-35,-63,-63,100,-71,100,-59,-38,100,-46,100,100,100,-54,100,100,100,100,-51,-70,100,100,100,100,100,100,100,100,-69,8
-78,100,100,100,100,-49,100,-66,-34,100,-63,100,-73,100,-59,-38,100,-46,100,100,100,-54,-73,100,100,100,-50,-71,100,100,100,100,100,100,100,100,-72,8
-79,100,100,100,100,-49,100,-66,-34,-63,-63,100,-71,100,-60,-41,100,-46,100,100,100,-54,-73,100,100,100,-49,-69,100,100,100,100,100,-74,100,100,-68,8
100,100,100,100,100,-49,100,-65,-34,-62,-63,100,-71,100,-60,-37,100,-46,100,100,100,-53,-72,100,100,100,-50,-70,100,100,100,100,100,-75,100,100,-72,8
100,100,100,-89,100,-50,100,100,100,100,100,100,-71,100,-60,-40,100,-45,100,100,100,-52,100,100,100,100,-50,-69,100,100,100,100,100,-74,100,100,-73,8
-77,-66,100,100,100,-50,100,-65,-35,-64,-63,100,-71,100,-58,-37,100,-46,100,100,100,-54,-72,100,100,100,-55,-71,100,100,100,100,100,100,100,100,-73,8
100,100,100,100,100,-50,100,-65,100,100,100,100,100,100,-58,-37,100,-46,100,100,100,-53,100,100,100,100,-59,-70,100,100,100,100,100,100,100,100,100,8
100,100,100,100,100,-50,100,-64,-34,100,-59,100,100,100,-57,-38,100,-46,100,100,100,-50,100,100,100,100,-57,-71,100,100,100,100,100,100,100,100,100,8
-76,-67,100,100,100,-50,100,-65,-35,-63,-64,100,100,100,-58,-37,100,-45,100,100,100,-50,100,100,100,100,-55,-72,100,100,100,100,100,100,100,100,-73,8
-78,-64,100,100,100,-51,100,-66,-34,100,-64,100,-70,100,-55,-38,100,-45,100,100,100,-53,-72,100,100,100,-50,-70,100,100,100,100,100,100,100,100,-74,8
-76,-65,100,100,100,-50,100,-65,-34,100,-63,100,-70,100,-56,-39,100,-44,100,100,100,-54,-73,100,100,100,-51,-70,100,100,100,100,100,-72,100,100,-74,8
-78,-66,100,100,100,-50,100,-67,-33,100,-63,100,-71,100,100,-38,100,-46,100,100,100,-54,-72,100,100,100,-50,-71,100,100,100,100,100,100,100,100,-73,8
100,-65,100,100,100,-49,100,-65,-34,100,100,100,-69,100,-57,-38,100,-46,100,100,100,-53,-72,100,100,100,-60,-71,100,100,100,100,100,-80,100,100,-75,8
-78,100,100,100,-84,-50,100,-65,-34,-61,100,100,-69,100,-57,-38,100,-44,100,100,100,-54,-72,100,100,100,-59,-70,100,100,100,100,100,100,100,100,100,8
-78,-66,100,100,-83,-50,100,-66,-34,-61,-64,100,100,100,-57,-39,100,-45,100,100,100,-53,100,100,100,100,-50,-71,100,100,100,100,100,100,100,100,-73,8
100,-65,100,100,100,-50,100,-65,-34,-61,-63,100,100,100,-57,-37,100,-45,100,100,100,-54,-72,100,100,100,-58,-71,100,100,100,100,100,100,100,100,-67,8
100,100,100,100,-85,-51,100,-65,-34,-61,-63,100,-71,100,-56,-37,100,-46,100,100,100,-52,-71,100,100,100,-57,-72,100,100,100,100,100,100,100,100,-74,8
100,100,100,100,100,-51,100,-65,-34,-62,100,100,-70,100,-55,-37,100,-46,100,100,100,-54,-72,100,100,100,-56,-71,100,100,100,100,100,-74,100,100,-75,8
100,-66,100,-89,-84,-48,100,-65,-34,-63,100,100,-71,100,-54,-37,100,-46,100,100,100,-50,100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,-75,8
-78,100,100,-90,100,-51,100,-65,-33,-63,-64,100,-71,100,-57,-38,100,-45,100,100,100,-52,-73,100,100,100,-57,-71,100,100,100,100,100,-77,100,100,-73,8
-77,-67,100,100,100,-51,100,-64,-32,-60,-63,100,-70,100,-56,-37,100,-46,100,100,100,-54,100,100,100,100,-60,-71,100,100,100,100,100,-74,100,100,-73,8
-78,100,100,100,100,100,100,-64,-37,-63,100,100,100,100,-56,100,100,-46,100,100,100,-54,100,100,100,100,-58,-70,100,100,100,100,100,100,100,100,-73,8
100,-63,100,100,-84,-49,100,-65,-34,-60,-63,100,-70,100,-56,-37,100,-43,100,100,100,-49,-74,100,100,100,-60,-70,100,100,100,100,100,-74,100,100,-72,8
100,100,100,100,100,-49,100,-65,-34,100,-64,100,100,100,-56,-65,100,-46,100,100,100,-54,100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,100,8
100,-68,100,100,100,-49,100,100,-34,100,-63,100,100,100,-55,-39,100,-45,100,100,100,-53,100,100,100,100,-53,-71,100,100,100,100,100,100,100,100,100,8
-79,-63,100,-87,100,100,100,-67,-33,-63,-62,100,100,100,-56,-72,100,-46,100,100,100,-54,100,100,100,100,-55,-72,100,100,100,100,100,100,100,100,100,8
-78,-65,100,100,100,-50,100,-65,-34,-63,-63,100,-71,100,-56,-37,100,-43,100,100,100,-54,-72,100,100,100,-50,-72,100,100,100,100,100,-69,100,100,-72,8
-78,-61,100,100,100,-50,100,-66,-34,-63,-63,100,100,100,-58,-37,100,-45,100,100,100,-52,-71,100,100,100,-50,-72,100,100,100,100,100,100,100,100,-71,8
-78,-70,100,100,100,-50,100,-68,-34,100,-63,100,-73,100,-57,-36,100,-44,100,100,100,-54,-75,100,100,100,-48,-72,100,100,100,100,100,-72,100,100,-72,8
-78,-66,100,100,100,-49,100,-66,-30,100,-63,100,-73,100,-58,-37,100,-46,100,100,100,-53,-74,100,100,100,-50,-72,100,100,100,100,100,100,100,100,-73,8
-79,-66,100,100,100,-49,100,-65,-34,-60,100,100,-71,100,-57,-36,100,-45,100,100,100,-54,100,100,100,100,-58,-71,100,100,100,100,100,-73,100,100,-73,8
-78,-65,100,100,100,-54,100,100,100,100,-63,100,-72,100,100,100,100,-45,100,100,100,-53,-74,100,100,100,-50,-71,100,100,100,100,100,100,100,100,-72,8
100,100,-80,100,100,-50,100,-65,-33,100,-63,100,-69,100,-58,-36,100,-46,100,100,100,-55,-73,100,100,100,-57,-60,100,100,100,100,100,100,100,100,-72,8
-76,100,100,100,100,-50,100,-65,-34,-63,-63,100,100,100,-57,-37,100,-45,100,100,100,-53,100,100,100,100,-56,-72,100,100,100,100,100,-71,100,100,-72,8
100,100,-79,100,100,-50,100,100,-34,100,100,100,-70,100,100,-37,100,-45,100,100,100,-53,100,100,100,100,-58,-72,100,100,100,100,100,100,100,100,-72,8
100,-67,100,100,100,-52,100,-65,-34,-64,100,100,100,100,-57,-36,100,-46,100,100,100,-53,100,100,100,100,-54,-68,100,100,100,100,100,100,100,100,-72,8
-80,-65,100,100,100,-49,100,-65,-31,-61,-63,100,-69,100,-56,-37,100,-45,100,100,100,-54,-73,100,100,100,-61,-69,100,100,100,100,100,-73,100,100,-73,8
100,-63,100,100,100,-52,100,-65,-34,100,-60,100,-68,100,-61,-36,100,-45,100,100,100,-54,-72,100,100,100,-55,-69,100,100,100,100,100,-73,100,100,-71,8
-79,-66,100,100,100,-52,100,-65,-34,100,-56,100,100,100,-64,-35,100,-45,100,100,100,-54,-74,100,100,100,-55,-69,100,100,100,100,100,-73,100,100,-71,8
100,-65,100,100,-84,-49,100,-64,-35,-62,-63,100,-69,100,-55,-38,100,-46,100,100,100,-53,100,100,100,100,-55,-69,100,100,100,100,100,-75,100,100,-71,8
100,-65,-77,100,-84,-48,100,-63,-35,100,100,100,-70,100,-60,-36,100,-45,100,100,100,-54,-76,100,100,100,-57,-70,100,100,100,100,100,-73,100,100,-70,8
-84,-65,100,100,100,-53,100,100,-31,100,-65,100,100,100,-56,-37,100,-45,100,100,100,-55,100,100,100,100,-57,-72,100,100,100,100,100,100,100,100,100,8
100,-64,100,100,100,-52,100,-65,-33,-63,100,100,100,100,-57,-38,100,-45,100,100,100,-55,100,100,100,100,-56,-71,100,100,100,100,100,100,100,100,100,8
-83,-65,100,100,100,-53,100,-62,100,-61,-64,100,100,100,-56,-37,100,-45,100,100,100,-54,-73,100,100,100,-57,-71,100,100,100,100,100,100,100,100,100,8
-81,-66,100,100,100,-52,100,-64,-31,-62,100,100,-69,100,-56,-37,100,-45,100,100,100,-55,100,100,100,100,-48,-62,100,100,100,100,100,-71,100,100,-71,8
-81,-67,100,100,100,-50,100,-62,-36,-61,-68,100,-69,100,-56,-37,100,-45,100,100,100,-54,-72,100,100,100,-57,-73,100,100,100,100,100,100,100,100,-70,8
-77,-67,100,100,100,-50,-83,-65,-43,-62,100,100,-71,100,-56,-40,100,-44,100,100,100,-53,-74,100,100,100,-56,-69,100,100,100,100,100,100,100,100,-73,8
-78,-68,-80,100,100,-55,-82,-69,-32,-64,100,100,-73,100,-57,-38,100,-44,100,100,100,-53,-73,100,100,100,-48,-69,100,100,100,100,100,100,100,100,-72,8
-76,-67,100,100,100,-52,100,-67,-30,-62,100,100,-73,100,-57,-37,100,-45,100,100,100,-56,-74,100,100,100,-49,-72,100,100,100,100,100,-69,100,100,-73,8
-77,100,-82,-74,100,-50,100,-67,-30,100,-65,100,-73,100,-59,-37,100,-45,100,100,100,-55,-73,100,100,100,-54,-71,100,100,100,100,100,-69,100,100,-77,8
100,100,100,100,100,-50,100,-67,-31,-63,-64,100,100,100,-57,-38,100,-45,100,100,100,-54,100,100,100,100,-64,-70,100,100,100,100,100,-73,100,100,-79,8
100,100,100,-82,-85,-51,100,-67,-78,-62,-65,100,100,100,-58,-38,100,-43,100,100,100,-54,-73,100,100,100,-54,-70,100,100,100,100,100,100,100,100,-74,8
100,100,100,-86,100,-51,-84,-69,-30,-64,-65,100,100,100,-56,-36,100,-43,100,100,100,-52,-73,100,100,100,-56,-69,100,100,100,100,100,-73,100,100,-79,8
-81,-63,-82,-86,100,-50,100,-71,-33,-61,-64,100,-71,100,-56,-36,100,-43,100,100,100,-56,-72,100,100,100,-50,-69,100,100,100,100,100,-83,100,100,-76,8
-79,-65,100,-82,-84,-51,100,-66,-24,-70,100,100,100,100,-59,-34,100,-46,100,100,100,-58,100,100,100,100,-52,-67,100,100,100,100,100,-75,100,100,-67,10
-78,100,100,-82,100,-52,100,-67,-23,-69,100,100,-73,100,100,-71,100,-44,100,100,100,-57,100,100,100,100,-52,-67,100,100,100,100,100,100,100,100,-73,10
