@relation SamsungTablet_Train

@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
-68,-26,-44,-58,-62,-56,-31,-53,100,-58,-75,-76,-64,-74,-68,-69,100,100,100,100,-81,100,100,100,6
-65,-27,-42,-50,-61,-56,-31,-53,100,-44,100,100,-63,-69,-68,-68,-77,100,100,100,-83,100,100,100,6
-70,-26,-43,-50,-60,-56,-30,-51,-81,-52,-69,100,-70,-70,100,-69,-79,100,100,100,100,100,100,100,6
-68,-27,-43,-50,-63,-55,-66,-50,-80,-52,-66,-81,-59,-70,-66,-68,-78,100,-73,100,-83,100,-64,100,6
-69,-26,-42,-55,-62,-57,-29,-51,-80,-51,100,-77,-63,-72,-67,-70,100,100,100,100,-81,100,-77,100,6
-70,-27,-42,-58,-61,-59,-30,100,100,-56,-67,-74,-63,-68,-67,-68,-82,100,-74,100,100,100,-65,100,6
-70,-29,-43,-50,100,-56,-30,-51,100,-52,100,-81,-66,100,-67,-64,100,100,100,100,100,100,100,100,6
-68,-27,-43,-58,-59,-57,-30,-49,100,-52,-66,100,-62,100,-69,-69,100,100,100,100,100,100,-77,100,6
-73,-27,-43,-51,100,-54,-30,-50,100,-53,-63,100,-60,-73,-67,100,-79,100,-71,100,100,100,100,100,6
-71,-27,-43,-53,100,100,-30,100,100,-55,-66,100,100,-68,100,100,100,100,100,100,100,100,100,100,6
-69,-31,-44,-61,-61,-49,100,-49,-81,-47,-68,100,-57,100,-69,-70,-79,100,100,100,100,100,-76,100,6
-69,-26,-42,-59,-60,-56,-29,-46,100,-53,-68,-75,-66,-66,-69,-69,100,100,-73,100,-82,100,100,100,6
-79,-29,-42,-59,-59,-52,-29,-54,-80,-56,-66,-74,-61,-67,100,-69,100,-77,100,100,100,100,100,100,6
-72,-32,-45,-58,-58,-54,-30,-51,-79,-54,100,-74,-67,-64,-71,-68,100,-79,100,100,100,100,-80,100,6
-67,-29,-44,-55,-58,-54,-29,-50,100,-55,-69,-73,-60,-68,-69,-68,-79,100,-77,100,100,100,100,100,6
-67,-27,-43,100,100,-59,-32,-52,-81,-55,-66,100,-68,-66,-69,100,-78,100,100,100,100,100,100,100,6
-68,100,-42,-51,-60,-60,-31,-49,100,-48,-79,100,-64,-67,100,-67,100,100,100,100,100,100,100,100,6
-66,-26,-43,-57,-59,-59,-32,-48,-82,-53,100,-74,100,-66,-70,-87,100,100,100,100,100,100,100,100,6
-68,-27,-42,-51,-59,-56,-29,-51,-80,-54,100,100,-63,-70,-66,-67,100,100,100,100,100,100,100,100,6
-69,-28,-43,-52,-60,-55,-30,-49,-78,-55,100,-72,-59,-70,100,-69,100,100,100,100,100,100,-79,100,6
-70,-29,-43,-57,-65,-48,-31,-48,-80,-55,100,100,-65,-75,100,100,100,100,100,100,-84,100,100,100,6
-70,-27,-43,-50,-59,-56,-29,-47,100,-55,-71,-77,-62,-70,-74,-68,-77,100,-74,100,100,100,-66,100,6
-63,-28,-43,-54,-58,-57,-29,-47,100,-54,-70,-75,-61,-71,100,-68,-81,100,100,100,100,100,100,100,6
-71,-27,-43,-48,-60,-59,-28,-47,100,-44,-71,-76,-65,-69,-70,100,-79,100,100,100,100,100,100,100,6
-70,-27,-42,-48,-59,-57,-32,-51,100,-56,100,-73,-65,-69,-68,-69,100,100,-74,100,100,100,100,100,6
-69,-27,-43,-49,-58,-59,-30,-48,100,-47,-67,100,100,-64,-69,100,-79,100,100,100,100,100,100,100,6
-68,-26,-41,-53,-57,-57,-30,-48,100,-53,-66,100,-66,100,-72,-65,-80,100,-71,100,100,100,100,100,6
-67,-27,-43,-50,-58,-51,-30,-49,100,-54,-67,100,-64,-70,-68,-67,100,-81,100,100,100,100,100,100,6
-72,-26,-42,-57,-60,-56,-30,-50,-83,-55,-67,100,-66,-73,100,-68,100,-77,100,100,100,100,-74,-93,6
-70,-27,-42,-55,-58,-56,-30,-48,-83,-55,100,-78,-66,-72,-69,-69,100,100,-73,100,100,100,-77,100,6
-68,-26,-42,-50,-58,-50,-30,-49,100,-45,-66,-78,-63,-65,-73,-69,-81,100,100,100,-82,100,-77,100,6
-68,-23,-42,-49,-60,-56,-30,100,-77,-46,100,100,-63,-68,100,-68,-78,100,-72,100,100,100,-70,100,6
-67,-27,-43,-67,-59,-58,-31,-49,-82,-51,100,100,-65,-66,100,100,-78,100,100,100,100,100,100,100,6
-68,-25,-44,-52,-60,-55,-30,-50,-86,-55,-71,100,-63,-74,-68,100,100,100,100,100,100,100,100,100,6
-72,-26,-44,-48,-59,-58,-28,-49,100,-55,100,-73,-65,-70,-71,100,100,-82,-75,-90,100,100,-80,100,6
-68,-27,-42,-52,-59,-50,-29,-48,100,-56,100,-79,-61,-68,-69,100,-83,100,100,100,-81,100,-76,100,6
-71,-27,-42,-48,-62,-55,-27,-50,-77,-56,-71,100,-63,-70,-67,100,-77,100,-74,100,100,100,100,100,6
-70,-28,-41,-53,-64,-55,-26,-47,-81,-48,-70,100,-64,100,-71,100,-81,100,100,100,100,100,-66,100,6
-68,-28,-43,-53,-60,-57,-27,-53,-80,-52,-69,-76,-60,-68,-71,-69,100,-78,-73,100,100,100,-71,100,6
-60,-30,-43,-51,-60,-53,-27,-52,-85,-51,-69,-73,-68,-72,-68,-68,100,100,100,-87,-82,100,100,100,6
-64,-24,-43,-53,-63,-58,-29,-47,-82,-52,-70,-73,-67,-67,-69,100,-80,100,-74,100,100,100,-85,100,6
-70,-28,-44,-54,100,-56,-30,-50,-81,-56,-69,100,100,-69,-70,-67,100,100,-75,100,100,100,-80,100,6
-69,-29,-43,-48,-62,-61,-31,-49,100,-54,-70,-78,-64,100,-69,-67,100,100,100,100,100,100,100,100,6
-58,-29,-43,-49,-62,100,-48,-50,100,-53,100,100,-66,100,-69,-68,100,100,100,100,100,100,100,100,6
-68,-27,-43,-50,100,-59,-29,-48,-76,-52,-71,100,-69,-67,100,-68,100,100,100,100,100,100,-81,100,6
-69,-25,-44,-56,100,-60,-30,-48,-66,-52,-70,-79,-62,-65,-75,100,100,-76,100,100,100,100,-75,100,6
-68,-27,-43,-50,100,-63,-29,-48,100,-52,-69,100,-63,-68,-64,-68,100,100,-77,100,100,100,-81,100,6
-72,-29,-42,-48,100,-56,-30,-49,-80,-50,100,100,-65,100,-65,-66,100,-79,100,100,100,100,-83,100,6
-66,-27,-44,-50,-59,-56,-32,100,-81,-50,-69,100,-72,-68,100,100,-77,-76,-74,100,100,100,100,100,6
-66,-28,-41,-60,-61,-57,-29,-50,-77,-50,100,-73,-64,-65,-70,-67,100,-76,-74,100,-81,100,-75,100,6
-67,-27,-42,-48,-60,-52,-29,100,100,-46,-66,100,-60,-63,-68,-69,-81,-79,-75,100,100,100,100,100,6
-67,-25,-44,-55,-63,-53,-33,-50,-65,-51,100,-74,-64,-64,-69,100,-81,-76,100,100,100,100,-65,100,6
-70,-27,-43,-54,-62,-57,-31,-51,100,-54,-70,100,-63,-64,-70,-68,100,-79,-78,100,100,100,100,100,6
-69,-32,-55,-59,-66,-61,-32,-52,100,-51,-65,-75,-69,-70,-68,100,100,100,100,100,100,100,100,100,53
-69,-32,-56,-59,-67,-60,-31,-50,100,-51,100,-75,100,-71,-65,100,100,100,100,100,100,100,-78,100,53
-70,-32,-56,-56,-65,-61,-32,-51,100,-51,-64,100,100,100,-65,100,-79,100,100,100,100,100,100,100,53
-70,-32,-56,-55,100,-63,-31,-50,100,-52,-63,100,-62,100,-64,100,100,100,100,100,100,100,100,100,53
-69,-32,-52,-55,-65,100,-31,-54,100,-53,-63,100,-62,100,-71,100,-78,100,-74,100,100,100,100,100,53
-70,-35,-54,-58,100,-58,-33,-54,100,-51,-63,-76,-58,-69,-63,100,100,100,100,100,100,100,100,100,53
-71,-33,-56,-56,-64,-67,-35,-53,100,-51,-68,100,-63,-66,-65,-71,100,100,-73,100,100,100,100,100,53
-72,-33,-57,-54,-66,-63,-35,-56,100,-52,-64,-78,-60,-65,-64,-76,-83,100,-72,100,-82,100,-75,100,53
-70,-34,-57,-55,-64,-63,-35,-59,-87,-51,-63,-77,-63,-66,-65,100,100,100,100,100,-86,100,-74,100,53
-71,-34,-56,-55,-65,-62,-38,-56,100,-50,-63,100,-60,-66,-64,100,100,100,-76,100,100,100,100,100,53
-71,-36,-55,-54,100,-64,-39,-55,100,-50,-63,100,-61,100,-65,100,-81,100,100,100,100,100,-69,100,53
-70,-32,-57,-62,-69,-65,-36,-55,-91,-51,-63,100,-61,-68,100,-77,-78,100,-69,100,100,100,100,100,53
-70,-32,-57,-55,100,-61,-34,-55,100,-50,-63,-75,-59,100,100,100,100,100,100,100,100,100,-77,100,53
-70,-33,-57,-56,100,-66,-35,-58,100,-51,100,100,-58,-67,-64,100,-80,-82,100,100,100,100,100,100,53
-70,-33,-58,-63,-65,-63,-35,-55,100,-51,-64,100,-60,-69,-64,-72,100,-73,-74,100,-86,100,-76,100,53
-70,-34,-59,-57,-66,-60,-36,-54,100,-50,100,-77,-58,-69,-65,-70,100,-83,100,100,100,100,-74,100,53
-70,-62,-56,-60,-66,-60,-35,-54,100,-49,-62,-75,-59,-69,-66,100,100,100,-75,100,100,100,-75,100,53
-70,-33,-57,-53,100,-68,-34,-50,100,-52,-63,-75,-61,-80,-63,100,100,100,100,100,100,100,100,100,53
-70,-33,-55,-54,-89,-63,-33,-50,100,-52,-63,100,-61,100,-62,100,100,100,100,100,100,100,-74,100,53
-71,-34,-54,-56,100,-61,-34,-50,100,-51,-64,100,-59,-72,-65,100,100,100,-74,100,100,100,-76,100,53
-73,-33,-56,-58,100,-66,-36,-51,100,-51,-62,100,-59,100,-63,-72,100,100,-74,100,100,100,-75,100,53
-68,-33,100,-57,-63,-64,-34,-56,100,-51,-64,100,-60,100,-62,-77,-80,100,-79,100,100,100,-74,100,53
-72,-33,-62,-57,100,-62,-32,-59,100,-52,-63,100,-60,-71,100,100,100,100,-75,100,100,100,100,100,53
-73,-32,-59,-58,-67,-62,-32,-56,100,-51,-63,-73,-62,-70,-63,100,100,100,-74,100,100,100,-75,100,53
-72,-32,-53,-55,-74,-64,-32,-53,100,-50,-63,-76,-62,-69,-65,100,-82,100,-76,-88,100,100,-80,100,53
-71,-32,-59,-55,-66,-58,100,-53,100,-52,100,100,-63,-72,-64,-82,-79,100,-76,100,100,100,100,100,53
-70,-34,-54,-56,100,-63,-36,-50,100,-49,-63,100,100,100,-67,-78,-80,100,-74,100,100,100,100,100,53
-71,-36,-55,-55,100,-59,-38,-52,100,-50,-63,100,-63,-70,-67,-69,100,100,100,100,100,100,-78,100,53
-71,-35,-53,-55,-66,-64,-37,-51,100,-49,-62,100,-61,100,-67,100,100,100,-75,100,100,100,-78,100,53
-71,-34,-55,-55,100,-63,-38,-50,100,-49,-64,100,-65,-75,-63,-73,100,100,-73,100,-84,100,-78,100,53
-73,-33,-54,-53,-64,-63,-36,-51,100,-49,-63,100,-65,-67,-67,-74,100,-82,-75,100,-82,100,-78,100,53
-55,-35,-54,-57,-67,-58,-36,-50,100,-49,-63,-75,-64,-71,-66,-70,100,100,-73,100,-84,100,100,100,53
-56,-37,-52,-55,-69,-58,-39,-53,100,-50,-64,100,-64,100,-58,100,-81,100,100,100,100,100,-77,100,53
-70,-36,-55,-54,-68,-60,-37,-50,100,-49,-62,100,-65,-70,-67,100,-80,100,100,100,100,100,-78,100,53
-72,-36,-54,-55,-64,-59,-38,-50,100,-51,-62,100,100,-70,-62,100,100,100,100,100,100,100,100,100,53
-72,-36,-53,-55,-67,-61,-37,-48,100,-49,100,100,-65,-69,-65,100,100,100,-76,100,100,100,100,100,53
-71,-35,-53,-54,-67,-61,-38,-50,-87,-49,-60,-77,100,-70,-64,100,100,100,-74,100,-84,100,100,100,53
-69,-37,-53,-53,-67,-65,-37,-54,-91,-49,100,100,-65,-70,-67,-70,100,100,-74,100,100,100,-78,100,53
-72,-34,-54,-56,-67,-64,-38,-53,100,-49,-63,-77,-67,-68,-63,-72,-78,-83,-74,-91,-82,100,-76,100,53
-72,-37,-53,-54,-67,-63,-37,-50,-89,-48,-64,-76,-59,-70,-64,-70,-80,-81,-73,100,100,100,-78,100,53
-70,-38,-56,-55,-68,-63,-39,-52,100,-51,-62,100,-63,-68,-65,-74,100,100,100,100,100,100,-78,100,53
-55,-37,-52,-56,-68,-64,-36,-51,100,-48,-63,100,100,-67,-65,100,100,100,100,100,100,100,100,100,53
-69,-37,-54,-56,-67,-65,-38,-50,100,-50,100,-75,-65,-62,-66,-72,100,100,100,100,100,100,-78,100,53
-68,-36,-55,-59,100,-58,-34,100,-85,-49,-64,100,-63,100,100,-73,100,100,100,100,100,100,-75,100,53
-57,-35,-55,-57,-67,-60,-35,-49,100,-51,-63,100,-63,100,-61,100,100,100,100,100,100,100,100,100,53
-68,-35,-54,-52,-67,-59,-39,-49,100,-49,100,100,-65,-64,-67,100,100,100,100,100,100,100,100,100,53
-70,-34,-55,-57,-69,-59,-36,-51,100,-50,-63,-75,-64,-67,-69,-74,100,100,100,100,100,100,-77,100,53
-68,-34,-55,-56,-69,-59,-39,-56,100,-49,100,100,-70,-68,-67,100,100,100,100,100,100,100,-74,100,53
-68,-35,-54,-56,-67,-57,-39,-55,100,-51,100,100,-67,-68,-67,-71,-78,100,100,100,-82,100,100,100,53
-70,-35,-53,-56,-69,-60,-40,-53,100,-52,100,100,-65,-68,100,-75,100,100,100,100,100,100,-73,100,53
-72,-37,-55,-56,-69,-58,-40,-52,100,-49,-63,100,-64,-69,-65,100,100,100,100,100,100,100,100,100,53
-70,-36,-53,-56,100,-59,-89,-51,100,-51,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,53
-70,-38,-56,-57,-67,-57,-41,-52,100,-51,100,100,-64,-67,-64,100,100,100,100,100,100,100,-76,100,53
-70,-37,-55,-56,-68,100,-41,-51,-88,-49,100,100,-63,-68,100,100,100,100,100,100,100,100,100,100,53
-70,-37,-53,-57,-70,-58,-42,100,-89,-49,-57,-77,-64,100,-63,100,100,100,100,100,100,100,-76,100,53
-68,-37,-57,-58,-68,-55,-40,-50,100,-49,100,-75,-73,100,100,100,100,100,100,100,100,100,100,100,53
-68,-35,-54,-56,-67,-52,-41,-49,100,-51,-62,-73,-67,-75,-64,-74,-81,100,100,100,100,100,-75,100,53
-70,-38,-55,-61,-66,-60,-38,-48,100,-49,-61,-73,-60,100,-66,100,100,100,100,100,100,100,-75,100,53
-70,-36,-55,-55,-70,-59,-41,100,100,-49,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,53
-69,-34,-55,-57,-67,-59,-36,-48,100,-49,-63,-73,-59,100,-68,100,100,100,100,100,100,100,100,100,53
-69,-33,-54,-58,-67,-59,-36,-50,100,-49,-62,100,100,-67,100,100,100,100,100,100,100,100,100,100,53
-70,-33,-56,-56,100,-58,-37,-51,100,-50,-61,100,-60,100,-64,100,-80,100,100,100,100,100,100,100,53
-69,-35,-54,-61,100,-59,-37,-51,100,-51,100,100,100,-68,-64,100,100,100,100,100,100,100,100,100,53
-57,-34,-55,-62,-69,-63,-39,-52,100,-50,-63,100,100,-70,100,100,100,100,-75,100,100,100,100,100,53
-69,-35,-58,-58,100,-63,-40,-51,100,-49,-62,-74,-60,-68,-64,100,100,-83,-72,100,100,100,100,100,53
-70,-34,-55,-58,-67,-63,-38,-50,100,-50,-61,-75,-62,100,-66,-69,100,100,100,100,100,100,-75,100,53
-69,-33,-55,-55,-68,-59,-41,-50,100,-52,-62,-75,-65,100,-68,100,100,100,100,100,100,100,-76,100,53
-69,-37,-55,-54,-67,-64,-37,-50,100,-53,-63,-74,-61,-64,-64,100,100,100,-74,100,100,100,100,100,53
-67,-34,-62,-58,-65,-54,-39,-50,100,-51,-64,100,-67,-67,-66,100,100,100,100,100,100,100,100,100,53
-68,-34,-59,-55,-68,-60,-39,-50,100,-51,-64,100,-66,-72,-68,-75,-84,100,-74,100,100,100,-75,100,53
-69,-34,-61,-54,-66,-61,-38,-49,100,-51,100,100,-65,-63,-64,-73,-83,100,100,100,100,100,100,100,53
-69,-34,-60,-63,-65,100,-41,-54,100,-52,-63,100,-68,-66,-67,100,-81,100,100,100,100,100,-72,100,53
-69,-38,-60,-56,-68,-67,-37,-54,100,-51,-63,-76,-67,-68,-64,-78,-80,100,-73,100,100,100,-76,100,53
-71,-35,-58,-58,-66,-64,-40,-56,100,-53,-64,100,-65,-66,-69,100,-83,100,100,100,100,100,-75,100,53
-68,-36,-60,-58,-67,-64,-39,-57,100,-53,-63,-78,-69,-67,-65,100,-81,-84,-76,100,100,100,-74,100,53
-61,-36,-47,-56,100,-64,-30,-45,-78,-52,-64,100,-65,-66,-70,-73,100,-86,-75,100,100,100,-79,100,1
-67,-36,-47,-55,-65,-66,-29,-44,-81,-57,-64,-72,-63,-66,-68,-72,-81,100,100,100,100,100,-79,100,1
-67,-36,-47,-56,100,100,-29,-44,-80,-50,-63,100,-62,-64,100,100,100,100,100,100,100,100,100,100,1
-66,-35,-47,-56,-66,-65,-29,-44,-82,-50,100,-70,-61,-65,-67,-73,100,100,100,100,100,100,-78,100,1
-65,-35,-44,-56,100,-67,-29,-44,-80,-51,100,100,-63,-64,-67,100,100,100,100,100,100,100,-79,100,1
-66,-35,-47,-56,-66,-69,-29,-45,100,-50,-63,100,-63,-66,-68,-73,100,100,-75,100,100,100,-79,100,1
-66,-34,-47,-55,100,-65,-29,-45,100,-56,100,100,-63,-64,100,100,-77,100,100,100,100,100,100,100,1
-65,-35,-47,-57,-66,-69,-29,-44,-80,-49,100,-75,100,100,-75,-73,-79,-83,100,100,100,100,-79,100,1
-66,-35,-46,-58,-66,-67,-29,-45,-70,-55,100,-69,-60,-65,-67,100,100,100,100,100,100,100,-70,100,1
-65,-33,-47,-57,100,-69,-29,-44,-80,-55,100,-71,-60,-65,-69,100,100,100,100,100,100,100,100,100,1
-66,-35,-46,-57,-66,-72,-29,-44,100,-55,-64,100,100,-65,-68,-71,100,100,100,100,100,100,100,100,1
-65,-35,-47,100,100,-66,-29,-45,100,-57,100,100,-60,100,-68,100,-75,100,100,100,100,100,100,100,1
-66,-35,-46,-58,-68,-68,-29,-45,100,-50,100,100,100,-65,100,100,100,100,100,100,100,100,-77,100,1
-66,-34,-47,-55,-67,-64,-29,-44,-80,-51,-64,100,-61,-64,-68,-74,-81,100,100,100,100,100,-76,100,1
-65,-35,-47,-56,-67,-68,-29,-45,-79,-55,-63,-69,-61,-65,-68,-74,100,100,100,100,100,100,-79,100,1
-65,-35,-46,-55,-67,-64,-29,-45,-78,-55,100,100,100,100,-69,100,100,100,100,100,100,100,-74,100,1
-66,-35,-47,-56,-66,-67,-29,-45,-80,-51,-64,-69,-61,-65,-69,-75,100,100,100,100,100,100,-77,100,1
-66,-35,-46,-57,-67,-66,-29,-44,100,-55,-64,100,-59,-64,100,100,100,100,-75,100,100,100,100,100,1
-66,100,-47,-56,-65,-67,-29,-44,-79,-55,100,100,-61,100,100,100,100,100,100,100,100,100,100,100,1
-66,-35,-47,-56,-65,-67,-26,-45,-80,-50,100,-69,-59,-65,100,100,100,100,100,100,100,100,-78,100,1
-66,-35,-46,-55,-67,-68,-29,-45,-81,-50,-65,-69,100,100,100,-74,100,100,100,100,100,100,-78,100,1
-66,-70,-46,-57,-66,-65,-76,-44,-80,-49,100,-64,100,-66,100,-76,100,100,100,100,100,100,-77,100,1
-66,-34,-47,-55,-65,-88,-29,-44,-81,-55,100,-69,-60,-67,-70,100,100,100,100,100,100,100,-78,100,1
-65,-35,-47,-56,100,-65,-30,-44,100,-50,-64,-70,-62,-65,-68,-75,100,100,-75,100,100,100,-77,100,1
-65,-33,-47,-55,-69,-66,-29,-45,100,-55,-63,100,-58,-65,-69,100,-75,100,-75,-86,100,100,-77,100,1
-66,-35,-47,-56,100,-65,-29,-44,100,-49,-61,-70,100,-65,100,-73,100,100,100,100,100,100,-79,100,1
-65,-35,-46,-57,100,-68,-29,100,100,-50,-64,100,-62,-74,-73,-73,-75,100,100,100,100,100,-73,100,1
-64,-35,-47,-56,100,-68,-29,-45,100,-55,100,100,-60,-66,-67,100,100,100,100,100,100,100,100,100,1
-66,-35,-47,-57,100,-64,-32,-44,-81,-55,-63,100,100,-65,100,100,100,100,100,100,100,100,100,100,1
-63,-35,-47,-56,-70,-66,-30,-45,100,-51,-64,100,-59,-65,100,100,-74,100,100,100,100,100,100,100,1
-67,-34,-44,-57,-67,-64,100,100,-80,-55,-62,100,-61,-65,100,-75,100,100,100,100,-86,100,-80,100,1
-66,-35,-47,-56,-68,-64,-28,100,100,-56,-64,-69,100,-65,100,-75,100,-85,100,100,-86,100,-70,100,1
-65,-35,-47,-56,-66,-67,-28,-45,-81,-57,-64,-70,100,-64,100,-76,-75,100,100,100,100,100,100,100,1
-66,-35,-46,-56,-67,-68,-29,-45,-81,-50,100,100,-62,-65,-75,-75,100,100,-76,100,100,100,-75,100,1
-67,100,-47,-56,100,-63,-29,-45,-80,-54,-63,100,-63,-70,100,100,100,100,100,100,100,100,100,100,1
-67,100,-47,-56,-70,-65,-29,-45,100,-57,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,1
-67,-35,-47,-56,-68,-69,-29,-46,-80,-51,-63,-71,-62,-66,100,100,100,100,-76,100,100,100,-77,100,1
-66,-35,-47,100,-70,-65,-28,-46,100,-55,-64,100,-60,-65,-67,-74,100,100,-74,100,100,100,-78,100,1
-65,-34,-46,-56,-69,-63,-29,-47,-80,-50,-64,-68,-60,-66,-67,-70,100,100,-77,100,-85,100,-79,100,1
-68,-34,-47,-57,-86,-65,-28,-46,-80,-56,-64,-70,-60,-66,-68,-74,100,100,100,100,100,100,-78,100,1
-67,-36,-45,-54,-68,-66,100,-44,-82,-60,-65,-59,-58,-68,-66,100,100,-83,100,100,100,100,-79,100,1
-67,-35,-47,-56,100,-67,-29,-45,100,-50,100,-70,-62,100,-69,100,100,100,100,100,-88,100,-76,100,1
-67,-35,-47,-55,100,-63,-29,-46,-80,-50,-63,100,-60,-65,-69,-72,100,-83,100,100,100,100,-78,100,1
-67,100,-47,-56,-68,-66,-29,-46,-80,-50,-65,-70,100,100,100,100,100,100,-76,100,100,100,-79,100,1
-67,-36,-47,-56,100,-68,-29,-46,100,-55,-64,100,-59,-66,100,100,100,100,100,100,100,100,100,100,1
-67,-35,-46,-59,-68,-67,-29,-46,-77,-52,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,1
-67,-35,-46,-56,-69,-65,-29,-46,100,-49,-64,-69,-61,-66,-71,-73,-81,100,-76,100,100,100,-77,100,1
-67,-35,-47,-58,-67,-68,-28,-46,-80,-50,-65,-69,100,-67,-66,-72,100,-84,-79,100,-86,100,-68,100,1
-67,-35,-47,-58,-66,-69,-29,-46,100,-55,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,1
-67,-34,-45,-57,-66,-65,-29,-46,100,-54,100,-69,-61,-65,100,100,-81,-83,-78,100,100,100,-75,100,1
-67,-39,-46,-59,-65,-67,-29,-63,100,-53,100,100,-62,100,-65,-73,100,100,100,100,100,100,100,100,1
-65,-35,-46,100,100,-67,-30,100,100,-49,100,100,-59,100,-67,100,100,100,100,100,100,100,100,100,1
-66,-35,-47,-59,100,-67,-29,-45,-73,-53,100,100,-60,-64,-70,100,100,100,100,100,100,100,100,100,1
-66,-35,-47,-56,-66,-69,-62,-45,100,-54,100,100,-59,-64,-68,100,100,100,100,100,100,100,-70,100,1
-66,-35,-45,-56,-67,-67,-29,-46,100,-49,-64,-69,-57,-65,-68,100,100,100,100,100,100,100,-78,100,1
-67,-35,-47,-57,-67,100,-29,-47,-79,-54,-64,100,-59,-65,-75,-73,100,100,100,100,100,100,-79,100,1
-67,-36,-47,-56,-66,100,-32,100,100,-50,-65,-68,-59,-66,-66,100,100,100,-78,100,100,100,100,100,1
-65,-34,-47,-56,-69,-67,-29,-46,100,-54,-63,100,-59,-66,-68,100,100,100,100,100,100,100,-77,100,1
-67,100,-47,-57,-67,-71,-29,-50,100,-50,-64,-69,-59,-65,-66,-74,100,100,-79,100,100,100,-76,100,1
-65,-36,-47,-58,100,-66,-30,-47,100,-47,100,-71,100,-65,-68,-76,100,100,100,100,100,100,100,100,1
-61,-36,-45,-56,-66,-65,-29,100,-79,-54,-63,-70,100,100,100,100,-74,100,100,100,100,100,-89,100,1
-67,-35,-47,100,100,-63,-29,-46,-80,-55,100,100,-59,100,-69,100,100,100,100,100,100,100,-76,100,1
-68,-35,-45,-57,-68,-61,-29,-45,100,-60,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,1
-68,-35,-45,100,-68,-67,-29,-47,100,-60,100,-69,100,100,100,-75,100,-82,100,100,100,100,-77,100,1
-68,-35,-47,-59,100,100,-29,-46,-80,-56,-64,-63,-59,-66,100,-73,-75,100,-77,100,100,100,100,100,1
-69,-35,-47,-57,100,-68,-29,-48,100,-57,-65,100,-58,-66,-67,-74,100,-81,100,100,100,100,-83,100,1
-64,-35,-45,-58,100,-60,-28,-49,-79,-50,-63,-68,-58,-74,-65,-72,100,100,-77,100,100,100,-70,100,1
-69,-35,-47,-57,-68,-59,-30,-48,-80,-57,-64,100,-58,100,-67,100,100,100,100,100,100,100,100,100,1
-68,100,-46,-62,-67,-63,-29,-47,-81,-50,100,-68,-58,-67,-67,-73,100,100,100,100,100,100,100,100,1
-68,-35,-47,-58,100,-62,-29,-47,100,-56,100,100,100,100,-67,-75,100,100,100,100,100,100,-77,100,1
-67,-34,-47,-57,100,-63,-29,100,100,-56,100,-69,-58,-66,100,-75,100,100,100,100,100,100,100,100,1
-67,-35,-47,-55,-67,-62,-29,-47,100,-56,100,100,-59,-67,-66,-74,100,100,100,100,100,100,100,100,1
-67,100,-47,-57,-68,-65,-44,-46,100,-51,-64,-65,-57,-65,-85,100,100,100,-75,100,100,100,-81,100,1
-67,-35,-47,-56,100,-67,-30,-46,100,-50,100,-69,-63,-67,-68,100,100,100,-75,100,100,100,100,100,1
-68,-35,-45,-57,100,-66,-29,-47,-80,-55,-64,-70,-59,-67,100,-73,-78,100,100,100,100,100,100,100,1
-68,-45,-47,-55,-87,-47,-30,-51,100,-54,100,-73,-61,100,100,-69,100,100,100,100,100,100,100,100,7
