@relation RFKON_train

@attribute 4c:5e:0c:71:a8:bf numeric
@attribute d4:ca:6d:bc:1d:73 numeric
@attribute 18:28:61:13:0d:9d numeric
@attribute 00:26:5a:52:0b:8c numeric
@attribute 18:28:61:58:78:6a numeric
@attribute 4c:5e:0c:6f:20:b2 numeric
@attribute 64:66:b3:d0:4a:8d numeric
@attribute dc:02:8e:c2:23:52 numeric
@attribute 4c:5e:0c:70:52:5a numeric
@attribute 18:28:61:9e:ab:5c numeric
@attribute 4c:5e:0c:6f:20:fa numeric
@attribute c8:6c:87:46:62:1c numeric
@attribute e4:8d:8c:20:4d:c1 numeric
@attribute 18:28:61:c7:6b:67 numeric
@attribute d4:ca:6d:c9:f1:c5 numeric
@attribute 4c:5e:0c:71:aa:15 numeric
@attribute 04:18:d6:3e:4d:9f numeric
@attribute 18:28:61:1c:0b:69 numeric
@attribute 18:28:61:c7:6b:40 numeric
@attribute 98:fc:11:d7:73:e4 numeric
@attribute 18:28:61:72:86:cc numeric
@attribute c0:4a:00:0f:03:51 numeric
@attribute 4c:5e:0c:23:44:33 numeric
@attribute 08:37:3d:c7:8d:ea numeric
@attribute 06:18:d6:c2:98:24 numeric
@attribute 04:18:d6:c1:98:24 numeric
@attribute 88:e3:ab:57:c1:14 numeric
@attribute 4c:5e:0c:6f:73:41 numeric
@attribute 64:70:02:a4:35:04 numeric
@attribute ba:b4:2e:cd:29:8a numeric
@attribute e8:37:7a:6c:7f:55 numeric
@attribute c8:d7:19:bc:98:31 numeric
@attribute 38:2d:d1:3e:15:9d numeric
@attribute 3c:33:00:50:6c:77 numeric
@attribute e4:8d:8c:95:5c:60 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
100,-68,100,-84,100,-48,-80,-67,-24,-69,-74,100,-66,100,-68,-39,100,-71,100,100,100,-54,100,100,-66,-57,100,100,100,100,100,-77,100,100,-84,54
-72,-67,-86,-84,100,-49,-80,-65,-24,-68,-75,100,-66,100,-68,-39,100,-66,100,100,100,-53,100,100,-66,-57,100,100,100,100,100,-74,100,100,100,54
-73,-68,-89,-85,100,-48,-78,-67,-24,-68,-76,100,-64,100,-66,-39,100,-67,100,100,100,-54,-78,100,-67,-58,100,100,100,100,100,-77,100,100,-81,54
-72,-68,100,-85,100,-48,100,-67,-24,100,-73,100,-66,100,-69,-39,100,-66,100,100,100,-54,-78,100,-67,-57,100,100,100,100,100,100,100,100,100,54
-73,-68,100,100,100,-49,100,-66,-24,100,-75,100,-66,100,-68,-39,100,100,100,100,100,-54,100,100,-67,-56,100,100,100,100,100,100,100,100,100,54
100,100,100,100,100,-48,100,-67,-27,100,-73,100,100,100,-66,-39,100,100,100,100,100,-54,-78,100,-67,-56,100,100,100,100,100,100,100,100,100,54
100,-70,100,100,100,-49,100,-67,-24,100,100,100,100,100,-68,-39,100,100,100,100,100,-52,100,100,-65,-59,100,100,100,100,100,100,100,100,100,54
-73,-70,100,-83,100,-49,-81,-66,-23,-68,-76,100,-66,100,-66,-39,100,-66,100,100,100,-54,-78,100,-67,-56,100,100,100,100,100,-77,100,100,-81,54
100,-71,100,-84,-88,-49,100,-67,-24,-68,-76,-88,-66,100,-67,-39,100,-63,100,100,100,-49,-77,100,-65,-56,100,100,100,100,100,-76,100,100,-80,54
-72,-69,100,100,100,-49,100,-68,-23,-69,-75,100,-66,100,-69,-41,100,-67,100,100,100,-53,100,100,-67,-57,100,100,100,100,100,100,100,100,100,54
100,-69,100,100,100,-49,-81,-66,-24,100,100,100,-66,100,-69,-42,100,-66,100,100,100,-53,100,100,-66,-57,100,100,100,100,100,100,100,100,-82,54
-72,-69,100,-84,100,-50,100,-67,-24,-68,-73,100,100,100,-69,-41,100,-65,100,100,100,-54,-70,100,-67,-59,100,100,100,100,100,-76,100,100,-80,54
-72,-74,100,-86,100,-72,-81,-67,-24,-74,-72,100,-66,100,-69,-41,100,-66,100,100,100,-53,100,100,-67,-57,100,100,100,100,100,-77,100,100,-79,54
100,-69,100,100,100,-51,100,-66,-27,-69,100,100,100,100,-64,-41,100,-66,100,100,100,-49,100,100,-67,-57,100,100,100,100,100,100,100,100,100,54
-73,100,100,-85,100,-49,-80,-68,-24,100,-74,100,-66,100,-69,-41,100,-66,100,100,100,-50,100,100,-68,-56,100,100,100,100,100,-77,100,100,-80,54
-72,-70,-88,-81,100,-49,-79,-67,-24,-68,-72,100,-64,100,-67,-41,100,-66,100,100,100,-53,-72,100,-67,-57,100,100,100,100,100,-77,100,100,-80,54
-74,-70,-89,-83,100,-49,-82,-67,-24,-69,-75,100,-67,100,-67,-41,100,-66,100,100,100,-53,100,100,-67,-57,100,100,100,100,100,100,100,100,-80,54
-74,-69,100,-84,100,-49,100,-66,-24,-69,-76,100,-66,100,-67,-41,100,-66,100,100,100,-53,-71,100,-68,-56,100,100,100,100,100,-76,100,100,-80,54
100,-67,100,100,100,-49,100,-69,-34,-65,-69,100,100,100,-55,-40,100,-34,100,100,100,-59,100,100,-67,-52,100,100,100,100,100,100,-53,100,-74,3
-72,-66,100,-72,100,-49,100,-70,-35,-63,100,100,-71,100,-54,-38,100,-34,100,100,100,-62,-70,100,-65,-53,100,100,100,100,100,100,-55,100,-75,3
-72,-67,100,100,-89,-49,100,-69,-34,-64,100,100,100,100,-55,-37,100,-34,100,100,100,-60,-72,100,-65,-53,100,100,100,100,100,100,-53,100,-55,3
-73,-68,100,100,100,-50,100,-70,-34,-65,-70,100,-74,100,-55,-37,100,-33,100,100,100,-59,100,100,-64,-53,100,100,100,100,100,100,-52,100,-76,3
100,-67,100,100,100,-50,100,-70,-34,-65,-68,100,100,100,-54,-38,100,-33,100,100,100,-58,100,100,-65,-52,100,100,100,100,100,100,-54,100,-76,3
-73,100,100,100,100,-49,100,-71,-34,-64,-68,100,-73,100,-55,100,100,-34,100,100,100,-60,-71,100,-66,-53,100,100,100,100,100,100,-53,100,100,3
-73,-68,100,100,100,-50,100,-69,-35,100,100,100,-74,100,-54,-40,100,-35,100,100,100,-62,-72,100,-65,-54,100,100,100,100,100,100,-52,100,-75,3
-73,-68,100,100,100,-69,100,-68,-70,-64,-69,100,100,100,-54,-39,100,-34,100,100,100,-58,-72,100,-66,-53,100,100,100,100,100,100,-53,100,100,3
100,-68,100,100,100,-50,100,-70,-35,-64,-69,100,-73,100,-55,-40,100,-34,100,100,100,100,-72,100,-64,-54,100,100,100,100,100,-73,-53,100,-71,3
100,-68,100,100,100,-53,-86,-69,-36,-63,-69,100,100,100,-54,-37,100,-34,100,100,100,-60,100,100,-66,-54,100,100,100,100,100,-72,-52,100,100,3
-74,-68,100,-80,100,-54,-87,-66,-36,-65,-66,100,-72,100,-55,-40,100,-35,100,100,100,-62,100,100,-65,-54,100,100,100,100,100,100,-53,100,-53,3
100,-67,100,100,100,-52,100,-67,-35,-64,-67,100,-74,100,-55,-40,100,-34,100,100,100,-60,100,100,-65,-53,100,100,100,100,100,-73,-53,100,-74,3
-75,100,100,100,100,-53,100,100,-36,-64,100,100,100,100,100,-43,100,-34,100,100,100,100,-71,100,-65,-55,100,100,100,100,100,-75,-53,100,100,3
-73,-66,100,100,100,-52,100,100,-37,-65,100,100,100,100,100,100,100,-34,100,100,100,-58,100,100,-64,-53,100,100,100,100,100,100,-54,100,100,3
100,-67,100,100,100,-51,100,-65,-34,-66,100,100,-72,100,-55,-41,100,-34,100,100,100,-58,100,100,-65,-53,100,100,100,100,100,-68,-53,100,-74,3
-79,-68,100,100,100,-54,100,-70,-36,-66,-68,100,-71,100,-55,-39,100,-35,100,100,100,-60,100,100,-64,-53,100,100,100,100,100,-70,-53,100,-54,3
-72,-67,100,-80,100,-51,100,-70,-36,-67,100,100,-69,100,-56,-41,100,-34,100,100,100,-58,100,100,-64,-55,100,100,100,100,100,-74,-53,100,-74,3
-73,-67,100,100,100,-50,100,-70,-37,-66,100,100,-72,100,-55,-40,100,-34,100,100,100,-57,-71,100,-65,-53,100,100,100,100,100,-73,-52,100,-75,3
-65,-69,100,100,100,-50,100,-68,-37,-66,100,100,100,100,-56,-41,100,-32,100,100,100,-59,-71,100,-65,-55,100,100,100,100,100,100,-52,100,-47,3
100,-60,100,-79,100,-49,100,-68,-36,-67,100,100,100,100,-55,-41,100,-34,100,100,100,-58,-71,100,-64,-53,100,100,100,100,100,-74,-52,100,-74,3
-72,-66,100,-81,100,-49,100,-68,-39,-66,-70,100,-70,100,-55,-40,100,-35,100,100,100,-59,-71,100,-66,-54,100,100,100,100,100,100,-52,100,-74,3
-72,-65,100,100,-90,-52,100,-69,-36,-66,100,100,-72,100,-65,-41,100,-34,100,100,100,-53,100,100,-66,-51,100,100,100,100,100,100,-52,100,-74,3
100,-67,-85,100,100,-51,100,-70,-37,-65,100,100,100,100,-55,-41,100,-34,100,100,100,-54,100,100,-66,-52,100,100,100,100,100,100,-53,100,-53,3
-73,-66,100,100,100,-50,100,-67,-37,-66,-67,100,-72,100,-55,-40,100,-34,100,100,100,100,-71,100,-66,-51,100,100,100,100,100,-75,-54,100,-55,3
100,-65,100,100,100,-48,100,-67,-34,100,-68,100,100,100,-58,-39,100,-32,100,100,100,-57,100,100,-65,-52,100,100,100,100,100,100,-56,100,-75,3
100,-67,100,-81,100,-51,100,-65,100,-65,100,100,-71,100,-70,-42,100,-34,100,100,100,-61,-72,100,-67,-51,100,100,100,100,100,100,-55,100,100,3
-67,-67,100,-81,100,-53,-87,-68,-33,-68,-69,100,-72,100,-54,-42,100,-34,100,100,100,-54,-71,100,-67,-51,100,100,100,100,100,100,-55,100,-75,3
-79,-64,100,-80,100,-50,100,-69,-33,-67,100,100,-67,100,-55,-41,100,-34,100,100,100,-59,-71,100,-68,-56,100,100,100,100,100,-71,-55,100,-75,3
100,-63,100,-82,100,-51,100,-69,-32,100,100,100,100,100,-66,-42,100,-34,100,100,100,100,-73,100,-67,-51,100,100,100,100,100,100,-54,100,-72,3
-72,-68,100,100,100,-50,100,-68,-32,100,100,100,100,100,-55,-39,100,-34,100,100,100,-59,-66,100,-68,-50,100,100,100,100,100,100,-55,100,100,3
-73,-64,100,-80,100,-48,100,-69,-32,-63,-71,100,100,100,-54,-37,100,-34,100,100,100,-57,-67,100,-67,-51,100,100,100,100,100,100,-55,100,-73,3
100,-64,100,100,100,-49,-86,-68,-33,-57,-69,100,100,100,-55,-38,100,-35,100,100,100,-63,100,100,-67,-51,100,100,100,100,100,100,-54,100,-73,3
-75,-64,100,100,100,-50,100,-73,-33,100,100,100,100,100,-52,-39,100,-33,100,100,100,-56,-68,100,-67,-51,100,100,100,100,100,100,-53,100,100,3
-73,-67,100,-83,100,-51,100,-72,-32,-65,-68,100,100,100,-53,-38,100,-34,100,100,100,-61,-68,100,-66,-54,100,100,100,100,100,100,-55,100,-70,3
100,-64,100,100,100,100,100,-71,-32,-65,100,100,100,100,100,-39,100,-34,100,100,100,-61,-68,100,-67,-52,100,100,100,100,100,100,-54,100,-71,3
100,-66,100,-81,-88,-54,100,-74,-32,100,100,100,100,100,-54,-39,100,-34,100,100,100,-58,-67,100,-67,-52,100,100,100,100,100,100,-54,100,-71,3
100,-67,100,-91,100,-50,-85,-71,-32,100,-69,100,100,100,-54,-37,100,-35,100,100,100,-60,-67,100,-68,-56,100,100,100,100,100,100,-53,100,-54,3
100,-66,100,-81,100,-56,-85,-67,-30,-70,-70,100,-72,100,-54,-38,100,-34,100,100,100,-57,-68,100,-67,-53,100,100,100,100,100,100,-53,100,-78,3
-75,-68,100,-81,100,-56,-85,-68,-33,-64,-69,100,-68,100,-51,-44,100,-35,100,100,100,-56,100,100,-67,-59,100,100,100,100,100,100,-53,100,-78,3
100,-64,100,100,100,-52,100,-67,-33,-60,100,100,100,100,-58,-36,100,-35,100,100,100,-54,100,100,-68,-51,100,100,100,100,100,100,-53,100,100,3
-72,-62,100,100,100,-50,100,-72,-33,100,-70,100,100,100,-59,-43,100,-34,100,100,100,-51,-69,100,-62,-51,100,100,100,100,100,100,-53,100,100,3
100,100,100,100,100,100,100,-73,-36,-69,100,100,-69,100,-65,-75,100,-34,100,100,100,-60,-69,100,-58,-54,100,100,100,100,100,100,-54,100,100,3
100,-63,100,100,100,-51,100,-68,-32,-67,-69,100,100,100,-62,-39,100,-35,100,100,100,-62,100,100,-66,-54,100,100,100,100,100,100,-52,100,100,3
-70,-60,100,100,100,-51,100,100,-33,-69,100,100,-60,100,-57,-39,100,-34,100,100,100,-53,-76,100,-64,-53,100,100,100,100,100,100,-52,100,-73,3
-72,-63,100,-80,100,-49,100,100,-48,100,100,100,100,100,100,-59,100,-35,100,100,100,-59,100,100,-64,-51,100,100,100,100,100,100,-53,100,100,3
100,-61,-83,-79,100,-50,100,-70,-35,100,100,100,-72,100,-54,-37,100,-35,100,100,100,-57,100,100,-63,-52,100,100,100,100,100,100,-53,100,100,3
100,-67,100,-80,100,-53,100,100,-31,-64,-68,100,-75,100,-55,-38,100,-35,100,100,100,-61,-74,100,-62,-52,100,100,100,100,100,-69,-53,100,-75,3
-73,-63,100,100,100,-53,100,-70,-32,-69,-68,100,-75,100,-55,-43,100,-35,100,100,100,-56,100,100,-69,-49,100,100,100,100,100,-77,-52,100,-71,3
100,-65,100,-83,100,-51,-82,100,-33,-64,-67,100,-71,100,-56,-39,100,-35,100,100,100,-57,100,100,-68,-51,100,100,100,100,100,100,-54,100,-71,3
100,-66,-88,100,100,-48,100,100,-33,-66,100,100,100,100,-58,-41,100,-34,100,100,100,-54,-79,100,-70,-54,100,100,100,100,100,100,100,100,-72,3
-75,-69,-81,-83,100,-53,100,-68,-33,-62,-71,100,-71,100,-64,-43,100,-35,100,100,100,-60,-73,100,-66,-51,100,100,100,100,100,-72,100,100,-70,3
100,-70,-85,100,100,-54,100,-79,-33,-64,100,100,100,100,-59,-42,100,-34,100,100,100,-63,100,100,-67,-56,100,100,100,100,100,100,-54,100,100,3
100,-61,-84,-79,100,-51,100,-77,-33,-68,-70,100,100,100,-57,-42,100,-34,100,100,100,-64,100,100,-66,-51,100,100,100,100,100,100,-51,100,-73,3
100,-64,100,100,100,100,100,-71,-33,-68,-70,100,100,100,-60,-42,100,-35,100,100,100,-61,-75,100,-66,-53,100,100,100,100,100,100,-55,100,-75,3
-75,-65,100,-79,-89,-54,100,-68,-33,-67,-69,100,-71,100,-56,-42,100,-33,100,100,100,-60,100,100,-67,-53,100,100,100,100,100,100,-53,100,-73,3
100,-67,100,-80,100,-54,-85,100,-33,-64,100,100,100,100,-57,-43,100,-34,100,100,100,-60,-74,100,-66,-51,100,100,100,100,100,-73,-53,100,-53,3
-73,-65,100,-80,100,-59,100,100,-34,100,-70,100,100,100,-61,-43,100,-35,100,100,100,-56,100,100,-67,-51,100,100,100,100,100,100,-54,100,-53,3
-71,-66,100,100,100,-52,100,-70,-34,-67,-72,100,-69,100,-59,-43,100,-34,100,100,100,-63,100,100,-69,-53,100,100,100,100,100,100,-53,100,-52,3
-73,100,100,100,100,-55,-86,-71,-32,-67,-70,100,-72,100,-58,-39,100,-34,100,100,100,-59,-73,100,-69,-51,100,100,100,100,100,100,-54,100,-72,3
-73,-63,100,-84,100,-53,100,-69,-34,-66,100,100,100,100,-59,-43,100,-32,100,100,100,-48,-72,100,-66,-51,100,100,100,100,100,-73,-56,100,100,3
-74,-64,100,100,100,-52,100,100,-33,-66,100,100,100,100,-57,-42,100,-34,100,100,100,-64,-73,100,-67,-53,100,100,100,100,100,-71,-54,100,100,3
100,-66,100,100,100,-49,100,-71,-35,-66,100,100,100,100,-54,100,100,-35,100,100,100,100,-72,100,-67,-52,100,100,100,100,100,100,-54,100,100,3
100,-65,100,100,100,-53,100,-69,-33,-67,100,100,-71,100,-54,-43,100,-34,100,100,100,-63,100,100,-65,-52,100,100,100,100,100,100,-54,100,-53,3
-78,-63,100,100,100,-48,100,-68,-34,-66,-72,100,-68,100,-55,-43,100,-31,100,100,100,-65,-71,100,-66,-51,100,100,100,100,100,-72,-54,100,-72,3
-74,-62,100,100,100,-49,-85,-88,-33,-67,-70,100,-73,100,-56,-43,100,-32,100,100,100,-62,100,100,-68,-53,100,100,100,100,100,-69,-53,100,100,3
-78,-60,100,-80,100,-50,100,-68,-33,-64,-72,100,-74,100,-55,-38,100,-34,100,100,100,-65,-74,100,-67,-53,100,100,100,100,100,-71,-53,100,-76,3
100,-58,100,100,100,-50,100,-67,-35,-65,100,100,-70,100,-55,-42,100,-32,100,100,100,-65,-78,100,-69,-50,100,100,100,100,100,-70,-54,100,-75,3
100,-63,100,100,100,-49,100,100,-34,-65,-70,100,-71,100,-56,-38,100,-34,100,100,100,-61,100,100,-69,-51,100,100,100,100,100,-71,-53,100,-77,3
-74,-61,100,100,100,-50,100,-69,-35,-65,-69,100,100,100,-55,-37,100,-34,100,100,100,-65,-73,100,-57,-52,100,100,100,100,100,-70,-54,100,-77,3
-72,-63,100,100,100,-55,100,-68,-36,-65,100,100,100,100,-57,-39,100,-34,100,100,100,-58,100,100,-67,-52,100,100,100,100,100,-75,-55,100,-77,3
-74,-63,100,100,100,-54,100,100,-37,-67,100,100,100,100,-59,-39,100,-34,100,100,100,-60,100,100,-69,-51,100,100,100,100,100,-74,-54,100,100,3
-74,-63,100,100,100,-58,100,100,-37,100,-67,100,100,100,-57,-49,100,-34,100,100,100,-59,100,100,-69,-52,100,100,100,100,100,-74,-53,100,-75,3
-73,-65,100,100,100,-59,-85,-68,-35,-63,100,100,-71,100,-54,-48,100,-34,100,100,100,-55,-74,100,-67,-52,100,100,100,100,100,-74,-54,100,100,3
100,100,100,100,100,-51,100,-67,-34,-64,-70,100,-72,100,-57,-39,100,-35,100,100,100,-61,100,100,-68,-51,100,100,100,100,100,100,-55,100,100,3
-73,-63,100,100,100,-52,100,-67,-34,-65,-70,100,100,100,-57,-40,100,-34,100,100,100,-63,100,100,-67,-51,100,100,100,100,100,100,-55,100,-73,3
100,-64,100,100,100,100,100,100,-45,-57,100,100,100,100,-50,-30,100,-45,100,100,100,-58,100,100,-68,-48,100,100,100,100,100,100,-54,100,100,4
-75,-64,100,100,100,-48,100,-68,-35,-57,-69,100,100,100,-53,-29,100,-44,100,100,100,-60,-73,100,-68,-49,100,100,100,100,100,-76,-57,100,100,4
100,-64,100,-82,100,100,100,100,-36,-57,100,100,100,100,100,-30,100,-46,100,100,100,-58,100,100,-71,-48,100,100,100,100,100,-78,-57,100,100,4
100,-64,100,100,100,-55,100,-67,-35,-56,-63,100,100,100,-55,-29,100,-46,100,100,100,-56,-73,100,-70,-55,100,100,100,100,100,-75,-55,100,100,4
100,-64,100,-81,100,-51,-85,-64,-38,-56,100,100,100,100,-51,-29,100,-47,100,100,100,-57,100,100,-67,-54,100,100,100,100,100,-76,-56,100,100,4
-74,-63,100,-83,100,-48,100,-73,-36,-58,-64,100,100,100,-56,-29,100,-47,100,100,100,-57,-77,100,-67,-49,100,100,100,100,100,-76,-56,100,100,4
-74,-64,100,100,100,-45,100,-65,-39,-56,100,100,-75,100,-53,-30,100,-47,100,100,100,-63,-75,100,-68,-48,100,100,100,100,100,-75,-57,100,100,4
-74,-65,100,100,100,100,100,-73,-39,-56,100,100,-70,100,-51,-30,100,-46,100,100,100,-59,100,100,-66,-53,100,100,100,100,100,100,-56,100,100,4
100,-65,100,100,100,100,100,100,100,-56,100,100,100,100,-52,-72,100,-45,100,100,100,-57,100,100,-67,-53,100,100,100,100,100,100,-56,100,100,4
-73,-63,100,-81,100,-45,100,-66,-38,-59,-71,100,100,100,-52,-29,100,-44,100,100,100,-58,100,100,-67,-53,100,100,100,100,100,100,-58,100,100,4
-74,-65,100,100,100,-50,100,-64,-41,-58,100,100,100,100,-52,-30,100,-45,100,100,100,-59,-74,100,-67,-49,100,100,100,100,100,100,-56,100,100,4
-74,-63,100,-82,100,-49,100,-68,-39,-59,-62,100,-72,100,100,-29,100,-47,100,100,100,-57,-74,100,-64,-52,100,100,100,100,100,100,-52,100,100,4
-79,-64,100,100,100,100,100,100,-38,-58,100,100,100,100,-52,-28,100,-46,100,100,100,-54,-77,100,-67,-49,100,100,100,100,100,-70,-56,100,100,4
-76,-64,100,100,100,-51,100,-67,-40,100,100,100,100,100,-51,-30,100,-47,100,100,100,-55,-75,100,-68,-51,100,100,100,100,100,100,-54,100,100,4
100,-64,100,100,100,-46,100,-68,-41,-57,-63,100,-72,100,-51,-29,100,-46,100,100,100,-56,100,100,-67,-52,100,100,100,100,100,100,-56,100,100,4
100,-65,100,100,100,-49,100,-68,-41,100,-63,100,100,100,-50,-29,100,-46,100,100,100,-57,100,100,-68,-49,100,100,100,100,100,100,-56,100,100,4
-79,-64,-89,100,100,-49,100,100,-41,-58,-63,100,-73,100,-51,-29,100,-46,100,100,100,-58,-78,100,-67,-49,100,100,100,100,100,-75,-58,100,100,4
100,-64,100,-85,100,-49,100,-68,-39,-56,-63,100,100,100,-51,-29,100,-44,100,100,100,-58,-74,100,-67,-52,100,100,100,100,100,100,-60,100,100,4
-74,-63,100,100,100,-49,100,-64,-41,100,100,100,100,100,-51,-29,100,-45,100,100,100,-58,100,100,-68,-48,100,100,100,100,100,100,-62,100,100,4
-75,-64,100,100,-84,-48,100,-77,-40,-57,100,100,-73,100,-52,-29,100,-46,100,100,100,-59,-80,100,-67,-48,100,100,100,100,100,-72,-62,100,100,4
100,-64,100,100,100,-48,-84,-65,-41,-59,-71,100,100,100,-51,-29,100,-46,100,100,100,-59,100,100,-67,-55,100,100,100,100,100,-73,-61,100,100,4
-75,-65,100,100,100,-47,-86,-62,-39,100,100,100,-70,100,-50,-28,100,-45,100,100,100,-53,100,100,-67,-48,100,100,100,100,100,-70,-61,100,100,4
-74,-65,100,100,100,-49,100,-67,-39,-56,-64,100,100,100,-51,-30,100,-46,100,100,100,-59,-73,100,-67,-52,100,100,100,100,100,-72,-61,100,100,4
-75,-65,100,-84,100,100,-85,-72,-39,-57,-64,100,100,100,-50,-29,100,-45,100,100,100,-56,100,100,-69,-48,100,100,100,100,100,100,-57,100,100,4
-74,-65,100,100,100,-49,-83,-72,-42,-57,100,100,100,100,-51,100,100,-45,100,100,100,-58,100,100,-68,-51,100,100,100,100,100,100,-61,100,100,4
-73,-65,100,100,100,-49,100,100,-41,100,-64,100,100,100,-51,-29,100,-44,100,100,100,-61,100,100,-67,-52,100,100,100,100,100,100,-59,100,100,4
100,100,100,100,100,-47,100,100,-39,100,-64,100,100,100,-51,-28,100,-47,100,100,100,-57,100,100,-69,-49,100,100,100,100,100,100,-63,100,100,4
-75,-64,100,100,100,-49,100,100,-38,-58,-63,100,100,100,-51,-28,100,-46,100,100,100,-61,100,100,-68,-48,100,100,100,100,100,100,-63,100,100,4
100,100,100,100,100,-53,100,-72,-41,100,-62,100,100,100,-52,-29,100,-46,100,100,100,-54,-73,100,-70,-47,100,100,100,100,100,100,-65,100,100,4
100,100,100,-89,100,-45,100,100,-41,-57,-68,100,-72,100,100,-32,100,-46,100,100,100,-57,-75,100,-69,-48,100,100,100,100,100,100,-63,100,100,4
100,100,100,100,100,-46,100,100,-38,-56,100,100,100,100,-52,-32,100,-46,100,100,100,-57,100,100,-68,-47,100,100,100,100,100,100,-63,100,100,4
100,-63,100,100,100,100,100,100,-76,-57,100,100,100,100,-52,-29,100,-45,100,100,100,100,100,100,-69,-48,100,100,100,100,100,100,-65,100,100,4
100,100,100,-87,100,100,100,100,-37,-56,100,100,100,100,-53,100,100,-46,100,100,100,-55,100,100,-68,-49,100,100,100,100,100,100,-64,100,100,4
100,-64,100,100,100,-47,-84,100,-38,-56,100,100,-72,100,-55,-29,100,-46,100,100,100,-56,100,100,-68,-49,100,100,100,100,100,100,-77,100,100,4
100,-65,100,100,100,-45,100,100,-39,-56,100,100,100,100,-52,-29,100,-44,100,100,100,-55,100,100,-67,-47,100,100,100,100,100,100,-60,100,100,4
-73,100,100,100,100,-46,100,100,-37,100,100,100,100,100,-53,-28,100,-45,100,100,100,-55,100,100,-67,-52,100,100,100,100,100,100,-60,100,100,4
100,-64,100,100,100,-47,100,100,100,100,100,100,100,100,-53,-29,100,-45,100,100,100,-56,100,100,-67,-52,100,100,100,100,100,-76,-66,100,100,4
100,-65,100,-86,100,-46,100,100,-38,-55,100,100,100,100,-52,-28,100,-45,100,100,100,100,100,100,-55,-51,100,100,100,100,100,-79,-63,100,100,4
100,100,100,-83,100,100,100,100,-37,-56,100,100,100,100,-54,-28,100,-44,100,100,100,-57,100,100,-67,-49,100,100,100,100,100,100,-63,100,100,4
100,-65,100,100,100,-46,100,-66,-37,-56,-62,100,100,100,-52,-29,100,-46,100,100,100,-57,100,100,-57,-49,100,100,100,100,100,-77,-64,100,100,4
-73,-64,100,100,100,-46,100,-66,-37,100,-71,100,100,100,-53,-29,100,-46,100,100,100,-56,-68,100,-67,-49,100,100,100,100,100,100,-65,100,100,4
100,100,100,-86,100,-45,100,-70,-38,100,100,100,100,100,-53,-29,100,-46,100,100,100,-55,100,100,-67,-49,100,100,100,100,100,100,-64,100,100,4
100,-63,100,100,100,-46,100,-66,-38,-57,-62,100,100,100,-51,-29,100,-45,100,100,100,-55,-67,100,-67,-52,100,100,100,100,100,100,-65,100,100,4
100,-57,100,100,100,-63,100,-70,-85,-57,100,100,100,100,-52,-28,100,-46,100,100,100,-56,100,100,-67,-48,100,100,100,100,100,100,-54,100,100,4
100,-63,100,100,100,-45,-84,100,-38,-57,100,100,100,100,100,-29,100,-45,100,100,100,-56,100,100,-56,-49,100,100,100,100,100,100,-60,100,100,4
-74,-63,100,100,100,100,100,100,-36,-57,-62,100,100,100,-52,-59,100,-45,100,100,100,-55,100,100,-67,-48,100,100,100,100,100,100,-64,100,100,4
100,100,100,100,100,-45,100,100,-37,-57,-62,100,100,100,-52,-29,100,-45,100,100,100,-53,100,100,-66,-51,100,100,100,100,100,100,-63,100,100,4
-73,100,100,100,100,-46,100,100,-38,-57,100,100,100,100,-51,-29,100,-45,100,100,100,-55,100,100,-68,-48,100,100,100,100,100,100,-61,100,100,4
100,100,100,100,100,100,100,100,-37,100,100,100,-68,100,-53,-29,100,-45,100,100,100,-57,100,100,-68,-48,100,100,100,100,100,100,-59,100,100,4
100,100,100,-83,100,-45,100,100,-37,-57,100,100,100,100,100,-29,100,-44,100,100,100,-53,100,100,-67,-49,100,100,100,100,100,100,-62,100,100,4
100,-65,100,100,100,-45,100,100,-41,100,-61,100,100,100,-53,-29,100,-45,100,100,100,-56,100,100,-67,-49,100,100,100,100,100,100,-62,100,100,4
-74,-63,100,100,100,-45,-82,100,-39,100,-70,100,-70,100,-57,-29,100,-45,100,100,100,-57,-78,100,-68,-48,100,100,100,100,100,-83,-54,100,100,4
-81,100,100,100,-84,-44,100,100,-38,-59,-62,100,100,100,-53,-28,100,-45,100,100,100,-58,100,100,-69,-52,100,100,100,100,100,100,-63,100,100,4
-73,-64,100,-84,100,-45,-84,-68,-39,-58,100,100,100,100,-52,-28,100,-46,100,100,100,-57,-78,100,-67,-49,100,100,100,100,100,100,-62,100,100,4
-73,-63,100,100,100,-46,100,-66,-38,-57,100,100,-71,100,-52,-28,100,-45,100,100,100,-58,-81,100,-67,-49,100,100,100,100,100,-77,-59,100,100,4
-73,-63,100,100,100,-45,-85,-66,-38,100,100,100,100,100,-52,-28,100,-44,100,100,100,-55,-76,100,-58,-47,100,100,100,100,100,100,-62,100,100,4
100,-63,100,-85,100,-46,100,100,-39,-57,100,100,-72,100,-52,-27,100,-44,100,100,100,-56,100,100,-67,-48,100,100,100,100,100,100,-62,100,100,4
100,-63,100,100,100,-46,100,100,-40,-58,100,100,100,100,-53,-28,100,-44,100,100,100,-53,100,100,-67,-47,100,100,100,100,100,100,-64,100,100,4
