06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e4:8d:8c:20:4d:c1_UPLAT,18:28:61:13:0d:9d_EROGLU,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-54,-49,-41,-38,-47,-45,-52,-61,-31,-81,NaN,-65,-59,-66,-63,-64,-74,-70,-73,11
-54,-49,-41,-36,-48,-44,-51,-59,-31,-82,-53,-65,-58,-66,-66,-67,-74,-69,-73,11
-53,-49,-41,-36,-48,-45,-51,-59,-31,-80,-53,-62,-58,-74,-66,-66,-74,-69,-73,11
-54,-49,-42,-38,-48,-44,-52,NaN,-65,-80,-53,-63,-58,-64,-67,-66,-74,-70,NaN,11
-54,-49,-40,-37,-48,-46,-50,-63,-30,NaN,-53,-65,-59,-63,-64,-68,NaN,-70,-72,11
-54,-51,-43,-38,-48,-49,-52,-63,-33,NaN,-54,-60,-59,-63,-63,-68,NaN,-70,-72,11
-54,-48,-43,-38,-47,-47,-52,-63,-31,-81,-53,-75,-59,NaN,-66,-67,NaN,-69,NaN,11
-54,-49,-72,-37,-48,-72,-52,-64,-31,-81,-53,-59,-59,-64,-65,-67,NaN,-69,-71,11
-53,-51,-42,-38,-47,-45,-52,-62,-32,-82,-52,-58,-59,-64,-61,-67,-73,-69,-71,11
-54,-49,-43,-40,-48,-43,-53,-67,-31,-82,-52,-58,-59,-63,-65,-67,-73,-69,-73,11
-54,-49,-40,-40,-48,-47,-55,-62,-31,-78,-53,-60,-59,-63,-63,-63,NaN,-71,-73,11
-54,-48,-40,-38,-46,-49,-55,-62,-31,-81,-53,-60,-63,-68,-60,-68,NaN,-70,NaN,11
-54,-53,-42,-38,-48,-47,-53,-62,-29,-81,-52,-60,-59,-65,-61,-66,-74,-70,NaN,11
-53,-51,-42,-37,-48,-46,-54,-63,-31,NaN,-53,-59,-59,-66,-58,-67,-74,-70,NaN,11
-53,-49,-41,-38,-48,-48,-54,-63,-30,-86,-52,-64,-57,-66,-61,-67,NaN,-70,NaN,11
-54,-48,-58,-36,-48,-46,-51,-63,-33,-83,-52,-64,-57,-66,-64,-67,NaN,-70,NaN,11
-54,-54,-42,-73,-47,-46,-50,-62,-32,-83,-53,-64,-59,-67,-62,-66,NaN,-70,NaN,11
-54,-49,-44,-41,-48,-46,-52,-66,-31,NaN,-56,-60,-58,-67,-64,-67,NaN,-73,-73,11
-54,-48,-43,-38,-48,-48,-51,-64,-34,-81,-54,-60,-58,NaN,-65,-67,NaN,-70,-73,11
-54,-51,-43,-37,-48,-47,-51,-62,-31,-81,-54,NaN,-60,NaN,-66,NaN,-75,-70,NaN,11
-54,-48,-43,-37,-47,-50,-51,-60,-32,-76,-53,-66,-59,-64,-63,NaN,-75,-70,-71,11
-54,-48,-42,-37,-47,-47,-52,-63,-30,-76,-52,-66,-59,-64,-65,-66,NaN,-71,-71,11
-54,-49,-45,-37,-47,-47,-51,-63,-30,-81,-55,-66,NaN,NaN,-65,-67,NaN,-71,NaN,11
-54,-58,-42,-38,-47,-46,-52,-63,-30,-81,-53,-65,-59,-66,-65,-66,NaN,-71,NaN,11
-52,-48,-42,-37,-48,-45,-51,-63,-30,-80,-52,-65,-60,-66,-66,-65,NaN,-71,NaN,11
-54,-51,-66,-38,-47,-74,-52,-61,-34,-80,-53,NaN,-90,-61,-65,-67,-77,-71,NaN,11
-54,-49,-42,-40,-47,-45,-52,-62,-30,-81,-52,-64,-60,-66,-91,-67,-77,NaN,NaN,11
-54,-48,-45,-37,-47,-46,-53,-62,-33,-81,-55,-64,-59,-66,-62,-69,NaN,NaN,-74,11
-54,-51,-43,-38,-47,-46,-53,-61,-57,NaN,-52,-64,-58,-73,-59,-68,NaN,NaN,-74,11
-49,-32,-50,-41,-43,-48,-53,-65,-43,-78,-43,-64,-60,-64,-66,-71,-76,-70,-72,12
-49,-35,-53,-40,-44,-47,-57,-60,-34,-66,-46,-60,-58,-69,-66,-66,NaN,-74,-74,12
-49,-33,-54,-43,-44,-65,-54,-60,-38,-72,-47,-59,-58,-64,-66,-67,NaN,-73,-75,12
-49,-33,-54,-43,-43,-65,-55,-59,-36,-72,-47,-61,NaN,-64,-69,-66,NaN,-74,-75,12
-49,-33,-50,-42,-44,-49,-54,-59,-36,NaN,-46,-61,NaN,-64,-69,-56,NaN,-74,-79,12
-49,-33,-55,-39,-44,-49,-54,-66,-36,-72,-47,-61,NaN,-65,-69,-66,NaN,-75,-78,12
-49,-33,-52,-42,-44,-46,-54,-61,-36,-73,-48,-61,NaN,-64,-69,-64,NaN,-72,-77,12
-49,-33,-54,-43,-44,-45,-53,-63,-36,-73,-47,-57,-60,-64,-70,-64,NaN,-72,-77,12
-49,-40,-56,-43,-44,-44,-56,-63,-35,-69,-46,-63,-61,-63,-70,-66,NaN,-74,-76,12
-49,-33,-52,-43,NaN,-44,-56,-59,-35,-73,-48,-58,-61,-63,-71,-66,NaN,-75,-72,12
-49,-32,-52,-51,-44,-45,-55,-62,-36,-73,-48,-58,-60,-63,-66,-55,-81,-72,-65,12
-49,-33,-55,-42,-44,-44,-54,-60,-35,-73,-47,-59,-66,-63,-70,-66,-81,-76,-77,12
-39,-33,-55,-43,-48,-45,-56,-58,-36,-73,-47,-57,-61,NaN,-70,-66,NaN,-76,-77,12
-49,-33,-56,-42,-48,-45,-55,-58,-36,-68,-47,-57,-62,-59,-70,-66,NaN,NaN,-77,12
-49,-33,-57,-41,-48,-47,-56,NaN,-36,-70,-47,-65,-62,-64,-66,-66,NaN,NaN,-76,12
-49,-32,-52,-43,-48,-62,-54,-59,-36,-72,-46,-65,-61,-60,-66,-67,-79,NaN,-76,12
-49,-35,-76,-42,-44,-46,-55,-60,-35,-66,-47,NaN,-62,-60,-72,-67,-80,NaN,-78,12
-49,-32,-55,-42,-44,-46,-56,-63,-36,-67,-47,NaN,-62,-61,-71,-67,-80,NaN,-78,12
-49,-33,-54,-42,-90,-47,-55,-63,-36,-72,NaN,-59,-60,-65,-69,-66,NaN,NaN,NaN,12
-49,-33,-54,-41,-44,-47,-54,-62,-36,-70,-47,-59,-63,-65,-70,-66,NaN,NaN,NaN,12
-49,-33,-53,-43,-42,-47,-56,-62,-36,-70,-46,NaN,-63,NaN,-69,-66,NaN,NaN,-76,12
-49,-35,-53,-77,-44,-45,-56,-61,-36,-72,-45,NaN,-61,-64,-69,-61,NaN,NaN,-76,12
-49,-32,-53,-42,-48,-45,-55,-57,-37,-68,-47,-58,-61,-61,-69,-61,NaN,NaN,-76,12
-49,-32,-54,-42,-48,-46,-57,-62,-36,-67,-47,-60,NaN,-61,-71,-70,NaN,-71,NaN,12
-44,-35,-54,-42,-44,-46,-55,-68,-36,-67,-47,-61,-60,NaN,-71,-68,NaN,-73,NaN,12
-49,-33,-54,-41,-44,-48,-55,-68,-37,-74,-47,-64,-59,-63,-66,-65,NaN,-73,NaN,12
-49,-33,-54,-41,-48,-48,-54,-60,-36,-72,-47,-64,-62,-63,-73,-63,NaN,NaN,NaN,12
-49,-33,-76,-42,-44,-48,-53,-63,-35,-73,-46,-58,-62,NaN,-68,-65,NaN,NaN,-76,12
-44,-35,-54,-42,-44,-47,-55,-61,-36,-71,-47,-58,-62,NaN,-66,-66,-81,NaN,-76,12
-49,-33,-52,-42,-44,-46,-57,-60,-36,-71,-43,-59,-62,NaN,-68,-64,-80,-70,NaN,12
-49,-33,-53,-51,-44,-46,-56,-61,-36,NaN,-43,-60,NaN,-63,-71,-66,-80,-66,NaN,12
-49,-35,-55,-43,-44,-76,-54,-64,-35,NaN,-46,-60,-61,-65,-70,-69,NaN,-70,NaN,12
-49,-35,-53,-42,-94,-46,-54,-63,-35,NaN,-46,-58,-59,-65,-68,-69,NaN,-70,-75,12
-49,-32,-51,-41,-45,-45,-53,-61,-36,NaN,-46,-58,-60,-63,-68,-67,NaN,-72,-75,12
-49,-32,-54,-43,-44,-47,-55,-62,-35,-72,-47,-59,-62,-66,-71,-56,-79,-72,-76,12
-49,-33,-54,-43,-44,-46,-54,-61,-36,-72,-48,-59,-59,-65,-69,-67,-79,NaN,-76,12
-49,-33,-55,-43,-44,-43,-55,-62,-35,NaN,-48,-59,-60,-63,-67,-67,NaN,NaN,NaN,12
-49,-33,-54,-44,-44,-46,-54,-62,-35,-72,-47,-60,-60,-62,-70,-66,NaN,-75,-76,12
-49,-33,-54,-42,-44,-49,-55,-63,-38,-72,-48,-58,NaN,-62,-70,-68,NaN,-75,-76,12
-48,-33,-48,-41,-42,-48,-54,-60,-36,-67,-47,-56,-59,-63,-70,-66,-80,-72,-75,12
-49,-35,-53,-41,-44,-62,-52,-60,-36,-75,-47,-59,-58,-64,-57,-63,-80,-72,-75,12
-49,-33,-54,-43,-44,-45,-55,-58,-36,-71,-47,-60,-60,-63,-65,-66,NaN,NaN,-77,12
-49,-33,-54,-40,-48,-45,-55,-61,-36,-71,-48,-60,-61,-63,-63,-64,NaN,NaN,-77,12
-48,-33,-55,-44,-51,-45,-57,-56,-36,-66,-53,-57,-61,-62,-64,-56,NaN,-75,NaN,12
-49,-32,-55,-41,-43,-48,-53,-59,-34,-69,-48,-59,-61,-63,-65,-67,-83,-75,-77,12
-37,-33,-55,-42,-48,-48,-57,-58,-36,-69,-48,-60,-64,-64,-65,-65,-83,NaN,-77,12
-49,-33,-54,-41,-44,-44,-52,-56,-36,-65,-47,-60,-64,-64,-69,-65,NaN,NaN,NaN,12
-49,-33,-54,-41,-44,-44,-53,-60,-34,-72,-47,-59,NaN,-64,-64,-66,NaN,-77,NaN,12
-49,-39,-55,-41,-44,-45,-55,-59,-36,-73,-50,-60,-59,-63,-67,-65,NaN,-77,NaN,12
-49,-35,-55,-41,-44,-46,-56,-60,-36,-73,-47,-60,-61,-64,-67,-64,NaN,-77,NaN,12
-48,-33,-55,-41,-44,-46,-56,-62,-36,-71,-47,-60,-59,-68,-71,-66,NaN,-77,NaN,12
-49,-33,-55,-41,-48,-45,-56,-59,-36,-71,-47,-60,-60,-64,-69,-66,NaN,NaN,NaN,12
-49,-33,-53,-41,-44,-46,-54,-60,-35,NaN,-47,NaN,-60,-64,-69,-58,NaN,NaN,NaN,12
-49,-33,-55,-50,-44,-46,-54,-62,-36,NaN,-46,NaN,-59,-65,-70,-63,NaN,NaN,NaN,12
-49,-33,-55,-42,-44,-44,-55,-63,-36,NaN,-46,-59,-51,-60,-70,-65,NaN,NaN,NaN,12
-49,-32,-55,-42,-44,-42,-55,-61,-35,NaN,-47,-59,-62,-60,-69,-68,NaN,-73,NaN,12
-49,-33,-54,-42,-44,-42,-54,-62,-36,-73,-47,-62,-62,-65,-70,-65,NaN,-73,-75,12
-48,-35,-56,-42,-44,NaN,-56,-62,-35,-73,-47,-62,-62,-65,-70,-66,NaN,NaN,-77,12
-49,-33,-54,-41,-44,-42,-54,-61,-35,-73,-46,-62,-67,NaN,NaN,-63,NaN,NaN,-77,12
-49,-33,-65,-43,-44,-46,-55,-61,-35,-65,-47,-69,-62,-65,NaN,-63,NaN,NaN,-75,12
-49,-35,-53,-41,-44,-45,-54,-58,-35,-73,-47,-69,-59,-69,-66,-65,-81,NaN,-75,12
-49,-35,-54,-43,-48,-45,-55,-62,-36,-73,-47,-60,-59,-65,-71,-67,-81,-77,NaN,12
-49,-35,-54,-42,-48,-46,-54,-58,-36,-73,-47,-60,-59,-64,-71,-66,NaN,-77,-76,12
-49,-32,-52,-39,-48,-44,-56,-58,-36,-68,-47,-60,-59,-61,-70,-66,NaN,NaN,-76,12
-49,-35,-52,-43,-44,-44,-55,NaN,-36,-73,-47,-59,-59,-63,-68,-66,NaN,-77,NaN,12
-49,-32,-57,-43,-44,-47,-55,-60,-36,-66,-47,-59,-59,-63,-60,-66,NaN,-77,NaN,12
-49,-33,-57,-43,-44,-45,-44,-60,-36,-72,-47,-66,-60,NaN,-65,-65,NaN,-77,NaN,12
-49,-33,-55,-41,-44,-47,-55,-60,-36,-68,-46,-59,-60,NaN,-64,-63,-81,-77,NaN,12
-49,-33,-54,-42,-44,-46,-55,-61,-36,-72,-46,-59,-61,-64,-68,-66,-81,-82,NaN,12
-44,-33,-54,-41,-43,-46,-53,-60,-36,-73,-48,-59,-61,-64,-69,-63,-77,-82,-77,12
-49,-33,-56,-43,-44,-49,-54,-58,-36,-68,-46,-61,NaN,-64,-71,-65,-77,-77,-77,12
-49,-33,-57,-41,-44,-46,-55,-59,-36,-73,-46,-61,-62,-65,-69,-66,NaN,-77,-77,12
-49,-33,-56,-42,-44,-46,-55,-60,-36,-73,-47,NaN,-60,-65,-70,-64,NaN,NaN,-77,12
-49,-33,-55,-51,-44,-45,-53,-59,-37,-90,-47,NaN,-64,-63,-69,-65,NaN,-76,-77,12
-49,-33,-53,-42,-44,-45,-53,-59,-34,-72,-51,-67,-64,-68,-70,-65,-78,-84,NaN,12
-49,-33,-56,-42,-44,-44,-55,-60,-35,-72,-47,-59,-62,-60,-70,-61,-76,-84,-77,12
-49,-33,-53,-41,-40,-44,-53,-56,-35,-73,-43,-58,-62,-63,-70,-64,-76,-77,-75,12
-49,-33,-53,-43,-43,-45,-55,-59,-34,-71,-43,-68,-62,-59,-69,-64,NaN,-77,-76,12
-49,-35,-53,-42,-43,-45,-56,-59,-36,-73,-47,-59,-63,-64,-68,-64,NaN,NaN,-80,12
-49,-39,-52,-41,-44,-44,-54,-59,-36,-71,-47,-59,-60,-72,-69,-66,-79,NaN,-76,12
-56,-43,-46,-31,-44,-51,-56,-56,-50,-74,-40,-60,-59,-72,-64,-56,-79,-60,-76,13
-56,-46,-42,-31,-46,-50,-51,-62,-44,NaN,-40,-60,-59,NaN,NaN,-57,NaN,-60,NaN,13
-57,-46,-41,NaN,-43,-43,-52,-62,-43,NaN,-39,-59,-59,NaN,-69,-58,NaN,NaN,NaN,13
-56,-46,-44,-33,-44,-45,-53,-61,-44,NaN,-39,-57,-59,-62,-69,-56,NaN,-60,NaN,13
-56,-46,-43,-32,-44,-44,-52,-61,-43,-68,-39,-57,-65,-62,-69,-56,NaN,-74,-70,13
-57,-46,-44,-33,-43,-44,-53,-61,-43,-68,-40,NaN,-58,-70,-69,-56,NaN,-63,-70,13
-56,-46,-44,-33,-43,-45,-53,-51,-69,-75,-41,-58,-59,-69,-67,-57,NaN,-63,NaN,13
-57,-50,-44,-33,-43,-45,-53,-51,-43,-70,-40,-58,-60,-69,-67,-57,NaN,-64,NaN,13
-57,-45,-44,-32,-47,-44,-52,-62,-43,-70,-40,-58,-59,NaN,-64,-57,NaN,-64,NaN,13
-56,-46,-43,-33,-43,-45,-53,-65,-43,NaN,-40,-58,-59,NaN,-64,-56,NaN,-64,NaN,13
-56,-46,-43,-32,-48,-45,-53,-62,-43,-74,-40,NaN,NaN,NaN,-68,-57,NaN,-63,NaN,13
-57,-49,-42,-33,-43,-45,-54,-62,-43,-75,-40,NaN,-58,NaN,-67,-57,NaN,-63,NaN,13
-57,-46,-40,-36,-41,-44,-54,-52,-44,-75,-40,NaN,-58,NaN,-65,-57,NaN,-63,NaN,13
-56,-46,-41,-33,-44,-44,-55,-60,-44,-75,-40,NaN,NaN,NaN,-68,-56,NaN,-63,NaN,13
-56,-51,-42,-33,-43,-44,-54,-60,-44,-75,-40,NaN,-59,NaN,-69,-56,NaN,-63,NaN,13
-56,-47,-41,-32,-44,-45,-54,-59,-44,-75,-40,-65,-58,-60,-67,-56,NaN,-63,NaN,13
-55,-49,-41,-32,-43,-43,-54,-61,-44,-75,-40,-66,-58,-64,-68,-55,-77,-62,-71,13
-56,-48,-40,-33,-44,-44,-53,-63,-44,-75,-40,-66,-57,-64,-69,-57,-76,-63,-71,13
-56,-48,-42,-32,-43,-44,-53,-63,-45,-76,-40,-63,-57,NaN,-69,-53,-76,-63,-71,13
-56,-48,-42,-32,-49,-44,-51,-61,-43,-76,-40,-63,-57,NaN,-69,-56,NaN,-63,-71,13
-56,-46,-42,-33,-46,-44,-53,-64,-44,NaN,-39,-62,-59,-65,-69,-56,NaN,-63,NaN,13
-56,-46,-42,-32,-43,-43,-54,-64,-44,NaN,-40,-62,-59,-65,-70,-57,NaN,-63,NaN,13
-57,-48,-42,-32,-43,-43,-52,-63,-44,NaN,-40,NaN,NaN,-64,-70,-55,-78,-64,NaN,13
-57,-45,-41,-32,-43,-44,-54,-60,-45,NaN,-40,-60,-58,-64,-70,-56,-78,-64,-72,13
-57,-46,-42,-33,-46,-44,-53,-60,-45,-75,-42,-60,-58,-63,-69,-56,NaN,-63,-71,13
-56,-46,-43,-33,-43,-43,-54,-62,-44,-74,-42,-59,-57,-63,-69,-56,NaN,-64,-71,13
-57,-50,-43,-32,-43,-44,-54,-61,-44,-74,-41,-63,-57,-64,-69,-56,NaN,-64,-72,13
-57,-47,-43,-33,-44,-44,-54,-63,-42,-75,-40,-63,-57,-64,-71,-75,NaN,-63,-72,13
-56,-46,-43,-32,-43,-44,-54,-61,-46,-75,-39,-63,-56,-63,-67,-56,NaN,-64,-71,13
-56,-46,-43,-32,-43,-43,-54,-62,-44,-70,-39,NaN,-55,-63,-67,-56,NaN,-65,-71,13
-56,-46,-43,-33,-47,-43,-53,-62,-44,-70,-38,NaN,-58,-65,-69,-55,NaN,-63,-72,13
-56,-46,-44,-32,-46,-44,-53,-62,-44,-74,-39,NaN,-57,-65,-69,-56,NaN,-63,-72,13
-56,-47,-44,-33,-47,-43,-53,-62,-44,-74,-40,-69,-57,-69,-69,-56,NaN,-63,NaN,13
-56,-47,-44,-33,-44,-43,-54,-62,-43,-74,-39,-62,-57,-64,-69,-56,NaN,-63,-72,13
-56,-53,-44,-32,-43,-44,-53,-60,-43,-74,-39,-63,-58,-64,-69,-56,-75,-63,-74,13
-56,-50,-43,-32,-43,-43,-53,-62,-44,-74,-39,-63,-58,-64,-69,-56,-75,-60,-74,13
-56,-49,-42,-37,-43,-43,-52,-61,-43,-75,-40,-63,-58,-63,-69,-56,NaN,-63,-72,13
-55,-47,-43,-33,-43,-43,-53,-61,-43,-81,-39,-58,-58,-64,-70,-54,NaN,-63,-72,13
-56,-47,-41,-33,-47,-44,-53,-60,-44,-75,-38,-64,-57,-64,-70,-56,-77,-64,-73,13
-56,-46,-43,-31,-43,-44,-54,-61,-43,-75,-40,-57,-66,-69,NaN,-56,-77,-65,-73,13
-55,-49,-43,-32,-44,-43,-52,-55,-44,-76,-40,-57,-66,-69,-69,-58,-77,-64,NaN,13
-56,-47,-44,-34,-43,-45,-54,-55,-43,-75,-45,-58,-62,-64,-70,-58,-77,-66,-67,13
-56,-46,-42,-31,-43,-45,-53,-62,-43,-76,-39,-58,-60,-64,-70,-58,NaN,-64,-72,13
-55,-47,-46,-37,-44,-43,-52,-62,-40,-76,-39,-58,-58,-64,-65,-56,-74,-63,-71,13
-56,-46,-44,-33,-44,-44,-51,-63,-43,-74,-38,-58,-59,-67,-65,-56,-74,-59,-71,13
-56,-46,-44,-33,-44,-39,-53,-62,-43,-74,-40,-56,-57,-67,-71,-56,NaN,-62,-72,13
-56,-46,-44,-32,-43,-43,-53,-55,-43,-75,-39,-58,-57,-63,-68,-56,NaN,-63,-73,13
-56,-50,-44,-33,-43,-44,-53,-62,-44,-75,-41,-58,-57,-63,-68,-56,NaN,-63,-73,13
-56,-46,-44,-32,-43,-44,-54,-62,-44,NaN,-41,-58,-57,-64,-66,-56,-76,-62,NaN,13
-56,-46,-44,-33,-46,-43,-52,-62,-43,-75,-39,NaN,-57,-68,-66,-58,-76,-63,NaN,13
-53,-46,-43,-33,-46,-42,-53,-61,-44,-75,-38,NaN,-64,-68,-66,-55,-76,-63,NaN,13
-56,-46,-42,-32,-44,-42,-52,-61,-44,NaN,-40,-57,-64,-65,-92,-58,-75,-62,-71,13
-56,-47,-44,-32,-43,-43,-53,-61,-43,NaN,-40,-56,-56,-65,-67,-56,-75,-63,-71,13
-55,-47,-44,-34,-46,-43,-54,-63,-44,NaN,-40,-56,-56,-65,-66,-55,NaN,-64,NaN,13
-56,-47,-44,-32,-44,-45,-52,-63,-44,NaN,-40,-58,NaN,-65,-66,-53,NaN,-64,-69,13
-56,-47,-43,-33,-44,-44,-54,-60,-43,NaN,-39,-58,-58,-64,-64,-56,NaN,-64,-72,13
-56,-48,-44,-33,-43,-41,-54,-62,-44,-75,-40,-59,-58,-64,-67,-56,NaN,-62,-74,13
-55,-48,-43,-32,-43,-43,-54,-62,-39,-75,-39,-56,-59,-63,-65,-55,NaN,-63,-74,13
-56,-46,-41,-32,-57,-44,-56,-59,-43,-75,-39,-58,-59,-68,-69,-57,NaN,-63,-74,13
-57,-48,-43,-33,-43,-43,-55,-59,-43,-75,-40,-67,-58,-65,-69,-57,NaN,-65,-74,13
-57,-49,-43,-33,-43,-45,-52,-62,-40,NaN,-37,-67,-57,-65,-70,-59,NaN,-65,-73,13
-57,-45,-42,-33,-43,-44,-51,-60,-42,NaN,-39,-57,-52,-63,-69,-54,NaN,-60,-73,13
-55,-46,-43,-32,-44,-45,-55,-61,-44,-75,-39,-73,-52,-65,-67,-58,-78,-63,-69,13
-55,-46,-41,-36,-44,-46,-53,-62,-43,-76,-40,-58,NaN,-65,-66,-57,-78,-63,-71,13
-55,-46,-48,-33,-44,-48,-55,-59,-46,-76,-41,-58,-58,NaN,-74,-57,NaN,-63,-71,13
-55,-49,-44,-32,-92,-46,-51,-63,-41,-75,-37,-59,-58,NaN,-64,-56,-71,-63,NaN,13
-55,-49,-42,-32,-46,-46,-53,-61,-47,-74,-40,-58,-56,NaN,-72,-56,-71,-61,NaN,13
-55,-45,-43,-32,-43,-45,-51,-63,-42,-77,-39,-57,-56,-67,-65,-54,NaN,-61,NaN,13
-56,-51,-44,-34,-44,-45,-52,-63,-43,-77,-37,-60,-56,-67,-65,-61,NaN,-60,NaN,13
-55,-47,-44,-71,-48,-46,-52,NaN,-45,NaN,-39,-60,-56,NaN,NaN,-56,NaN,-62,NaN,13
-56,-50,-41,-33,-43,-43,-53,-63,-37,NaN,-38,NaN,-54,-67,-67,-63,NaN,-61,NaN,13
-56,-50,-41,-34,-44,-43,-53,-66,-43,-76,-42,NaN,-57,-64,-68,-56,NaN,-64,-79,13
-56,-45,-40,-33,-44,-43,-54,-66,-44,-76,-39,-58,-66,-64,-69,-53,NaN,-63,-79,13
-56,-46,-42,-32,-43,-43,-54,-63,-44,NaN,-40,-61,-57,-64,-69,-60,NaN,-62,NaN,13
-56,-47,-40,-32,-43,-43,-54,-63,-44,-76,-37,-61,-55,-64,-68,-55,NaN,-64,NaN,13
-56,-47,-41,-32,-43,-43,-54,-63,-43,-76,-39,-59,-56,-66,-66,-56,-76,-61,NaN,13
-56,-47,-42,-32,-44,-42,-54,-63,-44,-76,-41,-59,-57,-63,-69,-56,-76,-62,-72,13
-56,-46,-87,-33,-44,-42,-54,-65,-44,-76,-41,-60,-57,-64,-68,-56,-75,-63,-72,13
-56,-50,-41,-32,-43,-43,-54,-65,-44,-75,-39,-60,-56,-64,-69,-56,-75,-63,NaN,13
-56,-49,-43,-32,-43,-43,-53,-63,-44,-75,-39,-60,-57,-65,-69,-56,NaN,-63,NaN,13
-68,-52,-51,-34,-53,-56,-67,-57,-49,-79,-46,-49,-53,-60,-72,-60,NaN,-63,-72,14
-67,-51,-50,-34,-48,-54,-59,-58,-46,-79,-42,-54,-53,-60,-73,-60,NaN,-68,-72,14
-57,-52,-51,-31,-47,-49,-70,-60,-48,-78,-43,-54,-53,NaN,-68,-61,-75,-64,-77,14
-68,-53,-48,-32,-47,-50,-61,-59,-48,-78,-42,NaN,-53,-64,-68,-57,-75,-66,-76,14
-65,-52,-51,-36,-47,-50,-61,-58,-49,-77,-45,-57,-52,-64,-68,-59,NaN,-70,-76,14
-67,-52,-51,-32,-47,-48,-61,-58,-49,-77,-42,-57,-52,-64,-69,-60,NaN,-70,NaN,14
-67,-53,-50,-32,-47,-51,-64,-59,-79,NaN,-44,NaN,-51,-63,-68,-59,NaN,NaN,-80,14
-65,-53,-50,-32,-48,-50,-60,-56,-49,NaN,-44,-56,-52,-64,-68,-58,NaN,-68,-74,14
-66,-53,-49,-32,-47,-51,-60,-58,-49,NaN,-41,-56,-52,-64,-68,-59,NaN,-68,-74,14
-66,-53,-49,-32,-48,-50,-65,-60,-49,NaN,-44,-56,-52,NaN,-67,-60,-76,-66,NaN,14
-67,-53,-49,-35,-48,-50,-61,-60,-49,NaN,-44,NaN,-52,-63,-68,-60,-76,-68,NaN,14
-67,-53,-48,-32,-52,-51,-61,-60,-48,-77,-44,NaN,-52,-63,-67,-58,NaN,-69,NaN,14
-67,-53,-49,-32,-48,-50,-63,-60,-48,-78,-43,-57,-52,-61,-67,-60,-70,-68,NaN,14
-66,-52,-48,-32,-52,-50,-59,-60,-49,-78,-44,-57,-52,-61,-67,-57,-70,-68,-76,14
-66,-53,-49,-32,-48,-51,-63,-59,-49,-78,-44,-64,-52,NaN,-68,-59,NaN,-68,-76,14
-66,-53,-43,-33,-48,-51,-58,-59,-46,-78,-43,-56,-53,NaN,-68,-58,-73,-70,NaN,14
-67,-53,-49,-76,-48,-51,-61,-66,-47,-78,-41,-54,-53,-63,-68,-59,-73,-67,NaN,14
-67,-55,-48,-32,-48,-51,-59,-59,-49,-78,-40,-56,-52,-63,-68,-60,NaN,-68,NaN,14
-67,-51,-48,-32,-92,-51,-59,-59,-49,-78,-44,-57,-51,-62,-65,-59,NaN,-68,-80,14
-67,-55,-48,-32,-48,-51,-63,-60,-49,-78,-42,-57,-51,-62,-68,-61,-75,-68,-80,14
-65,-53,-49,-32,-48,-51,-61,-59,-49,-78,-43,-65,-51,-63,-90,-60,-75,-68,NaN,14
-67,-51,-49,-32,-48,-51,-63,-60,-49,-78,-43,-65,-53,-63,-68,-60,NaN,-69,NaN,14
-67,-54,-48,-32,-48,-56,-60,-64,-49,-78,-42,-57,-51,-63,-68,-60,-73,-74,NaN,14
-66,-53,-48,-32,-47,-51,-59,-60,-50,-78,-44,-57,-51,-63,-67,-60,-73,-69,-75,14
-66,-51,-48,-32,-48,-51,-59,-58,-50,-78,-44,-54,-51,-63,-92,-59,NaN,-69,-78,14
-66,-51,-49,-32,-48,-52,-62,-60,-53,-77,-45,-57,-52,-63,-68,-58,-68,-70,-78,14
-61,-54,-50,-32,-48,-52,-60,-60,-45,-77,-44,-56,-49,NaN,-68,-60,-68,-69,-75,14
-65,-52,-49,-32,-48,-52,-59,-66,-49,NaN,-43,-56,-53,NaN,-69,-60,-70,-68,-75,14
-66,-53,-50,-32,-48,-51,-59,-60,-49,-77,-40,NaN,-53,NaN,-68,-58,-73,-68,-77,14
-65,-52,-47,-36,-47,-52,-60,-60,-49,-77,-44,-55,-52,NaN,-68,-59,-73,-68,-77,14
-65,-54,-51,-32,-48,-51,-63,-63,-50,NaN,-44,-59,-52,-63,-68,-61,NaN,-68,NaN,14
-67,-51,-54,-32,-51,-49,-63,-58,-45,NaN,-45,-55,-52,-63,-70,-57,NaN,-68,-76,14
-65,-53,-50,-32,-48,-54,-65,-58,-49,-77,-48,-55,NaN,-63,-69,-59,NaN,-68,-76,14
