@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-58,-30,-41,-51,-44,-52,-48,-43,-64,-58,-49,-56,-66,-65,-65,?,?,-74,?,?,?,?,?,8
-58,-30,-40,?,-45,-49,-44,-44,-72,-59,-49,-52,-66,?,-72,?,?,-78,?,?,?,?,?,8
-58,-30,-40,-50,-45,-49,-45,-42,-66,-59,-48,?,?,-65,-66,?,?,?,?,?,?,?,?,8
-59,-30,-40,-49,-45,-49,-44,-45,-68,-59,-48,-61,-68,-64,-75,?,?,?,?,?,?,-92,?,8
-55,-30,-38,-50,-44,-48,-46,-44,-64,-62,-50,-60,-67,-64,-64,?,?,-75,?,?,?,?,?,8
-58,-30,-39,-51,-44,-40,-47,-43,-68,-59,-48,-55,-65,?,?,?,?,?,?,?,?,?,?,8
-64,-30,-40,-50,-44,-48,-46,-44,-65,-60,-49,-57,-70,?,-67,?,?,-77,?,?,?,?,?,8
-59,-30,-39,-50,-42,-49,-47,?,-65,-61,-49,-57,-71,-64,-73,?,-74,?,?,?,?,?,?,8
-59,-30,-39,-50,-45,-49,-46,-44,-65,-60,-50,-56,-75,?,?,?,-73,?,?,-73,?,?,?,8
-59,-30,-40,-51,-42,-49,-44,-44,-64,-59,-50,?,-70,?,?,?,?,?,?,?,?,?,?,8
-57,-30,-40,-53,-45,-49,-49,-44,-66,-58,-49,-54,-68,?,-62,?,?,-74,?,?,?,?,?,8
-60,-30,-41,-53,-44,-49,-46,-43,-66,-58,-49,-58,-71,-65,?,?,?,?,?,?,?,?,?,8
-57,-30,-40,-51,-45,-48,-46,-45,-65,-58,-50,-56,-72,?,-65,?,?,?,?,?,?,?,?,8
-60,-30,-40,-51,-44,-49,-46,-43,-67,-59,-49,?,-70,?,-64,?,?,?,?,?,?,?,?,8
-57,-30,-40,-51,-44,-49,-45,-47,-68,-59,-50,?,?,?,?,?,?,-73,?,?,?,?,?,8
-60,-30,-40,-51,-44,-48,-45,-44,-64,-59,-49,?,-71,?,?,?,?,?,?,?,?,?,?,8
-56,-30,?,-54,-42,-49,?,-45,-63,-59,-49,-59,?,?,?,?,?,-76,?,?,?,?,?,8
-61,-33,-38,-51,-44,-43,-52,-44,?,-60,-51,-57,-67,?,-65,?,?,?,?,?,?,?,?,8
-62,-30,-38,-52,-44,-49,-50,-43,?,-60,?,-58,?,?,-65,?,-77,?,?,?,?,?,?,8
-61,-30,-38,-51,-44,-43,-50,-43,?,-59,-49,-58,-66,?,-65,?,-76,?,?,?,?,?,?,8
-60,-30,-39,-52,-44,-48,-48,-43,-65,-60,-50,-57,-76,?,-66,?,-74,?,?,?,?,?,?,8
-60,-31,-39,-51,-42,-48,-47,-45,-64,-34,-49,-68,?,?,-65,?,?,?,?,?,?,?,?,8
-63,-30,-40,-53,-46,-48,-50,-43,-64,-59,-49,?,-66,?,?,?,?,-67,?,?,?,?,?,8
-62,-30,-39,-51,-46,-48,-49,-43,-67,-59,-50,-60,-65,?,?,?,?,?,?,?,?,?,?,8
-63,-30,-39,-51,-46,-48,-50,-44,-65,-59,-49,?,?,-65,?,?,?,-75,?,?,?,?,?,8
-61,-30,?,-51,-46,-48,-49,-42,-65,-59,-49,-58,-69,?,?,?,?,?,?,?,?,?,?,8
-62,-31,-39,-51,-43,-48,-47,-44,-66,-59,-49,-59,-69,?,-65,?,?,?,?,?,?,?,?,8
-63,-31,-40,-51,-45,-48,-50,-44,-64,-59,?,-58,?,?,-64,?,?,?,?,?,?,?,?,8
-64,-33,-40,-50,-45,-49,-50,-44,-64,-59,?,-69,-71,-64,-72,?,?,-76,?,?,?,?,?,8
-63,-30,-39,-50,-45,-48,-51,-44,-63,-58,-49,-60,-71,-65,-66,-67,?,?,?,?,?,?,?,8
-61,-33,-40,-50,-45,-48,-50,-43,-66,-58,-49,-60,-66,?,-74,?,?,?,?,?,?,?,?,8
-62,-30,-40,-51,-45,-43,-52,-44,?,-58,-49,?,?,?,?,?,?,?,?,?,?,?,?,8
-63,-30,-40,-51,-45,-48,-51,-44,-65,-59,-48,-60,-66,-64,-73,?,?,-78,?,?,?,?,?,8
-62,-30,-39,-52,-46,-48,-50,-43,-65,-59,-48,?,-66,-64,?,?,?,-77,-79,?,?,?,?,8
-57,-30,-39,-52,-45,-48,-50,-45,-60,-58,-49,-61,-66,-64,-65,-80,-75,?,?,-66,?,?,?,8
-61,-30,-40,-52,-44,-49,-50,-44,-66,-58,-49,-72,-68,-65,-65,?,?,-66,?,?,?,?,?,8
-59,-30,-39,-51,-45,-49,-49,-43,-65,-58,-52,-61,-67,-64,?,?,?,?,?,?,?,?,?,8
-57,-30,-39,-51,-45,-46,-49,-44,-65,-59,-49,-62,-72,-63,?,-76,?,?,-79,-68,?,?,?,8
-62,-30,-39,-52,-45,-48,-48,-44,-64,-57,-49,?,?,-63,-65,?,?,-75,?,-68,?,?,?,8
-62,-33,?,-50,-45,-48,-54,-44,-64,-57,-49,-58,-67,-62,-72,?,?,-76,?,?,?,?,?,8
-62,-31,-39,-51,-45,-49,-48,-44,-61,-57,-50,-61,-69,?,?,?,?,?,?,-69,?,?,?,8
-61,-30,?,-51,-46,-49,-47,-43,-66,-58,-49,-60,-68,?,-70,?,?,?,?,?,?,?,?,8
-64,-30,-41,-52,-45,-48,-46,-43,?,-58,?,-60,?,?,-66,?,?,?,?,?,?,?,?,8
-63,-30,-42,-51,-45,-48,-47,-44,-67,-58,-50,-61,?,-63,?,?,?,-65,?,?,?,?,?,8
-62,-30,-40,-52,-45,-49,-46,-43,-66,-58,?,-59,?,?,-74,?,?,-77,?,?,?,-88,?,8
-62,-30,-42,-52,-46,-49,-47,-44,-66,-58,-49,?,-64,?,-74,?,?,?,?,?,?,?,?,8
-60,-30,-41,-51,-44,-48,-47,-44,-64,-55,-48,?,-66,?,-65,?,?,?,?,?,?,?,?,8
-60,-33,-40,-52,-45,-48,-48,-45,-65,-59,-50,?,?,-63,?,?,?,?,?,?,?,?,?,8
-61,-30,-41,?,-44,-48,-46,-44,-67,-60,-48,-60,?,?,-67,?,?,-74,?,?,?,?,?,8
-63,-30,-41,-51,-46,-49,-50,-44,-66,-59,-48,-61,?,?,-65,?,-73,?,?,-69,?,?,?,8
-59,-34,-42,-42,-42,-52,-38,-53,-71,-58,-58,-51,-70,-64,-65,?,?,-85,?,?,?,?,?,9
-65,-33,-47,-49,-45,-53,?,-43,?,-58,?,?,-72,?,?,?,?,?,?,?,?,?,?,9
-68,-33,-45,-48,-44,-49,?,-43,-65,-58,?,-50,?,?,?,-75,?,-72,?,?,?,?,?,9
-66,-33,-48,-47,-44,-54,?,-43,-66,-58,-56,-49,-71,?,-69,?,?,?,?,-66,?,?,?,9
-60,-32,-44,?,-44,-53,-39,-43,?,-58,?,-50,-64,?,-68,?,?,-72,?,?,?,?,?,9
-60,-33,-43,-48,-44,-53,-40,-44,-65,-59,-56,-51,-64,-69,-69,?,?,?,?,-70,?,?,?,9
-60,-33,-50,-47,-43,-53,-40,-42,-66,-59,-56,?,-65,-70,-70,?,?,?,?,?,?,?,?,9
-57,-33,-43,-47,-42,-48,-40,-43,-71,-58,?,-50,-63,?,?,?,?,?,?,?,?,?,?,9
-59,-33,-47,-47,-42,-54,-40,-43,-69,-59,-56,-50,-65,-70,-69,?,?,?,?,?,?,?,?,9
-57,-33,-48,-48,-44,-54,-39,-44,-70,-59,-72,-50,-71,?,-70,?,?,?,?,?,?,?,?,9
-62,-32,-43,-50,-44,-50,-42,-43,-62,-59,-59,-48,-76,-72,-69,-78,?,-81,?,-71,?,?,?,9
-65,-32,-44,-46,-43,-53,-39,-44,-71,-59,-54,-51,-73,?,-68,-75,-90,-71,?,?,?,?,?,9
-57,-32,-44,-46,-44,-56,-42,-47,-66,-59,-63,?,?,?,?,-75,?,?,?,?,?,?,?,9
-61,-33,-44,-47,-44,-50,-41,-80,-66,-57,-69,-49,-70,-69,?,?,?,?,?,?,?,?,?,9
-57,-31,-43,-45,-43,-50,-41,-45,-65,-59,-61,-50,-65,?,-71,?,?,-65,?,?,?,-84,-83,9
-60,-32,-45,-46,-43,-55,-43,-43,-69,-59,-55,-49,-66,?,?,?,?,-71,?,?,?,?,?,9
-61,-32,-70,-46,-59,-49,-41,-43,-65,-58,-54,?,?,?,-70,?,?,-65,?,?,?,?,?,9
-59,-33,?,-52,-43,-59,-41,-45,?,-56,-67,-50,-68,?,-69,?,?,?,?,-63,?,?,?,9
-58,-32,-44,-48,-41,-53,-40,-43,?,-57,-56,-52,-65,?,?,?,?,?,?,?,-83,?,?,9
-56,-33,-46,-47,-43,-50,?,-44,-65,-60,-55,-50,-67,-72,-70,?,?,-72,?,-65,?,?,?,9
-60,-32,-44,-45,-45,-47,?,-43,-63,-59,-56,-67,-73,-72,-77,?,?,?,?,?,?,?,?,9
-60,-33,-49,-47,-43,-51,-40,-47,-63,-60,-55,?,?,?,?,?,?,-72,?,?,?,-81,?,9
-57,-32,-48,-46,-42,-52,-39,?,-63,-60,-57,?,-75,-75,?,?,?,?,?,?,?,?,?,9
-62,-33,-47,-47,-44,-53,-40,-45,-65,-60,-53,-48,?,-72,-70,?,?,?,?,?,?,?,?,9
-64,-33,-47,?,-44,-52,-40,-45,?,-59,?,-49,-70,?,-69,?,-80,-70,?,?,?,?,?,9
-64,-33,-49,?,-44,-53,-39,-44,-82,-59,-54,-50,-68,-71,-68,?,?,?,?,?,?,?,?,9
-63,-31,-42,-44,-48,-48,-39,-46,-61,-57,-56,-59,-68,?,-66,?,?,-72,?,-68,?,?,?,9
-65,-33,-50,-48,-42,-52,-40,-45,-65,-57,-53,-49,-68,-69,?,?,?,-77,-85,?,?,-85,-85,9
-64,-33,-48,-45,-43,-53,?,-45,-73,-58,-55,-48,-68,?,?,?,?,-70,?,-63,?,?,?,9
-56,-33,-45,?,-44,-52,-41,-45,?,-58,-66,-48,-67,?,?,?,?,-73,?,?,?,?,?,9
-63,-33,-44,-48,-43,-53,?,-47,-65,-59,-55,-49,-65,?,?,?,?,?,?,-66,?,?,?,9
-65,-33,-44,-48,-43,-52,-40,-47,-65,-58,-54,-50,-70,-69,-71,?,?,-72,?,-65,?,?,?,9
-56,-33,-48,-47,-42,-55,-40,-49,-66,-57,?,-48,?,?,?,?,?,?,?,?,?,?,-80,9
-63,-33,-44,-49,-44,-51,?,-44,-59,-57,-54,-49,?,-69,-76,?,?,-73,?,-66,?,-80,?,9
-66,-34,-46,-55,-43,-51,-40,-45,?,-60,?,-49,-71,-70,-68,?,?,-73,?,?,?,?,?,9
-64,-33,-46,-46,-43,-49,-40,-48,-63,-60,-53,?,-70,-70,-76,?,?,?,?,-65,?,?,?,9
-63,-32,-44,-46,-43,-52,-41,-45,-65,-59,-54,-48,-73,-69,-70,-78,?,?,?,-66,?,?,?,9
-60,-33,-47,-47,-42,-51,-40,-49,-63,-59,?,-49,-80,-69,-70,?,?,-72,-85,-64,?,-82,-82,9
-56,-33,-45,-46,-43,-51,-39,-42,-64,-60,-56,-49,-73,-65,-70,?,-81,?,?,?,?,-82,-81,9
-60,-32,-47,-47,-43,-51,-41,-45,-63,-59,-54,-48,-70,-70,?,?,?,-70,?,-64,?,-84,?,9
-56,-33,-46,-47,-43,-52,-40,-46,-64,-59,-54,-50,-72,-71,-70,-77,?,-71,?,-63,?,?,?,9
-65,-34,-44,-47,-43,-51,-42,-46,-63,-58,-54,-52,?,-70,-71,?,?,-71,?,-64,?,-82,-85,9
-64,-33,-44,-47,-43,-51,-40,-43,-66,-59,-55,-47,-69,-71,?,?,-78,?,?,?,?,-83,-81,9
-64,-34,-44,-45,-42,-52,?,-48,-64,-58,-53,-49,-73,?,-66,?,?,-70,?,?,?,-83,-80,9
-62,-32,-47,-46,-43,-53,-41,-45,-64,-57,-54,?,-70,?,-69,?,?,-71,?,?,?,-84,?,9
-56,-33,?,-48,-42,-51,-40,-48,-62,-58,-65,-49,-71,-71,-68,?,?,?,?,-64,?,?,?,9
-69,-33,-44,-47,-44,-49,-41,-47,-63,-58,-53,-50,?,-70,-71,-76,?,-67,?,-65,?,-84,?,9
-60,-33,-46,-70,-43,-51,-41,-48,-62,-58,-55,-53,-73,-70,-68,?,?,?,-84,-64,?,-80,-80,9
-57,-35,-47,-47,-44,-51,-40,-48,-63,-58,-56,?,-70,-70,-70,?,?,-73,?,-64,?,?,?,9
-55,-33,-46,?,-43,-50,-41,-52,-63,-58,-56,?,?,?,?,?,?,-71,?,?,?,?,?,9
-59,-30,-42,-56,-45,-50,-41,-43,-63,-59,-59,-47,-65,-68,-71,-79,?,-75,?,-64,?,?,?,9
-57,-32,-47,-49,-43,-52,-39,-47,-66,-59,-58,-47,-64,-69,-70,?,?,?,?,-65,?,?,?,9
-55,-34,-51,-47,-42,-51,-40,-43,-66,-59,-57,-48,-65,?,?,-78,-82,-74,?,-63,?,?,?,9
-59,-34,-43,-48,-43,-52,-41,-45,-68,-58,-56,?,-66,-69,-69,-78,?,-73,?,-64,?,-82,-83,9
-59,-34,-46,-47,-43,-50,-40,-46,-67,-59,-56,-49,-67,-69,-67,?,?,-73,?,-65,?,-83,?,9
-59,-34,-47,-44,-42,-52,-41,-45,-70,-59,-56,-51,-64,-70,-65,?,?,-72,?,?,?,?,?,9
-67,-34,-46,-46,-43,-52,?,-46,-65,-59,-57,-49,-65,-70,-70,?,?,-73,?,?,?,?,?,9
-59,-35,-50,-49,-43,-51,-40,-46,-64,-58,-54,-46,-65,-69,?,?,?,?,?,-65,-86,-86,-84,9
-60,-33,-49,-47,-43,-53,-39,-43,-65,-58,-56,-71,-68,?,?,-77,?,-72,?,-66,?,?,?,9
-64,-31,-53,-51,-44,-53,-40,-45,-66,-60,-57,-48,-64,?,-77,?,?,-72,?,-65,?,?,?,9
-61,-33,-44,-46,-44,-53,-40,-49,-65,-59,-54,-50,?,?,?,?,?,?,?,?,?,?,?,9
-60,-32,-47,-46,-43,-52,-41,-46,-63,-58,-53,-49,-65,-69,-68,?,-77,-72,?,?,?,?,?,9
-60,-31,-46,-46,-43,-50,-40,-46,-65,-59,-55,-49,-67,?,?,?,?,?,?,-63,?,?,?,9
-66,-33,-43,-45,-42,-53,-71,-50,-65,-59,-55,-50,-65,?,-67,?,?,-74,?,-64,?,?,?,9
-61,?,-46,-46,-42,-54,-40,?,-67,-59,-57,-56,?,-72,?,?,?,?,?,?,?,?,?,9
-56,-32,-42,-44,-43,-53,-33,-48,-69,-60,-54,?,-65,-68,?,-77,?,?,-83,-64,?,?,?,9
-55,-32,-70,-44,-42,-52,-42,-49,-63,-60,-53,-48,-67,-70,-68,?,?,-71,?,?,?,?,?,9
-67,-34,-44,-50,-42,-54,-42,-45,-68,-59,-54,-51,-66,?,?,?,?,?,?,-59,?,?,-82,9
-60,-33,-42,-81,-43,-54,-39,-47,-63,-59,-52,-52,-65,-68,-70,?,-80,-73,?,-65,?,-84,-81,9
-55,-33,-42,-45,-41,-54,-39,-48,-66,-59,-53,-49,-66,?,?,?,?,-76,?,-63,?,?,?,9
-63,-32,-43,-43,-41,-53,?,-71,-70,-59,-53,-50,-68,-69,-68,?,?,?,?,-62,?,?,?,9
-59,-33,-44,-46,-42,-52,-40,-47,-67,-59,-53,-50,-67,?,-74,-78,?,-65,?,?,?,?,-84,9
-60,-33,-44,-46,-41,-53,-40,-48,-66,-60,-54,-49,-66,?,?,?,?,?,?,?,?,?,?,9
-63,-33,-44,-45,-42,-52,-39,-48,-66,-59,-53,?,-66,?,-69,?,?,-70,-82,?,?,-84,-84,9
-60,-33,-44,-46,-41,-52,-39,-46,-64,-60,-52,-49,-65,?,?,?,?,?,?,-63,?,?,?,9
-57,-33,-49,-46,-40,-53,-40,-49,-66,-59,-53,-50,-65,?,-69,?,?,?,?,?,?,?,?,9
-60,-33,?,-46,-42,-51,-41,-47,?,-60,-53,?,?,?,-68,?,?,?,?,?,?,?,?,9
-61,-33,-47,-46,-40,-53,-41,-47,-66,-59,?,-47,-65,-69,?,?,?,?,?,-64,?,?,?,9
-61,-33,-44,?,-42,-51,-40,-48,-66,-59,-52,-50,-46,-71,-69,-65,?,?,?,-63,?,-82,-84,9
-61,-34,-46,-46,-43,-52,-40,-47,-68,-59,-53,-50,-64,-71,-68,?,?,-72,?,-62,?,?,-81,9
-49,-41,-47,-96,-54,-47,-43,-42,-62,-54,-60,-45,-68,-68,-66,-77,-72,-64,?,-63,?,-85,-85,10
-50,-36,-50,-52,-48,-50,-43,-42,-65,-56,-53,-43,-65,-69,-61,?,?,-65,?,?,?,?,?,10
-52,-36,-48,-52,-50,-49,-43,-44,-66,-56,-54,?,-78,-70,-62,?,?,-64,?,?,?,?,?,10
-52,-34,-54,?,-46,-48,-42,-41,-69,-53,?,-52,-65,?,?,?,?,-63,?,?,?,?,?,10
-51,?,-47,-46,?,-48,-42,-41,-66,-55,-52,-42,?,-66,-65,?,?,?,?,?,?,?,?,10
-51,-33,-48,-52,-49,-48,?,-42,-68,-55,-52,-43,-64,?,-60,-73,?,?,?,?,?,?,?,10
-52,-33,-51,-50,-49,-49,-43,-42,-66,-55,-53,-42,-65,-67,-59,?,?,-63,-76,?,?,?,?,10
-50,-33,-46,-50,?,-48,-41,-41,-69,-54,-52,?,-65,?,-68,?,-72,-65,?,?,?,?,?,10
-55,-33,-48,-50,-48,-49,-41,-41,-65,-54,-53,-53,-64,?,-65,-73,?,-63,?,?,?,?,?,10
-51,-33,-48,-50,-46,-48,-41,-42,-67,-55,-52,?,-64,?,-62,-68,?,-64,-77,?,?,?,?,10
-52,-33,-47,-49,-45,-49,-43,-39,-70,-55,-53,-42,?,?,-61,-77,?,-63,?,-68,?,?,?,10
-52,-33,-48,-52,-48,-48,-41,-40,?,-54,-48,-42,-65,?,-61,?,?,-64,?,?,?,?,?,10
-51,-33,-48,-75,-46,-48,-41,-43,?,-55,-52,-42,-67,?,-67,?,-72,-63,?,?,?,?,?,10
-51,-33,-47,-49,-47,-47,-40,-41,-69,-55,-53,-42,-66,?,-60,?,?,-61,?,-65,?,?,?,10
-53,-33,?,-49,-49,-48,-43,-41,?,-55,-53,-42,-65,?,-61,?,?,?,?,?,?,?,?,10
-56,-33,-52,-49,-48,-48,-42,-41,-65,-55,?,-42,-65,?,-61,?,?,?,?,?,?,?,?,10
-53,-33,-52,-50,-49,-49,-44,-43,?,-55,?,-53,-65,?,-61,?,-73,-63,?,?,?,?,?,10
-52,-33,-46,?,-48,-48,-41,-42,-64,-55,-53,-41,-67,?,-61,?,?,-64,?,?,?,?,?,10
-52,-33,-46,-52,-49,-49,-42,-42,-64,-54,-55,-42,-68,-72,-59,?,?,?,?,?,?,?,?,10
-55,-33,-47,-51,-47,-49,?,-42,-67,-56,?,-44,?,?,-64,?,?,-65,?,?,?,?,?,10
-50,-32,-44,-56,-51,-50,-41,-42,-67,-54,-54,-42,-70,-68,-63,?,-72,-64,?,?,?,?,?,10
-51,-35,-47,-43,-49,-49,-46,-43,-66,-55,?,-42,-66,?,?,?,?,-64,?,-66,?,?,-83,10
-53,-34,-49,-49,-50,-49,-43,-43,-67,-55,?,-43,-66,?,-63,?,?,-64,?,?,?,?,?,10
-51,-34,-47,-49,-47,-50,?,-45,-68,-55,?,-52,-63,-67,-64,?,-70,-64,?,?,?,?,-84,10
-51,-34,-49,-51,-49,-50,-42,-42,-67,-55,-55,-43,-66,?,-62,-79,?,-65,?,?,?,-84,?,10
-53,-34,-49,-52,-49,-50,-41,-43,-67,-56,-55,-43,-66,?,-62,-78,?,-64,?,-65,?,-84,-83,10
-53,-33,-47,-50,-48,-49,-41,-41,-65,-54,-53,-42,-66,-67,-62,?,-65,-62,-76,?,?,?,?,10
-51,-33,-50,-49,-49,-48,-41,-41,?,-54,-53,-42,-66,-67,-62,?,?,-64,?,-68,?,?,?,10
-52,-34,-49,-51,-50,-49,-43,-42,-66,-56,-57,-43,-66,?,?,?,?,-67,?,-69,?,?,?,10
-52,-34,-48,-51,-46,-50,-42,-42,-66,-55,-55,-43,-69,?,-62,?,-78,-64,?,?,?,-84,?,10
-50,-34,-50,-50,-50,-50,-44,-42,-63,-56,?,-42,?,?,-66,?,?,-64,?,-72,?,?,?,10
-51,-33,?,-51,-49,-48,?,-45,-63,-54,-54,-42,?,?,?,-72,?,-63,?,-69,?,?,?,10
-53,-33,-48,-49,-49,-49,-40,-41,-65,-54,-54,-42,-65,-71,-60,-72,?,-63,?,-67,?,?,?,10
-50,-34,-49,-50,-48,-49,-44,-42,-66,-55,?,-43,-65,?,-61,?,?,-64,?,?,?,?,?,10
-51,-34,-49,-49,-49,-49,-42,-43,-65,-55,-55,?,-65,-73,-67,-78,-68,-65,?,-67,-92,-93,?,10
-51,-34,-49,-49,-49,-48,-42,-42,-65,-54,-59,-44,-67,-68,-58,?,?,-64,-76,?,?,?,?,10
-50,-35,-71,-49,-45,-49,-45,-47,-67,-55,-57,-42,-67,-72,-64,?,-72,-70,?,?,?,?,?,10
-50,-34,-50,-51,-47,-48,-42,-42,-65,-50,-59,-42,-67,?,-50,-74,?,-65,-75,-67,?,?,?,10
-50,-35,-47,-51,-47,-48,-41,-42,-65,-55,?,-44,-65,?,-62,?,?,?,-76,?,?,?,-81,10
-52,-34,-49,-50,-48,-49,-43,-45,-64,-54,?,-44,-66,-67,-63,?,?,?,-76,?,?,?,?,10
-51,-33,-48,-49,-48,-48,-41,-41,-66,-54,-56,-42,-64,-67,-60,?,?,-64,?,?,?,?,?,10
-51,-33,-47,-50,-48,-47,-42,-41,-63,-54,-57,-42,-65,-66,-60,?,?,-63,?,-67,?,-75,-75,10
-52,-33,-48,-50,-49,-48,-41,-42,-66,-55,-58,-43,-65,?,-61,?,?,?,?,?,?,?,?,10
-53,-34,-50,-51,-49,-47,-42,-43,-65,-55,-58,?,-65,?,-63,?,?,?,?,?,?,?,?,10
-52,-34,-48,-51,-48,-48,-42,-42,-59,-54,-57,-43,?,-58,?,?,?,-65,?,?,?,?,?,10
-52,-33,-46,-49,-46,-47,-40,-41,-65,-53,-59,-42,-65,-67,-61,?,?,-63,-77,?,?,-83,-84,10
-51,-33,-45,-49,-48,-47,-41,-42,-63,-53,-56,-41,-64,-69,?,?,?,-63,?,-70,?,-85,-85,10
-52,-34,-47,-50,?,-48,-42,-42,-65,-54,-58,-44,-64,?,-63,?,?,-65,-75,?,?,?,?,10
-53,-33,-49,?,-48,-47,-41,-42,-65,-54,-58,-41,-64,-75,-62,?,?,-79,-75,?,?,?,?,10
-52,-34,-49,-53,-49,-48,?,-42,?,-51,-57,-43,?,?,?,?,?,?,?,?,?,?,?,10
-52,-34,-50,-51,-50,-48,-42,-42,-65,-55,-55,-43,?,-70,-63,?,?,-65,?,?,?,?,?,10
-57,-32,-49,-51,-49,-48,-42,-41,-65,-55,-55,-43,-64,?,-62,-80,?,-67,?,?,?,?,?,10
-51,-35,-48,-50,-48,-48,-42,-44,-65,-54,-55,-42,-65,-69,-63,?,?,-64,?,?,?,?,?,10
-52,-34,-49,-52,-49,-48,?,-42,-65,-54,-56,-43,-64,?,-67,?,?,-66,?,-63,?,?,?,10
-53,-34,-47,-51,-46,-48,-42,-42,-67,-54,-55,-43,-64,?,-62,?,?,?,?,-67,?,?,?,10
-52,-33,-49,-50,-45,-48,?,-43,-68,-54,?,-42,?,-70,-66,-80,-73,?,-76,?,?,?,?,10
-51,?,-49,?,-47,-48,-42,-42,?,-54,?,-43,?,?,?,-80,?,?,-76,?,?,?,?,10
-51,-34,-47,-48,-46,-47,-41,-43,-64,-54,-54,-42,-66,?,-62,?,?,-65,?,-47,?,?,?,10
-51,-33,?,-46,-47,-50,-42,-45,?,-59,?,-45,?,-68,-64,-74,?,-66,?,?,?,?,?,10
-52,-33,-46,-52,-49,-48,?,-44,?,-54,-55,-42,-66,?,-63,?,?,-65,-78,?,?,?,?,10
-53,-34,-46,-51,-48,-48,-40,-43,-65,-55,-57,-42,-66,?,?,-73,?,-65,?,?,?,?,?,10
-55,-32,-46,-52,-48,-48,-41,-43,-66,-55,-57,-44,-65,-69,-63,?,?,-65,?,?,?,?,?,10
-51,-35,-46,-52,-50,-49,-42,-44,-65,-56,-57,-43,-65,?,-62,?,-76,-65,?,-64,?,?,?,10
-56,-34,-48,-54,-53,-47,-43,-44,-62,-54,-55,-42,-65,?,-64,?,?,-63,?,?,?,-88,?,10
-54,-31,-46,-89,-49,-50,-39,-45,-67,-57,-57,-44,-66,-69,-65,?,?,-78,?,?,?,?,?,10
-52,-38,-47,-54,-50,-46,-40,-42,-63,-55,-54,-42,-64,-66,-63,?,?,-64,?,-64,?,-85,-86,10
-52,-34,-48,-50,-50,-47,-44,-42,?,-55,-56,-43,?,?,-62,-64,?,-64,?,-62,?,-86,-86,10
-51,-34,-49,-50,-50,-48,-41,-43,-66,-55,?,-42,?,?,-60,-78,?,-65,?,-67,?,-79,?,10
-52,-34,-48,-50,-50,-46,-40,-45,-65,-55,-56,-42,-65,-67,-60,?,-77,-64,?,?,?,?,?,10
-54,-34,-48,-51,-50,-47,-40,-43,-65,-54,-55,-43,-64,-67,-62,?,?,-64,?,-66,?,?,?,10
-54,-34,-48,-51,-50,-47,-41,-43,-66,-55,?,-43,-62,-68,-63,-73,?,-64,?,?,?,-83,-82,10
-51,-34,-48,-51,-48,-47,-41,-43,?,-55,-57,-43,-69,-67,-63,-72,?,-64,?,-62,?,?,?,10
-52,-35,-76,-51,-47,-47,-41,-44,-66,-56,-56,-43,-68,?,-64,-66,?,-62,?,?,?,?,?,10
-53,-34,-48,-84,-48,-47,-41,-46,?,-56,?,-43,-68,?,?,?,?,-64,-77,?,?,?,-86,10
-53,-34,-48,-51,-50,-47,?,-43,?,-55,-55,-43,-65,-69,-63,?,?,-64,-76,-71,?,?,?,10
-52,-34,-49,-51,-50,-44,-41,-44,-66,-55,?,-43,-64,-69,-62,?,?,-64,?,?,?,?,?,10
-53,-33,-46,-49,-49,-46,-40,-42,-66,-54,-54,-42,-62,-66,-62,?,?,-64,?,-70,?,?,?,10
