@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-49,-49,-48,-35,-57,-51,-52,-50,-55,-59,-40,-46,?,-63,-49,-66,-69,-58,?,-53,?,-74,-74,9.42,-21.6,-36.599998,16
-50,-49,-47,-36,-70,-52,-52,-55,-56,-59,-39,-43,-48,-63,-50,-66,?,-55,-67,-52,?,-74,-72,9.96,-20.879999,-36.599998,16
-51,-49,-47,-35,?,-52,-53,-56,-57,-60,-39,-42,-49,-61,?,-67,?,-55,?,-55,?,?,-74,10.139999,-20.16,-37.02,16
-46,-47,-46,-34,?,-52,-52,-46,-57,-59,-40,?,-49,?,?,-67,?,-54,-68,-52,?,?,-72,9.84,-20.699999,-37.200001,16
-48,-51,?,-33,-54,-52,-52,-46,-58,-59,-39,-43,-49,-70,-51,-64,?,-58,-69,-52,?,-73,-74,10.139999,-20.939999,-37.200001,16
-48,-48,?,-35,?,-53,-51,-47,-56,-59,?,-42,-48,?,-50,-65,?,-54,-69,-54,?,?,?,10.08,-20.639999,-36.899998,16
-48,-48,-47,-35,-59,-53,-52,-46,-56,-60,-39,-46,-49,-62,-52,?,?,-54,?,-52,?,?,?,10.26,-20.76,-36.959999,16
-48,-47,-48,-35,-59,-52,-53,-45,-57,-60,-38,-42,-48,-63,-50,-62,?,?,-68,-51,?,-74,-71,9.96,-21.059999,-37.380001,16
-51,-49,-47,-35,-58,-50,-51,-46,-56,-59,-39,-43,-49,?,?,-65,?,-54,-69,-51,?,?,?,9.66,-21.66,-37.079998,16
-49,-51,-46,-36,-58,-52,-53,-46,-57,-56,?,-43,-42,-66,-50,-67,?,-54,-69,-51,?,?,?,9.96,-21.42,-37.32,16
-49,-49,-47,-37,-59,-53,-54,-46,-59,-58,-39,-44,-49,-69,-50,-64,?,-54,?,-50,?,?,?,9.78,-21.24,-37.259998,16
-49,-47,-47,-35,-60,-52,-52,-46,-57,-59,-40,-43,-49,-62,-50,-66,?,-54,-70,-52,?,-73,?,9.3,-21.42,-37.079998,16
-49,-48,-47,-35,-59,-52,-52,-87,-55,-60,?,-44,-49,-64,-48,-60,?,-63,-68,-52,?,?,?,9.66,-21.779999,-37.200001,16
-49,-49,-46,-35,-58,-52,-53,-46,-56,-59,-40,-44,-51,-59,-55,-60,?,-55,-70,-53,?,?,?,9.48,-21.9,-36.959999,16
-52,?,-47,-35,-59,-51,-53,-47,-56,-59,-40,-43,-55,?,-49,-68,-69,-54,?,-56,?,?,?,9.599999,-21.959999,-36.899998,16
-50,-49,-48,-35,-59,-51,-53,-45,-55,-59,-39,-44,-56,-64,-50,-60,?,-55,?,-60,?,-74,?,9.66,-21.84,-37.259998,16
-49,-47,-47,-35,-59,-52,-53,-47,-57,-59,-40,-46,?,-69,-51,-67,?,-56,?,-50,?,?,?,9.599999,-21.66,-36.899998,16
-49,-48,-47,-35,-59,-51,-53,-61,-56,-60,-40,-43,-56,?,?,-67,?,-54,?,-51,?,-72,-71,4.98,-15.599999,-43.379997,16
-50,-48,-45,-35,-59,-52,-53,-46,-55,-60,-40,-44,-54,-62,-51,-67,-66,-55,-66,-49,?,-72,-72,4.08,-17.58,-43.200001,16
-49,-49,-47,-35,-59,?,-52,-46,-56,-60,-40,-43,-56,?,-50,-69,?,-55,?,-51,?,?,?,3.24,-20.16,-42,16
-52,-47,-47,-35,-59,-52,-52,-59,-58,-60,-40,-44,-58,?,-47,-60,-69,-55,?,-55,?,-73,-72,3.48,-19.799999,-42.48,16
-49,-48,-47,-35,-59,-53,-52,-60,-56,-60,?,-43,-52,?,-51,-66,-70,-54,-67,-52,?,-76,-72,3,-20.4,-41.82,16
-52,-48,-47,-35,-59,-50,-52,-45,-56,-60,-40,-43,-54,-58,-51,?,?,-55,?,-50,?,-73,?,3.36,-20.219999,-41.879997,16
-52,-47,?,-35,-59,-52,-53,-46,-56,-60,-40,-44,-54,?,-51,?,?,-54,?,-49,?,?,?,3.24,-19.92,-42.540001,16
-53,-47,-47,-35,-59,-52,-53,-46,-56,-60,-38,-43,-55,?,?,?,?,-55,?,-51,?,?,?,2.88,-20.459999,-42.360001,16
-50,-48,-46,-35,-59,-52,-53,-47,-56,-60,-40,-43,-54,-61,-50,?,-68,-55,?,-51,?,?,?,2.46,-20.699999,-41.759998,16
-49,-48,-47,-35,-60,-54,-53,-46,-56,-59,-40,?,-54,?,-51,-60,?,-54,?,-58,?,?,?,2.4,-21.18,-41.879997,16
-48,-48,-47,-34,-59,-50,-53,-45,-55,-60,-40,-43,-52,?,-50,?,?,-54,?,-50,?,?,?,2.34,-21.299999,-42,16
-50,-47,-47,-35,-59,?,-52,-47,-57,-60,?,-43,-58,?,-50,-66,?,-54,?,-52,?,?,?,2.58,-21.299999,-42.119999,16
-49,-48,-44,-35,-59,-50,-53,-47,-55,-59,?,-43,-54,?,?,?,?,-55,?,-53,?,?,?,3.06,-19.92,-41.639999,16
-49,-48,-46,-35,-58,-49,-53,-47,-56,-59,?,-90,-52,-63,-49,-60,?,-54,-67,-52,?,?,?,3.18,-19.98,-41.34,16
-49,-69,-47,-35,-59,-52,-53,-60,-57,-59,-40,-44,?,-62,-50,-61,?,?,-69,-51,?,?,?,2.94,-20.939999,-41.939999,16
-49,-47,-47,-35,-58,-51,-53,-47,-56,-59,-40,-43,-86,-60,-49,-59,-67,-54,-69,-51,?,-74,-74,3.48,-20.52,-41.399998,16
-50,-48,-47,-35,-59,-51,-52,-47,-56,-53,-40,-43,-49,?,-50,-60,-70,-54,-71,-51,?,?,-74,3.12,-20.1,-41.579998,16
-49,-47,-46,-35,-59,-51,?,-48,-55,-60,-40,-43,-49,-61,-50,-67,-68,-54,?,-51,?,?,?,2.52,-20.34,-41.82,16
-50,-51,-47,-35,-59,-50,-52,-45,?,-59,-40,-44,-53,-67,-49,?,?,-55,-69,-51,?,?,?,2.34,-20.219999,-41.52,16
-50,-68,-47,-35,-59,-52,-53,-45,-58,-59,-40,-43,?,?,-49,-65,?,-55,-70,-51,?,-74,?,2.46,-20.1,-41.219997,16
-49,-46,-47,-35,-57,-52,-53,-45,-56,-59,-40,-43,?,-59,?,-60,?,-54,?,-53,?,-74,-74,2.28,-20.16,-40.98,16
-49,-47,-47,-35,-59,-53,-51,-46,-55,-59,-40,-43,-55,-60,-49,-66,?,-53,-69,?,?,-73,-72,3.06,-19.92,-41.34,16
-50,-47,?,-35,-59,-53,-52,-56,-56,-60,-40,-43,-53,-63,-49,-68,?,-54,-69,-53,?,?,?,3.42,-20.039999,-41.879997,16
-49,-50,-46,-72,-58,-53,-51,-46,?,-59,-39,-43,?,?,-49,-66,?,-55,?,-51,?,-73,-72,3.48,-19.26,-42.18,16
-48,-46,?,-35,-59,-50,-51,-47,-56,-59,-40,-43,-55,-59,-50,-60,-68,-54,?,-51,?,-72,?,3.54,-19.199999,-41.639999,16
-48,-50,-46,-40,-59,-49,-51,-47,-57,-59,-40,-42,-52,?,-49,?,?,-54,?,-52,?,?,?,3.48,-19.619999,-42.119999,16
-49,-47,-47,-35,-59,?,-52,-47,-56,-59,-40,-43,-56,-63,-49,?,?,?,-67,-53,?,-73,-73,3,-20.4,-42.119999,16
-49,-47,-46,-40,?,-52,-50,-48,-56,-59,-40,?,-54,-62,-50,-65,?,?,-66,-52,?,?,?,3.24,-20.219999,-41.52,16
-50,-47,-46,-35,-59,-52,-53,-47,-57,-59,-40,-44,-50,-61,-50,-67,?,-54,-68,-52,?,?,?,3.54,-20.039999,-41.579998,16
-49,-47,-47,-35,-59,-52,-53,-46,-54,-59,-40,-43,-49,-60,-51,?,?,-54,?,-52,?,?,-72,3.48,-19.5,-41.52,16
-49,-51,-46,-35,-59,-51,-50,-46,-56,-59,-40,-43,?,-61,?,?,-69,-54,-66,-52,?,?,?,2.94,-19.98,-41.52,16
-49,-47,-47,-35,-60,-52,-50,-46,-58,-59,-40,-43,-50,-61,-50,?,?,-53,-65,-54,?,?,?,2.7,-20.279999,-41.52,16
-51,-47,-47,-36,-59,-52,-52,-46,-56,-59,-39,-43,-50,-64,-51,?,?,-53,?,-54,?,?,-74,3,-19.92,-41.040001,16
-49,-47,-47,-35,-60,-52,-51,-47,-56,-59,-39,-43,-49,-67,-49,?,?,-56,?,-50,?,?,?,2.82,-19.98,-41.34,16
-53,-47,-47,-36,-60,-51,-51,-46,-56,-58,-41,-44,-50,-67,-51,-60,?,-54,-65,-49,-90,?,?,2.52,-20.699999,-41.219997,16
-49,-48,-46,-35,-60,-52,-52,-46,-56,-59,-40,-43,-55,-62,-54,?,-70,-52,?,-55,?,?,?,2.34,-20.82,-41.099998,16
-50,-46,-46,-35,-59,-52,-52,-46,-57,-58,-39,-43,-59,-59,-51,-67,-68,-54,?,-53,?,-68,?,2.7,-20.76,-41.219997,16
-49,-46,-47,-34,-59,-52,-52,-47,-55,-58,-39,-45,-56,-68,-49,-67,?,-54,-67,-55,?,?,?,2.82,-20.279999,-41.52,16
-49,-47,-47,-34,-59,-50,-52,-46,-57,-59,?,-42,?,?,?,-61,-68,-55,?,-52,?,?,?,2.76,-20.52,-41.639999,16
-49,-47,-47,-35,-59,-52,-52,-47,-54,-58,-40,-46,-53,?,-51,?,?,?,?,-51,?,?,?,3.42,-19.92,-41.879997,16
-55,-49,-64,-43,-64,-68,-59,-54,-64,-64,-47,-55,?,-63,-48,-67,-66,-59,-68,?,?,?,-67,8.88,-17.459999,-40.02,17
-53,-49,-52,-42,-64,-56,-59,-56,-59,-63,-47,-45,?,-64,-48,-73,-70,-61,-70,-54,?,-72,?,8.52,-18.059999,-39.66,17
-53,-50,-52,-43,-65,-67,-57,-58,-64,-66,-47,-45,?,?,-45,-70,?,-59,-71,-49,?,-69,?,8.58,-18.959999,-39.239998,17
-53,?,-52,-42,-63,-68,-59,-52,-62,-64,-46,-51,?,-65,-44,-71,-70,-58,-68,-53,?,-76,-72,8.099999,-19.139999,-39.18,17
-53,-47,-52,-43,-63,?,-58,-52,-62,-64,-46,-44,-69,?,?,-73,?,-61,?,-51,?,?,?,7.68,-19.439999,-38.939999,17
-53,?,-52,-40,-63,-68,-59,-52,-61,-65,-47,-48,-66,-66,-44,-69,?,-59,-69,-54,?,?,?,8.22,-18.42,-39.599998,17
-53,-61,-52,-43,?,?,-59,-52,-61,-65,-48,-46,-69,-66,-52,-72,-65,-59,?,-52,?,?,?,8.58,-19.859999,-39.059998,17
-54,-49,-52,-48,-62,-69,-58,-50,-62,-65,-47,-46,-61,-64,-44,-69,?,-58,?,-53,?,?,?,8.4,-19.92,-38.759998,17
-54,-49,-52,-42,-63,-62,-58,?,-61,-64,-47,-45,?,-63,-45,?,?,-60,?,-53,?,-66,-75,8.28,-19.559999,-39.059998,17
-53,-50,-52,-43,-64,-69,-57,-53,-62,-65,-46,-45,-55,-63,-45,-70,?,-66,?,?,?,-75,-75,7.98,-19.559999,-39.119999,17
-53,-49,-50,-42,?,-61,-60,-51,-65,-64,-47,-45,-55,?,-46,?,?,-59,?,-54,?,-76,?,8.58,-20.039999,-38.459999,17
-53,-49,-54,-43,-65,-57,-58,-72,?,-65,-46,-45,?,-63,?,?,?,-60,?,-58,?,-75,?,8.4,-19.98,-39.239998,17
-53,-50,?,-43,-63,?,-62,-53,-61,-64,-47,-45,-52,-64,-45,-71,?,-59,?,-56,?,?,?,7.62,-19.439999,-39.239998,17
-53,-50,-53,-42,-63,-62,-53,-51,-64,-65,-48,-43,-52,-64,-45,-60,?,-60,-68,-55,?,-77,?,7.62,-19.439999,-38.879997,17
-53,-50,-54,-43,-64,?,-58,-56,-62,-65,-47,?,-51,-64,-45,-69,?,-60,-67,?,?,-73,-65,7.92,-19.02,-39.719997,17
-55,-51,-54,-43,-63,-67,-59,-52,-63,-64,-47,-44,-52,-64,-45,-71,?,-60,-69,-56,?,?,?,8.04,-19.379999,-38.879997,17
-55,-49,-55,-42,-65,-65,-59,-55,-63,-64,-46,-45,-53,-65,-45,?,?,-78,-69,-56,?,-72,-73,8.46,-18.24,-38.879997,17
-53,-50,-54,-43,-64,-69,-57,-51,-60,-64,-46,-44,-51,-64,-46,?,?,-59,?,-54,?,-71,-73,8.82,-18.779999,-39.059998,17
-52,-49,-52,-43,?,?,-60,?,-60,-59,-47,-44,-53,-65,-45,-69,?,-59,-69,-54,?,?,?,8.099999,-19.26,-39.18,17
-53,-49,?,-42,-64,?,?,-57,?,-65,-48,-45,-52,-64,-44,-72,?,-59,?,-56,?,-65,-65,8.16,-19.74,-39.540001,17
-53,-50,-53,-42,-63,?,-62,-57,-64,-64,-47,-45,-58,-65,?,-72,?,-59,?,-56,?,?,-72,8.04,-20.279999,-39.299999,17
-53,-51,-53,-42,-61,-65,-60,-55,-62,-65,-46,-45,-53,-65,-45,-64,-68,-67,?,-56,?,?,-72,8.099999,-19.799999,-38.82,17
-53,-50,-54,-42,?,-68,-60,-50,-64,-65,-47,-45,-57,?,-45,-70,?,-59,?,-55,?,-75,?,7.8,-19.74,-38.82,17
-52,-49,?,-43,-64,-62,-56,?,-64,-65,-48,-46,?,-64,-53,-71,-81,-59,?,-54,?,-72,?,7.62,-20.039999,-38.879997,17
-53,-48,-54,-43,?,?,-61,-53,-64,-65,-47,?,-53,?,-54,?,-69,-59,?,?,?,?,?,7.86,-19.799999,-39,17
-53,-49,-53,?,?,?,-65,-53,-63,-57,-50,-45,-52,-64,?,-71,?,-60,?,-57,?,?,?,7.92,-19.799999,-38.879997,17
-53,-48,-54,-42,?,-66,-62,-57,-63,-65,-46,-45,-50,-64,-53,-71,-64,-60,-67,-57,?,?,?,8.099999,-19.74,-38.459999,17
-53,-61,-53,-42,?,?,-63,-54,?,-65,-46,-45,-53,?,-44,-70,?,-77,?,-55,?,-75,-75,8.46,-19.5,-39.299999,17
-53,-60,?,-42,-63,-60,-67,-55,-64,-66,-46,-45,-49,?,-45,-70,?,-58,?,-55,?,?,?,8.58,-19.08,-39.299999,17
-53,-48,-55,-42,-64,-66,-69,-52,-63,-66,-48,-45,-52,?,-52,?,?,?,?,?,?,?,?,8.4,-18.779999,-38.939999,17
-54,-49,-53,-42,?,?,-62,-52,-63,-66,-47,-44,-56,?,-46,?,?,-61,?,-53,?,?,?,7.98,-18.9,-38.939999,17
-53,-49,-53,-42,-63,?,-68,-51,-59,-66,-50,-45,-52,-64,-45,-71,?,-60,?,-54,?,?,?,8.34,-18.719999,-39.18,17
-53,-49,-53,-42,-64,-68,?,-53,-61,-66,-47,-45,-48,-64,-45,?,?,-60,-70,-57,?,-76,-72,8.4,-18.959999,-39.48,17
-53,-49,-53,-43,-63,-68,-68,-51,-62,-65,-47,-44,-50,?,-53,?,?,-59,?,-56,?,?,?,8.099999,-19.32,-39.48,17
-53,?,-54,-43,-63,-65,-61,-52,-63,-66,-46,-45,-48,?,-44,-71,?,-59,-67,-56,?,?,?,7.68,-19.379999,-38.939999,17
-53,-49,-54,-42,-64,-61,-58,-52,-63,-65,?,-45,-51,?,-44,-71,?,-61,?,-55,?,?,-72,7.92,-19.68,-39,17
-53,-61,-54,-39,-64,-70,-59,-52,?,-63,-47,-45,-52,?,-44,-72,?,-58,-68,-55,?,-65,-67,8.099999,-19.799999,-39.419998,17
-52,-50,-52,-42,-63,?,-57,-52,-61,-65,-54,-45,-59,?,-53,-72,?,-58,-73,-55,?,?,?,7.98,-20.1,-38.579998,17
-52,-50,-53,-43,-63,-69,-58,-51,-62,-67,-48,-45,-60,-61,?,-67,?,-59,?,-54,?,?,-71,7.62,-19.199999,-38.939999,17
-52,-50,-52,-43,-64,-72,-60,-52,-65,-66,-48,-45,-73,-63,-44,-71,?,-59,-66,-56,?,-73,-74,7.92,-19.439999,-38.939999,17
-44,-49,-51,-52,-63,-54,-51,-57,-58,-51,-37,-48,-43,-59,-55,-67,?,-54,-69,-49,?,-76,-73,-1.92,-16.74,-24.84,18
-56,-59,-54,-46,-69,?,-48,-51,-55,-51,?,-55,-54,?,-55,-68,?,-51,?,?,?,?,-70,-1.92,-17.459999,-24.539999,18
-46,-58,?,-51,-70,-57,-47,-50,-55,-50,-39,?,-49,-60,-53,-66,?,-50,?,-70,?,?,?,-1.8,-17.639999,-24.84,18
-44,?,-54,-46,?,?,-49,-50,-60,-50,-39,-55,-43,?,?,-65,?,-51,?,-53,?,-69,-68,-1.92,-17.879999,-24.84,18
-46,-47,-55,-45,-70,-57,-49,-53,-60,-50,-39,-55,-42,-60,-53,?,?,?,?,-51,?,?,-65,-1.92,-17.1,-25.379999,18
-46,-59,?,-45,-70,-50,-46,-51,-53,-50,?,-56,-41,?,?,?,?,?,?,-56,?,-71,-70,-1.92,-17.699999,-25.139999,18
-50,-48,-55,-46,-70,-56,-51,-51,-60,-51,-38,-55,-44,?,?,-64,-76,-51,?,-54,?,?,?,-2.4,-18.48,-24.959999,18
-47,-48,-57,-46,-66,?,-48,-50,-65,-50,?,-57,-42,?,?,?,?,-71,?,-54,?,-69,-68,-2.4,-18.84,-25.379999,18
-46,-48,?,-75,-70,?,-48,-51,?,-50,-39,-57,-42,?,-47,-65,?,?,?,-50,?,?,?,-2.16,-18.719999,-25.379999,18
-52,-48,?,-68,-69,-57,-51,-50,-49,-50,-41,-56,-45,-65,-52,-57,?,?,?,-51,?,?,?,-2.34,-18.539999,-25.199999,18
-45,-49,-65,-45,?,-57,-51,-55,-54,-51,-38,-54,-55,?,-50,?,?,-50,?,-49,?,?,?,-2.64,-18.539999,-25.199999,18
-44,-51,-55,-46,-70,-57,-49,-56,-53,-50,-39,-52,-43,-59,-51,-64,?,-60,-68,-48,?,?,?,-2.76,-18.42,-24.9,18
-51,-48,-53,-44,?,-57,-50,-49,-53,-54,-39,-58,?,?,-50,?,-72,-51,?,-51,?,?,?,-2.28,-18,-24.6,18
-45,-58,?,-69,?,-57,-52,-51,-54,-50,-38,-56,-42,-57,-50,?,?,-51,-69,-48,?,-67,?,-1.8,-17.639999,-24.779999,18
-45,-51,-59,-44,?,-55,-52,-53,-55,-51,-40,?,-43,-58,-51,-70,?,-51,-65,-52,?,?,?,-2.1,-18.059999,-24.6,18
-47,-50,-57,-45,?,-56,-51,-50,?,-51,-40,-56,-44,-56,-51,?,?,-51,?,?,?,?,?,-2.58,-18.24,-25.019999,18
-48,-51,-58,-44,-72,-55,-52,-50,-53,-51,-40,-54,-42,-53,-49,-66,?,-51,?,-51,?,?,?,-2.34,-17.940001,-25.139999,18
-47,-50,-55,-46,-71,?,-52,-50,?,-55,-38,-56,-42,?,-52,-64,?,-51,?,-54,?,?,?,-1.98,-18.24,-25.08,18
-48,-46,-53,-49,?,-56,-49,-51,-54,-51,-39,-58,-43,-59,-50,-65,-79,-70,-69,-50,?,?,?,-1.92,-17.879999,-25.139999,18
-44,-51,-51,-43,?,-55,-48,-57,-54,-53,-39,-55,-43,-59,-50,?,?,-50,?,-48,?,?,?,-1.92,-17.699999,-25.98,18
-44,-55,-54,-39,-62,-51,-51,-55,-53,-52,-40,-49,-45,-58,-52,-67,?,-51,-66,-50,?,-67,?,-2.04,-17.940001,-25.68,18
-47,-50,-52,-49,-72,?,-49,-49,-53,-52,-39,-55,-44,-58,-52,-64,?,-50,-67,-48,?,-67,-67,-1.92,-18.24,-24.9,18
-44,-50,-51,-50,?,?,-49,-49,-61,-53,-39,-55,-44,-58,-52,-66,?,-58,?,-49,?,?,?,-2.1,-18.48,-24.84,18
-48,-48,-51,-49,?,-51,-48,-50,-54,-53,-39,?,?,-60,-57,?,?,-51,?,-49,?,-68,?,-1.8,-18.059999,-25.139999,18
-45,-50,-50,-45,-77,-55,-49,-48,-54,-52,-40,-54,-43,?,-51,-51,?,-51,?,-49,?,?,?,-1.8,-17.699999,-24.84,18
-45,-51,-51,-49,-73,-55,-48,-50,-52,-53,-41,-54,-45,-60,?,-65,?,-52,?,-45,?,-67,-67,-1.92,-18.299999,-24.66,18
-45,-52,-55,-50,?,?,-49,-47,-55,-53,-40,-54,-44,?,-59,-72,?,-51,?,-50,?,?,?,-1.98,-17.699999,-24.539999,18
-47,-50,-52,-48,?,-55,-48,-50,?,-53,-40,-55,-44,?,-53,?,?,-51,?,-48,?,?,?,-2.1,-18.18,-24.959999,18
-44,-50,-53,-47,-69,-56,-48,-50,-54,-53,-39,-55,-44,-60,-50,-70,?,-51,?,-47,?,?,-69,-1.74,-18.059999,-25.199999,18
-44,-51,-53,-48,-72,-56,-49,-50,-55,-53,-39,-56,-42,?,-52,-67,?,-50,-76,-46,?,?,?,-1.62,-18,-25.08,18
-51,?,-52,-47,?,?,-49,-51,-53,-53,-39,-53,-42,?,-51,-65,?,-51,?,-48,?,?,?,-2.1,-18.48,-25.199999,18
-43,-51,-52,-46,?,-50,-49,-49,-53,-53,-39,-54,-41,-60,-51,-64,?,?,?,-46,?,?,?,-2.22,-17.940001,-25.139999,18
-47,?,-53,-45,-70,-56,-48,-50,-54,-53,-40,-55,-43,-61,-52,-64,?,-51,-71,-46,?,?,?,-2.52,-18.119999,-25.5,18
-44,-52,-51,-45,-70,-54,-50,-50,-54,-53,-39,?,-43,-58,-53,-62,?,-51,?,-46,?,?,?,-2.22,-18.359999,-25.26,18
-45,-48,-52,-48,-68,-53,-49,-49,-55,-54,?,-55,-43,?,?,?,?,-52,?,-66,?,-67,-71,-2.16,-18.18,-25.019999,18
-44,-50,-53,-47,-64,-57,-48,-50,-53,-54,-39,-55,-43,-61,-51,-64,?,-51,?,-46,?,-68,?,-2.04,-17.699999,-25.139999,18
-46,-52,-52,-47,-73,-49,-47,-50,-53,-54,-39,-54,?,?,?,-64,-74,-52,?,-47,-89,?,-58,-2.16,-18,-25.379999,18
-48,-50,-52,-44,-74,-57,-47,-49,-53,-54,-41,-55,-43,?,-49,-67,-76,-52,-70,-48,-90,-65,?,-2.1,-18.059999,-25.32,18
-44,-51,-51,-47,-71,-56,-48,-50,-52,-53,-41,-54,-43,?,-47,?,?,-49,?,-47,?,?,-69,-2.28,-18.119999,-25.08,18
-44,?,-51,-48,-72,?,-48,-49,?,-53,-40,-54,?,?,?,?,?,-50,?,-45,?,?,?,-2.34,-18,-25.439999,18
-61,-61,?,-48,?,-54,-63,-67,-52,-66,-36,-68,-49,-66,-51,-67,?,-39,-64,-51,?,?,?,-5.1,-17.1,-32.639999,19
-61,-61,-61,-55,?,?,?,-65,-62,-66,-31,-59,-54,?,-52,-61,?,-40,?,-55,?,-66,?,-5.7,-18.359999,-32.459999,19
-61,-66,-60,-43,?,?,-57,?,-64,-66,-35,-55,-58,-60,?,-61,?,-39,-63,-47,?,-67,?,-5.76,-17.639999,-32.399998,19
-61,?,-60,-43,-72,?,-64,-63,-62,-66,-33,-59,?,-58,-52,-64,?,-40,?,-49,?,-68,?,-6.06,-18.18,-33,19
-63,-68,-58,-46,?,?,-66,-65,-64,-68,-33,-55,-61,-59,-51,-65,-66,-39,-64,-53,?,-68,-68,-5.82,-18.6,-33.059998,19
-63,-69,?,-44,?,?,?,-62,-64,-67,-35,-56,-49,-58,-51,-67,-62,-39,?,-50,?,-67,-67,-5.94,-18.48,-32.759998,19
-60,-72,-63,-45,-57,?,-68,-63,-64,-66,?,?,-51,-59,-52,-67,-65,-60,-65,-49,?,-67,-67,-6,-18.119999,-33.239998,19
-65,-73,?,-48,?,-63,-63,-64,-63,-66,-33,-57,-49,-59,-52,-66,-62,-39,-65,-49,?,?,?,-5.22,-17.639999,-33.419998,19
-64,-72,-60,-45,-72,?,-63,-56,-62,-65,-33,?,?,?,-51,-61,-65,-39,-64,-49,?,?,-66,-5.46,-17.940001,-33.239998,19
-64,?,?,-65,-71,?,?,-56,-64,-67,-34,-58,-50,?,-51,-66,?,-39,?,-50,?,-67,-74,-5.64,-18.539999,-32.399998,19
-64,-72,-62,-46,-75,-73,?,-62,-65,-66,-33,-55,-49,-58,?,-62,?,-39,?,?,?,-66,?,-5.52,-18.24,-32.700001,19
-63,-72,?,-44,-73,-67,-64,-63,?,-66,-34,-56,-61,-59,-52,-62,?,-40,-62,-50,?,-67,?,-5.28,-18.059999,-32.639999,19
-63,-76,-62,-44,-72,-65,-64,-65,-63,-66,-33,-66,-62,?,?,-61,?,-40,-65,-50,?,-71,-72,-5.22,-18,-32.399998,19
-63,-72,?,-44,?,-73,-61,-63,-64,-66,-33,-56,-49,-58,-71,-62,-68,-39,-63,-49,?,?,?,-5.76,-18.539999,-32.579998,19
-64,-70,?,-64,?,?,-64,?,-64,-66,-33,-56,-50,-54,-53,-61,-64,-40,-63,-48,?,-66,-66,-5.28,-17.699999,-32.759998,19
-64,?,-61,-45,-71,?,-62,-62,-64,-66,-33,-55,-58,-57,-53,-66,?,-39,-62,-49,?,-73,-68,-5.52,-18.119999,-32.82,19
-61,?,-62,-44,-73,?,-62,-68,-64,-65,-33,-57,-50,-58,-52,-64,-65,-39,-61,-48,?,-67,-66,-5.34,-17.34,-33,19
-63,-72,-62,-45,?,-75,-63,-65,-63,-66,-34,-58,-49,-58,-51,-63,?,-39,-63,-49,?,-66,-67,-5.88,-17.82,-33,19
-62,?,?,-45,?,-72,-62,?,-64,-65,-33,-56,-50,-59,-51,-67,-62,-39,-62,-48,?,-66,-66,-5.34,-17.52,-33.059998,19
-64,?,-61,-45,?,?,-64,?,-63,-66,-33,-58,-50,-57,-52,-63,?,-39,-62,-49,?,-68,?,-5.58,-18.779999,-32.579998,19
-63,-72,-62,-45,?,?,-64,?,-64,-66,-35,-56,-50,-59,-51,?,-64,-39,?,-48,?,-66,-66,-5.76,-19.02,-32.219997,19
-64,?,-62,?,-73,?,?,-63,-59,-65,-33,-53,-48,-59,-51,-67,?,-40,?,?,?,?,?,-5.94,-18.779999,-32.52,19
-64,-69,-63,-45,-72,?,-64,-63,-64,-66,-33,-58,-48,-62,-52,-63,?,-40,-62,-48,?,-73,?,-5.46,-18.6,-32.52,19
-67,-74,-64,-44,-75,?,-62,-65,-65,-67,-34,-57,-48,-59,-52,-67,?,-39,-59,-48,?,?,?,-5.58,-18.539999,-32.759998,19
