4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,e4:8d:8c:20:4d:c1_UPLAT,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,64:66:b3:d0:4a:8d_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,18:28:61:9e:ab:5c_MMD,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,REF_POINT
-51,-49,-52,-63,-57,-68,-57,-58,-50,-48,-65,-72,-45,-60,-81,NaN,-57,-73,-53,-65,NaN,17
-51,-49,-50,-65,-59,-66,-61,-58,-50,-46,-62,-76,-44,-63,-81,-64,-54,-73,-53,-64,NaN,17
-52,-49,-51,-65,-59,-67,-56,-57,-47,-48,-67,-73,-45,-61,-81,-70,-54,-73,-53,-65,NaN,17
-48,-45,-67,-53,-60,-54,-55,-59,-50,-42,-67,-79,-38,-54,-73,-58,-48,-51,-47,-67,-73,18
-57,-46,-80,-56,-62,-54,-56,-59,NaN,-66,-62,-78,-37,-59,-73,-55,-48,-49,-50,-67,NaN,18
-53,-48,-74,-56,-58,-54,-58,-59,-52,-43,-59,-74,-38,-53,-75,-55,-48,-49,-50,-66,NaN,18
-51,-48,-76,-57,-62,-54,-61,-63,-52,-43,-60,-74,-35,-54,-75,-56,-48,-50,-49,-67,NaN,18
-50,-47,-56,-54,-59,-54,-61,-61,-55,-43,-59,NaN,-37,-54,-78,-54,-44,-68,-49,-67,NaN,18
-54,-45,-67,-55,-61,-54,-51,-60,-65,-42,-59,-78,-37,-54,-78,-60,-47,-50,NaN,-67,NaN,18
-50,-45,-55,-56,-61,-54,-52,-58,-54,-42,-63,-78,-37,-54,-74,-54,-49,-49,-49,-66,-70,18
-52,-46,-55,-56,-60,-54,-52,-61,-55,-42,-58,-69,-39,-54,-74,-56,-48,-50,-54,-66,-70,18
-54,-56,-66,-56,-61,-54,-51,-60,-54,-40,-60,-69,-35,-54,-74,-55,-49,-49,-54,-66,-71,18
-60,-56,-54,-56,-60,-54,-52,-59,-54,-42,-60,-75,-38,-55,-74,-55,-48,-50,-48,-66,-71,18
-51,NaN,-67,-56,-60,-54,-51,-62,-63,-42,-62,-75,-37,-54,-72,-85,-48,-50,-49,NaN,-71,18
-50,-66,-65,-56,-59,-54,-59,-60,-65,-42,-60,-66,-37,-58,-74,-56,-49,-49,-50,NaN,-70,18
-50,-66,-54,-56,-61,-54,-51,-59,-65,-40,-62,-66,-37,-56,-74,-56,-49,-50,-49,-67,-66,18
-50,-48,-56,-57,-61,-54,-51,-60,-54,-40,-59,NaN,NaN,-56,-75,-56,-49,-50,-49,-67,-66,18
-50,-48,-66,-57,-60,-54,-51,-61,-55,-42,-61,NaN,-37,-58,-75,-56,-49,-50,-49,NaN,NaN,18
-53,-48,-55,-56,-59,-54,-51,-61,-54,-42,-60,NaN,-38,-54,-73,-55,-46,-49,-49,NaN,NaN,18
-53,-49,-56,-57,-60,-54,-51,-59,-54,-42,-61,-71,-38,-54,-71,-55,-47,-50,-49,-67,-71,18
-49,-45,-56,-58,-61,-54,-60,-61,-55,-43,-61,-77,-38,-55,-71,-54,-48,-49,-48,-66,-71,18
-51,-48,-55,-57,-59,-54,-51,-60,-54,-42,-60,-77,-38,-57,NaN,-54,-46,-49,-50,-67,NaN,18
-60,-48,-55,-56,-60,-54,-61,-61,-55,-42,-60,NaN,-38,-54,NaN,-54,-51,-49,-50,-67,NaN,18
-52,-48,-70,-54,-66,-54,-51,-60,-54,-43,-60,NaN,-37,-55,NaN,-54,-52,-50,-50,NaN,-69,18
-52,-48,-68,-56,-60,-54,-51,-60,-55,-43,-60,NaN,-37,-55,NaN,NaN,-46,-49,-50,-68,-69,18
-52,-47,-55,-57,-60,-54,-56,-63,-55,-42,-63,-78,NaN,NaN,NaN,-56,-47,-49,-48,-67,-67,18
-52,-47,-56,-55,-57,-54,-52,-63,-55,-43,-60,-78,-38,-54,NaN,-55,-47,-49,-90,-66,-72,18
-52,-48,-58,-59,-59,-54,-57,-60,-60,-42,-62,NaN,-38,-55,-76,-55,-47,-54,-48,-67,-68,18
-52,-49,-55,-56,-60,-54,-57,-60,-55,-42,-60,-74,-37,-60,-76,-55,-47,-66,-50,-67,-68,18
-52,-49,-56,-56,-60,-53,-54,-63,-54,-42,-62,-74,-37,-55,-76,-55,-47,-49,-54,-68,-74,18
-52,-48,-51,-56,-59,-54,-51,-60,-51,-42,-60,NaN,-44,-55,NaN,-55,-51,-51,-49,-68,-69,18
-53,-48,-54,-55,-59,-53,-60,-61,-54,-43,-61,NaN,-38,-55,-73,-56,-48,-50,-50,NaN,-69,18
-52,-48,-55,-56,-51,-53,-51,-60,-55,-41,-60,NaN,-37,-55,-73,-55,-52,-57,-49,-67,NaN,18
-54,-49,-56,-57,-57,-53,-53,-62,-55,-42,-59,NaN,-37,-54,NaN,-55,-47,-49,-49,-67,NaN,18
-54,-47,-58,-57,-60,-53,-51,-59,-62,-66,-61,-78,-37,-55,NaN,-55,-48,-49,-54,-66,-72,18
-53,-49,-55,-54,-65,-54,-51,-59,-54,-43,-59,-77,NaN,-54,-74,-55,-48,-50,-48,-66,-72,18
-50,-48,-54,-56,-62,-53,-57,-61,-55,-43,-60,-77,-38,-55,-74,-56,-52,-50,-48,-65,NaN,18
-59,-48,-55,-56,-62,-53,-58,-61,-55,-43,-59,NaN,-38,-54,NaN,-54,-51,-51,-50,-65,NaN,18
-54,-47,-56,-57,-60,-54,-60,-61,-55,-42,-59,-69,-38,-55,NaN,-55,-51,-49,-50,NaN,NaN,18
-54,-46,-54,-56,-60,-54,-51,-62,-66,-42,-59,-69,-38,-54,NaN,-55,-48,-50,-50,-65,NaN,18
-54,-47,-55,-58,-61,-54,-59,-61,-54,-43,-61,-76,-37,-55,-74,-56,-52,-49,-50,-65,NaN,18
-55,-47,-58,-56,-60,-53,-51,-61,-92,-43,-60,-74,-37,-54,-74,-55,-53,-49,-49,-68,-68,18
-55,-47,-64,-56,-65,-53,-51,-60,-54,-42,-59,-74,-38,-54,NaN,-56,-48,-49,-48,-67,-68,18
-54,-54,-53,-55,-61,-54,-58,-66,-51,-43,-59,-77,-37,-54,-74,-56,-47,-50,-50,-66,NaN,18
-54,-47,-63,-55,-60,-54,-57,-59,-63,-40,-59,-73,-39,-54,-75,-57,-48,-49,-49,-66,NaN,18
-53,-48,-53,-52,-61,-54,-51,-60,-63,-43,-58,-78,-37,-54,-75,-57,-54,-65,-49,-70,NaN,18
-54,-48,-55,-56,-62,-54,-57,-65,-52,-43,-60,-78,-38,-55,-75,-56,-47,-49,-50,-67,NaN,18
-54,-48,-66,-56,-65,-53,-52,-57,-52,-43,-59,NaN,-38,-54,-75,-56,-48,-50,-49,-67,NaN,18
-52,-46,-66,-56,-59,-54,-52,-59,-54,-43,-58,NaN,-40,-55,NaN,NaN,-47,-57,-49,-66,NaN,18
-51,-47,-65,-56,-60,-53,-51,-60,-53,-42,-60,NaN,-40,-51,NaN,-56,-47,-50,-48,-66,NaN,18
-65,-47,-55,-56,-60,-54,-50,-58,-54,-43,-61,NaN,-38,-55,NaN,-56,-46,-49,-50,NaN,NaN,18
-54,-47,-55,-56,-59,-54,-50,-60,-52,-41,-60,-78,-38,-56,-74,-56,-48,-65,-48,NaN,-71,18
-55,-46,-54,-55,-58,-54,NaN,-60,-52,-43,-58,-78,-39,-55,-74,-56,-48,-50,-50,-67,-71,18
-53,-48,-68,-57,-62,-53,-56,-59,-51,-44,-58,-77,-39,-56,-74,-55,-48,-51,-50,-65,NaN,18
-49,-48,-54,-55,-61,-53,-59,-59,-52,-44,-59,-77,-37,-54,-74,-56,-48,-49,-50,-65,NaN,18
-52,-48,-55,-56,-61,-53,-50,-59,-54,-43,-61,-73,-37,-54,NaN,-56,-48,-50,-49,NaN,NaN,18
-51,-48,-58,-56,-62,-54,-49,-62,-50,-43,-58,-73,-38,-54,-77,-55,-48,-50,-50,-66,NaN,18
-53,-48,-55,-53,-75,-53,-58,-61,-53,-42,-58,-76,-67,-54,-75,-55,-51,-50,-50,-66,-72,18
-53,-48,-55,-55,-64,-53,-62,-65,-53,-42,-60,-76,-38,-54,-75,-55,-48,-49,-50,-66,-72,18
-50,-48,-69,-56,-61,-54,-53,-60,-51,-43,-60,-74,-38,-53,-74,-56,-46,-49,-50,-66,-69,18
-53,-47,-71,-56,-61,-54,-63,-59,-53,-43,-58,-76,-38,-53,-74,-56,-47,-49,-50,NaN,-70,18
-53,-47,-54,-55,-63,-53,-51,-60,-53,-43,-59,-76,-38,NaN,NaN,-56,-47,-49,-54,NaN,-75,18
-52,-47,-67,-57,-62,-54,-60,-62,-46,-43,-60,-72,NaN,NaN,-74,NaN,-47,-49,-50,-66,-72,18
-52,-47,-55,-56,-65,-54,-51,-60,-46,-43,-60,-72,NaN,-58,-74,NaN,-48,-49,-49,-66,-72,18
-50,-43,-54,-56,-62,-54,-53,-60,-54,-43,-61,NaN,-37,-54,NaN,-54,-48,-50,-49,NaN,NaN,18
-51,-47,-56,-60,-63,-54,-53,-59,-65,-43,-61,-81,-37,-57,-75,-54,-48,-50,-49,-65,-69,18
-53,-48,-55,-56,-62,-54,-52,-60,-54,-40,-59,-79,-39,-54,-75,-55,-48,-50,-50,-66,-80,18
-53,-48,-67,-54,-62,-54,-53,-60,-53,-44,-59,-76,-38,-52,-75,-58,-47,-50,-51,-70,-80,18
-54,-47,-68,-54,-59,-54,-62,-60,-54,-44,-60,-76,-38,-54,-74,-57,-51,-50,-51,-66,-84,18
-53,-47,-89,-57,-61,-54,-51,-60,-54,-43,-60,-73,-38,-58,-66,-62,-48,-49,NaN,-66,-84,18
-52,-46,-55,-55,-61,-54,-50,-60,-53,-43,-60,-73,-40,-52,-66,-57,-52,-49,-50,NaN,NaN,18
-52,-47,-56,-56,-62,-54,-56,-59,-53,-43,-60,NaN,-37,-52,NaN,-57,-51,-50,-50,-65,NaN,18
-53,-47,-54,-54,-62,-53,-54,-60,-54,-43,-60,NaN,-37,-57,-76,NaN,-51,-52,-50,-65,NaN,18
-50,-47,-68,-55,-61,-53,-60,-61,-54,-43,-60,-79,NaN,-55,-76,NaN,-48,-49,-51,NaN,NaN,18
-52,-47,-54,-56,-61,-53,-51,-59,-60,-43,-61,-73,NaN,-52,-75,-55,-48,-50,-51,NaN,-67,18
-53,-48,-57,-57,-60,-52,-64,-58,-55,-44,-62,-75,NaN,-52,-75,-54,-49,-50,-51,-69,-67,18
-52,-47,-54,-55,-65,-54,-51,-62,-54,-43,-60,-75,-37,NaN,-68,-55,-47,-50,-54,-69,NaN,18
-54,-46,-68,-55,-60,-54,-51,-67,-53,-43,-60,NaN,-37,NaN,-74,-55,-45,-50,-50,-65,-69,18
-52,-46,-54,-59,-60,-54,NaN,-62,-53,-43,-60,-73,NaN,-55,-74,-56,-52,-49,-50,-65,-69,18
-53,-48,-55,-57,-61,-53,-59,-62,-51,-44,-58,-73,-37,-54,NaN,-57,-47,-49,-50,-68,NaN,18
-52,-48,-55,-54,-61,-53,-59,-63,-53,-43,-61,NaN,-38,-55,NaN,-56,-46,-49,NaN,-66,NaN,18
-54,-44,-55,-55,-61,-53,-51,-63,-53,-43,-59,-72,-38,-55,NaN,-56,-48,-50,-50,-66,NaN,18
-53,-46,-69,-55,-61,-53,-56,-63,-53,-43,-59,-74,-38,-53,-75,-56,-52,-50,-49,NaN,-72,18
-52,-70,-71,-56,-66,-71,-68,-77,-53,-44,-78,-76,-81,-55,-75,-56,-48,-47,-63,-71,-72,19
-51,-67,-71,-50,-66,-68,-65,-70,-60,-40,-76,NaN,-34,-50,NaN,-56,-45,-48,-59,-71,NaN,19
-50,-67,-71,-47,NaN,-71,-64,-69,-57,-39,-76,NaN,-33,-53,NaN,-57,-48,-48,-59,-64,NaN,19
-50,-67,-69,-50,-63,-68,-62,-69,-57,-38,-80,-85,-34,-52,-74,-52,-46,-48,NaN,-65,-78,19
-51,-67,-69,-76,-66,-68,-65,-65,-58,-39,-82,-85,-33,-52,-80,-57,-49,-52,-63,-66,-77,19
-52,-71,NaN,-49,-64,-69,-67,-74,-59,-37,-78,NaN,-33,-52,-80,-55,-50,-48,-63,-63,-77,19
-62,-64,-66,-50,-62,-69,-68,-71,-72,-40,-78,NaN,-34,-52,NaN,-63,-49,-48,-60,-63,NaN,19
-52,-64,-69,-50,-62,-69,-63,-72,-60,-38,-78,NaN,-34,-52,NaN,-55,-46,-63,-60,-64,NaN,19
-52,-64,-69,-50,NaN,-69,-63,-69,-60,-38,-78,NaN,-34,-54,NaN,-52,-47,-51,-58,-64,NaN,19
-52,-67,NaN,-50,-63,-69,-65,-72,-59,-38,NaN,NaN,-34,-53,NaN,-60,-48,-47,-58,-64,NaN,19
-50,-69,-72,-81,-64,-69,-65,-70,-55,-38,-81,NaN,-33,-53,-74,-54,-44,-48,-59,-63,NaN,19
-51,-66,-72,-49,-64,-68,-61,-70,-66,-40,-82,NaN,-34,-51,-74,-59,-44,-48,-63,-63,NaN,19
-51,-64,-71,-50,-63,-68,-71,-69,-60,-38,-82,NaN,-34,-51,-74,-55,-44,-48,-63,-63,NaN,19
-52,-68,-71,-50,-64,-71,-70,-70,-60,-38,NaN,NaN,-36,-52,NaN,-54,-47,-48,NaN,-63,NaN,19
-51,-68,-69,-50,-64,-69,-66,-71,-58,-38,-77,NaN,-34,-52,-74,-54,-44,-48,-61,-62,NaN,19
-52,NaN,-69,-50,-65,-68,-67,-71,-58,-37,-78,NaN,-34,-55,-74,-54,-43,-48,-60,-63,NaN,19
-50,-63,-69,-50,-64,-68,-67,-71,NaN,-41,-78,NaN,-34,-53,-72,-56,-48,-47,-60,-62,NaN,19
-52,-68,-72,-50,-63,-68,-62,-70,-56,-41,NaN,-84,-34,-53,-72,-70,-47,-81,-60,-62,NaN,19
-52,-72,-72,-50,-78,-69,-62,-69,-56,-37,NaN,-84,-35,-53,-74,-53,-47,-47,-60,-62,-77,19
-52,-72,NaN,-50,-64,-69,-66,-70,-56,-37,NaN,-79,-76,-53,-74,-56,-48,-47,NaN,-63,-76,19
-48,-70,-71,-51,-64,-69,-60,-70,-56,-37,-79,-84,-34,-53,-74,-55,-48,-48,-60,-62,-76,19
-51,-67,-71,-50,-63,-69,-60,-70,-57,-38,-79,-86,-34,-51,-75,-55,-48,-48,-60,-62,NaN,19
-52,-71,-71,-50,-63,-69,-60,NaN,-57,-37,-79,-86,-34,-50,-75,-61,-47,-48,-60,-61,NaN,19
-52,-66,-71,-51,-63,-69,-62,-70,-56,-37,NaN,-85,-34,-48,-73,-55,-48,-48,-60,-63,-74,19
-52,-72,-70,-50,-65,-69,-65,-70,-56,-38,-80,-85,-34,-52,-73,-55,-71,-47,-60,-63,-74,19
-57,-68,-70,-50,-63,-68,-65,-69,-57,-37,-80,NaN,-34,-53,-73,-56,-48,-47,-60,-63,-80,19
-49,-65,-71,-50,-64,-69,-62,-70,-57,-38,-77,-84,-36,-54,-74,-55,-46,-47,-59,-64,-78,19
-52,-65,-68,-51,-64,-69,-66,-70,-65,-37,-80,-85,-33,-50,-75,-56,-49,-48,-58,-64,-78,19
-56,-63,-71,-51,-66,-69,-67,-73,-60,-41,-79,-85,-33,-53,-75,-56,-46,-47,-58,-64,-72,19
-51,-66,-71,-51,-66,-69,-63,-68,-60,-38,-79,NaN,-33,-54,-75,-52,-47,-47,-61,-63,-72,19
-54,-66,-67,-50,NaN,-68,-65,-68,NaN,-38,NaN,NaN,NaN,-54,-74,-53,-47,-47,-61,-68,NaN,19
-53,-72,-71,-51,-64,-69,-65,-69,-57,-38,-83,NaN,-34,-52,-74,-52,-44,-47,-74,-64,NaN,19
-63,-63,-67,-50,-64,-69,-65,-69,-57,-38,-83,-85,-34,-52,-73,-52,-47,-47,-60,-64,NaN,19
-63,-69,-70,-51,-65,-69,-65,NaN,-57,-38,NaN,-85,-34,-50,-73,-55,-44,-47,-60,NaN,NaN,19
-50,-71,-70,-50,-65,-69,-67,-71,-58,-38,NaN,NaN,-34,-55,-74,-54,-44,-48,-63,-63,NaN,19
-52,-69,NaN,-50,-60,-69,-63,-71,-58,-37,NaN,-83,-34,-55,-73,-54,-44,-47,-63,-61,NaN,19
-52,-68,NaN,-50,-61,-68,-64,-68,-56,-38,-78,-85,-33,-52,-73,-54,-47,-47,-62,-61,-88,19
-52,-68,NaN,-50,-64,-69,-78,-68,-57,-44,-78,-85,-34,-49,-73,-53,-47,-48,-62,-63,-77,19
-51,-68,-76,-50,-75,-69,-78,NaN,-64,-44,NaN,NaN,-34,-55,-75,-53,-47,-48,NaN,-63,-77,19
-52,NaN,-75,-50,-75,-69,-64,NaN,-59,NaN,NaN,NaN,-33,-52,-75,-53,-47,-48,-60,-62,NaN,19
-53,-65,-70,-49,-63,-68,-64,-68,-58,-38,NaN,-88,-33,-52,-70,-55,-48,-48,-60,-69,-72,19
-50,-65,-70,-49,-65,-68,-71,-71,-62,-38,NaN,-85,-33,-53,-75,-55,-49,-48,NaN,-65,-70,19
-51,-65,-66,-52,-63,-69,-63,-73,-67,-40,NaN,-85,-33,-59,-74,-54,-49,-47,-60,-60,-71,19
-51,-69,-69,-49,-64,-72,-63,-69,-56,-38,NaN,-86,-33,-53,-74,-55,-43,-48,-60,-63,-74,19
-50,-72,-69,-51,-62,-70,-71,-69,-57,-39,NaN,-83,-33,-58,-73,-52,-43,-47,NaN,-63,-71,19
-49,-67,-70,-50,-62,-70,-66,-68,-68,-38,-77,-78,-33,-52,-73,-53,-43,-47,NaN,NaN,-73,19
-49,-67,-70,-50,-73,-69,-68,-68,-68,-38,-77,-78,-33,-52,-72,-58,-44,-47,NaN,-63,-73,19
-50,-74,-68,-50,-64,-69,-68,-70,NaN,-38,NaN,-84,-33,-52,-73,-55,-43,-47,NaN,-63,NaN,19
-51,-71,-68,-50,-63,-70,-63,-70,-63,-38,NaN,-84,-34,-53,-75,-55,-70,-48,NaN,-62,-73,19
-52,-64,NaN,-51,-63,-69,-65,-70,-58,-38,NaN,NaN,-69,-51,-68,-59,-47,-48,-60,-63,-73,19
-51,-73,-76,-51,-63,-69,-66,-72,-72,-38,NaN,NaN,-32,-53,-73,-60,-47,-48,-60,-62,-73,19
-50,-73,-68,-52,-65,-69,-66,-72,-57,-38,-80,-81,-34,-53,-75,-60,-48,-47,NaN,-62,NaN,19
-52,-69,-68,-51,-64,-70,-64,-71,-69,-38,-80,-83,-33,-53,-75,-60,-49,-47,-59,-62,NaN,19
-52,-69,NaN,-51,-61,-69,-62,-69,-57,-39,NaN,-83,-33,-52,NaN,-54,-47,-47,-59,-61,NaN,19
-52,-74,-68,-50,-64,-71,-65,-69,-64,-38,NaN,NaN,-34,-75,NaN,-59,-48,-47,NaN,-60,NaN,19
-52,-65,-77,-51,-64,-68,-66,-70,-57,-40,-83,-84,-33,-51,-77,-55,-47,-47,NaN,-61,NaN,19
NaN,-65,-68,-51,-62,-70,-62,-70,-57,-39,-78,-84,-34,-50,-77,-54,-48,-47,-60,-61,NaN,19
NaN,-64,-68,-50,-61,-68,-62,-68,-57,-37,-78,NaN,-34,-52,-74,-53,-48,-48,-61,NaN,NaN,19
-52,-71,-69,-50,-63,-71,-65,-68,-64,-38,NaN,NaN,-33,-71,-76,-54,-73,-48,-60,-61,-79,19
-52,-65,-69,-51,-62,-69,-63,-70,-59,-38,NaN,-86,-34,-52,-76,-54,-48,-47,-60,-61,-80,19
-52,-65,-75,-50,-60,-68,-59,-78,-58,-41,NaN,-79,-34,-52,-76,-56,-49,-48,NaN,-60,-73,19
-53,NaN,-75,-51,-62,-69,-64,-72,-58,-40,NaN,-79,-34,-50,-76,-52,-44,-61,-60,-63,-77,19
-52,-69,-68,-54,-63,-69,-70,-68,NaN,-38,NaN,NaN,-34,-52,NaN,-54,-43,-47,-63,-62,-74,19
-50,-69,-68,-50,-62,-69,-64,-70,NaN,-62,NaN,NaN,-34,-53,NaN,-54,-43,-47,-63,-62,-74,19
-52,-65,NaN,-50,-61,-70,-63,-68,-57,-38,NaN,NaN,-34,-53,-76,-53,-43,-46,-60,-62,NaN,19
-51,-67,-62,-51,-63,-71,-63,-69,-58,-40,NaN,NaN,-72,-52,-76,-53,-43,-48,-60,NaN,NaN,19
-50,-67,-73,-50,-63,-70,NaN,-68,-58,-39,NaN,NaN,-34,-52,-76,-54,-47,-48,NaN,-62,NaN,19
-52,-71,-73,-50,-62,-69,-65,-69,-57,-40,NaN,NaN,-34,-52,-76,-53,-47,-48,-61,-61,NaN,19
-50,-67,NaN,-51,-85,-69,-66,-69,-57,-38,NaN,NaN,-72,-51,NaN,-53,-48,-47,-61,-62,NaN,19
-51,-65,NaN,-50,-60,-69,-66,-71,-60,-39,NaN,NaN,-34,-51,NaN,-70,-48,-47,-63,-63,NaN,19
-53,-65,NaN,-52,-67,-69,-65,-73,-61,-39,NaN,NaN,-33,-53,NaN,-55,-48,-55,-63,-65,NaN,19
-53,NaN,-66,-51,-63,-67,-69,-69,-59,-38,NaN,NaN,-33,-52,NaN,-70,-48,-47,NaN,-60,NaN,19
-52,-66,-68,-51,-62,-68,-65,-71,-59,-39,NaN,NaN,-34,-52,NaN,-70,-47,-47,-60,-60,-75,19
-51,-74,-69,-50,-63,-69,-65,-72,-58,-38,NaN,-83,-34,-51,-75,NaN,-48,-47,-59,-61,-75,19
-64,-64,-69,-52,-64,-69,-68,-72,-58,-38,NaN,-83,-33,-50,-75,-55,-48,-46,-59,-64,-76,19
-51,-65,-66,-51,-63,-69,-68,-76,NaN,-40,NaN,NaN,-34,-52,-75,-54,-49,-55,-63,-59,-76,19
-53,-75,-69,-50,-60,-69,-64,-74,-70,-38,NaN,NaN,-34,-51,NaN,-54,-48,-47,-61,-62,-75,19
-50,-70,-69,-51,-61,-68,-65,-72,-70,-38,NaN,-81,-33,-51,-72,-55,-46,-55,-59,-65,-76,19
-51,-73,NaN,-50,-68,-68,-70,-71,NaN,-38,NaN,-81,-33,-71,-72,-54,-47,-48,-59,-61,-76,19
-52,-68,-68,-52,-76,-71,-73,-76,-63,NaN,-77,NaN,-35,-54,NaN,-55,-46,-47,NaN,-61,-70,19
-60,-65,-70,-55,-71,-77,-63,-70,-64,-48,-77,-83,-44,-56,-77,-60,-54,-49,-74,-74,-74,20
-66,-59,-70,-61,-68,-78,-65,NaN,-64,-59,NaN,-85,-38,-54,-76,-59,-52,-50,-74,-70,-74,20
-66,-59,-77,-59,-61,-79,-63,NaN,NaN,-59,NaN,-85,-38,-56,-76,-59,-51,-58,-67,-70,-73,20
NaN,NaN,-77,-57,-66,-79,-64,-78,NaN,-61,NaN,NaN,-38,-56,NaN,-56,-52,-50,-67,-68,-75,20
-63,NaN,-73,-58,-67,-78,-63,-79,-62,-54,-79,-81,-38,-56,-75,-55,-51,-50,-66,-67,-72,20
-58,-59,-73,-59,-70,-77,-63,-93,-60,-64,-79,-84,-40,-54,-78,-60,-50,-50,-66,-79,-72,20
-65,-58,NaN,-59,-72,-80,-64,-76,-63,-64,NaN,-84,-40,-56,-74,-60,-51,-51,NaN,-69,-69,20
-58,-67,-72,-58,-67,-77,-61,-76,-67,-54,-82,NaN,-39,-51,-78,-59,-51,-49,-67,-65,-69,20
-56,-58,-66,-63,-63,-69,-63,-74,-65,-53,-82,-85,-39,-50,-78,-59,-51,-50,-67,-65,-71,20
-60,-58,-70,-57,-68,-78,-63,-74,-60,-57,-88,-86,-39,-50,-75,-56,-54,-50,-69,NaN,-72,20
-59,-58,-72,-58,-66,-77,-64,-80,-61,-52,-79,-86,-39,-56,-77,-58,-49,-50,-69,NaN,-70,20
-59,-68,-67,-60,-67,-79,-62,-79,-61,-59,-79,-85,-38,-54,-76,-57,-58,-50,-69,-68,-70,20
-59,-69,-71,-57,-67,-79,-64,-79,-65,-59,NaN,-85,-38,-53,-80,-61,-49,-50,-69,-68,NaN,20
-63,-62,-71,-59,-67,-80,-67,NaN,-62,-62,NaN,-77,-38,-56,-76,-56,-56,-50,-69,-68,NaN,20
-59,-58,-76,-59,-66,-78,-66,NaN,-64,-57,-70,-88,-38,-55,-77,-56,-52,-51,NaN,-67,NaN,20
-59,-58,-73,-59,-78,-78,-65,NaN,-64,-56,-70,-86,-38,-52,-77,-58,-51,-51,NaN,-67,NaN,20
-68,-58,-73,-60,-66,-78,-68,-81,-63,-56,NaN,-83,-38,-54,-77,-62,-51,-50,-75,-68,NaN,20
-69,-58,-71,-60,-69,-77,-67,-81,-63,-57,NaN,-84,-40,-55,-77,-88,-51,-50,-67,-69,NaN,20
-61,-60,-71,-59,-71,-75,-62,-77,-60,-54,NaN,-84,-41,-54,-78,-59,-51,-50,-67,-69,-75,20
-61,-60,-71,-60,-67,-81,-64,-77,-63,-58,NaN,NaN,-38,-53,-77,-59,-55,-55,-71,-69,-75,20
-59,-58,-71,-62,-67,-78,-64,NaN,-63,-59,NaN,-85,-39,-55,-77,-55,-51,-50,-71,-68,NaN,20
-61,-57,-71,-59,-68,-78,-63,NaN,NaN,-56,NaN,-85,-40,-53,-77,-60,-51,-50,NaN,-69,-71,20
-62,-59,NaN,-63,-69,-77,-64,-79,-63,-62,NaN,NaN,-39,-53,-75,-59,-51,-51,-69,-66,-71,20
-63,-60,-70,-59,-66,-77,-66,-79,-63,-51,-77,NaN,-41,-52,-76,-59,-54,-50,-69,-66,-72,20
-68,-57,-69,-65,-69,-78,-66,-79,-62,-59,-77,NaN,-39,-51,-77,NaN,-54,-50,-68,NaN,-70,20
-61,-60,-69,-59,-70,-77,-63,NaN,-60,-58,NaN,NaN,-38,-56,-78,NaN,-49,-50,-68,-68,-70,20
-60,-60,NaN,-62,-66,-78,-62,-80,-63,-54,-83,-86,-40,-56,-77,-58,-48,-51,-66,-68,NaN,20
-59,-59,NaN,-58,-68,-78,-63,-79,-67,-53,-83,-84,-38,-54,-78,-58,-49,-51,-67,-68,-74,20
-59,-57,-75,-60,-69,-77,-63,-81,-67,-90,-79,-84,-38,-54,-77,-57,-50,-51,-65,-71,-78,20
-60,-59,-69,-61,-68,-79,-63,-81,NaN,-55,-79,NaN,-39,-54,-77,-77,-51,-51,-68,-71,-72,20
-60,-55,-70,-59,-68,-78,-63,NaN,-63,-57,NaN,NaN,-38,-53,-76,-59,-52,-50,-68,NaN,-72,20
-62,-57,-69,-59,-69,-77,-68,-79,-63,-58,-82,-85,-38,-54,-77,-58,-52,-51,-66,-69,-73,20
-60,-58,-68,-58,-67,-77,-67,-80,-68,-55,-82,-83,-38,-56,-72,-57,-52,-50,-69,-68,-73,20
-59,-57,-66,-59,-67,-76,-63,-80,-64,-58,-82,-77,-39,-54,-74,-58,-47,-50,-69,-68,NaN,20
-62,-57,-66,-60,NaN,-76,-63,NaN,-64,-52,NaN,-77,-38,-53,-80,-58,-47,-50,-69,NaN,NaN,20
-63,-58,-78,-61,-70,-77,-65,NaN,-64,-58,-80,NaN,-38,-53,-76,-58,-49,-68,-69,NaN,NaN,20
-63,-57,-70,-60,-68,-79,-69,-80,-63,-58,-81,NaN,-38,-55,-76,-60,-48,-50,-67,NaN,NaN,20
-62,-56,-69,-59,-68,-78,-64,-78,-60,-55,-81,NaN,-39,-56,-77,-59,-49,-50,-67,-69,-74,20
