4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,e4:8d:8c:20:4d:c1_UPLAT,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,64:66:b3:d0:4a:8d_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,18:28:61:9e:ab:5c_MMD,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,REF_POINT
-50,-38,-51,-76,-70,-69,-53,-56,-47,-52,-45,-65,-60,-63,-72,-67,-70,NaN,-67,NaN,-82,7
-50,-39,-52,-76,-71,-69,-54,-56,-48,-50,-45,-65,-62,-67,-72,-66,-70,NaN,-67,NaN,-82,7
-49,-37,-51,-76,-73,-69,-47,-56,-47,-52,-44,-70,-62,-70,-72,-66,-72,-69,-67,NaN,-83,7
-49,-37,-51,NaN,-70,-70,-47,-56,-48,-52,-46,-70,-56,-73,-72,-66,-69,-69,-67,NaN,-83,7
-49,-38,-52,-77,-72,-69,-54,-55,-43,-51,-44,-69,-60,-63,-72,-66,-69,NaN,-67,NaN,NaN,7
-48,-41,-52,-77,-72,-69,-53,-56,-47,-52,-45,-69,-60,-66,-72,NaN,-69,-81,-67,NaN,NaN,7
-49,-40,-55,NaN,-69,-68,-53,-56,-47,-55,-45,-67,-59,-66,-67,NaN,-68,-79,-67,NaN,NaN,7
-49,-38,-53,NaN,-69,-69,-54,-56,-47,-51,-45,-66,-57,-65,-69,-67,-68,-81,-67,-82,-80,7
-48,-38,-49,-76,-69,-69,-63,-55,-83,-52,-45,-68,-60,-64,-69,-66,-71,-82,-67,-83,-80,7
-88,-40,-51,-79,-71,-69,-53,-56,-83,-52,-44,-69,-60,-64,-73,-67,-71,-83,-67,-83,NaN,7
-50,-81,-49,-80,-66,-66,-57,-57,-45,-53,-51,-79,-54,-69,-72,-75,-71,-77,-53,NaN,NaN,8
-50,-29,-50,-80,-69,-67,-55,-64,-43,-49,-49,-80,-55,-71,-72,-75,-73,-80,-54,NaN,NaN,8
-51,-31,-51,NaN,-78,-67,-63,-63,-51,-58,-50,-77,-56,-71,-72,-68,-73,-78,-54,-78,NaN,8
-50,-33,-50,NaN,-69,-67,-55,-60,-44,-50,-49,-79,-56,-71,-72,-68,-72,-78,-54,-82,-83,8
-50,-35,-54,-67,-69,-67,-64,-60,-43,-50,-51,-78,-55,-71,-68,-68,-73,-78,-58,-82,-83,8
-79,-71,-55,-67,-70,-67,-58,-60,-43,-50,-51,-79,-54,-75,-68,-75,-77,-73,-54,NaN,-83,8
-50,-32,-51,NaN,-70,-67,-56,-62,-42,-50,-51,-79,-56,-71,NaN,-67,-73,-73,-54,NaN,-83,8
-50,-57,-53,-69,-70,-67,-55,-62,-42,-50,-51,-79,-56,-78,-67,-76,-72,-78,-54,NaN,NaN,8
-92,-32,-50,-70,-70,-67,-56,-63,-43,-50,-51,-78,-56,-77,-72,-68,-72,-79,-54,NaN,NaN,8
-50,-33,-55,-70,-69,-68,-54,-62,-43,-48,-51,-81,-55,-78,-72,-68,-72,-79,-54,NaN,NaN,8
-50,-30,-50,NaN,-70,-68,-56,-63,-43,-59,-49,-82,-55,-78,-72,-68,-72,NaN,NaN,NaN,NaN,8
-50,-67,-51,NaN,-68,-68,-58,-63,-43,-59,-51,-82,-56,NaN,-72,-68,NaN,NaN,NaN,NaN,NaN,8
-49,-33,-51,-68,-69,-68,-55,-62,-43,-50,-51,-80,-56,-70,-72,NaN,NaN,NaN,-54,NaN,NaN,8
-66,-32,-50,-70,-70,-68,-55,-61,-66,-50,-50,-80,-55,-72,-72,-67,NaN,-79,-54,-79,-81,8
-49,-33,-50,-70,-69,-68,-54,-61,-42,-50,-51,-79,-55,-72,-73,-68,NaN,-71,-54,-79,-81,8
-50,-32,-58,-69,-70,-68,-57,-63,-42,-50,-50,-80,-56,-71,-72,-68,-71,-81,-54,NaN,NaN,8
-50,-30,-50,-69,-70,-67,-53,-63,-42,-51,-51,-79,-56,-75,-72,NaN,-71,-81,-53,NaN,NaN,8
-48,-29,-51,NaN,-69,-67,-88,-63,-42,-50,-49,-80,-56,-71,-71,-74,-70,-81,-53,NaN,NaN,8
-50,-33,-51,NaN,-69,-67,-56,-79,-42,-51,-48,-80,-57,-70,-71,-68,-70,-75,NaN,NaN,NaN,8
-48,-32,-52,-74,NaN,-67,-55,-64,-42,-58,-48,-80,-60,-72,-71,-68,-71,-73,NaN,-78,NaN,8
-49,-32,-51,-70,-70,-67,-54,-63,-41,-50,-49,-82,-56,-70,-71,-69,-70,-80,-54,-78,NaN,8
-49,-78,-50,-71,-71,-68,-54,-61,-43,-49,-51,-81,-54,-70,-68,-69,-70,-80,-53,NaN,NaN,8
-50,-33,-51,-71,-70,-67,-60,-63,-43,-51,-51,-80,-56,-70,-70,-68,NaN,-81,-54,NaN,NaN,8
-51,-32,-51,-71,-70,-67,-54,-63,-42,-51,-51,-81,-56,-70,-72,-68,-73,-79,-54,NaN,NaN,8
-49,-33,-51,NaN,-70,-67,-64,-62,-41,-49,-50,-82,-57,-75,-67,NaN,-72,-79,-80,NaN,-84,8
-49,-33,-52,NaN,-70,-67,-57,-62,-42,-49,-50,-82,-56,-71,-67,-69,-72,-79,-53,NaN,-84,8
-49,-32,-52,NaN,-70,-67,-65,-63,-42,-49,-48,NaN,-55,-71,-72,-68,-71,NaN,-53,NaN,NaN,8
-49,-30,-53,-71,-74,-67,-61,-63,-43,-52,-50,NaN,-55,NaN,-72,-68,-70,-81,-53,NaN,NaN,8
-47,-32,-52,-70,-74,-66,-61,-68,-43,-51,-51,-83,-56,-71,NaN,-69,-70,-72,-50,-78,NaN,8
-47,-32,-54,-71,-70,-67,-52,-63,-43,-50,-48,-82,-55,-70,NaN,-69,NaN,-80,-54,-78,NaN,8
-49,NaN,-51,-69,-69,-67,-52,-62,-43,-50,-49,-81,-56,-69,-72,-65,NaN,-71,-54,NaN,NaN,8
-49,-32,-51,-71,-70,-66,-66,-63,-41,-51,-49,-81,-56,-79,-71,-68,-72,-79,NaN,-79,NaN,8
-49,-32,-51,-71,-70,-67,-64,-63,-43,-50,-49,-82,-56,-72,-67,-68,-71,-80,NaN,-79,NaN,8
-49,-30,-51,-70,-70,-67,-66,-62,-80,-50,-51,-81,-55,-72,-73,NaN,-71,-79,-53,NaN,NaN,8
-51,-33,-53,-71,NaN,-67,-66,-63,-43,-51,-52,-81,-57,-71,-73,-68,-71,-79,-53,NaN,NaN,8
-50,-32,-53,-72,-69,-67,-56,-63,-42,-51,-51,-79,-56,-70,-71,-68,-71,-79,-54,NaN,NaN,8
-50,-33,-51,-72,-69,-67,-64,-60,-42,-50,-51,-80,-56,-70,-66,-74,NaN,-79,-58,NaN,NaN,8
-50,-33,-51,-71,-69,-67,-55,-62,-43,-50,-49,-79,-56,-70,-73,-74,-72,-80,-54,-78,NaN,8
-50,-33,-51,-71,-69,-67,-52,-62,-42,-50,-47,-84,-56,-71,-74,-69,-72,-80,-54,-78,-83,8
-49,-33,-52,-71,-70,-67,-56,-62,-43,-50,-48,-79,-56,-71,-72,-69,-73,-78,-54,-78,-80,8
-54,-32,-56,-71,-70,-67,-54,-63,-42,-50,-48,-78,-56,-75,-73,-77,-73,-78,-53,-78,-84,8
-51,-32,-51,-70,-70,-67,-53,-63,-43,-51,-50,-79,-56,-71,-73,-67,NaN,-81,-54,-78,-84,8
-50,-32,-51,-70,-70,-67,-56,-63,-43,-50,-50,-79,-56,-71,-72,-67,-69,-81,-53,NaN,NaN,8
-51,-35,-52,-70,-69,-67,-56,-61,-52,-50,-49,-80,-56,-70,-68,-68,-72,NaN,-53,NaN,NaN,8
-51,-32,-53,-71,-70,-67,-53,-63,-40,-50,-50,-81,-56,-70,-73,-69,-70,-79,-54,-77,NaN,8
-50,-32,-52,-70,-68,-67,-63,-62,-43,-51,-50,-82,-57,-69,-72,-69,-71,-79,-54,-77,-83,8
-50,-32,-51,-71,-70,-67,-53,-62,-43,-52,-50,-81,-56,-69,-73,-67,-72,-79,-54,-78,-83,8
-49,-30,-53,-71,-69,-67,-55,-62,-42,-50,-51,-82,-56,-70,-68,-67,-72,-81,-55,-78,-80,8
-50,-32,-50,-71,-70,-67,-61,-62,-43,-50,-51,-82,-56,-71,-73,-74,-73,-79,-53,-78,-80,8
-50,-33,-51,-71,-70,-67,-56,-63,-52,-51,-51,-81,-56,-71,-73,-69,-71,-79,-53,-78,NaN,8
-51,-30,-51,-72,NaN,-67,-57,-61,-42,-51,-51,-83,-55,-70,NaN,-69,-72,NaN,-54,NaN,NaN,8
-51,-32,-52,-71,-70,-67,-56,-61,-41,-50,-50,-81,-55,-70,-72,-76,-71,-79,-54,-78,NaN,8
-51,-31,-52,-71,-71,-67,-54,-63,-42,-51,-49,-81,-56,-69,-72,-76,-72,-80,-54,-78,NaN,8
-51,-79,-52,-70,-70,-67,-57,-62,-92,-50,-47,-82,-57,-70,-67,-68,-71,-80,-54,-78,-85,8
-51,-32,-51,-71,-70,-67,-55,-62,-42,-50,-50,-80,-57,-72,-72,-65,-72,-80,-54,-77,-85,8
-65,-32,-51,-77,-70,-67,-56,-62,-42,-49,-49,-80,-57,-72,-72,-69,-71,-81,-54,-78,NaN,8
-51,-32,-51,-77,-71,-67,-53,-61,-42,-50,-51,-80,-57,NaN,-72,-68,-71,-81,-54,-78,NaN,8
-53,-37,-54,NaN,-70,-67,-54,-63,-43,-50,-51,NaN,-57,NaN,NaN,-68,-71,NaN,-53,NaN,NaN,8
-50,-33,-51,NaN,-70,-67,-54,-63,-43,-49,-50,-82,-57,NaN,NaN,-69,-71,NaN,-53,NaN,NaN,8
-50,-32,-50,NaN,-70,-67,-63,-62,-78,-45,-50,-82,-58,-70,NaN,-69,NaN,-79,NaN,NaN,NaN,8
-51,-33,-51,-73,-69,-67,-54,-63,-44,-50,-50,NaN,-55,-70,-66,NaN,-71,-80,-54,NaN,NaN,8
-50,-32,-52,-73,-70,-67,-72,-62,-43,-50,-50,-83,-55,-70,-72,-68,-70,-80,-54,NaN,NaN,8
-48,-32,-55,NaN,-70,-67,-52,-64,-42,-50,-50,-82,-56,-70,-73,-68,-70,-79,-53,NaN,NaN,8
-49,-34,-51,NaN,-71,-67,-56,-60,-43,-50,-48,-82,-56,-70,-66,-68,-70,-79,-53,NaN,-80,8
-50,-32,-52,NaN,-70,-67,-56,-64,-43,-50,-50,-82,-57,NaN,-67,-68,-73,NaN,NaN,NaN,-80,8
-49,-32,-51,NaN,-70,-67,-54,-64,-43,-50,-50,-82,-57,-75,-73,-68,-73,-71,-53,-79,NaN,8
-49,-31,-51,NaN,-70,-67,-54,-63,-43,-50,-48,-84,-57,-69,-72,-68,NaN,-80,-53,-79,NaN,8
-50,-32,-51,-69,-70,-67,-53,-60,-43,-50,-50,-81,-57,-70,-72,-66,NaN,-80,NaN,-78,NaN,8
-50,-32,-52,-69,-70,-66,-53,-64,-43,-50,-50,-81,-57,-70,-68,-75,NaN,NaN,-54,-78,NaN,8
-48,-32,-52,-70,-69,-66,-53,-64,-43,-49,-51,-78,-57,-72,-68,-67,-72,-79,-54,NaN,NaN,8
-49,-29,-52,-70,-70,-66,-55,-63,-43,-50,-51,-81,-56,-70,-66,-68,-70,-79,-54,-79,NaN,8
-51,-32,-52,-70,-71,-67,-54,-64,-43,-50,-51,-82,-57,-71,-72,-68,-70,NaN,NaN,-79,NaN,8
-79,-32,-52,-70,-71,-67,-55,-63,-43,-50,-49,-82,-56,-70,-73,-70,-70,NaN,-53,NaN,NaN,8
-49,-32,-52,NaN,NaN,-67,-53,-62,-44,-50,-48,NaN,-56,-70,-73,-69,-70,-80,-53,NaN,NaN,8
-50,-32,-52,-71,-69,-67,-57,-64,-43,-49,-49,-81,-56,-71,-72,-69,-70,-75,-54,NaN,NaN,8
-49,-30,-52,-72,-71,-67,-63,-63,-43,-49,-50,-81,-56,-71,-73,-68,-70,-79,-54,-79,NaN,8
-49,-32,-52,-72,-71,-67,-56,-64,-44,-50,-50,-80,-56,-75,-72,-68,-71,-79,-54,-79,NaN,8
-50,-79,-52,-76,-70,-67,-53,-63,-42,-50,-48,-81,-56,-70,-72,-68,-70,-80,-54,-82,NaN,8
-68,-27,-52,-78,-70,-67,-53,-63,-43,-50,-50,-81,-56,-70,-72,-68,-71,-73,-54,-82,NaN,8
-49,-32,-52,-78,-70,-67,-53,-64,-43,-51,-50,-83,-56,NaN,-72,NaN,-71,-72,-54,NaN,-83,8
-53,-36,-47,-78,-70,-63,-52,-64,-49,-41,-55,-77,-67,-71,-75,-70,-73,-82,-55,NaN,-83,9
-53,-35,-54,-70,-68,-64,-54,-63,-47,-42,-55,-79,-69,-71,-76,-70,-71,-75,-55,NaN,NaN,9
-54,-34,-47,-70,-69,-63,-53,-61,-50,-42,-53,-78,-62,-65,-64,-76,-71,-76,NaN,NaN,NaN,9
-58,-34,-53,-69,-66,-64,-55,-63,-48,-43,-53,-77,-69,-65,-72,-71,-71,-92,-58,NaN,NaN,9
-54,-35,-46,-67,-65,-65,-52,-62,-51,-44,-53,-76,-69,-63,-72,-70,-70,-66,-58,NaN,NaN,9
-53,-35,-46,-67,-66,-65,-53,-63,-48,-42,-53,-77,-76,-65,-72,-70,-69,-73,NaN,-83,-76,9
-53,-34,-46,NaN,-67,-64,-52,-63,-49,-43,-55,-76,-76,-64,-72,-74,-73,-72,NaN,-83,-80,9
-56,-34,-47,NaN,-67,-64,-54,-58,-48,-43,-54,-75,-61,-65,-72,-71,-71,-72,-57,NaN,-80,9
-56,-34,-47,-69,-67,-65,-59,-63,-46,-40,-54,-76,-84,-65,-72,-70,-69,-75,-56,NaN,NaN,9
-50,-34,-46,-69,-66,-65,-52,-60,-47,-42,-57,-79,-58,-64,-72,-70,-73,-74,-56,NaN,NaN,9
-55,-33,-47,-67,-67,-65,-54,-63,-46,-41,-59,-78,-62,-64,-72,NaN,-73,-73,-54,NaN,NaN,9
-51,-33,-47,-67,-68,-65,-51,-63,-49,-43,-56,-82,-55,-62,-72,NaN,-72,-77,-56,NaN,NaN,9
-52,-34,-46,-67,-65,-64,-53,-66,-43,-41,-57,-82,-55,-63,-72,-71,-71,-76,-55,NaN,NaN,9
-56,-33,-45,-67,-66,-65,-53,-64,-45,-44,-56,-79,-61,-69,-71,-70,-71,-67,-55,NaN,-81,9
-53,-34,-48,NaN,-67,-63,-53,-68,-46,-42,-53,-81,-60,-69,-71,-70,NaN,-72,-56,NaN,-81,9
-51,-32,-47,-67,-69,-64,-53,-62,-46,-43,-54,-83,-60,-64,-70,-74,-72,-72,-67,NaN,NaN,9
-56,-34,-45,-63,-65,-65,-54,-64,-49,-43,-55,-83,-63,-64,-71,-72,-70,-72,-67,NaN,NaN,9
-53,-33,-45,-68,-67,-65,-52,-61,-46,-43,-55,-79,-62,-64,-73,-72,-70,-75,-56,NaN,NaN,9
-54,-34,-45,-68,-67,-65,-53,-61,-47,-43,-56,-79,-58,-63,-72,-70,NaN,-74,-56,NaN,NaN,9
-55,-34,-46,-68,-66,-66,-52,-61,-46,-43,-54,-78,-59,-64,-73,-71,-70,-68,NaN,NaN,-83,9
-54,-34,-46,-69,-66,-65,-56,-60,-46,-43,-53,-80,-59,-64,-73,-70,-70,-75,NaN,NaN,-83,9
-55,-34,-52,-67,-66,-64,-52,-60,-47,-42,-53,-74,-60,-64,-73,-70,-71,-74,NaN,NaN,NaN,9
-55,-34,-45,-68,-67,-65,-54,-61,-48,-42,-53,-81,-61,-64,-73,NaN,-71,-74,-58,NaN,-83,9
-55,-35,-48,-67,-68,-64,-54,-86,-47,-43,-57,-80,-61,-63,-72,-72,NaN,-74,-58,NaN,-83,9
-54,-33,-53,-67,-66,-63,-56,-60,-44,-44,-52,-80,-64,-65,-72,-72,-70,-68,NaN,NaN,NaN,9
-52,-35,-45,-71,-66,-64,-60,-60,-45,-44,-55,-89,-67,-67,-72,-72,-71,-68,-61,NaN,NaN,9
-54,-34,-45,-69,-66,-65,-53,-61,-48,-42,-55,-80,-57,-63,-72,-71,-73,-73,-56,-83,-77,9
-53,-33,-46,-69,-72,-64,-54,-62,-48,-43,-55,-80,-57,-65,-72,-71,-69,-70,-56,-83,-78,9
-53,-33,-46,-67,-66,-64,-54,-61,-51,-43,-53,-77,NaN,-65,-70,-71,-69,-74,NaN,NaN,-78,9
-54,-33,-51,-70,-66,-65,-55,-63,-48,-43,-53,-80,NaN,-64,-72,-72,-69,-68,-56,NaN,-86,9
-55,-34,-46,-69,-67,-65,-54,-63,-47,-42,-53,-80,-59,-64,-86,-70,-69,-74,-56,NaN,-78,9
-56,-36,-53,-69,-72,-64,-54,-63,-51,-43,-53,-77,-59,-64,-86,-70,-69,-74,NaN,NaN,-78,9
-55,-34,-46,NaN,-72,-64,-54,-64,-47,-42,-52,-77,-59,-64,-72,-69,-68,-72,NaN,NaN,NaN,9
-56,-34,-46,-72,NaN,-64,-53,-64,-44,-43,-53,-80,-59,-64,-72,-71,-72,-72,-56,-84,NaN,9
-57,-33,-46,-70,-68,-64,-53,-63,-47,-43,-55,-80,-59,-63,-72,-70,-72,-74,-57,-84,-80,9
-56,-34,-45,-70,-66,-65,-54,-60,-46,-43,-53,-79,-60,-64,-72,-87,-72,-75,-57,-86,-80,9
-54,-33,-46,-72,-67,-64,-59,-63,-45,-42,-55,-79,-59,-63,-71,-71,-72,-66,-57,-85,NaN,9
-54,-34,-46,-71,-67,-64,-55,-63,-47,-43,-55,-79,-59,-64,-72,-71,-73,-74,-56,-85,NaN,9
-54,-33,-45,-71,-68,-65,-54,-62,-47,-43,-55,-78,-69,-68,-73,-71,-73,-74,-56,NaN,NaN,9
-56,-34,-45,-73,-65,-65,-53,-63,-47,-41,-55,-78,-69,-68,-72,-71,NaN,-74,-56,NaN,NaN,9
-54,-34,-45,-71,-67,-64,-59,-61,-46,-42,-53,-78,-72,-63,-71,-72,NaN,-68,-56,NaN,NaN,9
-54,-34,-51,-71,-67,-65,-55,-63,-64,-43,-53,-78,-59,-65,-72,-72,-71,-72,-56,NaN,NaN,9
-55,-34,-45,NaN,-67,-65,-53,-68,-47,-43,-55,-78,-61,-64,-71,-70,-72,-72,-56,-86,NaN,9
-52,-35,-46,NaN,-68,-65,-51,-63,-47,-48,-53,-78,-61,-64,-72,-71,-72,-74,NaN,-85,NaN,9
-52,-34,-46,-72,-67,-65,-55,-63,-46,-43,-55,-80,-62,-69,-70,-74,-71,-68,-56,-85,NaN,9
-53,-34,-45,-72,-67,-64,-58,-62,-46,-43,-55,-78,-59,-69,-72,-74,-71,-74,-57,NaN,NaN,9
-53,-33,-53,-69,-67,-64,-55,-63,-46,-43,-55,-79,-61,NaN,-74,-71,-71,-74,-56,NaN,NaN,9
-54,-34,-45,-69,-67,-65,-54,-65,-48,-42,-52,-79,-60,NaN,-74,-71,-71,NaN,-56,NaN,NaN,9
-53,-34,-46,-72,-67,-64,-52,-65,-47,-42,-55,NaN,-60,NaN,NaN,-72,-72,-77,-56,NaN,NaN,9
-54,-34,-46,-70,-66,-64,-54,-66,-47,-42,-53,-77,NaN,-64,-72,-72,-72,-73,-56,NaN,NaN,9
-54,-33,-46,-70,-67,-64,-51,-66,-47,-43,-55,-78,-59,-64,-73,-71,-69,-67,-56,NaN,-84,9
-55,-33,-45,-71,-68,-64,-54,-66,-47,-43,-53,-80,-69,-64,-72,-74,-74,-81,-56,-85,-84,9
-55,-34,-45,-72,-68,-64,-53,-65,-47,-42,-55,-78,-59,-64,-74,-71,-69,-69,-56,-85,NaN,9
-54,-34,-46,-70,-68,-64,-55,-64,-45,-43,-55,-75,-60,-64,-74,-71,-69,-83,-56,NaN,-82,9
-52,-33,-46,-70,-67,-64,-55,-65,-47,-42,-54,-79,-60,-64,-72,-70,-72,-75,-56,NaN,-82,9
-54,-34,-45,NaN,-68,-65,-54,-62,-69,-87,-53,-77,-60,-64,-73,-70,-70,-75,-56,NaN,NaN,9
-56,-33,-45,-71,-67,-64,-55,-64,-47,-42,-55,-77,-60,-64,-66,NaN,-75,-75,-56,NaN,NaN,9
-55,-34,-46,-71,-67,-64,-55,-64,-48,-42,-55,-77,-62,-65,-71,-70,-69,-74,-56,-83,NaN,9
-55,-34,-45,-70,-67,-64,-56,-64,-47,-42,-55,-79,-62,-65,-72,-70,-70,-73,-56,-83,NaN,9
-54,-33,-45,-69,-66,-64,-56,-64,-47,-42,-55,-78,-61,NaN,-71,NaN,-72,-67,-57,NaN,NaN,9
-54,-33,-46,-69,-67,-65,-56,-65,-48,-42,-53,-78,-60,-64,-71,-70,-72,-74,-57,-87,NaN,9
-55,-33,-45,-69,-66,-66,-60,-66,-46,-42,-56,-78,-60,-64,-70,-70,NaN,-76,-56,-87,NaN,9
-56,-80,-46,-69,-64,-64,-55,-65,-47,-42,-55,-78,-60,NaN,-70,-72,NaN,-74,-56,NaN,NaN,9
-56,-34,-45,-72,-70,-64,-56,-64,-47,-42,-52,-81,-62,-63,-72,-71,-71,-75,-58,NaN,NaN,9
-54,-38,-47,-73,-66,-65,-54,-64,-49,-43,-53,-79,-61,-63,-71,-70,-71,-77,-57,NaN,NaN,9
-55,-34,-53,-72,-66,-65,-56,-65,-48,-42,-54,-78,-65,-61,-72,-70,NaN,-68,-56,NaN,-78,9
-67,-35,-87,-71,-66,-65,-55,-64,-51,-43,-56,-76,-75,-66,-65,-70,NaN,-75,-56,NaN,-78,9
-85,-33,-52,-69,-65,-64,-55,-64,-48,-42,-53,-78,-62,-66,-73,-73,-72,-67,-56,-84,NaN,9
-54,-33,-46,-69,-65,-64,-59,-65,-46,-43,-52,-79,-74,-65,-72,-70,-74,-68,-53,-84,-81,9
-54,-34,-45,NaN,-65,-64,-56,-65,-47,-41,-55,-78,-72,-63,-71,-74,-74,-67,-56,NaN,-81,9
-54,-32,-45,-70,-72,-64,-55,-57,-48,-43,-55,-79,-60,-64,-72,-71,-72,-68,-60,NaN,NaN,9
-54,-33,-47,-70,-66,-64,-55,-65,-48,-43,-55,-78,-65,-64,-72,-71,-73,-68,-60,NaN,NaN,9
-53,-34,-46,-71,-66,-64,-55,-66,-49,-43,-52,-78,-62,-65,-71,NaN,-73,-75,NaN,NaN,NaN,9
-55,-34,-45,-71,-66,-65,-84,-65,-47,-43,-54,-78,-61,-68,-71,-72,-76,-75,NaN,NaN,NaN,9
-55,-33,-45,-70,-67,-65,-56,-64,-49,-41,-54,-79,-61,-65,-72,-71,-76,-75,NaN,-85,NaN,9
-56,-33,-45,-70,-67,-65,-55,-65,-47,-43,-54,-79,-62,-68,-72,-72,-72,-68,-56,-81,-82,9
-54,-34,-46,-75,-68,-64,-55,-65,-49,-43,-55,-78,-63,-64,-71,-71,-72,-75,-56,-81,-82,9
-54,-33,-45,-75,-67,-65,-54,-64,-48,-40,-56,-78,-61,-64,-72,-71,-72,-75,-54,NaN,NaN,9
-54,-33,-46,-71,-67,-64,-55,-63,-48,-43,-54,-78,-61,-64,-72,-70,NaN,-74,-54,NaN,NaN,9
-52,-34,-46,-71,-67,-64,-55,-62,-52,-43,-56,-78,-64,-64,-71,-70,-73,-74,NaN,NaN,NaN,9
-43,-42,-43,-63,-69,-55,-44,-54,-48,-45,-73,-74,-56,-68,-75,-71,-71,-68,-54,-81,-81,10
-44,-44,-44,-64,-69,-55,-43,-53,-49,-45,-55,-75,-55,-68,-74,-67,-68,-67,-88,-81,-81,10
-42,-45,-42,-64,-67,-56,-46,-53,-47,-44,-57,-75,-60,-69,-79,-67,-70,-66,-52,NaN,NaN,10
-44,-45,-44,-73,-67,-55,-46,-53,-47,-42,-56,-75,-57,-67,-71,-67,-68,-67,-52,NaN,-75,10
-40,-45,-44,-73,-68,-56,-45,-53,-48,-45,-56,-76,-57,-66,-74,-67,-68,-68,-52,-82,-77,10
-40,-44,-42,-75,-66,-55,-46,-53,-48,-45,-58,-75,-56,-68,-74,-68,-69,-66,-52,-82,-74,10
-42,-45,-43,-75,-70,-55,-46,-53,-48,-45,-57,-75,-56,-68,-71,-68,-70,-66,-52,-81,-74,10
-44,-45,-44,-72,-67,-56,-45,-53,-48,-45,-57,-76,-56,-66,-73,-67,-70,-67,-52,-81,-75,10
-44,-45,-44,-73,-68,-56,-46,-53,-48,-44,-57,-76,-55,-66,-72,-67,-69,-67,-54,NaN,-75,10
-44,-45,-44,-78,-69,-56,-44,-52,-48,-44,-55,-76,-55,-66,-72,-67,-69,-72,-54,NaN,NaN,10
-43,-46,-44,-78,-69,-55,-45,-53,NaN,-45,-55,-76,-55,-66,-73,NaN,-69,-66,NaN,-80,NaN,10
-41,-45,-44,-75,-66,-56,-47,-52,-50,-44,-57,-77,-57,-67,-73,-67,-69,-66,-52,-81,-75,10
-45,-44,-44,-73,-70,-55,-44,-52,-48,-44,-57,-77,-57,-66,NaN,-67,-69,-66,-52,-81,-75,10
-43,-44,-44,-73,-69,-55,-45,-53,-48,-44,-57,-75,NaN,-66,NaN,-67,-72,-66,-52,NaN,NaN,10
-43,-87,-44,NaN,-68,-56,-45,-52,-48,-44,-57,-76,-57,NaN,-74,-67,-72,-67,-52,NaN,-74,10
-66,-44,-44,-62,-67,-56,-46,-52,-46,-44,-57,-76,-57,-68,-74,NaN,-71,-66,-52,-84,-74,10
-45,-45,-43,-73,-66,-56,-42,-52,-46,-44,-56,-73,-56,-66,-73,-66,-72,-66,-53,-84,NaN,10
-40,-49,-44,-73,-68,-56,-45,-53,-48,-44,-56,-73,-56,-66,-74,-66,-72,-75,-52,NaN,NaN,10
-42,-87,-44,-69,-69,-55,-45,-52,-48,-45,-62,-76,NaN,NaN,-74,-66,NaN,-65,-48,NaN,-77,10
-44,-48,-45,-65,-69,-55,-51,-53,-47,-44,-62,-76,-57,NaN,-74,-66,-71,-67,-52,NaN,-77,10
-47,-45,-52,-65,-67,-56,-46,-53,-49,-44,-59,-75,-57,NaN,-74,-67,-71,-67,-52,-81,-75,10
-45,-46,-44,-66,-67,-56,-86,-51,-46,-43,-59,-77,-56,NaN,-74,-67,NaN,-72,-54,-81,-75,10
-52,-46,-45,-77,-70,-56,-46,-51,-46,-90,-53,-79,-56,NaN,-76,NaN,NaN,-69,-58,-81,NaN,10
-41,NaN,-44,-77,-67,-55,-43,-54,-46,-44,-53,-79,-62,NaN,-72,NaN,-69,-69,-58,NaN,NaN,10
-43,NaN,-44,NaN,-58,-56,-51,-52,NaN,-44,-55,-75,-58,NaN,-73,NaN,-68,NaN,-52,-82,-73,10
-42,-47,-44,-73,-67,-56,-47,-53,-48,-44,-50,-75,-58,-67,-74,NaN,-70,-65,-54,-82,-73,10
-43,-45,-46,-73,-67,-55,-44,-53,-47,-44,-56,-72,NaN,-67,-73,-67,-70,-67,-52,-79,NaN,10
-43,-49,-46,-73,-67,-56,-46,-54,-47,-44,-55,-74,-60,-65,-74,-67,NaN,-67,-53,-79,NaN,10
-86,-49,-44,-73,-69,-56,-46,-53,NaN,-45,-55,-73,-55,-66,-74,-67,-68,-67,-53,NaN,NaN,10
-86,-46,-44,-66,-67,-56,-44,-53,NaN,-43,-65,-75,-55,-67,-74,-67,-68,-67,-53,NaN,NaN,10
