@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-35,-40,-55,-49,-67,-67,-65,-69,-57,-52,-48,?,-59,-78,-71,?,?,-70,?,-44,?,-81,-82,7
-35,-42,-54,-48,-67,-67,-65,-68,-58,-52,-48,-68,-58,-77,-70,?,?,-70,?,-42,?,-81,-82,7
-35,-42,-55,-49,-67,-62,-66,-68,-57,-53,-49,-68,-58,-77,-70,?,?,?,?,-44,?,?,?,7
-35,-42,-54,-49,-68,-64,-65,-69,-56,-52,-48,?,-59,?,?,?,?,?,?,-43,?,?,?,7
-37,-37,-66,-54,-60,-73,-64,-51,-53,-45,-53,-69,-64,-88,-74,-85,-84,-76,-81,-62,-89,?,?,8
-38,-31,-63,-50,-59,-71,-64,-53,-55,-46,-43,-68,-62,-85,-70,-84,?,?,-86,-51,-87,?,?,8
-38,-32,-65,-50,-58,-71,-64,-54,-55,-49,-42,-68,-64,-80,-70,-84,?,?,-86,-50,-87,-91,-88,8
-40,-32,-56,-49,-59,?,-61,-56,-54,-47,-42,?,-62,-80,-72,-84,-81,-77,?,-52,?,-91,-88,8
-39,-32,-52,-50,-59,?,-62,-54,-57,-47,-45,-63,-60,-80,-72,-84,-81,-77,?,-50,?,-88,?,8
-39,-32,-67,-49,-59,-73,-63,-55,-54,-49,-43,-63,-60,-78,-72,-85,-81,-74,?,-53,?,-88,?,8
-38,-31,-63,-49,-59,-73,-63,-53,-54,-48,-43,-64,-63,-82,-73,-85,-81,-76,-81,-50,-87,?,?,8
-40,-33,-63,-50,-59,?,-63,-54,-55,-49,-43,-63,-62,-82,-72,?,?,-75,-81,-49,-93,-88,-89,8
-38,-33,-63,-50,-59,-71,-60,-55,-55,-50,-42,-63,-62,-79,-69,?,?,-77,?,-50,-86,-90,-88,8
-39,-32,-59,-50,-59,-71,-62,-55,-56,-51,-41,-61,-60,-79,-69,?,?,-77,?,-50,-91,-90,-88,8
-39,-32,-61,-49,-58,-72,-62,-56,-54,-51,-42,-64,-60,-78,-70,?,-81,-77,?,-51,-91,?,-87,8
-38,-34,-61,-48,-58,-72,-62,-56,-59,-48,-43,-64,?,-78,-70,?,-81,?,?,-50,?,?,-87,8
-42,-32,-54,-49,-60,-69,-65,-61,-56,-47,-46,-66,-65,-80,-69,-82,?,-75,-84,-51,?,?,?,8
-38,-28,-67,-49,-58,-69,-60,-58,-55,-49,-46,-68,-58,-81,-72,-82,?,-75,-84,-50,?,?,?,8
-38,-33,-61,-64,-58,-71,-63,-57,-53,-52,-53,-68,-68,-82,-71,?,?,?,?,-51,?,?,?,8
-40,-31,-61,-50,-58,-71,-64,-54,-56,-48,-42,-64,-57,-82,-71,?,?,?,?,-51,?,?,?,8
-39,-32,-60,-51,-58,?,-60,-67,-54,-49,-44,-64,-61,-79,?,-83,?,-77,?,-52,?,?,?,8
-38,-32,-61,-51,-58,?,-63,-53,-56,-50,-43,?,-60,-82,?,-83,?,-74,?,-50,?,-88,-88,8
-38,-32,-61,-51,-58,-73,-62,-55,-56,-49,-42,?,-60,-82,-69,-83,?,-75,?,-51,?,-87,-88,8
-40,-32,-65,-51,-59,-70,-63,-55,-56,-48,-43,-67,-61,?,-69,-83,-80,-74,?,-51,-87,-87,?,8
-38,-33,-60,-50,-58,-72,-63,-53,-56,-48,-43,-62,-90,-81,?,-84,-80,-76,?,-52,-90,-88,?,8
-39,-33,-54,-51,-58,-70,-62,-49,-56,-49,-42,-63,-62,-81,?,-84,-80,-77,?,-51,-91,-89,-88,8
-38,-32,-65,-51,-58,-71,-63,-54,-56,-47,-43,-63,-62,-79,-72,-84,-81,-76,-83,-51,-86,-89,-88,8
-41,-32,-62,-51,-58,-71,-63,-54,-56,-48,-43,-62,-62,-80,-72,-84,-82,-76,-83,-51,-86,?,?,8
-39,-32,-64,-62,-58,-70,-63,-53,-57,-48,-43,-63,-62,-80,-72,?,-82,-76,?,-51,?,?,?,8
-44,-32,-54,-50,-58,-72,-63,-55,-57,-49,-43,-63,-61,?,-72,?,?,?,?,-51,?,?,?,8
-39,-81,-62,-50,-58,-72,-65,-54,-55,-49,-43,-63,-62,-79,?,?,?,-74,?,-51,?,?,?,8
-39,-32,-63,-49,-58,-72,-63,-53,-55,-48,-47,-63,-62,-79,-72,?,?,-74,-82,-51,?,?,?,8
-38,-32,-63,-48,-58,-71,-63,-55,-56,-47,-47,-62,-60,-79,-76,?,?,-74,-82,-51,?,?,?,8
-38,-32,-63,-50,-58,-70,-60,-54,-55,-50,-43,-62,-62,-79,-71,?,?,-74,?,-51,?,?,?,8
-39,-32,-64,-51,-58,-70,-63,-55,-56,-49,-43,?,-62,-79,-72,?,?,-74,?,-51,?,?,?,8
-38,-32,-64,-51,-58,?,-62,-56,-55,-50,-43,?,-62,?,-71,?,?,?,?,-51,?,?,?,8
-39,-32,-63,-71,-59,-72,-63,-53,-55,-48,-43,-62,-62,?,-71,-83,-82,?,?,-51,?,-90,?,8
-39,-32,-64,-50,-59,-72,-63,-54,-55,-54,-43,-63,-62,-80,-70,-84,-82,-78,-81,-51,-90,-84,-87,8
-38,-32,-61,-50,-59,-72,-62,-56,-55,-48,-43,-62,-63,-82,-72,-83,-82,-76,-81,-51,-88,-84,-87,8
-39,-32,-63,-52,-58,-71,-61,-56,-56,-45,-43,-63,-67,-82,-71,-83,-82,-78,?,-51,-86,?,?,8
-38,-32,-63,-52,-59,-70,-61,-56,-56,-48,-43,-63,-67,-80,-71,?,-81,-75,?,-51,-89,?,?,8
-40,-32,-63,-49,-59,-70,-61,-57,-56,-49,-47,-63,-67,-72,-72,?,-81,-74,?,-51,-90,?,?,8
-38,-32,-65,-50,-59,-72,-60,-57,-56,-49,-43,-62,-62,-72,-72,-83,?,-75,?,-51,-90,?,?,8
-38,-32,-60,-49,-59,-72,-60,-56,-56,-47,-42,-62,-63,-77,?,-83,?,-75,?,-51,?,?,?,8
-38,-32,-66,-49,-58,-71,-61,-55,-55,-50,-43,?,-63,-77,?,-84,?,?,?,-51,?,?,?,8
-38,-32,-62,-71,-59,-71,-61,-55,-56,-48,-43,?,-63,?,-72,-84,?,?,?,-51,-89,-88,?,8
-39,-32,-60,-49,-58,-71,-61,-55,-55,-50,-43,-63,-63,-79,-72,?,-80,?,?,-51,-89,-88,?,8
-39,-32,-67,-71,-58,-72,-60,-55,-56,-48,-42,-63,-63,-79,-72,?,-80,-77,-83,-51,?,?,?,8
-39,-32,-59,-71,-59,-72,-61,-55,-56,-48,-43,-63,-62,-80,-72,?,?,-74,-83,-51,?,?,?,8
-39,-32,-65,-48,-59,?,-62,-51,-56,-49,-43,-63,-62,-80,?,?,?,-75,?,-51,?,?,-86,8
-38,-61,-62,-49,-59,?,-61,-56,-55,-48,-43,-63,-63,-80,-70,-83,?,-77,-82,-51,-88,?,-86,8
-39,-32,-60,-49,-59,-70,-61,-54,-56,-48,-42,?,-62,-80,-70,-83,-80,-74,-82,-51,-91,?,?,8
-38,-32,-55,-50,-59,-70,-60,-54,-57,-48,-43,?,-63,?,-70,-82,-81,-76,?,-52,-87,?,?,8
-38,-32,-62,-50,-59,-69,-61,-55,-58,-47,-43,-64,-62,-78,-70,-82,-81,-76,?,-51,-91,?,?,8
-39,-32,-62,-50,-59,-69,-62,-55,-58,-49,-43,-64,-66,-78,-71,-83,?,-72,?,-51,-88,?,?,8
-39,-32,-63,-50,-59,-69,-62,-55,-57,-50,-43,-64,-62,-79,-71,-83,-81,-72,?,-51,-88,-86,?,8
-39,-31,-63,-50,-59,-68,-61,-57,-56,-46,-47,?,-62,-79,-72,?,-80,-76,?,-51,?,-86,?,8
-39,-32,-60,-49,-59,-68,-61,-53,-55,-47,-47,?,?,?,-72,?,-80,-76,?,-51,?,?,?,8
-40,-32,-59,-50,-59,-70,-62,-56,-55,-48,-43,?,-67,-81,?,?,?,-75,?,-51,?,?,?,8
-38,-32,-66,-49,-59,-69,-61,-55,-56,-48,-43,-64,-63,-79,?,-78,?,-76,?,-51,?,?,?,8
-41,-32,-62,-50,-59,-70,-65,-53,-55,-48,-43,-67,-63,-79,-71,-78,-81,-76,?,-51,?,?,?,8
-39,-32,-62,-53,-59,-69,-63,-53,-62,-50,-44,-67,-60,-83,-73,?,-81,-76,?,-51,?,-88,-88,8
-39,-32,-55,-51,-58,-70,-63,-52,-56,-48,-43,?,-63,-83,-72,?,?,-76,?,-51,?,-88,-88,8
-37,-30,-59,-51,-59,-70,-64,-55,-55,-48,-42,-63,-63,-79,-71,?,?,?,?,-51,?,?,?,8
-39,-32,-59,-49,-59,-70,-70,-57,-56,-48,-42,-62,-64,-78,-71,?,?,-75,?,-51,?,-89,-87,8
-40,-81,-55,-49,-59,-70,-60,-56,-55,-48,-42,-63,-63,-78,-71,?,-80,-75,?,-51,-89,-89,-87,8
-79,-32,-60,-48,-59,-70,-60,-56,-55,-47,-41,-63,-63,?,?,?,-80,-75,?,-51,-89,?,?,8
-39,-35,-54,-47,-59,-69,-60,-56,-56,-48,-41,-64,-60,-78,-73,?,-81,-74,-80,-51,-89,?,?,8
-41,-31,-63,-46,-59,-71,-61,-53,-54,-48,-42,-64,-66,-77,-72,-83,-81,-74,-77,-51,-88,?,?,8
-40,-32,-63,-48,-59,-69,-61,-56,-55,-47,-42,-63,-61,-78,-72,-83,-81,-76,-77,-51,-88,?,?,8
-39,-32,-54,-48,-59,-69,-60,-56,-55,-48,-42,-63,-63,-78,-72,-83,-80,-74,?,-51,-87,?,?,8
-39,-32,-65,-48,-59,-69,-63,-56,-55,-48,-42,-60,-62,?,-71,?,-80,-74,?,-51,-87,?,?,8
-39,-35,-54,-47,-59,-72,-62,-54,-54,-48,-41,-63,-62,-79,-69,?,?,?,?,-51,?,?,?,8
-39,-31,-67,-48,-59,-70,-58,-56,-57,-48,-43,-62,-62,-77,-69,?,?,?,?,-51,?,?,?,8
-39,-32,-69,-48,-59,-69,-61,-55,-56,-48,-42,-63,-61,-77,-69,?,?,?,?,-51,?,?,?,8
-40,-31,-61,-47,-59,-69,-60,-56,-55,-47,-43,-63,-60,-77,-70,?,?,?,?,-51,?,?,?,8
-41,-31,-63,-48,-58,?,-62,-56,-55,-48,-42,?,-63,?,-69,?,?,?,?,-51,?,?,?,8
-36,-32,-61,-47,-59,?,-60,-53,-55,-47,-42,?,-60,?,-69,-82,?,?,?,-89,?,?,?,8
-40,-31,-60,-47,-59,?,-63,-54,-55,-47,-42,-63,-63,-68,?,-82,-81,-76,?,-52,?,?,?,8
-40,-31,-65,-47,-59,-71,-61,-56,-55,-46,-42,-63,-63,-73,-71,-82,-81,-74,?,-51,-90,?,?,8
-40,-31,-66,-48,-59,-71,-61,-56,-55,-48,-42,-63,-62,-77,-71,-82,?,-76,?,-51,-90,?,?,8
-42,-31,-54,-47,-59,-72,-62,-56,-55,-50,-42,-62,-63,-77,-71,?,?,-74,?,-52,?,?,?,8
-40,-32,-61,-47,-59,-73,-61,-54,-56,-49,-42,-63,-63,-77,-69,-83,-80,-75,?,-52,?,?,?,8
-40,-30,-64,-47,-59,-79,-61,-56,-56,-48,-42,-63,-63,?,-69,-83,-80,-75,?,-51,-89,?,?,8
-46,-40,-47,-54,-62,?,-68,-58,-56,-47,-47,-68,-56,-74,?,-78,?,-71,?,-55,?,?,?,9
-45,-70,-54,-51,-63,?,-63,-57,-58,-48,-46,?,-56,-74,-75,-78,?,-71,?,-55,?,?,?,9
-46,-32,-52,-51,-62,?,-69,-59,-58,-48,-46,?,-55,?,-72,?,?,?,?,-52,?,?,?,9
-45,-31,-55,-51,-63,?,-69,-60,-58,-47,?,-69,-55,?,-70,?,?,?,?,-54,?,?,?,9
-43,-69,-54,-51,-63,-73,-69,-58,-59,-52,-47,-64,?,?,-72,?,?,?,?,-55,?,?,?,9
-45,-31,-53,-51,-64,-73,-62,-59,-58,-46,-46,-64,?,-75,-72,?,?,?,?,-55,?,?,?,9
-42,-31,-56,-50,-63,?,-62,-61,-57,-46,-46,?,?,-75,-73,?,?,?,?,-53,?,?,?,9
-44,-31,-56,-52,-63,-71,-63,-58,-57,-48,-47,-66,-57,-75,-71,?,?,?,?,-52,?,?,?,9
-45,-32,-54,-50,-63,-71,-70,-58,-58,-47,-48,-74,-61,-75,-71,?,?,?,?,-54,?,-89,?,9
-45,-31,-52,-48,-61,-71,-64,-59,-58,-48,-48,-74,-57,?,-78,?,?,-71,?,-52,?,-87,-88,9
-49,-33,-51,-45,-62,-71,-69,-56,-56,-62,-48,-64,-57,-73,-76,?,?,-71,?,-54,?,-87,-88,9
-44,-31,-52,-49,-63,?,-69,-81,-56,-60,-46,-64,-56,-70,-74,?,?,-71,?,-54,?,?,?,9
-46,-31,-55,-43,-63,?,?,-55,-55,-46,-46,-64,-56,-74,-74,?,?,-72,?,-54,?,?,?,9
-44,-31,-52,-51,-64,-73,-62,-56,-58,-47,-46,-63,-56,-74,-72,?,?,-72,?,-54,?,?,?,9
-44,-31,-57,-55,-65,-73,-70,-56,-57,-60,-48,-65,-56,-73,-73,?,?,-72,?,-53,?,?,?,9
-45,-32,-56,-50,-66,?,-63,-56,-57,-47,-47,-64,-57,-73,-73,?,?,?,?,-53,?,?,?,9
-46,-31,-55,-51,-62,?,-63,-56,-57,-59,-47,-64,-57,-73,-73,?,?,?,?,-53,?,-88,?,9
-45,-69,-55,-51,-62,?,-63,-57,-58,-46,-44,-64,-56,-73,-78,-81,?,?,?,-54,?,-88,?,9
-45,-36,-55,-50,-62,-73,-63,-57,-58,-65,-47,-64,-56,-76,-75,-81,-85,?,?,-55,?,?,?,9
-45,-31,-56,-51,-61,-74,-61,-57,?,-48,-46,-63,-56,-76,-73,-81,-85,?,?,-51,?,?,?,9
-45,-31,-55,-50,-60,-74,-74,-57,?,-49,-47,-64,-64,-76,-69,-81,?,?,?,-53,?,?,?,9
-43,-32,-55,-51,-61,?,-63,-55,-57,-48,-46,-63,-55,-72,-72,?,?,-71,?,-54,?,?,?,9
-46,-31,-55,-51,-60,?,-63,-55,-63,-46,-45,-64,-57,-73,-72,?,?,-71,?,-51,?,?,?,9
-44,-34,-54,-49,-62,?,-64,-56,-59,-47,-46,-65,-56,-73,-75,?,?,?,?,-49,?,?,?,9
-44,-31,-55,-49,-62,?,-64,-56,-59,-61,-47,-65,-56,-75,-75,?,?,?,?,-52,?,?,?,9
-45,-31,-54,-51,-61,-71,-63,-58,-60,-45,-47,-70,-56,-74,-78,-79,?,-72,?,-52,?,?,?,9
-47,-31,-54,-49,-63,-71,-66,-56,-60,-46,-49,-70,-56,-74,-78,-79,?,-72,?,-55,?,?,?,9
-48,-35,-55,-50,-63,-73,-62,-56,-61,-46,-49,?,-55,?,?,?,?,-72,?,-54,?,?,?,9
-48,-30,-55,-50,-62,-73,-63,-56,-60,-47,-45,-63,-56,?,-75,?,?,-72,?,-53,?,?,?,9
-49,-30,-54,-48,-62,-73,-64,-56,-59,-46,-47,-63,-55,-75,-76,?,?,?,-84,-53,?,?,?,9
-47,-31,-55,-49,-64,-74,-63,-55,-61,-45,-85,-63,-55,-75,-76,?,?,-73,-84,-54,?,?,?,9
-45,-30,-54,-50,-64,-73,-63,-57,-56,-45,-47,-64,-56,-74,?,-78,?,-72,?,-53,?,?,?,9
-50,-30,-53,-50,-63,-73,-63,-57,-59,-45,-45,-64,-56,-75,?,-78,?,-71,?,-54,?,?,?,9
-50,-31,-54,-45,-63,?,-69,-56,-59,-47,-47,?,-58,-73,?,-83,?,-73,?,-54,?,?,-92,9
-51,-30,-58,-49,-61,?,-64,-56,-56,-45,-46,-64,-58,-75,-75,-83,?,-78,?,-53,?,?,-92,9
-47,-31,-54,-49,-62,?,-64,-56,-56,-47,-50,-64,-57,-74,-75,?,?,-78,?,-55,?,?,?,9
-50,-30,-56,-48,-59,?,-64,-56,-56,-52,-45,-64,-55,-75,-77,-82,?,?,-84,-56,?,?,?,9
-50,-31,-56,-48,-63,-74,-63,-56,-56,-46,-47,-64,-55,-73,-74,-82,?,?,-84,-54,?,?,?,9
-50,-31,-52,-49,-63,-74,-64,-55,-56,-60,-49,-64,?,-75,-73,?,?,-71,?,-51,?,?,?,9
-48,-31,-57,-51,-61,-69,-62,-56,-60,-47,-46,-65,?,-75,-73,?,?,-71,?,-56,?,-88,?,9
-48,-31,-58,-52,-62,-69,-61,-56,-55,-45,-49,-65,?,?,-71,-80,?,-71,?,-50,?,-88,?,9
-50,-30,-53,-50,-62,-74,-61,-57,-58,-45,-48,-64,-58,?,-71,-80,?,-71,?,-53,?,?,?,9
-47,-31,-53,-50,-60,-74,-64,-55,-58,-44,-49,-64,-58,-76,-71,-80,?,?,?,-50,?,?,?,9
-46,-30,-54,-51,-61,-74,-73,-57,-58,-43,-49,-64,-57,-75,-70,-82,?,?,?,-50,?,?,?,9
-46,-30,-52,-53,-62,?,-71,-56,-56,-45,-46,-65,-55,-75,-70,-82,?,?,?,-50,?,?,?,9
-46,-31,-57,-50,-63,?,-63,-57,-57,-45,-50,-64,-59,?,-71,-80,?,-68,?,-52,?,?,?,9
-45,-33,-53,-50,-61,?,-63,-57,-56,-44,-48,-64,-57,-79,-71,-80,?,-68,?,-52,?,?,?,9
-43,-33,-55,-48,-59,-74,-66,-56,-59,-44,-47,?,-56,-79,?,?,?,-67,?,-52,?,?,?,9
-45,-30,-56,-49,-62,-74,-66,-55,-56,-43,-48,-63,-58,-76,-74,?,?,-67,?,-55,?,?,?,9
-45,-31,-56,-49,-61,?,-64,-55,-56,-44,-48,-65,-58,-76,-72,?,?,-69,?,-53,?,?,?,9
-44,-32,-54,-49,-61,?,-63,-54,?,-43,-47,-61,-59,-75,-72,-82,?,-69,?,-53,?,?,?,9
-39,-30,-53,-48,-63,?,-61,-56,-56,-45,-47,-61,-57,-75,-73,-82,?,?,?,-50,?,?,?,9
-44,-30,-53,-44,-62,-73,-62,-56,-56,-44,-48,-66,-57,?,-73,?,?,?,?,-49,?,?,?,9
-45,-30,-54,-49,-63,-73,-67,-56,-58,-43,-45,-66,-56,-75,-74,-82,?,-69,?,-52,?,?,?,9
-45,-31,-55,-48,-62,?,-64,-56,-62,-59,-43,-62,-61,-75,-71,-82,?,-65,?,-49,?,?,?,9
-44,-30,-56,-50,-62,-72,-64,-55,-62,-44,-47,-62,-59,-65,-69,?,?,-69,?,-51,?,?,?,9
-44,-30,-58,-48,-63,-72,-67,-55,-56,-44,-47,?,-57,-75,-72,?,?,-75,?,-52,?,?,-90,9
-45,-31,-54,-50,-62,-72,-65,-55,-59,-44,-47,?,-59,-74,-72,?,?,-75,?,-51,?,?,-90,9
-54,-30,-53,-49,-62,?,-63,-55,-59,-44,-47,-63,-58,-74,-70,?,?,?,?,-52,?,?,?,9
-45,-30,-55,-50,-63,-71,-63,-56,-56,-45,-48,-64,-58,?,-70,?,?,?,?,-49,?,?,?,9
-45,-31,-54,-48,-62,-73,-68,-56,-57,-42,-47,-63,-58,-75,-70,?,?,-70,-85,-51,?,?,?,9
-44,-33,-54,-48,-63,-74,-62,-56,-56,-45,-47,-64,-58,-72,-77,?,?,-69,-85,-52,?,?,?,9
-46,-33,-53,-48,-64,-73,-62,-55,-56,-44,-46,-63,-58,-74,-75,?,?,-69,?,-52,?,?,?,9
-39,-33,-55,-47,-63,-73,-63,-57,-56,-63,-47,-62,-57,-72,-72,-82,?,-76,-83,-51,?,?,?,9
-40,-36,-52,-48,-60,-73,-67,-55,-58,-46,-44,-63,-57,-74,-72,-82,?,-70,-83,-52,?,-90,?,9
-43,-31,-53,-44,-61,-73,-64,-55,-62,-59,-48,-64,?,-73,?,-80,?,-72,?,-52,?,-91,-90,9
-46,-30,-47,-51,-61,-72,-69,-57,-63,-44,-46,-68,?,-73,-76,-80,?,-71,?,-50,?,-91,-90,9
-46,-30,-53,-50,-62,-73,-63,-55,-56,-43,-47,-68,-58,-75,-75,?,?,-69,-77,-52,-87,-90,-91,9
-45,-31,-53,-47,-62,-73,-62,-56,-57,-44,-47,-63,-57,-73,-75,?,?,-69,-77,-51,-87,-90,-91,9
-45,-30,-57,-49,-62,-74,-62,-56,-57,-44,-47,-63,-58,-73,-74,?,?,-69,?,-51,?,?,?,9
-45,-30,-54,-50,?,-75,-61,-56,-52,-44,-47,-63,-58,-76,-74,-80,?,-70,-84,-52,?,?,?,9
-46,-31,-56,-49,-64,-73,-62,-55,-55,-44,-46,-64,-58,-76,-74,-80,?,-70,-84,-52,?,?,?,9
-46,-30,-53,-50,-64,-73,-63,-57,-56,-44,-46,-64,-58,-74,?,?,?,-71,?,-52,?,-90,?,9
-45,-31,-54,-53,?,-71,-69,-49,-56,-43,-46,?,-58,-74,-73,?,?,-71,?,-52,?,-90,?,9
-45,-31,-53,-44,-63,-71,-63,-56,-56,-57,-45,-60,-58,-72,-73,?,?,-71,?,-52,?,-90,?,9
-46,-30,-54,-50,-61,-71,-66,-56,-56,-61,-46,-64,-58,-74,?,?,?,-68,?,-52,?,?,?,9
-46,-31,-55,-48,-60,-72,-66,-55,?,-44,-45,-65,-60,-72,?,?,?,-69,?,-52,-87,?,?,9
-45,-31,-51,-46,-62,-72,-65,-56,-57,-45,-45,-64,-60,-72,?,?,?,-68,?,-49,-87,?,?,9
-44,-31,-54,-50,-61,?,-66,-56,-55,-45,-45,-64,-58,-78,-72,?,?,-68,?,-51,?,?,?,9
-44,-30,-55,-51,-63,?,-65,-57,-58,-44,-45,-63,-59,-78,-72,?,?,-71,?,-52,?,?,?,9
-54,-37,-47,-45,-53,?,-58,-55,-56,-48,-35,-70,-54,?,-69,?,-74,?,?,-59,?,?,?,10
-53,-34,-46,-44,-53,?,-60,-59,-53,-49,-38,-60,-52,?,-72,?,-74,?,?,-63,?,?,?,10
-65,-34,-47,-48,-55,?,-59,-58,-55,-43,-38,-68,-53,?,-68,?,?,?,?,-61,?,?,?,10
-51,-35,-49,-48,-54,-65,-61,-57,-66,-44,-38,-61,-51,?,-68,?,?,?,?,-64,?,?,?,10
-55,-36,-47,-48,-54,-65,-62,-59,-54,-44,-37,-61,-51,?,-68,?,?,-70,?,-63,?,?,?,10
-53,-35,-50,-49,-55,?,-60,-59,-56,-45,-38,?,-53,?,-68,-73,-71,-70,?,-63,?,?,?,10
-52,-34,-47,-50,-54,?,-57,-59,-55,-47,-41,-60,-52,?,-68,-73,-71,-68,?,-63,?,-82,-84,10
-51,-35,-48,-51,-54,?,-59,-59,-54,-45,-40,-60,-51,-75,-67,-79,?,-70,-76,-60,?,-82,-84,10
-49,-35,-49,-51,-55,-65,-58,-55,-55,-48,-40,-61,-51,-70,-67,-79,-72,-73,-76,-62,?,?,?,10
-49,-35,-47,-72,-53,-65,-60,-58,-67,-48,-37,-61,-51,-73,-69,-79,-72,-73,?,-62,?,?,-82,10
-49,-35,-47,-52,-55,?,-59,-59,-54,-44,-37,-68,-52,-73,-69,?,?,?,?,-63,?,?,-82,10
-51,-36,-48,-49,-55,?,-60,-58,-54,-44,-37,-61,-57,-74,-74,?,?,?,?,-63,?,?,?,10
-50,-35,-47,-49,-54,-65,-60,-58,-54,-47,-37,-60,-52,-75,-67,?,?,?,?,-60,?,?,?,10
-65,-34,-51,-47,-54,-66,-60,-58,-53,-44,-39,-61,-51,-73,-67,?,?,-70,?,-62,?,?,-83,10
-71,-35,-47,-47,-54,-66,-57,-57,-53,-44,-39,-58,-52,-73,?,?,?,-70,?,-60,?,?,-83,10
-50,-33,-47,-46,-56,?,-64,-55,?,-43,-36,-59,-51,-75,?,?,?,?,?,-60,?,?,?,10
-46,-35,-46,-48,-54,-65,-64,-58,?,-44,-37,-60,-51,-75,-69,?,?,?,?,-64,?,?,?,10
-52,-35,-48,-47,-54,-65,-57,-57,-55,-45,-37,-61,-52,?,-69,-78,?,-72,-78,-59,?,?,-84,10
-52,-35,-48,-48,-54,-66,-59,-58,-55,-44,-37,-61,-57,-74,-68,-78,-70,-72,-79,-61,?,?,-84,10
-51,-35,-47,-50,-55,-66,-59,-58,-55,-43,-39,-61,-52,-74,-69,-80,-70,-72,-79,-61,?,?,?,10
-51,-35,-47,-48,-55,-66,-90,-59,-55,-45,-37,-61,-49,-75,-72,-80,?,-72,?,-60,?,?,?,10
-52,-35,-50,-85,-55,?,-90,-59,-55,-44,-37,-61,-53,-72,-72,?,-70,-72,?,-63,?,-83,?,10
-51,-35,-47,-48,-54,?,-58,-58,-56,-47,-37,?,-52,-74,-68,?,-70,-72,?,-62,?,-86,-85,10
-51,-35,-48,-47,-54,?,-60,-47,-65,-44,-36,-60,-51,-74,-68,?,?,?,?,-63,?,-86,-85,10
-53,-35,-48,-47,-55,?,-61,-57,-52,-47,-37,-67,-51,-74,?,?,?,?,?,-63,?,?,?,10
-52,-35,-48,-47,-55,-65,-59,-58,-55,-44,-37,-59,-53,-73,-67,?,?,-72,-77,-62,?,?,?,10
-52,-35,-49,-49,-54,-65,-60,-59,-54,-44,-38,-59,-55,-73,-68,?,-72,-72,-77,-63,?,?,?,10
-52,-43,-48,-46,-54,-65,-58,-60,-53,-44,-37,-61,-51,-73,-68,?,-72,?,?,-63,?,?,?,10
-52,-36,-48,-46,-55,-65,-63,-60,-53,-44,-37,-61,-51,-73,-67,-80,?,-71,?,-53,?,-76,-76,10
-49,-35,-47,-47,-54,-63,-59,-56,?,-43,-38,-62,-51,-73,-69,-80,-71,-71,?,-62,?,-76,-76,10
-58,-35,-48,-47,-54,-63,-57,-58,?,-44,-37,-62,-51,-74,-65,-79,-71,-71,?,-54,?,?,?,10
-52,-35,-48,-47,-54,-67,-60,-59,-54,-44,-37,-63,-51,-74,-68,-79,-71,-71,?,-62,?,?,?,10
-53,-35,-47,?,-55,-66,-59,-59,-54,-44,-37,-60,-51,?,-68,?,-71,?,?,-61,?,?,?,10
-52,-35,-47,-49,-54,-64,-58,-59,-54,-44,-37,-68,-52,?,-66,?,-70,?,?,-61,?,?,?,10
-52,-35,-47,-49,-54,-67,-57,-58,-54,-44,-37,-68,-52,-65,-65,-79,-70,-73,?,-62,?,-82,-84,10
-51,-35,-48,-50,-54,-67,-59,-58,-54,-43,-37,-60,-53,-73,-65,-80,?,-73,?,-63,?,-82,-87,10
